TRAINING,VALIDATION
0.0350184030831,0.0224691368639
0.0348723120987,0.0221054274589
0.0346032269299,0.0216771122068
0.0341636426747,0.0212115198374
0.0336239784956,0.0207129344344
0.0330418981612,0.0202013626695
0.0324314683676,0.0196912735701
0.0317861251533,0.0191850401461
0.0311426054686,0.0186842959374
0.0305029954761,0.0181904137135
0.0298690311611,0.0177044849843
0.0292420908809,0.0172273367643
0.0286232400686,0.0167596153915
0.0280133076012,0.0163018014282
0.027412943542,0.0158542841673
0.0268226508051,0.0154173476622
0.0262428242713,0.0149912238121
0.0256737694144,0.0145760839805
0.0251157414168,0.0141720604151
0.0245689339936,0.0137792630121
0.0240335036069,0.0133977672085
0.0235095713288,0.013027629815
0.0229972358793,0.0126688973978
0.022496573627,0.0123215867206
0.0220076460391,0.0119857126847
0.0215304903686,0.0116612706333
0.0210651345551,0.0113482456654
0.0206115916371,0.0110466098413
0.0201698616147,0.0107563240454
0.0197399388999,0.0104773417115
0.0193217992783,0.0102096004412
0.0189154129475,0.00995303783566
0.0185207482427,0.00970757286996
0.0181377530098,0.00947312451899
0.0177663788199,0.00924959685653
0.0174065604806,0.00903688836843
0.0170582346618,0.00883489102125
0.0167213249952,0.00864348746836
0.0163957513869,0.00846255384386
0.0160814281553,0.00829195324332
0.0157782565802,0.00813155155629
0.0154861379415,0.00798119325191
0.0152049669996,0.00784072559327
0.0149346254766,0.00770998001099
0.0146749969572,0.00758878374472
0.0144259473309,0.00747695099562
0.014187341556,0.00737429363653
0.0139590427279,0.00728060724214
0.0137408878654,0.00719568133354
0.0135327242315,0.00711929658428
0.0133343841881,0.00705122202635
0.0131456898525,0.00699121830985
0.0129664549604,0.00693903677166
0.0127964913845,0.00689441896975
0.0126355905086,0.00685709854588
0.0124835474417,0.00682679424062
0.012340137735,0.00680322386324
0.0122051350772,0.00678609125316
0.0120783038437,0.00677509559318
0.0119594037533,0.00676992395893
0.0118481786922,0.00677026063204
0.011744370684,0.00677578430623
0.0116477189586,0.00678616249934
0.0115579469129,0.0068010664545
0.0114747751504,0.00682015623897
0.0113979298621,0.00684309471399
0.0113271186128,0.00686954241246
0.0112620545551,0.00689915800467
0.0112024480477,0.00693160388619
0.0111480038613,0.00696654431522
