DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND45384,IND45385,IND45386,IND45387,IND45388,IND45389,IND45390,IND45392,IND45393,IND45394,IND45397,IND45398,IND45399,IND45400,IND45401,IND45402,IND45403,IND45426,IND45427,IND45463,IND45464,IND45465,IND45466,IND45467,IND45468,IND45469,IND45470,IND45471,IND45510,IND45511,IND45512,IND45513,IND45514,IND45515,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5106,IND5114,IND5118,IND5126,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5309,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM1921,SYM1994,SYM246,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1494547200,1.0,63.8663,25.6872,1281.78,84.5583,25.669433471933658,63.2187556180457,1.77567,0.858508011496072,5.21117,2.28684,0.0,0.6082000000000036,0.0,1.187100000000001,0.0,-0.5716999999999999,0.0,-0.27779999999999916,0.0,-0.1612000000000009,0.0,-7.310000000000173,0.0,0.44200000000000017,-0.3990000000000009,0.0,0.0,25.7113,-0.024100000000000676,0.0,41.3417,0.0032270454148486394,0.8565219783364307,0.054896107281073636,0.18016102545179702,0.573264580482304,0.18338887144786753,0.016352785140639647,0.24196079184039554,53.4353,0.08384000000000014,0.0,84.5583,84.5583,83.944,83.944,0.6143000000000001,0.6143000000000001,0.7783500000000032,102.484,102.484,98.982,97.6767,4.807299999999998,4.807299999999998,4.93083333333333,10.778700000000002,10.778700000000002,10.256599999999999,-0.33899999999999864,0.0,69.8268,84.5583,70.0432,84.113,69.6683,84.101,14.731499999999997,14.0698,14.432699999999997,83.944,84.101,-0.16899999999999693,0.5087000000000046,0.0,0.0,0.10229999999999961,0.0,10.778700000000002,102.03925818009239,0.10421927632293818,0.07030836342140226,0.051357676696628496,1.0,1.0,5.6,10.7,10.7,-123.8,1668.82,9.700000000000003,0.0,189.789,22.189525,1186.97,1627.1533333333332,11.903849999999998,-123.8,22.2432,0.20332014501193016,0.5340559029418178,0.7580392081596045,0.9348408062159915,0.9836472148593604,0.14347802166356924,0.11722532135524225,0.8166111285521325,0.4262384174665972,0.9967729545851514,0.02618997749121535,0.9451038927189264,0.5582154627245862,0.18016102545179702,0.004522628797540262,0.009469643094122782,0.6258005310184455,9.203,76.58492000000001,22.4642,22.4642,11.6855,,64.438,25.7113,-137.0,0.4133412173792894,0.4066402900238603,0.009045257595080524,11.6855,-194.25,0.0,22.4642,84.5583,9.203,64.438,189.45,71.3465,25.669433471933658,-77.70887150547878,63.2187556180457,68.6677937155379,50.16734275061347,40.36604276382633,62.643121054389916,1256.16358141074,1.8824260511426152,28.092337146149475,0.42673541951769595,0.004522628797540262,0.819838974548203,0.9967729545851514,0.9836472148593604,0.8166111285521325,0.9451038927189264,0.7580392081596045,0.20332014501193016,0.14347802166356924,,,33.00007418444151,,0.7245490936205782,0.8826369296851639,1.117383136381265,0.6939638276990285,0.8889772677073061,1.1238663718733959,0.7231232939907549,0.3550378146869951,0.6280120448085258,0.7296129290913438
1494547800,1.0,64.3492,25.6273,1559.08,87.3592,25.625625800115536,63.0720997603147,1.53417,0.8565219783364307,5.597,0.38583000000000034,0.0,0.47099999999999653,0.0,0.9487000000000023,0.0,0.48289999999999367,0.0,0.25449999999999307,0.0,0.05630000000000024,0.0,11.810000000000173,0.0,-0.47490000000000165,0.7006700000000006,0.0,0.0,25.6872,-0.059899999999998954,0.0,41.8127,0.004985631692140613,0.8348667018525414,0.017794106076738037,0.011784482450103884,0.5994566953566118,0.16307232056719734,0.01685744548634105,0.38606678926216875,54.384,-0.24150000000000005,0.0,87.3592,87.3592,87.2045,86.604,0.7552000000000021,0.7552000000000021,0.8417333333333374,102.851,102.851,99.3588,98.1465,4.704499999999996,4.704499999999996,4.84963333333333,10.2475,10.2475,10.228433333333331,-0.7239999999999895,0.0,71.5538,87.3592,71.584,87.2045,70.9362,86.604,15.805400000000006,15.620499999999993,15.6678,87.2045,86.604,3.2604999999999933,2.503,0.0,0.0,2.8008999999999986,0.0,10.2475,100.44247821090039,0.05114033484556735,0.037817530405257344,0.07030836342140226,1.0,1.0,4.3,8.8,8.8,-98.3,1680.63,25.5,0.0,189.45,22.1586,1390.5175,1634.792857142857,11.8807,-98.3,22.158566666666665,0.014883491471335651,0.4066402900238603,0.6139332107378312,0.9260543021392212,0.983142554513659,0.16513329814745858,0.06532031951460637,0.8369276794328027,0.381725119396074,0.9950143683078594,0.012605226144905668,0.982205893923262,0.43702555216458844,0.16917412157993558,0.014414297318781221,0.010742799591249557,0.619214572102987,9.90367,78.38063333333334,21.9893,21.9893,11.7418,,63.8663,25.6872,-120.525,0.38606678926216875,0.029766982942671303,0.028828594637562443,11.7418,277.29999999999995,0.0,21.9893,87.3592,9.90367,63.8663,188.726,71.601,25.625625800115536,-74.06153920094727,63.0720997603147,69.2402859139128,51.36319081856303,40.52803580793122,62.52417374263926,1552.211800993579,2.2747798750786314,27.90385546673472,0.4005433046433882,0.014414297318781221,0.9882155175498961,0.9950143683078594,0.983142554513659,0.8369276794328027,0.982205893923262,0.6139332107378312,0.014883491471335651,0.16513329814745858,,,,,0.8877975577731173,0.7089638002546645,1.2718057759698473,1.9473099866349817,0.7814844093471924,0.9286035620267111,1.3183792038184248,0.3691017403726733,0.6540221568432016,0.277645264609465
1494548400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4742,89.4742,88.8045,88.4582,1.0159999999999911,1.0159999999999911,0.903100000000002,103.419,103.419,100.004,98.7807,4.638300000000001,4.638300000000001,4.762633333333331,10.171,10.171,10.204766666666666,,,76.1343,89.4742,76.1345,88.8045,75.223,88.4582,13.3399,12.670000000000002,13.235200000000006,,,,,,,,,,,,0.03917130030376202,0.037817530405257344,1.0,1.0,6.1,,12.399999999999999,,,,,188.726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494549000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.809,94.809,94.2857,93.4468,1.3622000000000014,1.3622000000000014,0.9782166666666683,104.584,104.584,101.34,100.194,4.390000000000001,4.390000000000001,4.6651833333333315,9.222800000000001,9.222800000000001,10.054883333333333,,,81.9992,94.809,81.3053,94.2857,80.7413,93.4468,12.809799999999996,12.980400000000003,12.7055,,,,,,,,,,,,0.07585070449352627,0.03917130030376202,1.0,1.0,17.8,,36.2,,,,,189.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494549600,1.0,65.9395,25.6748,1796.62,97.8445,,,1.8435,0.8565219783364307,-1.05817,,,,,,,,,,,,,,,,,,,,,,43.243,,0.8413382400834397,2.4656856991411846E-4,,,0.14779938069252418,0.0116688857022057,0.0871983182923054,57.2853,,,97.8445,97.8445,97.4528,96.8435,1.0009999999999906,1.0009999999999906,0.9353999999999989,106.108,106.108,103.078,101.915,4.192999999999998,4.192999999999998,4.571233333333332,8.9969,8.9969,9.932066666666667,,,84.456,97.8445,83.944,97.4528,83.5923,96.8435,13.388499999999993,13.508799999999994,13.251200000000011,97.4528,96.8435,,,,,,,8.9969,102.9569480524902,0.06215123934375811,0.05114550751627269,0.07585070449352627,1.0,1.0,11.4,22.0,22.0,-159.3,1679.97,,,190.464,21.84485,1528.3774999999998,1634.797142857143,11.7935,-159.3,20.9037,0.004689926027703699,0.4066402900238603,0.9128016817076946,0.9260543021392212,0.9883311142977943,0.15866175991656029,0.02839629615914241,0.8522006193074758,0.381725119396074,,,0.9997534314300859,0.31583564160459066,,0.0014319378608435383,0.010742799591249557,,10.4047,85.15436,20.9037,20.9037,11.9068,,,,-128.725,0.24196079184039554,0.009379852055407398,0.0028638757216870765,11.9068,,,20.9037,97.8445,10.4047,,188.635,72.5428,,-100.91413521424272,,70.77748221480331,53.20139823592396,41.81609056601974,62.51048551657233,1745.0206459927647,2.9682757454202537,27.97011601447919,,0.0014319378608435383,,0.9834555734542245,0.9883311142977943,0.8522006193074758,0.9997534314300859,0.9128016817076946,0.004689926027703699,0.15866175991656029,,,,,,0.4672885458626178,,2.9535307200085272,0.4021489922161628,0.751959424594005,1.7591259240128294,0.35369993004075856,0.44293622867381777,0.40723829722984406
1494550200,1.0,66.3795,25.6943,1951.69,97.242,25.63207223626412,64.68286236855344,2.467,0.8564926158550699,-4.17367,-3.1155000000000004,0.0,-0.18670000000000186,0.0,0.6388999999999996,0.0,0.4399999999999977,0.0,0.30570000000000164,0.0,-0.0838000000000001,0.0,1.7100000000000364,0.0,-0.6362000000000023,0.5486000000000004,0.0,0.0,25.6748,0.019499999999997186,0.0,43.0563,,0.8564045284109871,,0.00250442054335398,0.4697597042364101,0.2465297867680376,0.014086599826364954,0.07813821178442015,57.9242,0.6235000000000002,0.0,97.546,97.546,97.242,96.6117,0.9343000000000075,0.9343000000000075,0.9471666666666654,107.167,107.167,104.244,103.065,4.102000000000004,4.102000000000004,4.472516666666666,8.444499999999998,8.444499999999998,9.643566666666667,0.5949999999999989,0.0,84.5583,97.8445,83.944,97.546,84.101,96.8435,13.286199999999994,13.602000000000004,12.742500000000007,97.546,96.6117,0.09320000000001016,-0.2318000000000069,0.0,0.0,-0.602499999999992,0.0,8.444499999999998,102.69000094533752,0.04574630476660002,0.08316150936112225,0.05114550751627269,1.0,1.0,18.0,35.7,35.7,-196.5,1681.68,-37.19999999999999,0.0,188.635,21.406175,1647.2925,1640.6575000000003,11.7971875,-196.5,20.5856,0.002472424558743747,0.39540314684270156,0.9218617882155798,0.9258373346812011,0.985913400173635,0.14359547158901292,0.028215954640393337,0.7534702132319624,0.37358020166149175,,,,,0.15818721770807415,4.77616190349792E-4,0.010318414092207299,0.6126286131875287,10.9533,90.292,20.2675,20.2675,11.823,,65.9395,25.6748,-144.475,0.23055541665356133,0.004944849117487494,9.55232380699584E-4,11.823,155.07000000000016,0.0,20.2675,97.242,10.9533,65.9395,189.23,72.8485,25.63207223626412,-127.19105307129342,64.68286236855344,71.2095816749989,54.49845102942693,42.53313342631219,62.59298880910097,1900.5647892036695,3.9133533105625293,28.085725617548672,0.5302402957635899,4.77616190349792E-4,0.997495579456646,0.9799520070827432,0.985913400173635,0.7534702132319624,0.9999006165629896,0.9218617882155798,0.002472424558743747,0.14359547158901292,,,,,0.8225444693529614,0.5539845082859298,1.6530055232542682,3.411731735750213,0.5069991779502009,0.4728522291415932,2.159614571799185,0.5145818494501936,0.6615448242085703,0.7603298942634668
1494550800,1.0,67.1227,26.2122,2012.86,98.3115,25.783087337040023,65.32791747676528,4.67933,0.8564926158550699,-3.335,0.8386700000000005,0.0,-0.24459999999999837,0.0,0.22359999999999758,0.0,0.7432000000000016,0.0,0.4573000000000036,0.0,0.20849999999999902,0.0,-0.09000000000014552,0.0,0.22350000000000136,0.5357000000000003,0.0,0.0,25.6943,0.5179000000000009,0.0,42.8117,,0.795910639761074,0.0,0.002765465295725855,0.029386462854469886,0.37926387266637873,0.013980610564415241,0.15606649341158252,58.1478,2.21233,0.0,98.6625,98.6625,98.3115,97.0365,1.6259999999999906,1.6259999999999906,1.1157833333333305,108.625,108.625,105.943,104.725,3.9000000000000057,3.9000000000000057,4.321300000000001,8.4595,8.4595,9.257033333333332,-0.020999999999986585,0.0,87.3592,98.3115,87.2045,98.6625,86.604,97.0365,10.952299999999994,11.457999999999998,10.432500000000005,98.6625,97.0365,1.1164999999999878,0.42480000000000473,0.0,0.0,1.0694999999999908,0.0,8.4595,101.64243328822715,0.04181921838280094,0.29234954529048557,0.08316150936112225,1.0,1.0,39.8,76.8,76.8,-275.0,1681.59,-78.5,0.0,189.23,20.912875,1830.0624999999998,1656.27,11.8221875,-275.0,20.554066666666664,0.055432022973764004,0.39540314684270156,0.8439335065884175,0.9243552712842504,0.9860193894355848,0.20408936023892596,0.02527479854577533,0.6207361273336213,0.3811098077136502,,,1.0,0.1109374397401528,0.1472003138362127,4.373492049939073E-4,0.010318414092207299,0.6060426542720703,11.489,91.62858333333332,20.491,20.491,12.0315,,66.3795,25.6943,-182.27499999999998,0.23055541665356133,0.11086404594752801,8.746984099878146E-4,12.0315,61.169999999999845,0.0,20.491,98.3115,11.489,66.3795,189.209,73.3058,25.783087337040023,-196.9204310325514,65.32791747676528,71.90250192273224,54.76869990617518,42.95580694818932,63.17986970549484,1980.334329749996,5.119465319409098,28.193808941005145,0.9706135371455301,4.373492049939073E-4,0.9972345347042741,0.969790243774558,0.9860193894355848,0.6207361273336213,1.0,0.8439335065884175,0.055432022973764004,0.20408936023892596,,,,,0.9077083856095206,0.6322285735887175,2.6033428885771834,3.231213752902065,0.9093977410353147,0.5803256888325798,1.825222934630551,1.215333087234094,0.5732074664792582,0.617640686226108
1494551400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0355,97.0355,96.6212,95.4248,1.6106999999999942,1.6106999999999942,1.2583666666666624,109.952,109.952,107.342,106.139,3.8130000000000024,3.8130000000000024,4.172716666666668,8.946799999999998,8.946799999999998,9.040249999999997,,,89.4742,98.3115,88.8045,98.6625,88.4582,97.0365,8.837299999999999,9.85799999999999,8.578299999999999,,,,,,,,,,,,0.024445371601367085,0.29234954529048557,1.0,1.0,12.0,,24.2,,,,,189.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1494552000,1.0,65.9377,26.5882,1181.49,90.3167,,,1.75817,0.8565219783364307,3.47717,,,,,,,,,,,,,,,,,,,,,,43.0017,,0.7479225891003918,4.7614575406162984E-4,,,0.2992728538391519,0.013863554920247934,0.4564535236211168,58.4488,,,90.6335,90.6335,90.3167,89.7278,0.905699999999996,0.905699999999996,1.2399833333333299,109.867,109.867,106.962,105.724,4.143000000000001,4.143000000000001,4.0901666666666685,10.3098,10.3098,9.06338333333333,,,90.3167,98.3115,90.6335,98.6625,89.7278,97.0365,7.994799999999998,8.028999999999996,7.308700000000002,90.6335,89.7278,,,,,,,10.3098,100.19043217929287,0.06985701053414385,0.051048159224968276,0.024445371601367085,1.0,1.0,11.5,22.4,22.4,-137.6,1676.18,,,189.191,20.922925,1735.6649999999997,1677.8571428571427,11.822142857142856,-137.6,21.26025,0.805571612307107,0.3888567753857859,0.5435464763788832,0.9218617882155798,0.9861364450797521,0.2520774108996083,0.01685744548634105,0.7007271461608481,0.3068866232434898,,,0.9995238542459384,0.027069606377821936,,0.005326905992180531,0.010653811984361062,,9.03633,92.60536666666667,22.0295,22.0295,11.7197,,,,-192.1,0.38606678926216875,0.3888567753857859,0.010653811984361062,11.7197,,,22.0295,90.3167,9.03633,,189.324,72.8662,,-101.5016544324381,,70.77753147419571,55.06141135901702,42.69778847424183,62.84091842008591,1179.2443393054727,1.6531427320652292,28.219584214825723,,0.005326905992180531,,0.9907152702131766,0.9861364450797521,0.7007271461608481,0.9995238542459384,0.5435464763788832,0.805571612307107,0.2520774108996083,,,,,,0.4239453674317722,,2.202398589289624,0.11080251996192557,0.7530639311532268,0.9904306807724599,0.6208624271743254,0.5004758387687984,0.38204632266091837
1494552600,1.0,64.5962,26.3757,828.695,84.589,26.508869108385923,64.68903711418751,2.02183,0.8564926158550699,2.81383,-0.6633400000000003,0.0,0.10580000000000211,0.0,-0.4095000000000013,0.0,-1.3415000000000106,0.0,-1.031000000000006,0.0,-0.12589999999999968,0.0,-118.17000000000007,0.0,0.7482000000000006,-1.1186599999999993,0.0,0.0,26.5882,-0.21250000000000213,0.0,43.1075,0.005615201861716712,0.7606006312375582,0.006744436603777437,0.5713350796405496,0.8377939746731103,0.2331005466285615,0.01692487319994196,0.6123046208041811,58.0393,0.26366,0.0,85.3713,85.3713,84.589,84.589,0.7823000000000064,0.7823000000000064,1.1433333333333309,108.943,108.943,105.754,104.523,4.420000000000002,4.420000000000002,4.095166666666668,11.1839,11.1839,9.390233333333331,-0.39500000000001023,0.0,84.589,98.3115,85.3713,98.6625,84.6023,97.0365,13.722499999999997,13.29119999999999,12.434200000000004,85.3713,84.6023,-5.262199999999993,-5.125500000000002,0.0,0.0,-5.727699999999999,0.0,11.1839,98.70961446297848,0.12983365055628737,0.33390499313434546,0.051048159224968276,1.0,1.0,12.0,24.7,24.7,-146.7,1558.01,-9.099999999999994,0.0,189.324,21.29388,1554.271,1662.8762500000003,11.7936,-146.7,22.403599999999997,0.3876092068246094,0.4021944113643417,0.38769537919581887,0.9195967615886085,0.983075126800058,0.23939936876244186,0.01690801627154173,0.7668994533714385,0.30498318089240534,0.9943847981382833,0.005457809319322687,0.9932555633962226,0.017794106076738037,0.37574805254617333,0.004307708937258201,0.010251673387040928,0.718625335014861,7.91767,92.61048333333333,22.7777,22.7777,11.5938,,65.9377,26.5882,-183.02,0.4388568400313798,0.7752184136492188,0.008615417874516402,11.5938,-352.79499999999996,0.0,22.7777,84.589,7.91767,65.9377,188.929,71.8352,26.508869108385923,-105.97892322667406,64.68903711418751,69.57272653539108,55.302272709256016,42.40562240678216,62.46843491611594,839.5281498245605,2.0505526204147717,28.179018974203608,0.16220602532688969,0.004307708937258201,0.42866492035945036,0.9943847981382833,0.983075126800058,0.7668994533714385,0.9932555633962226,0.38769537919581887,0.3876092068246094,0.23939936876244186,62.4640977759009,,,,0.26959236049367585,0.7954218562053507,2.0529603686620757,1.7508102236219882,0.9944956578109084,0.34461879841827386,0.962011342649374,0.922795871183811,0.5743758748106429,0.6416335629672789
