DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND45384,IND45385,IND45386,IND45387,IND45388,IND45389,IND45390,IND45392,IND45393,IND45394,IND45397,IND45398,IND45399,IND45400,IND45401,IND45402,IND45403,IND45426,IND45427,IND45463,IND45464,IND45465,IND45466,IND45467,IND45468,IND45469,IND45470,IND45471,IND45510,IND45511,IND45512,IND45513,IND45514,IND45515,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5106,IND5114,IND5118,IND5126,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5309,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND63786,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM157,SYM1994,SYM246,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1495670400,1.0,66.9322,38.9953,610.6,,39.408500677721975,67.06996173848408,2.03467,0.7140322142699244,3.23983,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,,,0.0,52.391,0.025616548312744625,0.7593126941203533,9.394700299557579E-4,0.5844742684941372,0.8728627673401885,0.9404891482452571,0.03975341203151572,0.13600561459445737,61.9843,,0.0,,88.227,,88.016,0.21099999999999852,,0.40006666666666746,,80.5713,,76.2187,4.352599999999995,,,,7.314699999999998,7.247066666666666,,0.0,,,,,,,6.210499999999996,6.192999999999998,6.200699999999998,88.016,88.227,,,0.0,0.0,,0.0,,,0.13864931846344486,,0.21122371916563928,1.0,1.0,,24.9,24.9,-162.9,1437.49,,0.0,,,,,,,,,0.7434323262771314,,0.8161523795404878,0.9602465879684843,0.24068730587964673,0.7705971646392631,0.059510851754742966,0.9600930884462657,,0.010608053973823195,,0.17229382695868325,0.27641773693506433,,0.1574947600452697,0.7270351330165502,,85.50912222222223,,,,68.1918,68.1918,39.1778,-120.11666666666667,0.550734201090717,0.3138686405510893,0.013903307724244774,26.9868,,,0.0,34.3015,88.1728,7.263,,189.516,74.4108,,-133.85395664369383,,72.83621300510424,,,64.00305060906051,578.5075014628263,1.9108068590131264,,,0.006951653862122387,,0.9743834516872554,,,0.9990605299700442,0.8639943854055426,0.8430656797244553,,,,,,,0.4335926149822603,,1.7627535143152586,,,0.5215004789701658,0.8501028821590279,1.1590678603727855,
1495671000,1.0,64.8785,38.873,349.103,86.6708,39.31467889640224,65.74669167353646,2.21767,0.7249495672218921,4.35567,1.11584,0.0,-0.4007000000000005,0.0,-0.5794999999999959,0.0,-2.053699999999992,0.0,-2.8902999999999963,0.0,-0.40279999999999916,0.0,-231.49,0.0,-1.540299999999995,-1.3391700000000002,0.0,0.0,38.9953,-0.12230000000000274,0.0,51.9903,0.07204185678545127,0.777001463967242,0.009045406582829596,0.9149354855792389,0.9069644349625261,0.8723304705913311,0.06194899694019107,0.08232675872149786,61.4048,0.18299999999999983,0.0,86.6708,86.7642,86.5378,86.5378,0.22639999999999816,0.22639999999999816,0.36656666666666615,80.1867,80.1867,75.8513,75.8513,4.335400000000007,4.335400000000007,4.322899999999999,6.177200000000003,6.177200000000003,7.120383333333333,0.26600000000001955,0.0,86.6345,90.2342,86.2062,89.7893,86.1688,89.9392,3.5996999999999986,3.5831000000000017,3.770399999999995,86.5378,86.7642,-1.478200000000001,-1.4628000000000014,0.0,0.0,-1.5019999999999953,0.0,6.177200000000003,110.49331032272705,0.16412996321636508,0.2927945539263376,0.2944168478011672,1.0,1.0,14.2,28.6,28.6,-169.8,1206.0,-6.900000000000006,0.0,189.516,34.9028,940.6239999999999,1589.0625,28.200574999999994,-169.8,34.12173333333334,0.6836832203201649,0.7579069491235374,0.9176732412785021,0.8556031142190209,0.9380510030598089,0.22299853603275804,0.6776303548577078,0.127669529408669,0.9600930884462657,0.9279581432145487,0.015302822785061176,0.9909545934171704,0.026603398410875417,0.27641773693506433,0.0068522948046805384,0.1574947600452697,0.7387101680658774,5.92383,86.36937777777777,32.7612,,26.584,,66.9322,38.9953,-130.41666666666669,0.550734201090717,0.6326335593596701,0.013704589609361077,26.584,,-261.497,0.0,32.7612,86.6708,5.92383,66.9322,189.782,71.5205,39.31467889640224,-139.78681542530336,65.74669167353646,70.62771590514764,60.15853922074608,56.824363131405434,62.89021148581482,315.9494443422372,2.1533504142988633,40.24180847963539,0.09303556503747387,0.0068522948046805384,0.08506451442076116,0.9279581432145487,0.9380510030598089,0.127669529408669,0.9909545934171704,0.9176732412785021,0.6836832203201649,0.22299853603275804,,,,,0.8103615059828038,0.8178484278783172,0.9651772096420632,1.4032244910605263,0.7608509570137586,0.3666141835611069,0.9507714570602289,0.9979371403560008,0.8759172255848764,0.8237067064162572
1495671600,1.0,63.108,38.9737,283.644,85.631,39.205513629779375,63.87577727330984,2.14633,0.7403519734064711,1.3,-3.05567,0.0,-0.700800000000001,0.0,-0.8440000000000012,0.0,-1.7705000000000055,0.0,-2.5297999999999945,0.0,-0.36100000000000065,0.0,-67.40000000000009,0.0,-0.5910000000000011,-0.26515999999999984,0.0,0.0,38.873,0.10070000000000334,0.0,51.2895,0.24667702425205207,0.7446241672202878,0.22320853015692044,0.8593992420538777,0.6532862416585288,0.7517617775466636,0.10466090855139099,0.22996243634180857,60.5608,-0.07134000000000018,0.0,85.631,85.6783,85.5167,85.5167,0.16159999999999286,0.16159999999999286,0.31588333333333196,79.5763,79.5763,75.3713,75.3713,4.204999999999998,4.204999999999998,4.303216666666666,5.947200000000002,5.947200000000002,6.965483333333333,-0.24200000000001864,0.0,85.631,90.2342,85.5167,89.7893,85.6783,89.9392,4.603200000000001,4.272599999999997,4.260900000000007,85.5167,85.6783,-1.0211000000000041,-1.0859000000000094,0.0,0.0,-1.0397999999999996,0.0,5.947200000000002,104.69940472709055,0.11457657011276501,0.25885727835276073,0.2927945539263376,1.0,1.0,13.4,27.3,27.3,-169.0,1138.6,0.8000000000000114,0.0,189.782,34.30645,766.7363333333333,1555.6125000000002,28.00334166666666,-169.0,33.07763333333333,0.4369483439601844,0.8553387023681499,0.7700375636581914,0.8556031142190209,0.895339091448609,0.2553758327797122,0.43735176419935967,0.24823822245333632,0.9600930884462657,0.7533229757479479,0.03722287543092129,0.7767914698430796,0.026603398410875417,0.5031252785568713,0.005914330225918524,0.1574947600452697,0.7387101680658774,5.65867,86.9609111111111,32.1702,,26.223,,64.8785,38.873,-140.63333333333333,0.550734201090717,0.8738966879203688,0.011828660451837048,26.223,,-65.459,0.0,32.1702,85.631,5.65867,64.8785,189.54,68.9907,39.205513629779375,-136.7335421186641,63.87577727330984,68.60648858320931,59.612910337808295,54.04398426097961,62.46639365605469,270.9127150620831,2.152614256409037,40.12776050614609,0.3467137583414713,0.005914330225918524,0.14060075794612223,0.7533229757479479,0.895339091448609,0.24823822245333632,0.7767914698430796,0.7700375636581914,0.4369483439601844,0.2553758327797122,,,,,0.6346177672805832,0.30831454641445744,1.6073682025451026,1.351300769234349,0.3566649771344802,0.8145921506549568,0.868877138585295,0.9574452157752422,0.443809695154908,0.36228149251246566
1495672200,1.0,61.5063,39.1,187.154,84.6125,39.36109680158242,,2.71717,0.7403519734064711,1.86917,0.56917,0.0,-0.7286999999999964,0.0,-0.9281000000000006,0.0,-1.601699999999994,0.0,-2.2017000000000024,0.0,-0.1296999999999997,0.0,-85.25999999999999,0.0,0.11609999999999587,-0.8933400000000002,0.0,0.0,38.9737,0.12630000000000052,0.0,50.5608,,0.6789704469775266,,,0.7045264004145846,0.6618868878939651,0.16773198991174265,0.037873767611736775,59.6327,0.57084,0.0,84.6125,84.799,84.5068,84.5068,0.29220000000000823,0.29220000000000823,0.27974999999999994,78.9865,78.9865,74.8948,74.8948,4.091700000000003,4.091700000000003,4.283333333333333,6.192999999999998,6.192999999999998,6.8492,-0.060000000000002274,0.0,84.6125,90.2342,84.5068,89.7893,84.799,89.9392,5.621700000000004,5.282499999999999,5.140199999999993,84.5068,84.799,-1.0099000000000018,-0.8792999999999864,0.0,0.0,-1.018500000000003,0.0,6.192999999999998,132.6391784451536,0.09794075121764916,0.04806562695657087,0.25885727835276073,1.0,1.0,13.2,26.1,26.1,-176.1,1053.34,-7.099999999999994,0.0,189.54,33.7265,582.8386666666667,1513.5125,27.800424999999994,-176.1,32.4059,0.8236063063161102,0.8553387023681499,0.9621262323882632,0.9042535273102623,0.8322680100882573,0.32102955302247344,0.22991340152227263,0.3381131121060349,0.9600930884462657,,,,,,0.003645445407981325,0.1574947600452697,0.7387101680658774,4.76533,87.27237777777778,,,26.0933,,,38.9737,-153.41666666666666,0.5015035168888446,0.3527873873677796,0.00729089081596265,26.0933,,-96.49000000000001,0.0,32.2863,84.6125,4.76533,63.108,189.48,66.789,39.36109680158242,-134.28041721604654,,,58.98466170836579,52.324729270377475,,141.10008987833737,2.602470127154244,39.953081633167635,0.29547359958541547,0.003645445407981325,,,0.8322680100882573,0.3381131121060349,,0.9621262323882632,0.8236063063161102,0.32102955302247344,,,,,0.3044032465211416,0.39046911185733735,,,0.8363725219523142,0.543254842094443,,0.5702113655217887,0.4503773259891808,0.538052534442134
1495672800,1.0,62.7672,39.2423,262.956,83.903,39.24741487909834,61.920203141497474,2.19867,0.7403519734064711,4.75917,2.89,0.0,-0.4160000000000039,0.0,-0.49549999999999983,0.0,1.2608999999999995,0.0,-0.28300000000000125,0.0,0.7369000000000021,0.0,58.15000000000009,0.0,3.9331999999999994,0.7700000000000005,0.0,0.0,39.1,0.14229999999999876,0.0,50.1448,0.4454917911837454,0.6203364880155996,0.37240376589079516,0.10919815166262548,0.31424230220773486,0.6500685075143345,0.22452358316747711,0.22364200748955465,59.1372,-0.5185,0.0,83.903,83.9853,83.815,83.815,0.17029999999999745,0.17029999999999745,0.23398333333333216,78.8683,78.8683,74.6718,74.6718,4.1965,4.1965,4.255,9.389299999999995,9.389299999999995,7.159283333333332,0.5130000000000052,0.0,83.903,90.1027,83.815,89.7603,83.9853,89.9392,6.199699999999993,5.945300000000003,5.953900000000004,83.815,83.9853,-0.6918000000000006,-0.8137000000000114,0.0,0.0,-0.7094999999999914,0.0,9.389299999999995,105.77636987740138,0.10573588205219925,0.2075537319072813,0.04806562695657087,1.0,1.0,18.4,36.3,36.3,-181.5,1111.49,-5.400000000000006,0.0,189.48,33.840199999999996,434.4913333333333,1469.456666666667,27.658791666666662,-181.5,33.55866666666667,0.5647265789373042,0.8730592264716245,0.7763579925104453,0.9042535273102623,0.7754764168325229,0.3796635119844004,0.21096462866085605,0.34993149248566546,0.9600930884462657,0.5545082088162546,0.15935944051875167,0.6275962341092048,0.009106861141533473,0.5844742684941372,0.0076255626009746535,0.1574947600452697,0.7387101680658774,5.53533,87.25896666666667,36.2195,,26.8302,,61.5063,39.1,-165.65,0.41111150058886337,0.8705468421253917,0.015251125201949307,26.8302,,75.80200000000002,0.0,36.2195,83.903,5.53533,61.5063,189.993,66.506,39.24741487909834,-153.36444900533462,61.920203141497474,66.43181326786748,58.74126989221659,51.80324530294657,62.46943532891326,248.59616595348803,2.1704899075177924,39.79456925592808,0.6857576977922651,0.0076255626009746535,0.8908018483373745,0.5545082088162546,0.7754764168325229,0.34993149248566546,0.6275962341092048,0.7763579925104453,0.5647265789373042,0.3796635119844004,,,,33.00007418444151,0.5970982794122993,0.5109239800292188,0.6107294785400468,0.6710580640566751,0.9032337432747091,1.5736731241725066,0.65480457338503,0.6249945019551241,0.6283683606575923,0.36389943823204723
1495673400,1.0,63.5827,39.3988,245.065,83.6195,39.3663951743946,,2.00117,0.7403519734064711,6.9045,2.1453299999999995,0.0,-0.17799999999999727,0.0,-0.10499999999999687,0.0,0.8155000000000001,0.0,0.5767000000000024,0.0,-0.43740000000000023,0.0,-18.809999999999945,0.0,-0.07469999999999999,-0.021160000000000068,0.0,0.0,39.2423,0.1565000000000012,0.0,49.9668,,0.5663893921290368,,,0.272835134268846,0.6027842553839704,0.18883200567619418,0.4199514905508508,59.0322,-0.1974999999999998,0.0,83.6195,83.7002,83.4643,83.4643,0.2359000000000009,0.2359000000000009,0.21623333333333267,78.731,78.731,74.4203,74.4203,4.310699999999997,4.310699999999997,4.24865,9.751999999999995,9.751999999999995,7.462233333333332,-0.3079999999999927,0.0,83.6195,88.1728,83.4643,88.016,83.7002,88.227,4.553299999999993,4.551700000000011,4.526800000000009,83.4643,83.7002,-0.35070000000000334,-0.2850999999999999,0.0,0.0,-0.28350000000000364,0.0,9.751999999999995,100.58581316151088,0.07826019147033914,0.2271479617818978,0.2075537319072813,1.0,1.0,8.0,16.2,16.2,-143.6,1092.68,37.900000000000006,0.0,189.993,33.980583333333335,323.087,1421.7308333333335,27.481383333333326,-143.6,34.883533333333325,0.1645497436320205,0.8730592264716245,0.5800485094491492,0.9042535273102623,0.8111679943238058,0.4336106078709632,0.18419594554239385,0.3972157446160296,0.9600930884462657,,,,,,0.0072783677121345,0.1574947600452697,0.7387101680658774,5.51417,86.92396666666666,,,26.3928,,,39.2423,-167.15,0.41111150058886337,0.329099487264041,0.014556735424269,26.3928,,-17.89100000000002,0.0,36.1448,83.6195,5.51417,62.7672,189.685,67.0827,39.3663951743946,-115.50089577908966,,,58.530803483364984,51.21888727891823,,243.6377380640136,2.1357280555121463,39.6667860773241,0.727164865731154,0.0072783677121345,,,0.8111679943238058,0.3972157446160296,,0.5800485094491492,0.1645497436320205,0.4336106078709632,,,,,0.7522055838158719,0.40298175703474737,,,1.2936429852613878,1.5188824008188009,,0.7478787095539489,0.5030511131034106,0.32120601605798754
1495674000,1.0,63.7562,39.7268,176.515,83.2337,39.571009571950405,,2.43883,0.7403519734064711,0.7325,-6.172,0.0,-0.0887999999999991,0.0,0.06979999999999364,0.0,0.1734999999999971,0.0,-0.07620000000000005,0.0,-0.415300000000002,0.0,-41.52999999999997,0.0,0.21590000000000487,-0.5598400000000003,0.0,0.0,39.3988,0.32799999999999585,0.0,49.878,,0.4449734957317657,,,0.15476043488819613,0.5474411623558679,0.14814009325873423,0.24709351627320197,59.102,0.4376599999999997,0.0,83.2337,83.3792,83.0957,83.0957,0.28350000000000364,0.28350000000000364,0.22831666666666686,78.4827,78.4827,74.0893,74.0893,4.3934,4.3934,4.255450000000001,10.383200000000002,10.383200000000002,7.973649999999999,-0.17000000000001592,0.0,83.2337,86.6708,83.0957,86.5378,83.3792,86.7642,3.437100000000001,3.4421000000000106,3.385000000000005,83.0957,83.3792,-0.3686000000000007,-0.32099999999999795,0.0,0.0,-0.38580000000000325,0.0,10.383200000000002,107.27024371806785,0.08842830412992272,0.030746865402242834,0.2271479617818978,1.0,1.0,10.4,22.200000000000003,22.200000000000003,-153.3,1051.15,-9.700000000000017,0.0,189.685,34.32378333333333,250.73949999999996,1369.6783333333335,27.260274999999993,-153.3,36.24166666666666,0.3895167825702343,0.8730592264716245,0.752906483726798,0.9042535273102623,0.8518599067412658,0.5550265042682343,0.1696488213336803,0.45255883764413213,0.9600930884462657,,,,,,0.0076817852459821635,0.1574947600452697,0.7387101680658774,4.95433,86.24224444444444,,,25.9775,,,39.3988,-165.55,0.41111150058886337,0.7790335651404686,0.015363570491964327,25.9775,,-68.55000000000001,0.0,36.3607,83.2337,4.95433,63.5827,189.515,67.0065,39.571009571950405,-126.67474772146892,,,58.39709949091597,50.85632798008386,,164.55169102060037,2.463445537494846,39.526854144047455,0.8452395651118039,0.0076817852459821635,,,0.8518599067412658,0.45255883764413213,,0.752906483726798,0.3895167825702343,0.5550265042682343,,,,,0.23724215568733165,0.16153537939413154,,,1.1874782259734735,1.2668864008716418,,0.6597671270274558,0.539464286642496,0.10462615362085817
1495674600,1.0,63.705,39.8287,148.86,82.8753,40.05374547309964,,2.5555,0.7403519734064711,1.31967,0.5871699999999999,0.0,-0.34029999999999916,0.0,-0.2522999999999982,0.0,-0.05120000000000147,0.0,-0.2985000000000042,0.0,-0.4964999999999975,0.0,-1.3100000000001728,0.0,-3.1159999999999997,-0.0903299999999998,0.0,0.0,39.7268,0.10190000000000055,0.0,49.5377,,0.3912219807054469,,,0.6744392855654676,0.5324341392153802,0.14656152810462653,0.5707146184368155,58.8497,0.11667000000000005,0.0,82.8753,83.0137,82.7433,82.7433,0.2703999999999951,0.2703999999999951,0.2356499999999997,77.7327,77.7327,73.4362,73.4362,4.296499999999995,4.296499999999995,4.248966666666665,7.7637,7.7637,8.238066666666665,0.5420000000000016,0.0,82.8753,85.631,82.7433,85.5167,83.0137,85.6783,2.7557000000000045,2.773399999999995,2.664599999999993,82.7433,83.0137,-0.3523999999999887,-0.36549999999999727,0.0,0.0,-0.35840000000000316,0.0,7.7637,96.46903090129697,0.08995045230263159,0.012429673437955611,0.030746865402242834,1.0,1.0,12.5,24.1,24.1,-168.3,1049.84,-15.0,0.0,189.515,34.40436666666666,217.36566666666664,1317.1541666666667,26.974358333333328,-168.3,35.25006666666667,0.5712778182828766,0.8730592264716245,0.4292853815631846,0.9042535273102623,0.8534384718953735,0.6087780192945531,0.16283401574849055,0.46756586078461976,0.9600930884462657,,,,,,0.004329592841406158,0.032849045313009514,0.7387101680658774,4.864,85.42458888888888,,,25.481,,,39.7268,-165.3,0.4142353274126988,0.8574443634342468,0.008659185682812315,25.481,,-27.654999999999973,0.0,33.2447,82.8753,4.864,63.7562,190.057,66.708,40.05374547309964,-129.3114426721375,,,58.13153842289911,50.38327463169083,,154.3085885793828,2.525853109382246,39.33897747583666,0.3255607144345324,0.004329592841406158,,,0.8534384718953735,0.46756586078461976,,0.4292853815631846,0.5712778182828766,0.6087780192945531,,,,,0.46946260232884485,0.5584962452856277,,,0.8940909438285781,0.9598912449687977,,0.8210296605652422,0.5674637239237876,0.5544406144974469
1495675200,1.0,63.5587,39.8547,115.768,82.4682,40.18302910081549,,2.725,0.7403519734064711,5.99367,4.6739999999999995,0.0,-0.5217000000000027,0.0,-0.6441999999999979,0.0,-0.14629999999999654,0.0,-0.318799999999996,0.0,0.05469999999999686,0.0,-0.03999999999996362,0.0,-0.4160000000000039,-0.17499999999999982,0.0,0.0,39.8287,0.026000000000003354,0.0,49.016,,0.3558860052838094,,,0.8078705188112953,0.5598562538177947,0.24473645304275238,0.6951598354906497,58.2055,0.1695000000000002,0.0,82.4682,82.6513,82.3362,82.3362,0.31510000000000105,0.31510000000000105,0.26123333333333437,77.1972,77.1972,72.8598,72.8598,4.337399999999988,4.337399999999988,4.27103333333333,7.292999999999999,7.292999999999999,8.462366666666664,-0.29999999999998295,0.0,82.4682,84.6125,82.3362,84.5068,82.6513,84.799,2.144300000000001,2.170599999999993,2.1477000000000004,82.3362,82.6513,-0.4070999999999998,-0.36239999999999384,0.0,0.0,-0.4070999999999998,0.0,7.292999999999999,91.46320789945801,0.05781872467477074,0.01055188195662432,0.012429673437955611,1.0,1.0,7.8,16.3,16.3,-141.8,1049.8,26.5,0.0,190.057,34.514116666666666,189.38633333333337,1264.6425,26.69635833333333,-141.8,34.1447,0.7186445913263931,0.8730592264716245,0.30484016450935025,0.8420852871817683,0.7552635469572476,0.6441139947161906,0.1835570017350813,0.44014374618220525,0.9537075403270375,,,,,,0.007444070723204763,0.016263368099329018,0.7917828124763948,4.689,84.5763111111111,,,25.5357,,,39.8287,-160.76666666666668,0.5025447924967898,0.5627108173472137,0.014888141446409526,25.5357,,-33.09200000000001,0.0,32.8287,82.4682,4.689,63.705,189.757,66.3892,40.18302910081549,-113.93878071513859,,,57.868463405039705,49.96371078328956,,126.57329942686823,2.6527795560621437,39.17836063639851,0.1921294811887046,0.007444070723204763,,,0.7552635469572476,0.44014374618220525,,0.30484016450935025,0.7186445913263931,0.6441139947161906,,,,,0.29372036160303505,0.8534124533955916,,,0.6528488967181735,0.7782467854092792,,0.7466899193767018,0.38483667515445313,0.7404105873273189
1495675800,1.0,63.3298,39.7273,75.753,81.9842,40.212003560178005,,3.0365,0.7403519734064711,2.87017,-3.1235,0.0,-0.43019999999999925,0.0,-0.6402000000000001,0.0,-0.228900000000003,0.0,-0.44890000000000896,0.0,0.3000000000000007,0.0,0.3300000000001546,0.0,0.817300000000003,-0.27017000000000024,0.0,0.0,39.8547,-0.1274000000000015,0.0,48.5858,,0.35544751414507336,,,0.9367889559351398,0.6130110871639717,0.48312605561345767,0.8330214981128639,57.5653,0.3115000000000001,0.0,81.9842,82.195,81.8563,81.8563,0.3386999999999887,0.3386999999999887,0.26898333333333113,76.7987,76.7987,72.4573,72.4305,4.368200000000002,4.368200000000002,4.317116666666664,7.810300000000002,7.810300000000002,8.731916666666665,-0.8290000000000077,0.0,81.9842,83.903,81.8563,83.815,82.195,83.9853,1.9188000000000045,1.9586999999999932,1.790300000000002,81.8563,82.195,-0.47990000000000066,-0.45630000000001303,0.0,0.0,-0.48399999999999466,0.0,7.810300000000002,79.79940373223708,0.05550790593890238,0.007400849772216213,0.01055188195662432,1.0,1.0,5.2,10.7,10.7,-124.1,1050.13,17.700000000000017,0.0,189.757,34.740733333333324,170.81949999999998,1212.1333333333332,26.443058333333333,-124.1,33.239799999999995,0.9151712156823888,0.8730592264716245,0.16697850188713614,0.8420852871817683,0.5168739443865423,0.6445524858549266,0.21560068879465638,0.3869889128360283,0.9234494788317755,,,,,,0.011185253980541326,0.016263368099329018,0.8566147052079652,4.41883,83.88868888888888,,,25.8357,,,39.8547,-152.1,0.5605549371139706,0.1696575686352224,0.022370507961082652,25.8357,,-40.015,0.0,33.646,81.9842,4.41883,63.5587,188.928,65.9403,40.212003560178005,-102.75029557648844,,,57.71939870988452,49.76231178949508,,94.92928074273013,2.843018397862277,39.04760019572707,0.0632110440648602,0.011185253980541326,,,0.5168739443865423,0.3869889128360283,,0.16697850188713614,0.9151712156823888,0.6445524858549266,,,,,0.7233181366343897,0.35763440594915896,,,0.642551677368619,0.574323928246552,,0.8610269987774364,0.3594025933545695,0.8025052173363424
