DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125
1490659200,69.3047,188.992,24.35555,596.5725,25.098,1368.2399999999998,11.059249999999999
1490659800,69.0563,189.296,24.09565,553.979,24.089,1376.215,10.98475
1490660400,68.773,189.721,24.5465,553.979,24.089,1385.61,10.907150000000001
1490661000,68.3668,188.738,24.74165,589.13,24.4793,1403.165,10.843250000000001
1490661600,67.9957,189.63,24.284149999999997,589.13,24.4793,1403.165,10.73825
1490662200,67.6838,189.185,24.284149999999997,553.979,24.4793,1403.165,10.679
1490662800,67.3122,188.962,24.6204,520.2175,24.7615,1376.215,10.65935
1490663400,67.3122,189.75,24.88275,459.9135,25.189,1367.3449999999998,10.641
1490664000,67.3122,189.134,24.975250000000003,430.2685,25.249,1353.665,10.6335
1490664600,67.3122,189.432,24.975250000000003,424.60450000000003,25.249,1338.815,10.58775
1490665200,67.3122,188.938,25.1986,395.57050000000004,25.2082,1293.6599999999999,10.514399999999998
1490665800,67.3138,188.958,25.2286,336.1585,25.2082,1268.775,10.437899999999999
1490666400,67.3502,189.425,25.256149999999998,337.274,25.2633,1263.525,10.3575
1490667000,67.464,189.518,25.2286,337.274,25.2633,1263.525,10.2986
1490667600,67.5415,189.162,24.936700000000002,324.544,24.6652,1234.545,10.26835
1490668200,67.7877,189.42,25.235750000000003,361.0,24.6652,1211.835,10.2545
1490668800,68.1898,189.876,25.2988,366.275,25.3343,1206.81,10.24215
1490669400,68.3657,188.84,25.264499999999998,366.275,25.3343,1198.25,10.2308
1490670000,68.4148,189.328,25.0986,353.54499999999996,25.1947,1188.2649999999999,10.2155
1490670600,68.541,189.396,25.153750000000002,314.8275,25.1128,1157.485,10.18195
1490671200,68.6808,189.44,25.153750000000002,249.97199999999998,25.0563,1131.3,10.157250000000001
1490671800,68.8272,189.266,25.08455,226.6445,25.0563,1124.045,10.13715
1490672400,68.8563,189.279,25.029400000000003,212.96949999999998,24.9728,1102.255,10.088000000000001
1490673000,68.8737,189.622,24.991750000000003,211.76999999999998,24.9728,1092.69,9.986585
1490673600,68.9643,189.21,24.9769,216.51749999999998,24.9257,1067.6750000000002,9.90925
1490674200,69.2868,189.209,24.94925,216.9615,24.8888,1061.745,9.89
1490674800,69.4895,189.679,24.907249999999998,216.57049999999998,24.8425,1058.79,9.87267
1490675400,69.566,189.641,24.907249999999998,216.213,24.8425,1056.545,9.87267
1490676000,69.566,189.468,24.922,216.213,24.9552,1054.855,9.87267
1490676600,69.606,189.559,24.88625,189.3145,24.9552,1053.5900000000001,9.87267
1490677200,69.6097,189.366,24.863100000000003,157.5695,24.8837,1053.5900000000001,9.87267
1490677800,69.6162,189.306,24.79895,149.60750000000002,24.4707,1053.5900000000001,9.89542
1490678400,69.6097,188.877,24.6772,129.8155,24.4112,1052.335,9.955749999999998
1490679000,69.6097,188.757,24.44095,98.03885,24.1633,1050.8000000000002,10.022065
1490679600,69.6097,188.944,24.28725,78.33025,24.0005,1050.145,10.08165
1490680800,69.6355,189.677,23.9394,58.2787,23.4595,1050.085,10.30875
1490681400,69.637,189.16,23.8569,58.2787,23.4595,1050.045,10.30875
1490682000,69.6397,189.165,23.8569,73.87545,23.8355,1050.0,10.30875
1490682600,69.6477,189.548,23.8569,80.4092,24.042,1049.9850000000001,10.30875
1490683200,69.7847,189.352,23.93875,94.64750000000001,24.2547,1049.9850000000001,10.30875
1490683800,69.8863,189.467,23.93875,94.64750000000001,24.2547,1049.9850000000001,10.30875
1490684400,69.9677,189.113,23.93875,94.64750000000001,23.5127,1050.0,10.21725
1490685000,70.12,188.821,23.77735,81.90325,23.424,1050.0,9.983084999999999
1490685600,70.1203,189.043,23.46835,56.642199999999995,23.3498,1050.01,9.88692
1490686200,70.1203,189.288,23.386899999999997,36.915499999999994,23.2588,1049.995,9.88692
1490686800,70.1203,188.745,23.304299999999998,29.948900000000002,22.851,1049.995,9.88692
1490687400,70.1203,188.663,23.15965,26.880650000000003,22.851,1049.995,9.88692
1490688000,70.1203,189.114,22.955750000000002,22.50665,22.7645,1049.97,9.88692
1490688600,69.2662,188.367,22.80775,6.968085,22.7568,1049.9450000000002,9.88692
1490689200,68.4498,189.142,22.76065,-7.532915,22.3948,1049.9250000000002,9.91267
1490689800,68.1025,189.277,22.5758,-7.563665,21.6877,1049.865,10.097585
1490690400,66.5767,189.66,22.46265,-7.563665,21.6877,1029.045,10.3414
1490691000,63.93,189.06,22.457549999999998,-7.6587499999999995,22.5203,1006.73,10.434750000000001
1490691600,60.124,189.165,22.457549999999998,-6.358915,22.5305,1006.73,10.4906
1490692200,57.57,189.302,22.525399999999998,-5.464415,23.1643,1006.73,10.6066
1490692800,57.57,189.471,22.8474,9.124849999999999,23.9185,1006.73,10.71325
