DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM1994,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1491711000,1.0,59.0387,33.931,150.186,67.6138,34.14408957681091,,3.163,0.93371900804749,-0.299833,5.7961670000000005,0.0,-0.13220000000000454,0.0,0.022499999999993747,0.0,-0.49629999999999797,0.0,-1.153500000000001,0.0,-0.2215000000000007,0.0,-11.569999999999936,0.0,1.4806999999999988,-0.51884,0.0,0.0,33.9438,-0.012800000000005696,0.0,39.6005,66.207,,,,,47.1155,0.46682999999999986,0.0,0.36529999999999063,0.0,13.108,146.70053830443112,0.10506655540705226,0.02396095661282861,0.11306036918644584,1.0,1.0,9.4,19.8,19.8,-138.8,1050.15,11.099999999999994,0.0,189.746,27.6915,27.608175000000003,138.768,157.91775,27.3165,1049.7,1053.4,16.3725,15.784475,-138.8,-138.8,27.580399999999997,0.7692533996087506,0.7829386187970736,0.9669791112680631,0.9790309500061376,0.6873147849488765,0.9426889872214472,0.89866494174215,0.43442162198097717,0.7251011447750741,,,,,,0.005111491459504044,0.006789553831136681,0.25167626983103175,4.24233,66.949325,,,15.3447,,33.9438,-140.7,0.9790309500061376,0.4614932007824988,0.005111491459504044,15.3447,-63.56999999999999,0.0,28.4527,67.6138,4.24233,59.535,189.491,62.3065,34.14408957681091,-101.52363049671283,,,47.013262002366005,40.42487756727773,,102.37590245806453,3.071174371028757,30.505890932917875,0.25167626983103175,0.005111491459504044,,,0.6873147849488765,0.43442162198097717,,0.9669791112680631,0.7692533996087506,0.9426889872214472,87.3190655078031,0.6377432715695689,1.0260755218200523,,,1.0866829727940843,0.7994355356238925,,0.6866993723318173,0.7004416650723114,0.8695720149691375
1491711600,1.0,58.8383,34.0177,121.653,,,,3.184,0.9508779399960611,4.7985,,,,,,,,,,,,,,,,,,,,,,39.6353,65.78739999999999,,,,,47.276,,,,,12.8191,,0.09871901118304885,0.00651854189040234,,,,7.3,13.899999999999999,13.899999999999999,-112.4,1049.74,,,,28.3487,28.23265,121.653,125.30700000000002,28.7738,1048.16,1049.72,17.0005,16.1636,-112.4,-112.4,28.7738,,,,,,0.9508779399960611,,,,,,,,,0.012662936209678587,0.012662936209678587,,,,,,15.9547,,,-122.45,,,0.012662936209678587,15.9547,,,28.7738,67.9907,4.2475,,189.155,61.7655,,-90.426040259753,,,,,,,,30.402117675789242,,0.012662936209678587,,,,,,,,0.9508779399960611,,,0.43176734281762685,,,,,,,,0.6397130335799321
1491712200,1.0,58.8323,33.8397,166.834,68.423,34.1812747296324,,2.65333,0.9447362254151007,0.611,-4.1875,0.0,0.07569999999999766,0.0,0.22869999999999635,0.0,-0.006000000000000227,0.0,-0.013800000000003365,0.0,0.5985999999999994,0.0,0.2799999999999727,0.0,0.20199999999999818,0.5383300000000002,0.0,0.0,34.0177,-0.17799999999999727,0.0,39.711,66.98825,,,,,47.5047,-0.5306700000000002,0.0,0.4322999999999979,0.0,12.4225,109.80046694204323,0.040054912105110294,0.010589815136377237,0.00651854189040234,1.0,1.0,5.2,10.600000000000001,10.600000000000001,-116.3,1050.02,-3.8999999999999915,0.0,189.155,28.0721,28.030383333333333,144.477,153.35966666666667,28.7738,1049.74,1052.2266666666667,16.3725,15.940983333333335,-135.65,-116.3,28.7341,0.7431700093845242,0.7762902533839673,0.8016039365639688,0.9762735177380536,0.7048814032170814,0.9423913203945673,0.8795931869115142,0.4012605686999542,0.6918988057475355,,,,,,0.008880559309078703,0.009826153534228674,0.22473839597623507,4.78583,67.24406,,,16.5533,,34.0177,-131.91666666666663,0.9762735177380536,0.5136599812309517,0.008880559309078703,16.5533,45.181,0.0,28.9758,68.423,4.78583,58.8383,189.846,61.7517,34.1812747296324,-84.67961532944616,,,47.353400966864996,40.64549565576657,,151.94288753622624,2.569023630241296,30.44162269629547,0.1087892451206477,0.008880559309078703,,,0.7048814032170814,0.4012605686999542,,0.8016039365639688,0.7431700093845242,0.9423913203945673,99.99994343643593,0.5307028741336748,0.7188578206930254,,,0.9110273174415963,0.47080126449166343,,0.7629093298655011,0.266516773323792,0.37036610186456304
1491712800,1.0,58.7717,33.7667,106.877,,,,2.975,0.9362978973788442,6.12967,,,,,,,,,,,,,,,,,,,,,,39.8447,66.207,,,,,47.7863,,,,,12.721500000000002,,0.09953858296399733,0.0037156901523457157,,,,4.1,8.899999999999999,8.899999999999999,-112.0,1049.76,,,,29.4585,29.4585,106.877,106.877,29.4585,1048.93,1049.73,16.86875,16.55475,-112.0,-112.0,29.4585,,,,,,0.9362978973788442,,,,,,,,,0.009719663891995158,0.009719663891995158,,,,,,16.737,,,-112.0,,,0.009719663891995158,16.737,,,29.4585,68.8375,4.44717,,188.92,61.5912,,-81.54414591942952,,,,,,,,30.43754523385509,,0.009719663891995158,,,,,,,,0.9362978973788442,,,0.7641677434563582,,,,,,,,0.45622814756925945
1491713400,1.0,58.5543,33.622,99.2902,69.129,33.94787134139544,,3.2585,0.9362978973788442,-4.18,-10.30967,0.0,0.27179999999999893,0.0,0.2919000000000054,0.0,-0.21740000000000492,0.0,-0.26140000000000185,0.0,-0.1106999999999978,0.0,0.4700000000000273,0.0,-0.06980000000000075,-0.26750000000000007,0.0,0.0,33.7667,-0.14470000000000027,0.0,40.1165,67.52225,,,,,48.0782,0.2835000000000001,0.0,0.2914999999999992,0.0,12.7624,105.25277919937008,0.09888938600415823,0.005546629357384035,0.0037156901523457157,1.0,1.0,6.5,12.8,12.8,-114.9,1050.23,-2.9000000000000057,0.0,188.92,29.4236,29.4236,103.08359999999999,103.08359999999999,29.4236,1049.73,1049.8966666666665,16.681649999999998,16.578599999999998,-113.45,-114.9,29.4236,0.8695086492008782,0.7629935225577545,0.6456759274530376,0.9817883822742217,0.5555408790696158,0.9280667081690019,0.9177366965727858,0.3754622214789572,0.7583034838026129,,,,,,0.010770249714099844,0.010770249714099844,0.11738225637827879,4.17967,67.668,,,16.6263,,33.7667,-113.45,0.9817883822742217,0.26098270159824355,0.010770249714099844,16.6263,-7.586799999999997,0.0,29.3887,69.129,4.17967,58.7717,189.069,61.3298,33.94787134139544,-89.32304580546258,,,48.17877810579901,41.20392410864632,,94.33499120429329,3.1148577071064536,30.48511390053704,0.11738225637827879,0.010770249714099844,,,0.5555408790696158,0.3754622214789572,,0.6456759274530376,0.8695086492008782,0.9280667081690019,,1.0250936314246926,0.5884856395525386,,,0.28417464086657857,0.3480735550107223,,0.6362899127149865,0.6836645698611766,0.602565187729275
1491714000,1.0,58.5875,33.5307,124.929,69.4502,33.760799996614615,,2.9725,0.9342401000763836,4.624,8.803999999999998,0.0,0.220799999999997,0.0,0.25159999999999627,0.0,0.033200000000000784,0.0,0.09450000000000358,0.0,0.14669999999999916,0.0,-0.09999999999990905,0.0,0.5228000000000002,0.29916000000000054,0.0,0.0,33.622,-0.09129999999999683,0.0,40.3373,68.98325,,,,,48.3298,-0.28600000000000003,0.0,0.3211999999999904,0.0,13.1385,106.97373639143926,0.05118546584710739,0.012570040956959114,0.005546629357384035,1.0,1.0,7.5,15.2,15.2,-125.3,1050.13,-10.399999999999991,0.0,189.069,29.4585,29.586233333333332,106.877,110.36539999999998,29.4585,1049.73,1049.955,16.755,16.6272,-114.9,-125.3,29.586233333333332,0.8405259715979888,0.7629935225577545,0.7047721460299969,0.9817883822742217,0.44809486960400075,0.912842646520498,0.9177366965727858,0.37649659006481045,0.7583034838026129,,,,,,0.008183758227150536,0.010507603258573674,0.2120532897226175,4.47883,68.26206666666667,,,16.773,,33.622,-117.39999999999999,0.9817883822742217,0.3189480568040224,0.008183758227150536,16.773,25.638800000000003,0.0,29.9115,69.4502,4.47883,58.5543,189.052,61.4243,33.760799996614615,-94.54191481087139,,,48.53940076475783,41.41772238264002,,116.78474008130246,2.8495025900860926,30.60629358485681,0.2120532897226175,0.008183758227150536,,,0.44809486960400075,0.37649659006481045,,0.7047721460299969,0.8405259715979888,0.912842646520498,,0.4609246171118772,0.6165719632126432,,,0.44161720313257785,0.38603315700109125,,0.7008133576822937,0.43869950733718016,0.7032861174033979
1491714600,1.0,58.6538,33.4338,174.448,69.7602,33.64410212724754,,2.692,0.9321823027739231,7.83517,3.21117,0.0,0.15200000000000102,0.0,0.23389999999999844,0.0,0.06629999999999825,0.0,0.18539999999999424,0.0,0.05930000000000035,0.0,0.08999999999991815,0.0,-0.2817000000000007,0.2728399999999995,0.0,0.0,33.5307,-0.0969000000000051,0.0,40.4893,69.28960000000001,,,,,48.5637,-0.28049999999999997,0.0,0.3100000000000023,0.0,12.7975,114.59346989925236,0.06137084435577386,0.014544380958587603,0.012570040956959114,1.0,1.0,9.4,18.4,18.4,-138.7,1050.22,-13.399999999999991,0.0,189.052,29.544150000000002,29.597125000000002,115.90299999999999,126.38604999999998,29.6298,1049.9450000000002,1050.0080000000003,16.755,16.66822,-120.1,-138.7,29.643333333333334,0.7676061150493007,0.6884420843936656,0.8604916398135846,0.9514641966590625,0.24076549770637753,0.8901618527406092,0.8271877421969933,0.35424923196469693,0.6628517603681623,,,,,,0.005124322709204516,0.010244956803047501,0.2289411968660767,4.75167,69.44646666666667,,,16.8323,,33.5307,-122.725,0.9514641966590625,0.4647877699013987,0.005124322709204516,16.8323,49.519000000000005,0.0,29.6298,69.7602,4.75167,58.5875,188.955,61.6097,33.64410212724754,-101.24354505444484,,,49.09897283203695,41.7130213566209,,152.232060128182,2.602006939314194,30.758296076812254,0.2289411968660767,0.005124322709204516,,,0.24076549770637753,0.35424923196469693,,0.8604916398135846,0.7676061150493007,0.8901618527406092,,0.4784986843712333,0.17279765578565803,,,0.724926293228484,0.20310220541025967,,0.4775773640694801,0.19295902642234863,1.029296955257088
1491715200,1.0,58.7037,33.3998,165.368,70.1272,33.53983269767282,,2.73483,0.9301245054714625,6.40833,-1.4268399999999994,0.0,0.058900000000001285,0.0,0.20650000000000546,0.0,0.049900000000000944,0.0,0.05750000000000455,0.0,0.0669000000000004,0.0,-0.07999999999992724,0.0,0.14199999999999946,-0.024339999999999584,0.0,0.0,33.4338,-0.03399999999999892,0.0,40.5482,69.4502,,,,,48.7702,0.042829999999999924,0.0,0.36700000000000443,0.0,12.872599999999998,111.83403322021103,0.05604834018357085,0.01823483960308992,0.014544380958587603,1.0,1.0,7.8,14.7,14.7,-124.9,1050.14,13.799999999999983,0.0,188.955,29.6298,29.632060000000003,124.929,134.18244,29.7718,1050.13,1050.03,16.773,16.706716666666665,-124.9,-124.9,29.771033333333335,0.8235134107109034,0.6138906462295766,0.828092395941983,0.9211400110439032,0.30070358860587215,0.8889289889394278,0.7366387878212008,0.3339319910061306,0.5674000369337117,,,,,,0.00805270478963521,0.009982310347521329,0.30728879382493457,4.72733,69.61665,,,16.8992,,33.4338,-123.16,0.9211400110439032,0.3529731785781931,0.00805270478963521,16.8992,-9.080000000000013,0.0,29.7718,70.1272,4.72733,58.6538,188.843,61.6672,33.53983269767282,-93.73255111365211,,,49.20254632400232,41.780906018923986,,147.86911929964637,2.6242308642141277,30.796577831463548,0.3334046594778872,0.00805270478963521,,,0.30070358860587215,0.3339319910061306,,0.828092395941983,0.8235134107109034,0.8889289889394278,99.99994343643593,0.5521125453322294,0.44128861724207186,,,0.6978094345514398,0.15436288037158288,,0.472811681970973,0.21444034249947405,1.1098690252655823
1491715800,1.0,58.7748,33.2615,215.025,70.4007,33.47365827305558,,2.30883,0.9342401000763836,7.601,1.1926699999999997,0.0,0.13579999999999615,0.0,0.29879999999999995,0.0,0.07110000000000127,0.0,0.16329999999999956,0.0,0.3254999999999981,0.0,11.679999999999836,0.0,-0.36249999999999716,0.3818399999999995,0.0,0.0,33.3998,-0.13830000000000098,0.0,40.684,69.4502,,,,,49.069,-0.42600000000000016,0.0,0.2734999999999985,0.0,12.184600000000003,105.0946152198735,0.0828621870088488,0.1104398309066849,0.01823483960308992,1.0,1.0,9.6,18.1,18.1,-144.4,1061.82,-19.5,0.0,188.843,29.544150000000002,29.59493333333333,145.1485,147.65619999999998,29.6298,1050.1350000000002,1051.4675,16.755,16.677462499999997,-125.1,-144.4,29.603633333333335,0.4563344345337182,0.8004123591851751,0.7418116156622028,0.8908158254287438,0.4480148693576223,0.8698497376371999,0.6460898334454083,0.370271481244532,0.4719483134992611,,,,,,0.0040446323674158706,0.010507603258573674,0.281172928171982,5.10917,69.77346,,,17.2247,,33.3998,-126.7,0.8908158254287438,0.9126688690674364,0.0040446323674158706,17.2247,49.65700000000001,0.0,29.4093,70.4007,5.10917,58.7037,189.859,61.8305,33.47365827305558,-101.3340583400452,,,49.27107434701314,41.824953406216295,,204.60134855638023,2.311152843787015,30.860145293303923,0.21821982310047827,0.0040446323674158706,,,0.4480148693576223,0.370271481244532,,0.7418116156622028,0.4563344345337182,0.8698497376371999,,0.31533221005628226,0.584921515852794,,,0.6557125184156819,0.145885909355868,,0.6812044519372202,0.7740669400142717,0.8109998134254747
1491716400,1.0,59.2368,33.2017,280.558,,,,1.8325,0.9362978973788442,4.39133,,,,,,,,,,,,,,,,,,,,,,40.7,69.4502,,,,,49.2512,,,,,9.924499999999998,,0.06532852675469075,0.27821444209942775,,,,10.3,20.200000000000003,20.200000000000003,-143.8,1113.18,,,,29.6298,29.23132,165.368,168.91864,28.6133,1050.14,1059.057142857143,16.773,16.76468571428571,-125.3,-143.8,28.6133,,,,,,0.8527387140376862,,,,,,,,,0.004913702775648548,0.010770249714099844,,,,,,17.5303,,,-129.52,,,0.004913702775648548,17.5303,,,27.4548,70.8287,5.756,,188.983,62.391,,-106.17563463132825,,,,,,,,30.996811328079232,,0.004913702775648548,,,,,,,,0.8527387140376862,,,0.4477105526106427,,,,,,,,0.4612630793177383
1491717000,1.0,59.3592,33.185,217.978,71.0548,33.248326291840314,,1.86533,0.9342401000763836,2.60567,-1.78566,0.0,0.0,1.0,0.18299999999999983,0.0,0.12239999999999895,0.0,0.05750000000000455,0.0,0.0940000000000012,0.0,-54.539999999999964,0.0,0.10689999999999955,-0.2845000000000004,0.0,0.0,33.2017,-0.01670000000000016,0.0,40.7,69.7602,,,,,49.4342,0.032829999999999915,0.0,0.2261000000000024,0.0,9.937399999999997,85.12310957193444,0.06646513753084163,0.08995207082113227,0.27821444209942775,1.0,1.0,8.8,18.200000000000003,18.200000000000003,-132.7,1058.64,11.100000000000023,0.0,188.983,29.6298,28.865920000000003,174.448,192.6562,27.508249999999997,1050.18,1059.005,16.80265,16.872137499999997,-132.7,-132.7,27.508249999999997,0.20338235593657067,0.43577624088727,0.059215996566657124,0.8442920178777837,0.7874102165144954,0.8316207030263115,0.6714755477920555,0.40601164339999596,0.3912541167324032,,,,,,0.007546831652311315,0.010507603258573674,0.3883346539087257,5.4715,69.90428000000001,,,17.6243,,33.2017,-133.08,0.8442920178777837,0.40676471187314134,0.007546831652311315,17.6243,-62.579999999999984,0.0,27.5617,71.0548,5.4715,59.2368,189.375,62.4485,33.248326291840314,-102.26706829756478,,,49.02047726336991,41.613682055574834,,256.073821898852,1.9699128242442336,31.175449110047612,0.44326464833956414,0.007546831652311315,,,0.7874102165144954,0.40601164339999596,,0.059215996566657124,0.20338235593657067,0.8316207030263115,,0.8526641269018322,0.8056755912678165,,,0.7132992743682381,0.7411543887790979,,0.5470072437683525,0.7954436978972221,0.143915595379818
1491717600,1.0,59.2325,33.1107,175.869,71.1332,33.24720528546925,,2.28083,0.9301245054714625,4.82817,2.2225,0.0,0.058799999999997965,1.0,0.1810000000000045,0.0,-0.1266999999999996,0.0,-0.2598000000000056,0.0,-0.018600000000002836,0.0,-8.740000000000009,0.0,1.3583000000000034,-0.36533000000000015,0.0,0.0,33.185,-0.07430000000000092,0.0,40.7588,70.1272,,,,,49.6152,0.4155,0.0,0.07840000000000202,0.0,11.314300000000003,88.79672544797202,0.05357498869015329,0.02422346098945198,0.08995207082113227,1.0,1.0,10.5,20.3,20.3,-153.5,1049.9,-20.80000000000001,0.0,189.375,29.16465,28.791233333333327,195.447,204.87433333333334,27.5617,1050.18,1058.376,16.86575,16.98075,-141.25,-153.5,27.97883333333333,0.48171662904535945,0.9126688690674364,0.15572295566843164,0.828092395941983,0.8196218161508689,0.7932127851339204,0.7874102165144954,0.41438150716675654,0.40601164339999596,,,,,,0.0029732400552325003,0.009982310347521329,0.3334046594778872,5.10617,70.15075714285713,,,17.6057,,33.185,-139.66666666666663,0.828092395941983,0.9634332580907189,0.0029732400552325003,17.6057,-42.10900000000001,0.0,28.92,71.1332,5.10617,59.3592,189.573,62.1887,33.24720528546925,-106.51583642553709,,,49.10865212604713,41.654581364261,,198.0579791797002,2.27928558891574,31.45005155876988,0.31825932703358056,0.0029732400552325003,,,0.8196218161508689,0.41438150716675654,,0.15572295566843164,0.48171662904535945,0.7932127851339204,99.99994343643593,0.5743464419783145,0.39123381687083086,,,0.8064386034612129,0.8240181047938133,,0.795412557248281,0.6862953179322037,0.1372983769620766
1491718200,1.0,59.2193,33.1012,212.803,71.3553,33.157776296260515,,1.95483,0.9342401000763836,1.0535,-3.77467,0.0,-0.009599999999998943,1.0,0.1501000000000019,0.0,-0.013200000000004763,0.0,-0.07869999999999777,0.0,-0.7196999999999996,0.0,0.6899999999998272,0.0,-1.4123000000000019,0.20750000000000046,0.0,0.0,33.1107,-0.009500000000002728,0.0,40.7492,70.4007,,,,,49.7653,-0.32599999999999985,0.0,0.22209999999999752,0.0,10.6217,92.6776219062354,0.05170099008783007,0.020148213985895773,0.02422346098945198,1.0,1.0,5.9,12.7,12.7,-125.8,1050.59,27.700000000000003,0.0,189.573,28.240850000000002,28.437549999999995,213.914,211.2668333333333,27.5617,1050.18,1057.0308333333332,16.85915,16.93723333333333,-138.25,-125.8,27.996466666666667,0.1813003729359109,0.713164425149194,0.22875195837144285,0.8148481662529758,0.868350138809353,0.8092047921886981,0.8035160163326822,0.44083679649258384,0.4101965752833763,,,,,,0.006019404057331224,0.009509887746266044,0.3883346539087257,5.31367,70.30132499999999,,,16.886,,33.1107,-137.51666666666665,0.8148481662529758,0.3626007458718218,0.006019404057331224,16.886,36.934,0.0,27.5077,71.3553,5.31367,59.2325,189.049,62.11,33.157776296260515,-89.57432026970724,,,49.00186684126905,41.53705675353247,,229.6163794700072,2.079099176895002,31.351492512055643,0.4462885784335119,0.006019404057331224,,,0.868350138809353,0.44083679649258384,,0.22875195837144285,0.1813003729359109,0.8092047921886981,99.99994343643593,0.7307240772982707,0.6738370446771854,,,0.7513304595763646,0.8194097104449379,,0.46171330733675103,0.49420498636693166,0.3667309903310251
1491718800,1.0,59.2447,33.0213,181.581,,,,2.37033,0.924260692756876,1.00317,,,,,,,,,,,,,,,,,,,,,,40.7652,70.47794999999999,,,,,49.9233,,,,,11.9803,,0.0401700732259723,0.02310738401843194,,,,6.7,13.100000000000001,13.100000000000001,-126.9,1050.01,,,,27.5617,27.839666666666663,217.978,226.70566666666664,28.5025,1050.18,1059.03875,16.80265,16.943074999999997,-132.7,-126.9,28.5025,,,,,,0.8083250990000665,,,,,,,,,0.005931190868644864,0.009335687475784003,,,,,,16.5222,,,-134.46666666666664,,,0.005931190868644864,16.5222,,,28.5025,71.4932,5.03783,,189.301,62.0847,,-89.75943263341696,,,,,,,,31.271761813926204,,0.005931190868644864,,,,,,,,0.8083250990000665,,,0.42759889497792536,,,,,,,,0.2331195710107
1491719400,1.0,59.2298,32.9452,172.256,71.6033,33.092131586261935,,2.49667,0.912842646520498,3.45667,2.4535,0.0,0.034799999999997056,1.0,0.13390000000000413,0.0,-0.014900000000004354,0.0,-0.05069999999999908,0.0,0.18349999999999866,0.0,-0.37999999999988177,0.0,0.10820000000000007,-0.12149999999999928,0.0,0.0,33.0213,-0.07609999999999673,0.0,40.8,70.94175,,,,,50.0572,0.1263399999999999,0.0,0.11010000000000275,0.0,11.905000000000001,101.80600651506757,0.039788012602896876,0.011211133482933174,0.02310738401843194,1.0,1.0,6.0,12.4,12.4,-127.6,1049.63,-0.6999999999999886,0.0,189.301,28.5025,28.209939999999996,181.581,205.6484,28.556600000000003,1050.14,1057.6054545454544,16.8323,17.007336363636366,-132.7,-127.6,28.556600000000003,0.6385298597799662,0.8652367219105942,0.6177645514219594,0.806522200872038,0.906386571023186,0.785773660865596,0.8115689162417755,0.45626298526559067,0.4122890412250664,,,,,,0.0057816772499951945,0.008183758227150536,0.32961832636681054,4.91633,70.67989999999999,,,16.7057,,33.0213,-136.9,0.806522200872038,0.7229402804400675,0.0057816772499951945,16.7057,-9.324999999999989,0.0,28.6107,71.6033,4.91633,59.2447,189.874,62.034,33.092131586261935,-88.63786624181938,,,49.041131589958304,41.50157304712053,,169.20023277261706,2.4471426064998374,31.3942658453741,0.29288805808999463,0.0057816772499951945,,,0.906386571023186,0.45626298526559067,,0.6177645514219594,0.6385298597799662,0.785773660865596,99.99994343643593,0.46141490362650395,0.7204739552582571,,,0.6391616133383808,0.7145788835956148,,0.604885111184874,0.48353220340678665,0.3918135067135746
1491720000,1.0,59.1938,32.8153,150.081,,,,2.63783,0.9071724480755258,1.5255,,,,,,,,,,,,,,,,,,,,,,40.8183,71.0548,,,,,50.1942,,,,,12.640799999999999,,0.03737970185093383,0.016527562802438608,,,,5.2,10.5,10.5,-111.9,1049.93,,,,28.5025,28.48506666666666,181.581,183.2133333333333,28.94675,1050.18,1059.06,16.80265,16.944725,-126.9,-111.9,28.94675,,,,,,0.8098713646704567,,,,,,,,,0.010506288849152064,0.009925656193651681,,,,,,16.7502,,,-123.83333333333333,,,0.010506288849152064,16.7502,,,29.391,71.6988,4.78083,,189.163,61.9243,,-84.81618100976567,,,,,,,,30.990711382884015,,0.010506288849152064,,,,,,,,0.8098713646704567,,,0.8189629519623852,,,,,,,,1.0213087277042443
1491720600,1.0,59.1078,32.6947,131.998,71.8038,32.88077623853259,,2.8485,0.8889289889394278,2.18567,0.6601699999999999,0.0,0.18950000000000244,0.0,0.14059999999999917,0.0,-0.08600000000000563,0.0,-0.10210000000000008,0.0,-0.2583999999999982,0.0,0.20000000000004547,0.0,0.319700000000001,-0.18400000000000016,0.0,0.0,32.8153,-0.12060000000000315,0.0,41.0078,71.3132,,,,,50.3348,0.2106699999999999,0.0,0.10499999999998977,0.0,13.218899999999998,100.7443474711788,0.05138736912176436,0.013536442685568235,0.016527562802438608,1.0,1.0,7.2,13.9,13.9,-122.9,1050.13,-11.0,0.0,189.163,28.92,29.026980000000005,172.256,162.357,29.391,1050.13,1057.611818181818,16.8323,16.996309090909094,-126.9,-122.9,29.237466666666666,0.8013320288076408,0.8652367219105942,0.5575078816783534,0.806522200872038,0.8540127345323534,0.7825567688312537,0.8454150049369823,0.41545526820336776,0.41518682794421496,,,,,,0.008213870294718286,0.008183758227150536,0.32961832636681054,4.59683,71.19916,,,16.4918,,32.8153,-128.56,0.806522200872038,0.3973359423847185,0.008213870294718286,16.4918,-18.083,0.0,29.7107,71.8038,4.59683,59.1938,189.183,61.8222,32.88077623853259,-91.35767763034568,,,49.63239906221207,41.90778297130116,,131.0227355810333,2.7433383850446327,31.154869112705725,0.22751757849416296,0.008213870294718286,,,0.8540127345323534,0.41545526820336776,,0.5575078816783534,0.8013320288076408,0.7825567688312537,99.99994343643593,0.64435798985946,0.3993191499894375,,,0.31679075855613587,0.6322219505806529,,0.5221212797519477,0.2890241122202658,0.4697489553044689
1491721200,1.0,59.0388,32.5783,125.141,71.9385,32.75217730399774,,2.78933,0.8698497376371999,-6.10083,-8.2865,0.0,0.09219999999999828,0.0,0.10640000000000072,0.0,-0.06899999999999551,0.0,-0.08400000000000318,0.0,-0.4311000000000007,0.0,-0.11000000000012733,0.0,-0.37269999999999825,0.06599999999999984,0.0,0.0,32.6947,-0.11639999999999873,0.0,41.1,71.54825,,,,,50.4412,-0.059169999999999945,0.0,0.13470000000000937,0.0,13.2773,89.20675604642992,0.05427283430877815,0.0088971920725735,0.013536442685568235,1.0,1.0,6.3,13.3,13.3,-120.3,1050.02,2.6000000000000085,0.0,189.183,29.338,29.11058,150.081,152.2114,29.391,1050.13,1057.601818181818,16.8323,16.93155454545455,-122.9,-120.3,29.4799,0.8127252766175008,0.8652367219105942,0.23286660874031673,0.806522200872038,0.8369614564141595,0.786624165206039,0.849749915002805,0.41582011065761554,0.4157289000440536,,,,,,0.008650066661854064,0.008213870294718286,0.32961832636681054,4.66283,71.50672,,,16.0607,,32.6947,-121.92000000000002,0.806522200872038,0.37454944676499835,0.008650066661854064,16.0607,-6.856999999999985,0.0,29.338,71.9385,4.66283,59.1078,189.57,61.7382,32.75217730399774,-89.3713969291909,,,49.798892174348,41.99767738621341,,140.28197587957038,2.682153281067884,30.932157378617323,0.24074186007601192,0.008650066661854064,,,0.8369614564141595,0.41582011065761554,,0.23286660874031673,0.8127252766175008,0.786624165206039,99.99994343643593,0.5953518671908413,0.2576453448583157,,,0.30429210825484715,0.6517614134860235,,0.3236181450425959,0.6240027124889883,1.2472947007674091
1491721800,1.0,58.86,32.4418,89.4287,72.103,32.652434455268114,,3.1905,0.8527387140376862,-6.74683,-0.6459999999999999,0.0,0.0,1.0,0.058799999999997965,0.0,-0.1788000000000025,0.0,-0.27769999999999584,0.0,-0.32640000000000136,0.0,-0.07999999999992724,0.0,0.2626999999999988,-0.39315999999999995,0.0,0.0,32.5783,-0.13649999999999807,0.0,41.1,71.65105,,,,,50.5,0.40117,0.0,0.16449999999998965,0.0,13.8664,95.64308234199824,0.04506343581588273,0.013436516091838347,0.0088971920725735,1.0,1.0,5.3,10.399999999999999,10.399999999999999,-104.4,1049.94,15.899999999999991,0.0,189.57,29.3645,29.19226666666666,141.03949999999998,141.74761666666666,29.6007,1050.02,1057.5763636363636,16.7502,16.831736363636367,-121.6,-104.4,29.549799999999998,0.8740452334430808,0.8652367219105942,0.4499621173789557,0.7107998496021419,0.8342359272260894,0.7858106211765565,0.849749915002805,0.40780058359444615,0.4157289000440536,,,,,,0.014255008319834821,0.008650066661854064,0.32961832636681054,4.26967,71.6061,,,15.7343,,32.5783,-119.0,0.7107998496021419,0.25190953311383835,0.014255008319834821,15.7343,-35.7123,0.0,29.6007,72.103,4.26967,59.0388,189.562,61.4605,32.652434455268114,-82.8859572215361,,,49.87309237479327,42.04112536009684,,93.50252816008481,3.0427181458893484,30.78708615991426,0.18209135089613368,0.014255008319834821,,,0.8342359272260894,0.40780058359444615,,0.4499621173789557,0.8740452334430808,0.7858106211765565,99.99994343643593,0.21657955143157565,0.7445577613164996,,,0.3188261424329832,0.6456187345379288,,0.8574974843869786,0.49239012076825456,1.0605160732408996
