DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND45384,IND45385,IND45386,IND45387,IND45388,IND45389,IND45390,IND45392,IND45393,IND45394,IND45397,IND45398,IND45399,IND45400,IND45401,IND45402,IND45403,IND45426,IND45427,IND45463,IND45464,IND45465,IND45466,IND45467,IND45468,IND45469,IND45470,IND45471,IND45510,IND45511,IND45512,IND45513,IND45514,IND45515,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM143,SYM1994,SYM246,SYM547,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1493942400,1.0,62.516,37.6185,778.722,78.186,37.966220102308924,62.390253148631444,1.89017,0.5738841833044381,-5.94033,-4.49983,0.0,0.14349999999999596,0.0,0.20750000000000313,2.0,0.20649999999999835,0.0,0.8522999999999996,0.0,-0.2749999999999986,0.0,61.50999999999999,0.0,-0.11749999999999972,0.44167000000000023,0.0,0.0,37.7,-0.08150000000000546,0.0,47.6827,78.894,0.0,0.4209249535079682,0.519550810217091,0.41780183651641245,0.805747785095063,0.46627350721448124,0.022408367945106256,0.3085688111096543,57.054,-0.14733000000000018,0.0,78.186,78.186,78.1098,78.1098,0.07620000000000005,0.07620000000000005,0.1560333333333356,79.5672,79.5672,74.0593,74.0593,5.5079000000000065,5.5079000000000065,5.528166666666666,9.125200000000003,9.125200000000003,8.732500000000003,0.3470000000000084,0.0,78.186,78.9692,78.1098,78.7993,78.124,78.9892,0.7831999999999937,0.6894999999999953,0.8652000000000015,,,,,,,-0.020699999999990837,0.0,9.125200000000003,101.76436683347389,0.05404339722137969,0.33504183896725653,0.31720049880139134,1.0,1.0,8.4,16.700000000000003,16.700000000000003,-143.7,1555.51,13.100000000000023,0.0,189.106,32.3254,32.31786666666667,444.932,509.54433333333327,32.4025,1201.065,1257.1100000000001,23.7794,23.845325000000003,-158.3,-143.7,32.39026666666667,0.20278142185441983,0.8963964385339913,0.6914311888903457,0.9258894744814828,0.9775916320548937,0.5790750464920318,0.07106148401056589,0.5337264927855188,0.49297290464086113,1.0,0.29062566995554495,0.48044918978290896,0.5068303743814997,0.6937751708890204,0.00599333303306476,0.015396680560739342,0.756373850468839,7.94567,78.7712111111111,32.4025,32.4025,23.2773,62.3095,37.7,-157.26666666666668,0.2920090572670177,0.40556284370883966,0.01198666606612952,23.2773,90.57100000000003,0.0,32.4025,78.186,7.94567,62.3095,189.453,70.04,37.966220102308924,-110.15488370863903,62.390253148631444,65.96349640373529,55.07177672837639,48.144801817524495,62.576691565634704,765.2206997703747,2.000491689586183,37.337272577464994,0.19425221490493702,0.00599333303306476,0.5821981634835875,1.0,0.9775916320548937,0.5337264927855188,0.48044918978290896,0.6914311888903457,0.20278142185441983,0.5790750464920318,,,,,,0.40489238713353154,0.44162469022075385,0.8376291953766208,0.9648896115805664,1.0659766267557444,0.8894224743390379,1.333829716955181,0.28779392462337744,0.07758133290006272,0.7406226889649996
1493943000,1.0,62.8563,37.5935,856.559,78.8178,37.892520395673245,62.498421819605426,1.87883,0.5538160817016597,-6.46217,-0.5218400000000001,0.0,0.021600000000006503,0.0,0.18469999999999942,2.0,0.34029999999999916,0.0,0.7426999999999992,0.0,-0.20560000000000045,0.0,47.57999999999993,0.0,-0.3212000000000046,0.28383,0.0,0.0,37.6185,-0.02499999999999858,0.0,47.7043,78.8178,0.0,0.40017019787306163,0.3827177664054966,0.30482863811068406,0.7422852454198399,0.6617113222064526,0.02159763329477682,0.45275185393491446,57.2387,-0.011339999999999906,0.0,78.8178,78.8178,78.6528,78.6528,0.16500000000000625,0.16500000000000625,0.1518833333333376,79.9567,79.9567,74.5053,74.5053,5.4513999999999925,5.4513999999999925,5.524199999999998,9.009599999999999,9.009599999999999,8.762516666666667,0.4689999999999941,0.0,78.186,78.894,78.1098,78.749,78.124,78.8793,0.7079999999999984,0.6391999999999882,0.7553000000000054,,,,,,,0.6317999999999984,0.0,9.009599999999999,100.12908881692482,0.06234364177653563,0.3168866237957239,0.33504183896725653,1.0,1.0,8.4,16.3,16.3,-135.4,1603.09,8.299999999999983,0.0,189.453,32.2038,32.26045,599.062,594.1995,32.4025,1217.81,1294.7783333333334,23.7235,23.737799999999996,-156.85000000000002,-135.4,32.3346,0.2843887033230599,0.8753193215350701,0.5472481460650855,0.9258894744814828,0.9784023667052232,0.5998298021269384,0.07106148401056589,0.33828867779354743,0.49297290464086113,1.0,0.22024538223103793,0.6172822335945034,0.4530971895122287,0.5571540983903424,0.008226449198119398,0.016284924115161047,0.7540582670392977,8.2295,78.71782222222221,32.0813,32.0813,23.0717,62.516,37.6185,-153.21666666666667,0.322971044079186,0.5687774066461198,0.016452898396238796,23.0717,77.83699999999999,0.0,32.0813,78.8178,8.2295,62.516,189.922,70.7827,37.892520395673245,-108.91316323508147,62.498421819605426,66.90304981476002,55.229888549146224,49.09912228984939,62.60141711881555,855.4547036437385,1.9495218175822848,37.259499949283025,0.2577147545801602,0.008226449198119398,0.6951713618893159,1.0,0.9784023667052232,0.33828867779354743,0.6172822335945034,0.5472481460650855,0.2843887033230599,0.5998298021269384,,,,,,0.15325809829537804,0.7202766348038016,0.5605278117240483,1.2171044880370017,0.686188474031099,0.6888557912533105,1.847912058406635,0.747582201409772,0.7664070688751319,0.6210335793023106
1493943600,1.0,62.9018,37.4645,866.59,79.0707,37.86683078014176,62.68101048990611,1.835,0.5269989880896709,-4.85117,1.6110000000000007,0.0,0.08739999999999526,0.0,0.16250000000000142,1.0,0.04550000000000409,0.0,0.28829999999999245,0.0,-0.20120000000000005,0.0,4.360000000000127,0.0,-0.1463000000000001,0.0451700000000006,0.0,0.0,37.5935,-0.12899999999999778,0.0,47.7917,78.8178,0.0,0.4175994870538057,0.3498795855292075,0.3808928688287119,0.8678517646140019,0.7673723824286903,0.022529307405620314,0.479165577161755,57.4012,-0.043830000000000036,0.0,79.0707,79.1248,78.9052,78.9052,0.2195999999999998,0.2195999999999998,0.16431666666666916,80.3585,80.3585,74.9365,74.9365,5.422000000000011,5.422000000000011,5.5042333333333335,9.064499999999999,9.064499999999999,8.854600000000001,-0.3369999999999891,0.0,78.186,79.0707,78.1098,78.9052,78.124,79.1248,0.8846999999999952,0.7953999999999866,1.0007999999999981,,,,,,,0.2528999999999968,0.0,9.064499999999999,99.91068317180292,0.055059476692121856,0.3049160939542968,0.3168866237957239,1.0,1.0,7.2,14.7,14.7,-135.8,1607.45,-0.4000000000000057,0.0,189.922,32.2038,32.2244,733.4365,675.316,32.0813,1234.1100000000001,1329.6666666666667,23.67775,23.62349166666666,-150.25,-135.8,32.1396,0.20275693503770018,0.8753193215350701,0.520834422838245,0.9093605342781368,0.9774706925943797,0.5824005129461943,0.07106148401056589,0.23262761757130967,0.49297290464086113,1.0,0.17978030527613187,0.6501204144707925,0.37450822118642435,0.5571540983903424,0.007364229350232339,0.016284924115161047,0.7590353550425539,8.27467,78.7177,31.935,31.935,22.8705,62.8563,37.5935,-149.7,0.33127231903749754,0.40551387007540035,0.014728458700464677,22.8705,10.031000000000063,0.0,31.935,79.0707,8.27467,62.8563,189.585,71.071,37.86683078014176,-105.17954823569795,62.68101048990611,67.61168334764147,55.43094591752542,50.07785234845543,62.54785707796024,867.3647026413003,1.9468198492322086,37.17354560856964,0.1321482353859981,0.007364229350232339,0.6191071311712881,1.0,0.9774706925943797,0.23262761757130967,0.6501204144707925,0.520834422838245,0.20275693503770018,0.5824005129461943,,,,,,0.14230786275174526,0.5551817415444408,0.3949101775098379,1.3906075466249646,0.5626918306295422,0.5025766182464623,1.7094809647051719,0.6392249702227882,0.6459331414024352,0.8932656992483116
1493944200,1.0,63.4342,37.2842,1029.83,80.0982,37.737832031369145,62.73205483808215,1.83183,0.5124487361921575,-0.451833,4.399337,0.0,0.007800000000003138,0.0,0.17909999999999826,0.0,0.5323999999999955,0.0,0.5922000000000054,0.0,-0.09550000000000125,0.0,60.309999999999945,0.0,-0.17169999999999774,0.35299999999999976,0.0,0.0,37.4645,-0.18030000000000257,0.0,47.7995,78.8178,4.6123386580720904E-4,0.42927310084088033,0.11094752134074148,0.16187299730083837,0.9152460207092026,0.8620061787690342,0.02492367192318956,0.08314100235398414,57.5803,-0.003169999999999895,0.0,80.0982,80.0982,79.8497,79.8497,0.24850000000000705,0.24850000000000705,0.17401666666666907,80.847,80.847,75.4842,75.4842,5.362799999999993,5.362799999999993,5.4721166666666665,8.988300000000002,8.988300000000002,8.945466666666668,-0.19599999999999795,0.0,78.186,80.0982,78.1098,79.8497,78.124,79.8872,1.9121999999999986,1.7398999999999916,1.7632000000000119,,,,,,,1.0275000000000034,0.0,8.988300000000002,105.89270889624906,0.04235848149036761,0.1322296199951435,0.3049160939542968,1.0,1.0,7.2,14.3,14.3,-134.5,1667.76,1.3000000000000114,0.0,189.585,32.1648,32.1584,817.6405,788.3041666666666,31.935,1295.595,1372.5166666666667,23.6178,23.504133333333332,-139.75,-134.5,31.92653333333333,0.9687797238554573,0.769061920399927,0.9168589976460159,0.9151290781924498,0.9750763280768104,0.5707268991591197,0.07106148401056589,0.13799382123096585,0.6128518684584597,0.9995387661341928,0.16915960796705576,0.8890524786592585,0.37450822118642435,0.5571540983903424,0.007426587567682145,0.016284924115161047,0.7941574065372221,8.62767,78.84497777777779,31.7633,31.7633,22.775,62.9018,37.4645,-144.6,0.33127231903749754,0.062440552289085405,0.01485317513536429,22.775,163.2399999999999,0.0,31.7633,80.0982,8.62767,62.9018,189.389,71.6632,37.737832031369145,-104.1508296462564,62.73205483808215,68.62733436722081,55.77573896277275,51.518759679787145,62.46099051512776,972.5221034896753,1.4988202496415186,37.072636151811025,0.08475397929079742,0.007426587567682145,0.8381270026991616,0.9995387661341928,0.9750763280768104,0.13799382123096585,0.8890524786592585,0.9168589976460159,0.9687797238554573,0.5707268991591197,,,,,,0.350000773990761,0.4234915802670268,0.6033765178961396,1.5954330577363935,0.521364450314869,0.7258341972490242,1.0621818944902846,0.3581703608760091,0.4095712324872169,0.9676468534741269
1493944800,1.0,64.224,37.0968,1207.72,82.1983,37.5408600211781,63.107418207378586,1.69133,0.4775962188681151,0.606667,1.0585,0.0,0.033699999999996066,0.0,0.28819999999999624,0.0,0.7898000000000067,0.0,0.7595999999999918,0.0,0.05620000000000047,0.0,12.370000000000118,0.0,-0.24510000000000076,0.3386599999999991,0.0,0.0,37.2842,-0.18739999999999668,0.0,47.8332,78.8178,0.0016206621695883383,0.4450222881070949,0.01815752190470654,0.0327427849451275,0.909439215495931,0.9197285291059505,0.030429252607705015,0.012011816458428859,57.8685,-0.14050000000000007,0.0,82.1983,82.1983,81.8737,81.7777,0.4206000000000074,0.4206000000000074,0.21565000000000367,81.6042,81.6042,76.3688,76.3688,5.235400000000013,5.235400000000013,5.422033333333336,8.687000000000001,8.687000000000001,8.973716666666668,0.06999999999999318,0.0,78.186,82.1983,78.1098,81.8737,78.124,81.7777,4.012299999999996,3.7638999999999925,3.6537000000000006,,,,,,,2.1000999999999976,0.0,8.687000000000001,110.33677855633498,0.05424460174898761,0.03334278033174619,0.1322296199951435,1.0,1.0,7.7,15.3,15.3,-131.5,1680.13,3.0,0.0,189.389,32.00815,32.03671666666666,861.5745,904.5953333333333,31.7633,1424.855,1409.5708333333334,23.5743,23.404774999999994,-135.60000000000002,-131.5,31.738833333333332,0.9445692055827369,0.6811729330727001,0.9879881835415711,0.9276193939350489,0.969570747392295,0.5549777118929051,0.062001072195083023,0.08027147089404951,0.7409571173731309,0.9983793378304117,0.14869705433669891,0.9818424780952935,0.37450822118642435,0.5571540983903424,0.009083466189855626,0.017738423883843137,0.8523257697342672,8.96633,79.20376666666667,31.5182,31.5182,22.8312,63.4342,37.2842,-139.61666666666667,0.322971044079186,0.11086158883452613,0.018166932379711252,22.8312,177.8900000000001,0.0,31.5182,82.1983,8.96633,63.4342,189.459,72.4228,37.5408600211781,-106.35227618483009,63.107418207378586,69.63029471705245,56.205705211993674,53.09543142431306,62.44131847167644,1094.5760931232653,1.4567842324429674,36.975448381639325,0.09056078450406899,0.009083466189855626,0.9672572150548725,0.9983793378304117,0.969570747392295,0.08027147089404951,0.9818424780952935,0.9879881835415711,0.9445692055827369,0.5549777118929051,,,,,,0.38061758676262064,0.6405720702155959,1.1253173420808897,1.6178866983269429,0.9783452101874919,0.39790632267047515,1.251276275384497,0.7134935819050192,1.116532002586541,0.6421672033004674
1493945400,1.0,64.849,36.8492,1167.26,84.2968,37.35282834951132,63.689806619775275,1.74767,0.47543745136001225,1.565,0.958333,0.0,0.14500000000000313,0.0,0.45830000000000126,0.0,0.625,0.0,0.5597000000000065,0.0,-0.14119999999999777,0.0,-2.3900000000001,0.0,-0.08640000000000114,-0.12115999999999971,0.0,0.0,37.0968,-0.2475999999999985,0.0,47.9782,78.8178,0.0028936774328588433,0.48282250210674127,0.0037501785168506663,0.025144049059230178,0.947398326448995,0.9368853361789931,0.025692015596518236,0.013137235795608326,58.3268,0.05634000000000006,0.0,84.2968,84.2968,83.9123,83.7882,0.5086000000000013,0.5086000000000013,0.27308333333333695,82.5522,82.5522,77.4553,77.4553,5.096900000000005,5.096900000000005,5.34606666666667,8.741799999999998,8.741799999999998,8.936066666666665,-0.700000000000017,0.0,78.186,84.2968,78.1098,83.9123,78.124,83.7882,6.110799999999998,5.802499999999995,5.664200000000008,,,,,,,2.0985000000000014,0.0,8.741799999999998,110.3927141596049,0.058937137443373054,0.043462027660968086,0.03334278033174619,1.0,1.0,7.4,15.3,15.3,-128.6,1677.74,2.9000000000000057,0.0,189.459,31.84915,31.85535,948.21,984.4468333333334,31.5182,1524.755,1450.0933333333332,23.4148,23.29821666666666,-134.95,-128.6,31.5711,0.9622471796218527,0.6811729330727001,0.9868627642043917,0.9529532407715449,0.9743079844034818,0.5171774978932587,0.05465058596900618,0.06311466382100689,0.8383477296839482,0.9971063225671412,0.09362650089625174,0.9962498214831493,0.37450822118642435,0.5571540983903424,0.010295381916989683,0.01998480597041234,0.8990423527754487,8.84517,79.80407777777778,31.4318,31.4318,22.69,64.224,37.0968,-134.91666666666666,0.322971044079186,0.07550564075629462,0.020590763833979366,22.69,-40.460000000000036,0.0,31.4318,84.2968,8.84517,64.224,188.759,72.9825,37.35282834951132,-106.06840540721316,63.689806619775275,70.34175212121804,56.57927017744795,54.11235067983013,62.502149246031266,1057.3705057313698,1.4374309355086985,36.8625515131637,0.052601673551004945,0.010295381916989683,0.9748559509407698,0.9971063225671412,0.9743079844034818,0.06311466382100689,0.9962498214831493,0.9868627642043917,0.9622471796218527,0.5171774978932587,,,,,,0.23584695658405797,0.6027234529164485,1.422954170037785,1.7266587099957458,0.5066294982669011,0.6708353728718213,1.0708544557165094,0.6556814693678704,0.8066129831194747,0.843165424939284
1493946000,1.0,64.8402,36.622,990.474,84.3715,37.09969077491253,64.15066833328966,1.94067,0.47543745136001225,2.78283,1.2178300000000002,0.0,0.3155000000000001,0.0,0.6844999999999999,0.0,-0.008800000000007913,0.0,0.07200000000000273,0.0,0.07499999999999929,0.0,-15.920000000000073,0.0,0.3534000000000006,-0.40549999999999997,0.0,0.0,36.8492,-0.2272000000000034,0.0,48.2937,79.0707,0.004234945518612143,0.517285069763128,0.005296581397917444,0.1458401733397079,0.9340025830403209,0.9388893239748168,0.01912193559018216,0.045218140443519794,59.0113,0.19299999999999984,0.0,84.3715,84.3715,84.0612,83.9262,0.44530000000000314,0.44530000000000314,0.3346000000000041,83.2172,83.2172,78.1447,78.1447,5.072500000000005,5.072500000000005,5.273500000000003,9.020199999999999,9.020199999999999,8.918566666666665,0.5270000000000152,0.0,78.8178,84.3715,78.6528,84.0612,78.8032,83.9262,5.553699999999992,5.4084,5.1229999999999905,,,,,,,0.07469999999999288,0.0,9.020199999999999,107.86685066600413,0.05151753563824178,0.16710617620158447,0.043462027660968086,1.0,1.0,9.1,18.1,18.1,-157.7,1661.82,-29.099999999999994,0.0,188.759,31.774250000000002,31.752466666666667,1010.152,1019.7388333333333,31.5182,1579.3,1494.8400000000001,23.174500000000002,23.20963333333333,-134.95,-157.7,31.578400000000002,0.9812777610039476,0.5569351356514884,0.9547818595564802,0.9588471574861499,0.9808780644098178,0.48271493023687195,0.04725052338652483,0.061110676025183205,0.9052979415217214,0.9957650544813879,0.0901152274622182,0.9947034186020826,0.37450822118642435,0.4085745945944873,0.0029317872678713587,0.017738423883843137,0.9137943194058846,8.43967,80.42127777777776,31.7852,31.7852,22.765,64.849,36.8492,-137.25,0.322971044079186,0.03744447799210482,0.005863574535742717,22.765,-176.78599999999994,0.0,31.7852,84.3715,8.43967,64.849,189.286,73.0545,37.09969077491253,-111.99608714088237,64.15066833328966,70.53268354967655,56.85175186342875,54.53504664516193,62.58822735788254,918.2376178450559,1.5031147204044772,36.816528351658064,0.06599741695967903,0.0029317872678713587,0.8541598266602921,0.9957650544813879,0.9808780644098178,0.061110676025183205,0.9947034186020826,0.9547818595564802,0.9812777610039476,0.48271493023687195,,,,,,0.3021198745291819,0.4136014840777695,1.888129690625046,1.5416491703006374,0.6573360005532423,0.5192621373410282,1.0825153046291942,0.6694040508659563,0.6033150544887116,0.5142241699101641
1493946600,1.0,64.966,36.5,1056.41,84.9613,36.84194522834247,64.15892409322512,1.7755,0.47543745136001225,-3.038,-5.82083,0.0,0.3129999999999953,0.0,0.5632000000000019,0.0,0.12579999999999814,0.0,0.11549999999999727,0.0,-0.21270000000000167,0.0,13.810000000000173,0.0,-0.10089999999999932,0.32150000000000034,0.0,0.0,36.622,-0.12199999999999989,0.0,48.6067,80.0982,0.005002691743581811,0.525225719024056,0.004715464664637459,0.10414155257693924,0.8132281670830804,0.939493203057454,0.016404340355809732,0.16386089714224583,59.5745,-0.16516999999999982,0.0,84.9613,84.9613,84.6737,84.3998,0.5614999999999952,0.5614999999999952,0.4006833333333356,83.7873,83.7873,78.7172,78.7172,5.0700999999999965,5.0700999999999965,5.209950000000004,9.132000000000001,9.132000000000001,8.938966666666667,0.12199999999998568,0.0,79.0707,84.9613,78.9052,84.6737,79.1248,84.3998,5.890599999999992,5.768500000000003,5.275000000000006,,,,,,,0.5897999999999968,0.0,9.132000000000001,103.66077917195994,0.04463593332853945,0.10901416073375189,0.16710617620158447,1.0,1.0,5.9,11.9,11.9,-130.6,1675.63,27.099999999999994,0.0,189.286,31.7238,31.686299999999996,1043.12,1053.0473333333334,31.6843,1605.27,1534.2358333333334,22.9711,23.12263333333333,-133.0,-130.6,31.633766666666666,0.9716752797283463,0.5569351356514884,0.8361391028577542,0.9588471574861499,0.9835956596441903,0.474774280975944,0.03764788635843022,0.06050679694254604,0.9325961344107324,0.9949973082564182,0.005113959696649989,0.9952845353353625,0.37450822118642435,0.4085745945944873,0.007126164611042021,0.01605296758102017,0.9137943194058846,8.76117,81.13414444444444,31.6843,31.6843,22.5523,64.8402,36.622,-136.45,0.322971044079186,0.05664944054330734,0.014252329222084041,22.5523,65.93600000000004,0.0,31.6843,84.9613,8.76117,64.8402,189.408,73.17,36.84194522834247,-98.65869017678432,64.15892409322512,70.69277475191865,57.16586731649514,54.984580740846695,62.64381106505969,1019.1028935327134,1.4348065993346422,36.745876679896604,0.18677183291691957,0.007126164611042021,0.8958584474230608,0.9949973082564182,0.9835956596441903,0.06050679694254604,0.9952845353353625,0.8361391028577542,0.9716752797283463,0.474774280975944,65.92365791517642,,,,,0.3561692748720281,0.2117395414274379,1.7512358081478938,1.561862149003248,0.36840193032095037,0.5285536918444671,1.1538571733757557,0.4956913025869504,0.5692350664817513,0.5353879947394005
1493947200,1.0,65.0997,36.4007,1054.66,85.6668,36.72244829760469,64.25967384011349,1.78033,0.5086694278490314,-1.51683,1.52117,0.0,0.14500000000000313,0.0,0.3147999999999982,0.0,0.1337000000000046,0.0,0.09250000000000114,0.0,-0.06550000000000011,0.0,-0.040000000000190994,0.0,-0.2773000000000003,-0.04116999999999926,0.0,0.0,36.5,-0.0992999999999995,0.0,48.7517,82.1983,0.005117052486667495,0.5596813989338056,0.003514999871598312,0.09023379900248485,0.7914905030404399,0.9415618482223095,0.016314933447821423,0.10084349067669518,59.8893,0.00482999999999989,0.0,85.6668,85.6668,85.3772,85.0165,0.6503000000000014,0.6503000000000014,0.47246666666666925,84.4533,84.4533,79.4423,79.4423,5.010999999999996,5.010999999999996,5.141450000000001,8.920200000000001,8.920200000000001,8.914916666666667,0.5430000000000064,0.0,80.0982,85.6668,79.8497,85.3772,79.8872,85.0165,5.568599999999989,5.527500000000003,5.129299999999986,,,,,,,0.7055000000000007,0.0,8.920200000000001,105.22662394023078,0.04035653669724771,0.07895270553813007,0.10901416073375189,1.0,1.0,6.4,13.2,13.2,-137.0,1675.59,-6.400000000000006,0.0,189.408,31.60125,31.5983,1055.535,1084.3923333333332,31.6843,1634.635,1571.1400000000003,22.85085,23.026591666666665,-133.0,-137.0,31.625500000000002,0.9734014522445854,0.49244695292790563,0.8991565093233048,0.9588471574861499,0.9836850665521786,0.44031860106619436,0.02962972213537607,0.05843815177769047,0.9383883270258608,0.9948829475133325,0.005088462300896074,0.9964850001284017,0.37450822118642435,0.4085745945944873,0.005521398503446039,0.01605296758102017,0.9137943194058846,8.72,81.96304444444445,31.407,31.407,22.4868,64.966,36.5,-136.65,0.322971044079186,0.053197095510829184,0.011042797006892077,22.4868,-1.75,0.0,31.407,85.6668,8.72,64.966,189.951,73.2625,36.72244829760469,-101.26544280549695,64.25967384011349,70.81325167365145,57.497998752060965,55.36922444833213,62.71132424126143,1002.2748621100417,1.4156034426227837,36.67631449547726,0.2085094969595601,0.005521398503446039,0.9097662009975152,0.9948829475133325,0.9836850665521786,0.05843815177769047,0.9964850001284017,0.8991565093233048,0.9734014522445854,0.44031860106619436,66.17712679560178,,,,,0.5101731069743616,0.3441969526966479,1.700306846989349,1.7518165094206373,0.43561124227291526,0.8022525742992714,1.4099542296359673,0.3421738998688005,0.489946968707187,0.4747809986181245
1493947800,1.0,65.0998,36.2285,1015.41,85.8163,36.62324647800722,64.29741041717197,1.91817,0.5232405567088241,-0.0313333,1.4854967,0.0,0.13329999999999842,0.0,0.2634000000000043,0.0,1.0000000000331966E-4,0.0,-0.01820000000000732,0.0,-0.05630000000000024,0.0,-10.730000000000018,0.0,0.24180000000000135,-0.22367000000000026,0.0,0.0,36.4007,-0.17220000000000368,0.0,48.885,84.2968,0.005986285426806681,0.567156172390793,0.003513672724479888,0.1074250362051159,0.8794161945507831,0.9410054233291106,0.016173865123673137,0.03528747885756456,60.1527,0.13783999999999996,0.0,85.8163,85.8163,85.5642,85.4837,0.33259999999999934,0.33259999999999934,0.4864833333333346,85.0073,85.0073,79.9975,79.9975,5.0097999999999985,5.0097999999999985,5.082616666666668,9.218300000000003,9.218300000000003,8.953249999999999,-0.6999999999999886,0.0,82.1983,85.8163,81.8737,85.5642,81.7777,85.4837,3.617999999999995,3.6905,3.706000000000003,,,,,,,0.1495000000000033,0.0,9.218300000000003,108.51076471389754,0.04784395144727194,0.1348113697848594,0.07895270553813007,1.0,1.0,7.7,15.4,15.4,-136.3,1664.86,0.6999999999999886,0.0,189.951,31.5835,31.579216666666667,1055.535,1081.989,31.6488,1663.34,1609.9408333333336,22.8031,22.919449999999998,-133.9,-136.3,31.580033333333336,0.9802519589302123,0.40555060030047985,0.9647125211424354,0.9635849550558365,0.9838261348763269,0.432843827609207,0.02684635193792148,0.058994576670889316,0.9393422332867947,0.9940137145731933,0.005088462300896074,0.9964863272755201,0.37450822118642435,0.4085745945944873,0.007330372139144684,0.01605296758102017,0.9137943194058846,8.49633,82.81085555555556,31.6488,31.6488,22.4305,65.0997,36.4007,-136.95,0.2723918326178022,0.03949608213957534,0.014660744278289369,22.4305,-39.250000000000114,0.0,31.6488,85.8163,8.49633,65.0997,189.251,73.2443,36.62324647800722,-105.75606359536272,64.29741041717197,70.85778552747203,57.76479059020781,55.339472366920276,62.713958930389,935.7689098194616,1.4899741772959592,36.59906080547202,0.12058380544921685,0.007330372139144684,0.8925749637948841,0.9940137145731933,0.9838261348763269,0.058994576670889316,0.9964863272755201,0.9647125211424354,0.9802519589302123,0.432843827609207,66.17712679560178,,,,,0.415874850328957,0.6618853932834124,1.4611517384769823,1.635103836112329,0.41673066335730286,0.8462806933934175,1.1800740683158881,0.4834071982621768,0.3024237243634133,0.44490023869772705
