DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125,SYM157
1489968000,71.9623,189.299,29.513350000000003,725.6769999999999,29.5805,1471.695,16.699849999999998,
1489968600,72.258,189.486,29.38875,725.6769999999999,29.5805,1463.865,16.699849999999998,
1489969200,72.3718,189.312,29.309649999999998,722.8915,29.2665,1433.285,16.699849999999998,
1489969800,72.6488,189.578,29.277250000000002,656.8779999999999,29.2032,1433.285,16.604100000000003,
1489970400,72.6488,189.417,29.23485,607.5409999999999,29.0467,1433.285,16.734,
1489971000,72.6488,189.42,29.12495,598.2835,28.8775,1433.285,16.8733,
1489971600,72.6488,189.331,29.12495,532.5435,28.8775,1433.285,16.8733,
1489972200,72.6737,188.642,29.12495,438.6335,29.9787,1421.6399999999999,16.8733,
1489972800,72.6737,189.816,29.512700000000002,388.525,30.0737,1416.335,16.8733,
1489973400,72.6737,189.311,30.0262,334.7795,30.143,1362.78,16.8733,
1489974000,72.6737,189.394,30.10835,284.195,30.1582,1284.385,16.7429,
1489974600,72.6737,189.409,30.1084,283.21500000000003,30.1582,1233.145,16.573,
1489975200,73.084,189.113,30.1084,283.21500000000003,30.0738,1225.13,16.40485,
1489975800,73.4588,189.075,30.1084,297.27,28.9217,1205.6799999999998,16.1921,
1489976400,73.786,188.719,30.017899999999997,283.21500000000003,28.9217,1168.615,16.1921,
1489977000,74.1968,189.199,29.94015,276.20000000000005,29.9183,1136.375,16.1921,
1489977600,74.3325,189.554,29.923000000000002,272.1465,29.9277,1119.485,16.145000000000003,
1489978200,74.3957,189.208,29.82605,229.6975,29.9183,1094.8,16.0605,
1489978800,74.454,188.887,29.82605,200.2835,29.7338,1083.26,15.97385,
1489979400,74.454,189.146,29.82605,166.95600000000002,28.9348,1083.26,15.908349999999999,
1489980000,74.454,189.015,29.3343,101.73759999999999,28.1308,1065.82,15.85725,
1489980600,74.4485,189.132,28.5328,44.5195,27.9943,1050.37,15.85725,
1489981200,74.422,189.081,28.06255,27.5678,27.4728,1050.04,15.49775,
