DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125,SYM157
1489981800,74.422,188.968,27.73355,22.82465,27.2248,1050.0,14.6025,
1489982400,74.422,189.042,27.348799999999997,22.82465,26.7787,1049.92,14.19765,
1489983000,74.4095,188.579,27.0105,27.5678,26.7787,1049.92,14.08515,
1489983600,74.4073,189.403,27.0105,30.2173,26.7962,1049.92,14.08515,
1489984200,74.4073,189.039,26.78745,36.49405,26.7962,1049.89,14.08515,
1489984800,74.4073,189.341,26.76295,36.49405,26.7472,1049.92,14.08515,
1489985400,74.4073,189.402,26.717750000000002,40.12265,26.125,1049.955,14.08515,
1489986000,74.4073,188.411,26.4361,40.12265,26.0072,1049.955,14.084050000000001,
1489986600,74.4073,188.493,26.0661,31.9916,26.0072,1049.955,14.084050000000001,
1489987200,74.4073,188.72,25.906950000000002,7.859265,25.5835,1049.905,14.084050000000001,
1489987800,74.3982,189.119,25.6951,-6.350250000000001,24.2197,1049.875,14.084050000000001,
1489988400,73.9702,189.31,25.3475,-6.350250000000001,24.2197,1049.88,14.084050000000001,
1489989000,69.1325,188.518,24.9301,-7.80875,24.7487,1049.76,13.780000000000001,
1489989600,66.6437,189.51,24.4842,-7.80875,24.7487,1033.615,13.4406,
1489990200,65.8978,189.277,24.307850000000002,-7.052085,24.396,1017.26,13.3171,
1489990800,65.678,188.439,24.307850000000002,-7.052085,24.2133,1004.2875,13.23335,
1489991400,65.2462,189.268,24.304650000000002,-5.138085,23.8237,990.3575000000001,13.1906,
1489992000,64.0743,189.032,24.0185,-5.516249999999999,23.4677,952.7950000000001,13.1906,
1489992600,62.8927,188.965,23.8231,-4.874835,23.4677,909.0415,13.1906,
1489993200,59.1905,188.873,23.73785,-4.7307500000000005,23.6532,879.7695,13.1906,
1489993800,57.6952,188.884,23.56045,-4.7307500000000005,23.6532,879.7695,13.182,
1489994400,56.812,189.396,23.32175,-5.108915,22.8127,879.7695,13.1906,
1489995000,56.0323,188.721,23.1402,-5.55425,22.8055,854.728,13.21535,
1489995600,55.2287,189.631,23.159950000000002,-5.9009149999999995,22.8055,830.6445,13.21535,
1489996200,54.53,188.801,23.11235,-5.9009149999999995,23.412,781.1915,13.21535,
1489996800,54.3,188.692,23.07875,-5.943915,23.412,604.2735,13.21535,
1489997400,54.2765,189.168,23.2813,-5.943915,23.3448,233.24989999999997,13.21075,
1489998000,54.2,188.589,23.2813,-5.985665,23.2178,8.142735,13.182,
1489998600,54.1433,189.149,23.2813,-6.037335000000001,22.9473,5.33667,13.20675,
1489999200,53.9543,189.923,23.082549999999998,-6.037335000000001,22.8208,3.7813350000000003,13.1481,
1489999800,53.8183,189.673,22.88405,-6.169499999999999,22.731,2.164085,13.1481,
1490000400,53.6673,189.017,22.7759,-6.32558,22.6128,0.910085,13.1481,
1490001000,53.4937,188.583,22.7759,-6.32558,22.6128,0.05541665,13.2735,
1490001600,53.3228,189.092,22.7759,-6.57575,22.8692,0.03541665,13.287749999999999,
1490002200,53.1497,189.465,22.8001,-6.5395,22.9038,0.05541665,13.30725,
1490002800,52.9553,188.714,22.886499999999998,-6.291,23.2578,0.05541665,13.564,
1490003400,52.7543,188.585,23.0808,-6.5503350000000005,23.4878,0.05541665,13.8627,
1490004000,52.5787,190.232,23.372799999999998,-6.131335,23.7695,0.05541665,14.228349999999999,
1490004600,52.4065,189.92,23.62865,-6.5503350000000005,24.4807,0.05541665,14.76575,
1490005200,52.1597,189.286,24.1251,-6.28592,25.3357,0.07491665,15.222,
1490005800,51.9353,189.119,24.9082,-6.28592,26.0582,0.07491665,15.4124,33.00007418444151
1490006400,51.7228,188.839,25.6922,-6.17667,26.0582,0.1153335,15.6859,
1490007000,51.5025,188.637,25.90945,-5.977835,26.0487,0.333917,15.8531,
1490007600,51.5025,189.49,26.053449999999998,-5.6818349999999995,26.0487,0.8454984999999999,15.9957,
1490008200,51.5025,189.095,26.0875,-4.5430850000000005,26.1168,2.232165,16.2921,
1490008800,51.5025,188.675,26.213,2.1395000000000004,26.3378,3.6814999999999998,16.7076,
1490009400,51.5025,188.661,26.2273,6.62025,26.6168,3.6814999999999998,17.17035,
1490010000,52.7178,189.343,26.4773,6.62025,27.151,86.08475,17.40485,
1490010600,55.6505,188.873,26.8839,15.651435,27.161,562.2205,17.5875,
1490011200,56.5843,188.774,27.156,19.020485,27.4232,979.3655,17.7879,
1490011800,56.9683,189.416,27.2921,26.076185000000002,27.6138,1016.175,17.888399999999997,
1490012400,57.3112,189.351,27.518500000000003,54.7646,28.2243,1029.76,18.1099,
1490013000,58.1848,188.315,27.91905,59.775850000000005,28.3773,1035.435,18.497999999999998,
1490013600,58.644,189.024,28.300800000000002,74.34735,28.721,1041.675,18.8965,
1490014200,60.3258,189.828,28.54915,76.36975,29.4848,1045.67,19.0684,
1490014800,62.019,189.356,29.102899999999998,79.45345,29.9518,1046.1999999999998,19.17205,
1490015400,63.5813,189.572,29.7183,72.58099999999999,30.148,1045.0749999999998,19.282899999999998,
1490016000,64.8773,189.088,30.0499,72.58099999999999,30.503,1048.7849999999999,19.32465,
1490016600,66.1113,189.224,30.325499999999998,79.45345,30.6932,1049.715,19.44775,
1490017200,67.3588,189.895,30.598100000000002,72.58099999999999,31.0217,1049.715,19.655250000000002,
1490017800,67.8793,189.047,30.8171,67.19525,31.0217,1049.715,19.8234,
1490018400,68.4063,189.483,30.98135,69.83105,31.3445,1049.815,19.982,
1490019000,69.3888,189.984,31.1831,69.83105,31.43,1049.6999999999998,20.12085,
1490019600,70.167,189.168,31.38725,69.83105,31.93,1049.6999999999998,20.232950000000002,
1490020200,70.4035,188.831,31.68,67.46315,31.9898,1049.975,20.4452,
1490020800,70.8195,189.455,31.959899999999998,71.4291,32.0763,1049.665,20.709,
1490021400,71.5383,189.149,32.03305,78.5684,32.1073,1049.665,20.8975,
1490022000,72.0383,189.558,32.091800000000006,80.42815,32.1253,1049.665,21.03035,
1490022600,72.5692,189.983,32.1163,97.6674,32.3775,1049.99,21.095,
1490023200,72.8343,189.611,32.251400000000004,107.1114,32.5382,1050.35,21.1315,
1490023800,73.2123,189.52,32.3374,134.195,32.5382,1050.35,21.21925,
1490024400,73.4988,189.768,32.40275,134.195,32.428,1050.72,21.32475,
1490025000,73.8868,189.409,32.4831,138.3395,32.428,1050.72,21.391350000000003,
1490025600,74.2672,189.59,32.53775,153.3725,32.5373,1052.245,21.43645,
1490026200,74.5872,189.213,32.48265,169.563,32.5373,1055.34,21.45175,
1490026800,74.6893,189.052,32.36265,191.04000000000002,32.1308,1055.34,21.45175,
1490027400,74.8187,189.607,32.279399999999995,209.2575,31.6225,1057.65,21.471600000000002,
1490028000,75.0893,189.526,31.876649999999998,218.9345,31.0797,1060.575,21.45175,
1490028600,75.3643,189.603,31.82685,218.9345,31.6225,1060.575,21.429650000000002,
1490029200,75.3643,189.326,31.82685,217.316,32.0312,1060.575,21.436300000000003,
1490029800,75.4352,189.513,31.82685,189.122,32.658,1060.65,21.44475,
1490030400,75.4668,188.734,32.30585,170.4615,32.658,1060.205,21.436300000000003,
1490031000,75.5543,189.896,32.57835,165.00900000000001,32.5805,1060.205,21.436300000000003,
1490031600,75.5933,189.912,32.57835,161.67899999999997,32.5762,1060.205,21.42565,
1490032200,75.5933,189.847,32.57835,161.67899999999997,32.3578,1067.365,21.41435,
1490032800,75.5933,190.136,32.467,166.988,31.0977,1060.205,21.40485,
1490033400,75.6993,189.216,31.72775,194.038,30.7328,1060.205,21.3984,
1490034000,75.7132,189.074,30.91525,226.6755,30.1422,1060.205,21.3984,
1490034600,75.8742,188.64,30.4375,251.7735,29.6278,1060.205,21.386,
1490035200,75.8742,189.332,29.884999999999998,301.89250000000004,29.2713,1060.205,21.386,
1490035800,75.8742,189.076,29.61355,386.24350000000004,29.2713,1070.145,21.36435,
1490036400,75.8947,189.959,29.435299999999998,570.744,29.242,1089.655,21.352249999999998,
1490037000,75.931,188.901,29.25665,810.5409999999999,28.7828,1141.8049999999998,21.323900000000002,
1490037600,75.9418,189.04,29.0124,1111.405,28.388,1234.575,21.2833,
1490038200,76.0117,189.717,28.5854,1406.0149999999999,28.224,1393.865,21.17775,
1490038800,78.9878,190.141,28.3331,1566.8200000000002,28.224,1543.885,20.88575,
1490039400,82.4323,191.019,28.2511,1615.65,28.224,1633.165,20.538,
1490040000,88.9848,189.731,28.2161,1738.13,27.6582,1679.825,20.19675,
1490040600,95.5938,188.692,27.9332,1864.27,27.5758,1680.15,19.76365,
1490041200,97.8287,189.534,27.617,1901.53,27.041,1680.595,19.472900000000003,
1490041800,98.1053,189.522,27.338549999999998,1859.29,27.041,1680.595,19.277549999999998,
1490042400,98.1658,189.75,27.07115,1901.53,27.0077,1680.845,18.959249999999997,
1490043000,100.829,189.193,27.02435,1901.53,26.6945,1680.845,18.70045,
1490043600,100.829,189.346,26.851100000000002,1880.37,26.415,1680.845,18.502200000000002,
1490044200,100.829,188.896,26.7524,1728.395,26.415,1680.845,18.21885,
1490044800,100.829,189.835,26.55475,1630.49,26.415,1680.75,17.8926,
1490045400,100.829,189.163,26.3341,1626.4850000000001,25.9062,1680.75,17.5215,
1490046000,96.715,189.978,26.0797,1551.645,25.9003,1680.47,17.0039,
1490046600,93.8248,189.595,25.90325,1462.075,25.6002,1680.22,16.55865,
1490047200,92.997,189.47,25.773400000000002,1462.075,25.6465,1680.22,16.25115,
1490047800,92.0398,189.611,25.623350000000002,1462.075,25.5973,1680.185,15.9634,
1490048400,91.4247,189.44,25.598750000000003,1191.9560000000001,25.5973,1680.1750000000002,15.6313,
1490049000,90.7022,189.523,25.37275,924.2985000000001,24.7812,1680.135,15.2655,
1490049600,86.7657,188.903,24.9647,894.3965000000001,24.4788,1679.885,14.881450000000001,
1490050200,81.6565,189.392,24.63,877.2305,24.0232,1660.475,14.436,
1490050800,79.4405,188.931,24.250999999999998,877.2305,23.7768,1629.335,14.0514,
1490051400,76.9063,189.331,23.9,889.5895,23.1907,1629.335,13.77035,
1490052000,74.9057,189.449,23.48375,889.5895,22.3612,1629.335,13.440999999999999,
1490052600,73.1097,189.004,22.77595,889.5895,22.2665,1612.49,13.0918,
1490053200,71.6258,189.431,22.313850000000002,882.232,22.1207,1605.855,12.73015,
1490053800,70.6732,189.024,22.1936,896.8365,22.1207,1605.855,12.17615,

