DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM246,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1492128000,1.0,62.2638,35.1482,266.621,78.4703,35.39146232088245,62.24498859420314,2.22517,0.7014153652202152,-0.0188333,1.5193367,0.0,-0.2576999999999998,0.0,-0.2378,0.0,0.1933000000000007,0.0,-0.20819999999999084,0.0,-0.2566999999999986,0.0,30.799999999999955,0.0,-0.17659999999999698,0.09799999999999986,0.0,0.0,35.2,-0.05180000000000007,0.0,46.21,80.0572,0.2295642374630107,0.42581787889759515,0.07503442804839633,0.47575017223537774,0.7295871773008189,0.24806856911181352,0.020419636976278466,0.10953117182440109,56.6552,0.042999999999999705,0.0,-0.313200000000009,0.0,10.388200000000001,110.85285632588503,0.0824334483597139,0.2680201167842886,0.18366160718455934,1.0,1.0,12.3,24.8,24.8,-146.7,1104.72,9.400000000000006,1.0,189.477,30.56195,30.58665,366.0975,338.7265,30.7022,1216.6950000000002,1205.888181818182,20.681350000000002,20.705409090909093,-151.39999999999998,-146.7,30.682833333333335,0.4507099031412007,0.7487440422019321,0.8904688281755989,0.5683873469423333,0.9795803630237215,0.5741821211024049,0.018675402882435077,0.7519314308881865,0.44850873250016354,0.7704357625369893,0.21370128833687912,0.9249655719516037,0.7009769786120084,0.5932860962400797,0.00783234392419197,0.01566468784838394,0.6890936190997199,5.38717,79.99347777777778,30.7022,,20.314,62.0705,35.2,-144.25,0.6186386428113225,0.9014198062824014,0.01566468784838394,20.314,35.84499999999997,0.0,30.7022,78.4703,5.38717,62.0705,189.365,65.5553,35.39146232088245,-120.49278204467646,62.24498859420314,64.99319129287029,54.32680487593592,45.66868773673482,61.051995045725576,240.51793416688156,2.2287363782468095,34.93815882273141,0.2704128226991811,0.00783234392419197,0.5242498277646223,0.7704357625369893,0.9795803630237215,0.7519314308881865,0.9249655719516037,0.8904688281755989,0.4507099031412007,0.5741821211024049,,,0.8740685764078594,0.8104671910106477,0.9815129240179151,0.752825310877055,0.8559711929260575,0.8641479384861508,0.874150387585153,0.3854786729516831,0.6907835182448708,0.6414342943398644
1492128600,1.0,62.364,35.1713,268.788,78.3117,35.338201886049916,62.34865031831431,2.21083,0.6892601123132294,0.534333,0.5531663,0.0,-0.23179999999999978,0.0,-0.24670000000000414,0.0,0.10019999999999385,0.0,0.005700000000004479,0.0,-0.16929999999999978,0.0,2.5,0.0,-0.1565000000000012,0.04315999999999942,0.0,0.0,35.1482,0.023099999999999454,0.0,45.9782,79.6352,0.2758195981981313,0.4229611751179514,0.04826785487935792,0.4781861719141607,0.6053731264651161,0.24767834561811763,0.020702234325934432,0.1362937870813038,56.4085,-0.014339999999999797,0.0,-0.15859999999999275,0.0,10.401,109.56158675777296,0.06864278966471651,0.27727292337914045,0.2680201167842886,1.0,1.0,9.6,20.1,20.1,-159.8,1107.22,-13.100000000000023,1.0,189.365,30.508200000000002,30.56873333333333,315.1315,321.7378333333333,30.7022,1198.785,1197.6658333333332,20.681350000000002,20.658683333333336,-151.39999999999998,-159.8,30.7089,0.4862929394788246,0.8632508652622841,0.8637062129186962,0.6165698836599589,0.9792977656740656,0.5770388248820486,0.01969679441378641,0.7523216543818824,0.41360512346926737,0.7241804018018687,0.2314637253219318,0.9517321451206421,0.6191509328505928,0.5803858169743117,0.0024451625139656837,0.015342769996240502,0.6841283696063356,5.43033,79.61196666666666,30.5457,,20.1447,62.2638,35.1482,-144.7,0.6116941117901237,0.9725858789576493,0.004890325027931367,20.1447,2.16700000000003,0.0,30.5457,78.3117,5.43033,62.2638,189.632,65.561,35.338201886049916,-110.88831092639111,62.34865031831431,65.14879112502305,54.14521275062743,45.44102225440365,60.79796305605741,245.33051040439645,2.2003417550426128,34.90488190710519,0.3946268735348839,0.0024451625139656837,0.5218138280858393,0.7241804018018687,0.9792977656740656,0.7523216543818824,0.9517321451206421,0.8637062129186962,0.4862929394788246,0.5770388248820486,,,0.9495209170165433,0.8070652424871771,1.2388194082987394,0.8207893503149088,0.7076049171387534,0.8025727278803442,1.112414229205382,0.9098625380114762,0.6303232914549326,0.5740620865604752
1492129200,1.0,62.4773,35.1977,244.051,78.2467,35.3419683056872,,1.88117,0.6417132519174037,-1.08567,-1.6200029999999999,0.0,-0.22820000000000107,0.0,-0.19249999999999545,0.0,0.1133000000000024,0.0,-0.01870000000000971,0.0,0.2485999999999997,0.0,-30.920000000000073,0.0,-0.45200000000000173,0.05449999999999999,0.0,0.0,35.1713,0.026399999999995316,0.0,45.75,79.1558,,0.3844622195964341,,,0.5758932659373732,0.2359645882825111,0.020885126248162633,0.4878050957918927,56.216,-0.32966000000000006,0.0,-0.06499999999999773,0.0,9.700399999999998,99.40653772507268,0.03266901617734734,0.23216801761426842,0.27727292337914045,1.0,1.0,5.0,9.1,9.1,-123.9,1076.3,35.900000000000006,0.0,189.632,30.5066,30.505899999999997,267.7045,297.16316666666665,30.5457,1165.4450000000002,1172.2766666666666,20.6146,20.59675,-136.8,-123.9,30.4472,0.12465717344106608,0.8632508652622841,0.5121949042081073,0.6165698836599589,0.9791148737518374,0.6155377804035659,0.020324042296601397,0.7640354117174889,0.29955858728552676,,,,,,0.006474579004048342,0.015342769996240502,0.6644395588210308,5.48483,79.30115555555554,,,20.3933,,35.1713,-139.16666666666666,0.5875394728253462,0.24931434688213217,0.012949158008096684,20.3933,-24.737000000000023,0.0,30.0937,78.2467,5.48483,62.364,189.503,65.5423,35.3419683056872,-88.58140284657838,,,53.95777371356446,45.18326121201705,,245.50799734617914,2.0534044638513707,34.78606571074474,0.4241067340626267,0.006474579004048342,,,0.9791148737518374,0.7640354117174889,,0.5121949042081073,0.12465717344106608,0.6155377804035659,,,0.5074671262381363,1.0751492246909504,,,0.6634663780612393,0.8791429329309066,,0.7002474270826193,0.9203612691980086,0.7408321007966314
1492129800,1.0,62.1873,35.1622,134.81,78.1125,35.394448911973996,,2.7465,0.5960270470626261,-6.20533,-5.11966,0.0,-0.14880000000000138,0.0,-0.1372,0.0,-0.28999999999999915,0.0,-0.4532999999999987,0.0,-0.038000000000000256,0.0,-26.539999999999964,0.0,2.108000000000004,-0.8599999999999994,0.0,0.0,35.1977,-0.03549999999999898,0.0,45.6012,78.7835,,0.3843602767197578,,,0.7110455138442602,0.25460389499450764,0.021950672886550837,0.5461966674460648,56.0788,0.8653300000000002,0.0,-0.13420000000000698,0.0,11.846400000000003,96.79527478075217,0.12212319155514906,0.005231463045713307,0.23216801761426842,1.0,1.0,6.5,14.7,14.7,-129.1,1049.76,-5.199999999999989,0.0,189.503,30.62395,30.814933333333336,255.33599999999998,251.0868333333333,30.5457,1125.975,1147.1641666666667,20.518949999999997,20.520691666666668,-137.89999999999998,-129.1,30.94703333333333,0.5809151638940622,0.8856072727647699,0.45380333255393523,0.6165698836599589,0.9780493271134492,0.6156397232802422,0.02063158498852044,0.7453961050054924,0.27141586086728264,,,,,,0.008072996525556306,0.016025666750430444,0.6990241180864885,4.62483,79.01924444444444,,,20.3553,,35.1977,-140.41666666666663,0.5796945559064115,0.8381696722118757,0.01614599305111261,20.3553,-109.24099999999999,0.0,32.2017,78.1125,4.62483,62.4773,189.608,65.089,35.394448911973996,-100.20055830106469,,,53.95151174762891,45.11663771459371,,139.2733274484253,2.7120873055280637,34.738769194700055,0.28895448615573976,0.008072996525556306,,,0.9780493271134492,0.7453961050054924,,0.45380333255393523,0.5809151638940622,0.6156397232802422,,,0.3469759008718967,0.7437419338048356,,,0.7848736278711129,0.5015983287115772,,0.6990169460232225,0.717497170659033,0.6938369955971434
1492130400,1.0,61.9505,35.1,110.673,77.9927,35.35211440320712,,3.00467,0.5442773012667385,-2.95533,3.25,0.0,0.04180000000000206,0.0,-0.08930000000000149,0.0,-0.23680000000000234,0.0,-0.39220000000000255,0.0,-0.7715999999999994,0.0,0.5099999999999909,0.0,0.8285999999999945,-0.18566000000000038,0.0,0.0,35.1622,-0.062199999999997146,0.0,45.643,78.4703,,0.3826508227640212,,,0.7477697557290485,0.2566284618419622,0.023819792525559436,0.6013701136119185,55.9895,0.2581699999999998,0.0,-0.11979999999999791,0.0,13.446599999999997,94.10449884814713,0.1017841173012072,0.007220605225333249,0.005231463045713307,1.0,1.0,9.6,19.2,19.2,-130.3,1050.27,-1.200000000000017,0.0,189.608,30.7905,31.242066666666666,237.4135,209.2865,32.2017,1105.97,1135.84,20.43025,20.431124999999998,-138.5,-130.3,31.775233333333333,0.8613039394642443,0.8158132647093898,0.3986298863880815,0.6165698836599589,0.9761802074744406,0.6173491772359788,0.020839403267605583,0.7433715381580378,0.27096086849856127,,,,,,0.010404524342800165,0.016025666750430444,0.7092814772781633,4.43917,78.75173333333332,,,19.5837,,35.1622,-140.98333333333332,0.5796945559064115,0.27739212107151134,0.02080904868560033,19.5837,-24.137,0.0,33.0303,77.9927,4.43917,62.1873,188.846,64.6968,35.35211440320712,-107.98615520998561,,,54.0210804879537,45.17996438346418,,117.6064920961843,2.8700333049350073,34.67107835878544,0.25223024427095153,0.010404524342800165,,,0.9761802074744406,0.7433715381580378,,0.3986298863880815,0.8613039394642443,0.6173491772359788,,,0.3756194940728097,0.3331793981084309,,,0.642983085314253,0.26011509229179786,,0.6554112787434597,0.10875314521049874,0.6258022545227249
1492131000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.3117,,,,,,,,,,,,,,,,,0.0027604909501684803,0.007220605225333249,1.0,1.0,4.1,,8.7,,,,,188.846,31.451950000000004,,189.4305,,32.7963,1093.9850000000001,,20.43025,,-129.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492131600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.2467,,,,,,,,,,,,,,,,,-0.09486546247714116,0.0027604909501684803,1.0,1.0,0.8,,1.6,,,,,189.163,32.40445,,122.7415,,32.7963,1090.51,,20.374299999999998,,-126.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492132200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.1125,,,,,,,,,,,,,,,,,-0.5347184991216025,-0.09486546247714116,1.0,1.0,1.3,,2.2,,,,,189.418,32.40445,,72.2684,,32.6072,1075.1100000000001,,20.33465,,-109.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492132800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9927,,,,,,,,,,,,,,,,,-0.6229831266118745,-0.5347184991216025,1.0,1.0,20.7,,86.60000000000001,,,,,189.313,32.40445,,12.881064999999998,,31.375,1062.095,,20.22935,,-99.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492133400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.9402,,,,,,,,,,,,,,,,,-5.415424184169894,-0.6229831266118745,1.0,1.0,47.3,,85.0,,,,,188.738,32.1165,,-8.143085,,31.375,1050.0149999999999,,19.8642,,-93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
