DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND4,IND447,IND448,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES6,RES7,RES8,SYM157,SYM1994,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC6,UNC7,UNC8
1491622200,1.0,61.0437,36.7037,163.343,,,,2.69733,0.995384870783848,-0.297833,,,,,,,,,,,,,,,,,,,,,,42.7,70.0127,48.3022,,,,,12.21,,0.081948428914817,0.0069030843094946975,,,,9.0,19.1,19.1,-138.8,1050.01,,,,28.3959,28.3959,144.2355,144.2355,28.3959,1050.02,1049.99,17.75875,16.845825,-131.5,-138.8,28.3959,,,,,,0.9919878891504474,,,,,,,0.0051159372028197975,0.027302559558543858,,,,,16.1235,,,-131.5,,,0.0051159372028197975,16.1235,,,28.3335,71.0182,4.73017,,189.802,64.0132,,-101.42624144815153,,,,,,,31.112196622107128,,0.0051159372028197975,,,,,,,0.9919878891504474,,,,0.887177307981014,,,,,,,0.2052958171043336
1491622800,1.0,61.1632,36.686,172.644,71.4423,37.09835722887693,,2.75417,0.9945985087036335,-2.90933,-2.611497,0.0,0.0,1.0,0.20700000000000074,0.0,0.11950000000000216,0.0,0.02580000000000382,0.0,-0.07929999999999993,0.0,0.15000000000009095,0.0,-0.04380000000000095,-0.05583999999999989,0.0,0.0,36.7037,-0.01769999999999783,0.0,42.7,70.4422,48.5092,0.05683999999999978,0.0,0.4241000000000099,0.0,12.2455,119.47999524140309,0.06705346006807392,0.012480902946492275,0.0069030843094946975,1.0,1.0,8.9,17.4,17.4,-128.6,1050.16,10.200000000000017,0.0,189.802,28.3116,28.341175,155.0805,151.98325,28.2897,1050.0549999999998,1050.0916666666667,16.81175,16.553133333333335,-132.55,-128.6,28.302133333333334,0.7376095565178593,0.5393889505827132,0.9077992883657555,0.9077992883657555,0.20202667538355906,0.9939589456065177,0.8439731941752514,0.8316993072976279,0.9144176248523461,,,,0.007826731059027387,0.023389489599174737,0.30338977911441284,4.67433,70.94225,,16.0442,,36.7037,-132.025,0.9077992883657555,0.5247808869642814,0.007826731059027387,16.0442,9.301000000000016,0.0,28.2897,71.4423,4.67433,61.0437,189.682,64.039,37.09835722887693,-97.80016771945213,,,49.15643118818612,41.53372586408169,144.49615573819017,2.6718911166199115,30.894707073268066,0.12081880202910629,0.007826731059027387,,,0.20202667538355906,0.8316993072976279,0.9077992883657555,0.7376095565178593,0.9939589456065177,,,0.6498120818096158,0.8706125250338047,,,0.4339796006295526,0.621233383305727,0.6022155870817832,0.6370399284587366,0.4614288975139757
1491623400,1.0,61.5695,36.7,237.947,71.9748,37.024035016763065,,2.014,0.9944055345171687,1.21867,4.128,0.0,-0.00280000000000058,1.0,0.23930000000000007,0.0,0.40629999999999455,0.0,0.4562999999999988,0.0,-0.3794000000000004,0.0,22.899999999999864,0.0,-0.21369999999999933,0.7431700000000001,0.0,0.0,36.686,0.014000000000002899,0.0,42.6972,70.0127,48.7485,-0.74017,0.0,0.5324999999999989,0.0,12.411200000000001,94.63271187198984,0.0709216428241809,0.13349564492882612,0.012480902946492275,1.0,1.0,7.1,14.899999999999999,14.899999999999999,-142.7,1073.06,-14.099999999999994,0.0,189.682,28.3116,28.330149999999996,167.99349999999998,183.21499999999997,28.2897,1050.0549999999998,1066.7711111111112,16.209899999999998,16.346855555555557,-137.65,-142.7,28.233066666666666,0.3756535545594658,0.7876061147665361,0.28871648378986653,0.6469330722339667,0.4727415178215978,0.9948521234278199,0.7302385481885184,0.8366901425142418,0.8981719100975858,,,,0.0025921302505395394,0.014629842839258781,0.2586931310445994,5.4175,70.365,,15.6648,,36.686,-136.28333333333336,0.6469330722339667,0.7513071091189316,0.0025921302505395394,15.6648,65.303,0.0,28.076,71.9748,5.4175,61.1632,189.402,64.4953,37.024035016763065,-91.99358924486114,,,48.934608714397235,41.45401260474456,251.4426515874047,2.0475352681241397,30.83664503078395,0.21399648297478596,0.0025921302505395394,,,0.4727415178215978,0.8366901425142418,0.28871648378986653,0.3756535545594658,0.9948521234278199,,,0.21478398705507237,0.30213787425659827,,,0.6862651153677414,0.7346243908400181,0.9841504161178651,0.4787968363804475,0.036730792026885575
1491624000,1.0,61.7195,36.7,192.692,,,,2.35,0.9960911077813952,7.4775,,,,,,,,,,,,,,,,,,,,,,42.701,71.0182,48.9768,,,,,12.448,,0.080368153086744,0.01012362370791384,,,,6.5,13.6,13.6,-137.6,1050.35,,,,28.3858,28.392533333333336,163.343,160.38766666666666,28.3858,1050.045,1050.07,16.03065,16.33115,-137.6,-137.6,28.3858,,,,,,0.9948128371406364,,,,,,,0.003349527514851545,0.02333077751228656,,,,,15.9378,,,-133.5333333333333,,,0.003349527514851545,15.9378,,,28.3858,72.3558,5.02617,,189.675,64.5453,,-89.77872035468812,,,,,,,30.76054491915066,,0.003349527514851545,,,,,,,0.9948128371406364,,,,0.44373756823150673,,,,,,,0.32211800158253834
1491624600,1.0,61.8975,36.7123,199.059,72.6402,37.056129991154464,,2.25133,0.9960399563514154,-1.1295,-8.607,0.0,-9.999999999976694E-4,0.0,0.23700000000000188,0.0,0.17800000000000438,0.0,0.10439999999999827,0.0,-0.4047999999999998,0.0,0.2800000000002001,0.0,-0.09229999999999805,0.0636600000000005,0.0,0.0,36.7,0.012299999999996203,0.0,42.7,71.687,49.2138,-0.09867000000000026,0.0,0.2843999999999909,0.0,12.760500000000002,99.84210265986114,0.05758600974885213,0.01721238846393559,0.01012362370791384,1.0,1.0,7.0,13.9,13.9,-135.0,1050.63,2.5999999999999943,0.0,189.675,28.3335,28.3376,192.692,185.0313333333333,28.33965,1050.215,1050.2675,15.84005,15.83415,-137.6,-135.0,28.33965,0.3909931493615245,0.781986298723049,0.5555545509202451,0.5555545509202451,0.17638392107183956,0.9964489960883417,0.17638392107183956,0.7714007600386851,0.7714007600386851,,,,0.00378016658039828,0.0054383541265506895,0.18520472126193113,5.08983,72.6402,,15.533,,36.7,-137.13333333333333,0.5555545509202451,0.781986298723049,0.00378016658039828,15.533,6.36699999999999,0.0,28.2935,72.6402,5.08983,61.7195,189.16,64.6497,37.056129991154464,-89.70985435074243,,,49.93291683086886,41.94333133675467,199.37380593650735,2.2760668705223024,30.470247663154936,0.18520472126193113,0.00378016658039828,,,0.17638392107183956,0.7714007600386851,0.5555545509202451,0.3909931493615245,0.9964489960883417,,71.42806395346265,0.42828144315236605,0.09409304771692091,,,0.7725028943635901,0.5286890365895526,0.42570051086007243,0.5136659474568641,0.47227191046240913
1491625200,1.0,61.8197,36.665,265.855,72.9342,37.04522800347403,62.124287157319785,1.93733,0.9956293997572441,4.34433,5.47383,0.0,0.0,2.0,0.1711999999999989,0.0,-0.07780000000000342,0.0,0.3183000000000078,0.0,-0.4793000000000003,0.0,49.97999999999979,0.0,-0.20130000000000337,0.4931700000000001,0.0,0.0,36.7123,-0.0472999999999999,0.0,42.7,71.23025,49.385,-0.31399999999999983,0.0,0.29400000000001114,0.0,13.038499999999999,96.27050689509574,0.05726491133799033,0.2609612521897204,0.01721238846393559,1.0,1.0,7.1,13.8,13.8,-141.4,1100.61,-6.400000000000006,0.0,189.16,28.2935,28.278940000000002,192.692,198.7186,28.2935,1050.35,1069.9555555555555,15.9378,15.82932222222222,-137.6,-141.4,28.257166666666667,0.2866154506595384,0.8106155069696241,0.3492688698387439,0.6469330722339667,0.6297339407285594,0.9964459623738519,0.6572620166767006,0.8178341768265065,0.8791773300582342,0.6801564521225046,0.8038465531204658,0.36085032901988867,0.0026406630465789518,0.006134253349381093,0.244297250188172,5.583,71.39967999999999,28.0922,15.0537,61.8975,36.7123,-136.28000000000003,0.6469330722339667,0.5732309013190768,0.0026406630465789518,15.0537,66.79600000000002,0.0,28.0922,72.9342,5.583,61.8975,189.433,64.968,37.04522800347403,-88.70856377242262,62.124287157319785,64.6981447428082,49.38085984561849,41.67048281928625,276.15414998250446,2.0022293693532607,30.449710656915535,0.15145450643921834,0.0026406630465789518,0.36085032901988867,0.6801564521225046,0.6297339407285594,0.8178341768265065,0.3492688698387439,0.2866154506595384,0.9964459623738519,,78.86858003798761,0.25729929413653807,0.6266446906934734,0.3094913772864513,0.6871598287916741,0.7354461826626492,0.5809615228257845,1.0171367453383098,0.6659753144590498,0.3756361748377314
1491625800,1.0,62.5832,36.6963,319.557,73.3035,36.994492072933696,62.085511008784565,1.946,0.9964439853884789,5.493,1.14867,0.0,0.2027000000000001,2.0,0.2430000000000021,0.0,0.7635000000000005,0.0,0.8162999999999982,0.0,-0.24469999999999992,0.0,59.960000000000036,0.0,0.10130000000000194,0.29749999999999943,0.0,0.0,36.665,0.03130000000000166,0.0,42.9027,71.89905,49.628,0.008669999999999956,0.0,0.3692999999999955,0.0,13.384500000000001,98.8314092261776,0.041095485077799504,0.2922640260562554,0.2609612521897204,1.0,1.0,6.7,13.7,13.7,-152.6,1160.57,-11.199999999999989,0.0,189.433,28.2897,28.25094,199.059,229.96140000000003,28.1935,1050.43,1079.017,15.8913,15.72729,-137.6,-152.6,28.193066666666667,0.3124284950215415,0.781986298723049,0.48201305090482194,0.5599776668567037,0.5474522462526349,0.9964433263933545,0.6455736890601761,0.8178553424265042,0.8746508827956458,0.6539161626324412,0.8038465531204658,0.7550189516370426,0.0010813014285096566,0.00584003989192104,0.25930378825121975,5.8805,72.15248,28.1935,14.809,61.8197,36.665,-139.04000000000002,0.5599776668567037,0.624856990043083,0.0010813014285096566,14.809,53.702,0.0,28.1935,73.3035,5.8805,61.8197,189.122,65.7843,36.994492072933696,-88.10541224150779,62.085511008784565,65.53021964012743,49.73379075855836,41.86863325976152,323.3354684528353,2.0019164866031742,30.4308176232282,0.24460845796348873,0.0010813014285096566,0.7550189516370426,0.6539161626324412,0.5474522462526349,0.8178553424265042,0.48201305090482194,0.3124284950215415,0.9964433263933545,,75.60096495680948,0.19123717524024203,0.27184825991126194,0.430802289760056,0.6386671667919375,0.633485720846085,0.4823061647900252,0.8284807718513146,0.6511319494475398,0.6706285137057882
1491626400,1.0,62.9017,36.7555,250.077,73.4247,37.04141973959913,,2.195,0.9964453033787275,4.34283,-1.1501700000000001,0.0,0.22149999999999892,1.0,0.22630000000000194,0.0,0.3185000000000002,0.0,0.1664999999999992,0.0,0.48249999999999993,0.0,-77.88999999999987,0.0,0.5734999999999992,-0.5614999999999997,0.0,0.0,36.6963,0.05919999999999703,0.0,43.1242,72.3558,49.8543,0.2489999999999999,0.0,0.12120000000000175,0.0,13.4755,106.70693171110396,0.05959296860312089,0.2279405076537891,0.2922640260562554,1.0,1.0,9.6,19.2,19.2,-157.4,1082.68,-4.800000000000011,0.0,189.122,28.2435,28.301333333333332,244.012,244.19783333333334,28.1935,1061.845,1078.8258333333333,15.79205,15.685766666666668,-142.05,-157.4,28.3509,0.5384877962824326,0.8392447152161994,0.8067055135708694,0.6833415902137865,0.6290781080762368,0.996455134273318,0.6376538148943678,0.8319399053412789,0.8745494634648818,,,,0.0015077096083909187,0.0054383541265506895,0.25117577797544727,5.319,72.30884285714286,,15.2915,,36.6963,-144.45,0.6833415902137865,0.9230244074351348,0.0015077096083909187,15.2915,-69.48000000000002,0.0,28.767,73.4247,5.319,62.5832,189.392,65.9508,37.04141973959913,-100.2089570797259,,,49.847449852846694,41.95350684959637,234.35872064717697,2.1771604480672773,30.508007859601513,0.25336488464610013,0.0015077096083909187,,,0.6290781080762368,0.8319399053412789,0.8067055135708694,0.5384877962824326,0.996455134273318,,71.42806395346265,0.6055391134000282,1.044192099986969,,,0.5686589154520297,0.40808981720932297,0.7286403662868554,0.6630639628193733,0.6860132229850237
1491627000,1.0,62.9993,36.78,243.021,,,,2.09067,0.9964462181576919,5.68517,,,,,,,,,,,,,,,,,,,,,,43.2935,72.49799999999999,50.0687,,,,,13.7479,,0.04096945190309603,0.22412644305532187,,,,8.8,16.9,16.9,-147.7,1069.86,,,,28.3858,28.529833333333332,199.059,211.59066666666664,28.9102,1050.35,1054.186,15.7423,15.699779999999999,-137.6,-147.7,28.9102,,,,,,0.9964434402270419,,,,,,,0.0024106733516364555,0.0053308818186403924,,,,,15.1623,,,-140.09999999999997,,,0.0024106733516364555,15.1623,,,28.9102,73.4405,5.33683,,189.6,65.7858,,-95.27110825065506,,,,,,,30.431655201947486,,0.0024106733516364555,,,,,,,0.9964434402270419,,,,0.7220739666899277,,,,,,,0.7977536790726142
1491627600,1.0,63.205,36.4832,227.793,73.5457,37.146071655008654,,2.37467,0.9964453318371493,-0.862667,-6.547837,0.0,0.10649999999999693,1.0,0.11930000000000263,0.0,0.20570000000000022,0.0,0.12250000000000227,0.0,-0.5866000000000007,0.0,4.9500000000000455,0.0,-0.19819999999999993,-0.20765999999999973,0.0,0.0,36.78,-0.2968000000000046,0.0,43.4,72.9342,50.188,0.28400000000000025,0.0,0.10519999999999641,0.0,14.1363,105.58145875132192,0.11545454722693925,0.1549011147368937,0.22412644305532187,1.0,1.0,10.4,20.8,20.8,-153.2,1074.81,-5.5,0.0,189.6,28.50275,28.494733333333333,246.54899999999998,250.89366666666663,28.767,1060.245,1071.9375,15.5989,15.485758333333333,-150.14999999999998,-153.2,28.7964,0.6468287517336319,0.7743165013220197,0.7532172074498009,0.7933334370406022,0.6458739869497293,0.9946901631607101,0.6418389753944368,0.8371900251125609,0.8370650544629812,,,,0.002270586751689383,0.0054383541265506895,0.25117577797544727,5.12917,72.7522,,14.5757,,36.78,-147.88333333333333,0.7933334370406022,0.7063424965327363,0.002270586751689383,14.5757,-15.22799999999998,0.0,28.712,73.5457,5.12917,62.9993,189.618,65.9083,37.146071655008654,-102.29532364305345,,,50.14767098199778,42.15768625973104,215.75094973495803,2.3230682952422748,30.42465628834848,0.013335817999893305,0.002270586751689383,,,0.6458739869497293,0.8371900251125609,0.7532172074498009,0.6468287517336319,0.9946901631607101,,71.42806395346265,0.8118199391634573,0.1622071094793695,,,0.44775033936535313,0.5577049671246357,1.1920731187681757,0.359654535168674,0.16792945014891836
1491628200,1.0,63.3332,36.5495,208.603,,,,2.21183,0.9964447013004469,1.1635,,,,,,,,,,,,,,,,,,,,,,43.4738,73.11885000000001,50.2,,,,,14.604,,0.07624010827410077,0.10508412242339107,,,,8.7,18.5,18.5,-141.6,1054.67,,,,28.55185,28.536099999999998,254.438,259.259,28.92935,1050.63,1070.81,15.533,15.433255555555556,-144.64999999999998,-141.6,28.92935,,,,,,0.9964335821119129,,,,,,,0.0035557637968337617,0.005919308733560497,,,,,14.3445,,,-145.825,,,0.0035557637968337617,14.3445,,,28.9485,73.5445,5.16467,,189.597,65.8878,,-97.22981492474588,,,,,,,30.346148168551974,,0.0035557637968337617,,,,,,,0.9964335821119129,,,,0.4143588761504613,,,,,,,0.3754029841816426
1491628800,1.0,63.4805,36.7,181.736,73.4767,36.89741302215434,,2.3445,0.9964474792310968,-4.18183,-5.34533,0.0,0.026200000000002888,0.0,-0.028800000000003934,0.0,0.14730000000000132,0.0,-0.057999999999992724,0.0,-0.30599999999999916,0.0,-3.730000000000018,0.0,-0.14170000000000016,-0.1366700000000005,0.0,0.0,36.5495,0.15050000000000097,0.0,43.5,73.3035,50.1712,0.13267000000000007,0.0,-0.06780000000000541,0.0,14.768299999999998,95.16295051539655,0.052494431185361984,0.023252902664405793,0.10508412242339107,1.0,1.0,7.5,15.2,15.2,-134.1,1050.94,7.5,0.0,189.597,28.8585,28.71475,225.812,238.22925,28.87765,1050.94,1070.8666666666666,15.1623,15.227388888888889,-144.64999999999998,-134.1,28.87765,0.5383959810011407,0.8525971683603838,0.36536802542123054,0.7316769196430003,0.4450267035607637,0.9977664191355768,0.5885930934905972,0.8348199254971683,0.8332596163973981,,,,0.004293615224974676,0.004704776213897237,0.31930889619142744,5.028,73.08865,,14.0385,,36.5495,-144.0,0.7316769196430003,0.9232080379977186,0.004293615224974676,14.0385,-26.86700000000002,0.0,28.8068,73.4767,5.028,63.3332,189.776,65.8298,36.89741302215434,-89.96970401475289,,,50.38793194876983,42.31309784112257,190.97348181800714,2.3236360780632808,30.166010840495076,0.3940093344193661,0.004293615224974676,,,0.4450267035607637,0.8348199254971683,0.36536802542123054,0.5383959810011407,0.9977664191355768,,64.11212330628757,0.6482705165555713,0.9749236501046519,,,0.4167501253667482,0.7900102720077253,0.48457399624202696,0.285694873357927,0.66846030027706
1491629400,1.0,63.5557,36.6223,184.406,73.4202,37.079490975123775,,2.5705,0.9964535997270739,-4.15517,0.026659999999999684,0.0,0.0,1.0,-0.08800000000000097,0.0,0.07520000000000238,0.0,-0.030500000000003524,0.0,0.0691999999999986,0.0,-0.7999999999999545,0.0,-0.3432999999999993,-0.18982999999999972,0.0,0.0,36.7,-0.0777000000000001,0.0,43.5,73.4247,50.0832,0.22599999999999998,0.0,-0.05649999999999977,0.0,14.3558,111.00967778503697,0.05935425997846293,0.01609566340335002,0.023252902664405793,1.0,1.0,9.4,17.9,17.9,-130.4,1050.14,3.6999999999999886,0.0,189.776,28.7869,28.767999999999994,218.198,215.9393333333333,28.8068,1062.2649999999999,1072.3733333333334,15.108,15.046891666666664,-144.64999999999998,-130.4,28.7396,0.6799532213042544,0.8525053530790919,0.8298108975992428,0.818258205585056,0.3465276206683669,0.9991101100912562,0.629406024402398,0.8319929185722831,0.835755034005705,,,,0.006569120791151101,0.004165253063830577,0.24898667130479443,4.83817,73.24931428571428,,14.1077,,36.7,-144.06666666666666,0.818258205585056,0.6400935573914912,0.006569120791151101,14.1077,2.670000000000016,0.0,28.4635,73.4202,4.83817,63.4805,189.148,65.7993,37.079490975123775,-95.62655490448213,,,50.45494683224489,42.33186455527576,166.1170482424877,2.5085332599218315,30.042929365855276,0.07480197319463881,0.006569120791151101,,,0.3465276206683669,0.8319929185722831,0.8298108975992428,0.6799532213042544,0.9991101100912562,,58.49213110029994,0.9143307590676566,0.7550033350530577,,,0.4967104010441608,0.6123414297511058,0.8106907344319193,0.1706881476225191,0.4523378279354181
1491630000,1.0,63.72,36.6083,196.44,,,,2.485,0.9971077076119592,-4.70117,,,,,,,,,,,,,,,,,,,,,,43.4993,73.45859999999999,50.0,,,,,14.2942,,0.05506712142272514,0.020184769774206402,,,,9.7,19.299999999999997,19.299999999999997,-148.4,1050.67,,,,28.8585,28.743425,202.5215,207.45,28.557499999999997,1054.67,1073.4844444444445,15.0537,14.950844444444444,-144.64999999999998,-148.4,28.557499999999997,,,,,,0.9991105004496549,,,,,,,0.0025744385694825116,0.003667965188616021,,,,,14.014,,,-142.95000000000002,,,0.0025744385694825116,14.014,,,28.3082,73.5498,4.89933,,189.859,65.8998,,-98.35096335104339,,,,,,,29.961674127627276,,0.0025744385694825116,,,,,,,0.9991105004496549,,,,0.710521152447415,,,,,,,0.3785811606854736
1491630600,1.0,63.8222,36.6785,181.334,73.623,36.97398471091958,,2.4685,0.9984384597926159,-1.74833,2.95284,0.0,-0.031500000000001194,0.0,-0.033299999999997,0.0,0.1022000000000034,0.0,0.08419999999999561,0.0,0.06130000000000102,0.0,-0.7200000000000273,0.0,0.17950000000000088,0.036000000000000476,0.0,0.0,36.6083,0.07019999999999982,0.0,43.4678,73.5106,49.9667,-0.016499999999999737,0.0,0.07319999999999993,0.0,14.4124,100.5847923542922,0.06328290104207823,0.014354196838717108,0.020184769774206402,1.0,1.0,8.4,17.0,17.0,-144.6,1049.95,3.8000000000000114,0.0,189.859,28.64725,28.6378,189.088,192.02825,28.39795,1050.94,1070.9166666666665,14.809,14.774233333333335,-143.1,-144.6,28.39795,0.6604866580258498,0.8525971683603838,0.5598411373053265,0.5576978441127858,0.2726498046050357,1.0,0.5885930934905972,0.8348029399934738,0.8348114327453211,,,,0.002530570002816369,0.003667965188616021,0.31996209714259527,4.93533,73.46773333333331,,14.0753,,36.6083,-142.175,0.5576978441127858,0.6790266839483003,0.002530570002816369,14.0753,-15.105999999999995,0.0,28.4877,73.623,4.93533,63.72,189.249,65.984,36.97398471091958,-93.72689084251198,,,50.45308543960698,42.28014269064363,180.27973787655986,2.411861779702888,29.836328059669732,0.2459148598658244,0.002530570002816369,,,0.2726498046050357,0.8348029399934738,0.5598411373053265,0.6604866580258498,1.0,,52.688856378404,0.7634558186818291,0.9075065300385932,,,0.6206962741873869,0.3903138510812754,1.0463417327451974,0.12058938590574858,0.34613798989493316
1491631200,1.0,63.8515,36.7,146.805,73.6485,37.08216668709938,,2.89833,0.9991104028600553,-0.7785,0.96983,0.0,0.008200000000002206,1.0,-0.06670000000000442,0.0,0.029299999999999216,0.0,-0.028499999999993975,0.0,-0.0015000000000000568,0.0,0.10999999999989996,0.0,-0.285499999999999,-0.38633000000000006,0.0,0.0,36.6785,0.021500000000003183,0.0,43.476,73.5445,49.9,0.42982999999999993,0.0,0.02549999999999386,0.0,14.128400000000001,112.50006418925312,0.0646572873158936,0.01260171389969587,0.014354196838717108,1.0,1.0,8.4,17.5,17.5,-135.9,1050.06,8.699999999999989,0.0,189.249,28.4756,28.53615,183.071,183.22066666666666,28.3082,1052.805,1070.4658333333334,14.4601,14.589916666666664,-138.75,-135.9,28.332700000000003,0.8134821591001556,0.8525053530790919,0.8181602021427952,0.8124328578568323,0.25486385678024226,1.0,0.629406024402398,0.8372143658245407,0.8360049753048646,,,,0.004799902779676235,0.004165253063830577,0.24963987225596226,4.549,73.52313333333333,,14.0738,,36.6785,-139.16666666666666,0.8124328578568323,0.3730356817996887,0.004799902779676235,14.0738,-34.528999999999996,0.0,28.2022,73.6485,4.549,63.8222,189.696,65.9555,37.08216668709938,-94.75221940932926,,,50.41482933582488,42.232188370374445,130.493258877646,2.7898374823065475,29.683153026547984,0.15056349425653795,0.004799902779676235,,,0.25486385678024226,0.8372143658245407,0.8181602021427952,0.8134821591001556,1.0,,58.49213110029994,0.4624323590662645,0.8434976666353134,,,0.6843109559430238,0.32344637864872744,0.8589987999746682,0.7520196975594932,0.4397467857264756
1491631800,1.0,63.8323,36.6132,111.632,,,,3.261,0.9995552502248275,1.02383,,,,,,,,,,,,,,,,,,,,,,43.4548,73.54715,49.8628,,,,,13.996999999999998,,0.05774135876042907,0.014425406368941315,,,,6.6,13.3,13.3,-109.6,1049.89,,,,28.39795,28.379125,181.535,167.7855,28.20075,1054.67,1074.4266666666667,14.3445,14.522844444444445,-139.35,-109.6,28.20075,,,,,,1.0,,,,,,,0.012196853579142195,0.0039246895109042185,,,,,13.9168,,,-134.175,,,0.012196853579142195,13.9168,,,27.9138,73.6278,4.195,,188.963,65.7138,,-85.89181714863611,,,,,,,29.581897737097783,,0.012196853579142195,,,,,,,1.0,,,,0.7403478971505087,,,,,,,0.26818441696097406
1491632400,1.0,63.7785,36.537,98.8107,,,,3.3395,1.0,-4.69867,,,,,,,,,,,,,,,,,,,,,,43.4177,73.593,49.8,,,,,14.010200000000001,,0.055304540906136096,0.008424687344094196,,,,3.5,7.2,7.2,-101.8,1049.76,,,,27.71,27.71,98.8107,98.8107,27.71,1059.81,1059.81,14.431049999999999,14.431049999999999,-101.8,-101.8,27.71,,,,,,1.0,,,,,,,0.01181854123843967,0.01181854123843967,,,,,13.6998,,,-101.8,,,0.01181854123843967,13.6998,,,27.71,73.593,4.10733,,189.274,65.6095,,-73.43207367144407,,,,,,,29.065080651296164,,0.01181854123843967,,,,,,,1.0,,,,0.36739849849754297,,,,,,,0.643761576035351
1491633000,1.0,63.6628,36.5,71.7857,73.5285,36.968695450430516,,3.50867,1.0,-0.791167,3.907503,0.0,-0.017700000000004934,0.0,-0.03519999999999612,0.0,-0.11570000000000391,0.0,-0.20319999999999538,0.0,-0.08249999999999957,0.0,0.18000000000006366,0.0,-0.20730000000000004,-0.21616000000000035,0.0,0.0,36.537,-0.036999999999999034,0.0,43.4,73.5498,49.7648,0.16916999999999982,0.0,-0.06450000000000955,0.0,13.8854,119.19249451938998,0.045846107982946006,0.005419618666923755,0.008424687344094196,1.0,1.0,1.7,3.4,3.4,-83.9,1049.94,17.89999999999999,0.0,189.274,28.058,28.020766666666663,129.2185,134.46790000000001,27.71,1050.4050000000002,1056.9475,14.07455,14.243099999999998,-122.75,-83.9,27.70883333333333,0.7816500003111729,0.9230244074351348,0.7497613410205944,0.8181602021427952,0.3577385878244859,1.0,0.6290781080762368,0.8533927780666938,0.8372143658245407,,,,0.02282417835527638,0.010506186126617526,0.25336488464610013,3.89117,73.53938,,13.6173,,36.537,-120.69999999999999,0.8181602021427952,0.43669999937765414,0.02282417835527638,13.6173,-27.02499999999999,0.0,27.5027,73.5285,3.89117,63.7785,189.461,65.4063,36.968695450430516,-66.26892579066464,,,50.11160751073601,41.94461131719838,60.22669488498881,3.407935429593664,29.262262217003645,0.06724099197955989,0.02282417835527638,,,0.3577385878244859,0.8533927780666938,0.7497613410205944,0.7816500003111729,1.0,,,0.976542793723215,0.44323515060105806,,,0.795288765391372,0.3901281392828339,0.9070958147891117,0.7342466725445934,0.39702752769381733
1491633600,1.0,63.5935,36.4543,104.709,,,,3.27117,1.0,-2.15267,,,,,,,,,,,,,,,,,,,,,,43.4,73.57140000000001,49.7,,,,,14.1704,,0.06910522531160115,0.007628547889760284,,,,4.9,9.100000000000001,9.100000000000001,-103.6,1050.05,,,,27.8119,27.927175000000002,108.1705,124.121425,27.6536,1050.67,1055.6222222222223,14.0385,14.139299999999999,-106.6,-103.6,27.6536,,,,,,1.0,,,,,,,0.011895817998189928,0.011857179618314798,,,,,13.4268,,,-114.89999999999999,,,0.011895817998189928,13.4268,,,27.5972,73.4522,4.172,,189.527,65.3067,,-76.74485253357363,,,,,,,29.13052012965867,,0.011895817998189928,,,,,,,1.0,,,,0.623047773384254,,,,,,,0.6659284957773262
1491634200,1.0,63.7852,36.4023,177.643,,,,2.5225,1.0,-2.96433,,,,,,,,,,,,,,,,,,,,,,43.3317,73.4939,49.728,,,,,14.4338,,0.053293706910883656,0.01344229656584534,,,,5.8,11.899999999999999,11.899999999999999,-126.6,1049.9,,,,27.6035,27.6035,138.22685,138.22685,27.497,1049.83,1049.83,13.381499999999999,13.381499999999999,-114.19999999999999,-126.6,27.497,,,,,,1.0,,,,,,,0.0043244682423927054,0.01181854123843967,,,,,13.0632,,,-114.19999999999999,,,0.0043244682423927054,13.0632,,,27.497,73.3948,4.87217,,189.441,65.7005,,-81.81859096035976,,,,,,,28.756568070514312,,0.0043244682423927054,,,,,,,1.0,,,,0.4525153783803491,,,,,,,0.34971145861150893
