DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM157,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1492905600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0477,,,,,,,,,,,,,,,,,-5.981551060937333,-0.6533615274281263,1.0,1.0,0.0,,0.0,,,,,188.959,29.442500000000003,,-3.978,,28.3523,860.1265000000001,,18.98075,,-86.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492906200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.315,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,188.856,28.61275,,-3.7405850000000003,,27.8017,765.3050000000001,,18.85075,,-84.44999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492906800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.1242,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,188.991,28.076999999999998,,-3.768085,,27.2353,682.6310000000001,,18.793,,-78.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492907400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5772,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,188.8,27.5185,,-3.768085,,27.1045,624.0350000000001,,18.683799999999998,,-75.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492908000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.5,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,189.107,27.1699,,-3.628915,,27.1037,428.3355,,18.532899999999998,,-75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492908600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4548,,,,,,,,,,,,,,,,,-3.938767257981479,,,,0.0,,0.0,,,,,188.827,27.104100000000003,,-3.51375,,26.8123,128.791835,,18.4509,,-75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492909200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.3258,,,,,,,,,,,,,,,,,-0.6043228136379118,-3.938767257981479,1.0,1.0,5.6,,8.0,,,,,189.164,26.958,,-3.51375,,26.7575,26.832234999999997,,18.3658,,-75.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492909800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.169,,,,,,,,,,,,,,,,,-0.5506932478322841,-0.6043228136379118,1.0,1.0,1.6,,6.4,,,,,189.528,26.8544,,-3.56133,,26.7575,26.832234999999997,,18.2855,,-76.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492910400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0313,,,,,,,,,,,,,,,,,-0.8776811492751058,-0.5506932478322841,1.0,1.0,2.9,,5.8,,,,,189.095,26.7849,,-3.473915,,26.7575,24.496934999999997,,18.2312,,-78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492911000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8457,,,,,,,,,,,,,,,,,-0.3178380641093239,-0.8776811492751058,1.0,1.0,2.0,,3.3,,,,,188.252,26.72935,,-3.509415,,26.7012,23.178584999999998,,18.1695,,-79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
