DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125
1490572800,83.6682,189.038,22.6118,668.596,22.4948,1558.775,13.445
1490573400,82.3707,190.199,22.64555,668.596,22.5418,1541.01,13.445
1490574000,80.3555,189.866,22.5183,721.3885,22.4948,1522.4299999999998,13.344000000000001
1490574600,78.681,189.719,22.5183,755.311,22.7493,1517.8200000000002,13.24765
1490575200,77.3672,190.094,22.64555,782.6065000000001,22.7745,1517.8200000000002,13.2096
1490575800,76.6945,189.722,22.7619,792.8415,22.8875,1517.8200000000002,13.18185
1490576400,76.5907,188.709,22.7619,792.8415,22.8875,1499.2849999999999,13.152149999999999
1490577000,75.9548,189.018,22.707900000000002,760.5825,22.6413,1489.1799999999998,13.117049999999999
1490577600,75.7392,189.24,22.707900000000002,685.3710000000001,22.5742,1489.1799999999998,13.09865
1490578200,75.1602,189.902,22.607750000000003,656.4465,22.484,1497.065,13.058250000000001
1490578800,74.9137,189.379,22.5291,656.4465,22.2325,1515.6,12.9479
1490579400,74.9137,189.926,22.35825,656.4465,22.2318,1532.51,12.815750000000001
1490580000,74.9137,190.229,22.35825,790.7725,22.2318,1520.605,12.6731
1490580600,74.8002,189.388,22.35825,790.7725,22.5138,1508.3049999999998,12.51985
1490581200,73.8842,189.077,22.3579,790.7725,22.5138,1508.3049999999998,12.416
1490581800,73.8798,189.09,22.372799999999998,550.968,22.5138,1452.795,12.32725
1490582400,73.5453,189.148,22.518250000000002,238.5615,23.1777,1315.675,12.197199999999999
1490583000,73.5453,188.363,22.5347,148.5684,23.1777,1210.0,11.98385
1490583600,73.5453,188.6,22.823500000000003,37.458315000000006,23.1003,1146.23,11.532350000000001
1490584200,73.1585,190.345,23.139000000000003,-0.8191700000000006,23.1003,1088.895,11.07225
1490584800,72.2665,189.185,23.31895,-6.242585,23.4602,1063.07,10.72625
1490585400,67.7528,188.346,23.2842,-6.439915,23.4602,1035.605,10.44675
1490586000,63.1512,188.519,23.10425,-6.439915,23.1082,939.4425,10.31165
1490586600,63.1512,189.161,23.10425,-6.242585,22.6555,939.4425,10.23715
1490587200,63.1512,188.407,22.88185,11.570015000000001,22.5372,939.4425,10.209050000000001
1490587800,63.1512,188.877,22.88185,49.4067,22.5372,939.4425,10.150400000000001
1490588400,63.1512,189.328,22.88185,107.0006,23.2668,939.4425,10.07
1490589000,63.721,189.784,22.96115,182.551,23.3632,939.4425,10.0336
1490589600,64.3123,189.291,23.314999999999998,275.7205,23.4335,953.8325,10.03145
1490590200,65.094,189.367,23.39835,352.772,23.9282,1051.255,10.012934999999999
1490590800,65.9618,189.367,23.68085,381.51599999999996,24.1985,1063.725,9.941334999999999
1490591400,66.6287,189.277,24.06335,381.51599999999996,24.304,1103.335,9.713335
1490592000,66.9175,190.265,24.212,381.51599999999996,24.304,1103.335,9.478670000000001
1490592600,67.2358,189.097,24.23365,343.6805,24.2418,1105.6149999999998,9.35675
1490593200,67.3217,189.565,24.23365,317.8705,24.2255,1148.9,9.276164999999999
1490593800,67.4313,189.273,24.2729,274.20349999999996,24.2418,1148.9,9.234915
1490594400,67.5075,189.682,24.28725,242.8245,24.3327,1148.9,9.175915
1490595000,67.6845,189.465,24.28725,242.8245,24.4325,1167.26,9.09075
1490595600,67.919,189.082,24.28725,291.119,24.4325,1169.495,9.03575
1490596200,67.9858,188.754,24.355449999999998,323.7145,24.3782,1158.7199999999998,8.988915
1490596800,68.0857,189.368,24.355449999999998,285.06399999999996,24.2162,1140.36,8.913915
1490597400,68.1715,189.937,24.40535,319.604,24.3782,1140.36,8.831835
1490598000,68.26,189.005,24.399,319.604,24.4198,1123.81,8.744499999999999
1490598600,68.267,189.132,24.2972,319.604,24.4198,1132.56,8.67775
1490599200,68.3135,189.505,24.2972,285.06399999999996,24.0962,1132.56,8.61625
1490599800,68.3135,189.221,24.1562,255.11950000000002,23.6758,1132.56,8.565999999999999
1490600400,68.3135,188.309,23.886,249.21249999999998,23.1797,1112.85,8.471585000000001
1490601000,68.267,189.928,23.42775,142.51715000000002,22.2917,1112.85,8.279835
1490601600,68.26,188.7,22.7357,39.11425,21.542,1112.85,8.11017
1490602200,67.7637,188.467,22.602249999999998,39.11425,21.542,1102.81,8.11017
1490602800,63.4882,189.421,22.43425,39.11425,22.5768,1073.145,8.11017
1490603400,62.1512,188.946,22.399749999999997,51.860949999999995,22.5768,1073.145,8.11017
1490604000,62.1512,190.16,22.542299999999997,78.4607,22.5768,1073.145,8.11017
1490604600,62.1512,188.99,22.744799999999998,107.57785,23.2098,1050.6149999999998,8.11017
1490605200,62.1512,190.506,23.061300000000003,169.146,23.3198,1050.6149999999998,8.132000000000001
1490605800,62.1512,189.992,23.2648,220.57,23.6448,1050.6149999999998,8.36158
1490606400,63.1463,189.605,23.482300000000002,268.6105,24.1275,1050.6149999999998,8.59958
1490607000,63.7807,189.508,23.482300000000002,354.6955,24.1275,1065.855,8.703579999999999
1490607600,64.5042,189.362,23.579900000000002,329.9075,23.515,1085.685,8.95625
1490608200,65.4392,189.588,23.64315,329.9075,23.515,1085.685,9.20542
