DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125
1489190400,71.9292,189.282,30.99595,445.4525,30.463,1129.66,21.826999999999998
1489191000,72.5542,189.891,30.697850000000003,650.4965,30.463,1192.315,21.69725
1489191600,72.8812,189.007,30.4464,793.8245,30.4298,1226.905,21.5599
1489192200,73.0477,189.282,30.2938,956.272,29.743,1299.095,21.33325
1489192800,73.4333,189.518,30.086399999999998,1099.5149999999999,29.657,1449.67,21.2369
1489193400,75.4112,189.274,29.7,1105.1799999999998,29.616,1558.06,20.963
1489194000,78.1933,189.778,29.636499999999998,1167.05,29.4888,1620.415,20.560699999999997
1489194600,80.5047,189.535,29.5524,1207.675,29.2315,1671.755,20.414
1489195200,82.0062,189.522,29.36015,1177.345,28.9797,1674.475,20.3744
1489195800,82.0247,189.566,29.105600000000003,1136.72,28.9657,1677.4899999999998,20.249
1489196400,83.7275,189.15,28.9727,1168.87,28.9652,1679.4699999999998,20.1154
1489197000,84.7702,188.651,28.965449999999997,1168.87,28.6312,1679.4699999999998,20.0069
1489197600,85.4153,189.328,28.7982,1156.775,28.554,1679.71,19.86385
1489198200,85.5537,189.389,28.592599999999997,1112.2399999999998,28.3815,1679.71,19.69745
1489198800,85.7483,189.366,28.46775,1072.11,28.3232,1679.4699999999998,19.47285
1489199400,85.7483,189.69,28.35235,1070.1599999999999,28.1917,1678.62,19.32465
1489200000,85.7483,189.169,28.25745,1064.5,28.0963,1678.62,19.15675
1489200600,85.7483,189.314,28.144,1055.37,27.8703,1678.62,18.79835
1489201200,85.7483,189.1,27.9833,993.1785,27.8077,1677.8649999999998,18.48135
1489201800,85.1277,189.086,27.839,894.09,27.7058,1676.78,18.2597
1489202400,84.4222,189.564,27.75675,707.6790000000001,27.6878,1675.63,18.00995
1489203000,84.3002,189.678,27.75675,546.145,27.6878,1657.38,17.989600000000003
1489203600,82.3712,189.517,27.75675,511.35850000000005,28.954,1613.385,17.967950000000002
1489204200,80.7307,188.995,28.0811,490.59299999999996,28.954,1490.63,17.967950000000002
1489204800,79.3817,189.37,28.65425,451.33,28.954,1377.375,17.87945
1489205400,78.2795,189.419,29.05625,379.2935,31.1332,1349.435,17.829
1489206000,77.6425,188.993,30.14585,253.93349999999998,32.1227,1333.4,17.736800000000002
1489206600,77.094,189.353,31.62795,137.654,32.2248,1298.19,17.6923
1489207200,76.5757,188.894,32.17375,117.69800000000001,32.352,1226.085,17.737299999999998
1489207800,76.3065,189.246,32.2408,115.584,32.2568,1117.545,17.76525
1489208400,76.3055,189.197,32.3044,106.1015,32.352,1050.22,17.7789
1489209000,76.277,189.521,32.388149999999996,102.4825,32.4733,1050.1,17.7789
1489209600,76.2227,188.587,32.41265,114.1435,32.6712,1050.0949999999998,17.762349999999998
1489210200,76.2188,189.444,32.41265,125.74000000000001,32.6712,1049.995,17.72075
1489210800,76.2075,189.252,32.36505,127.2425,31.8485,1049.995,17.6923
1489211400,76.2075,189.718,32.3749,134.65449999999998,31.8485,1049.91,17.667
1489212000,76.2075,189.207,32.11965,134.65449999999998,31.9628,1049.95,17.65335
1489212600,76.2075,188.837,31.90565,134.65449999999998,31.9628,1050.0149999999999,17.621850000000002
1489213200,76.2075,189.351,31.772350000000003,94.40115,30.8205,1050.0149999999999,17.592750000000002
1489213800,76.1618,188.708,31.25835,44.2088,30.4842,1050.025,17.523249999999997
1489214400,75.889,189.188,30.7531,44.2088,30.4842,1049.99,17.439149999999998
1489215000,75.587,188.71,30.7531,44.2088,30.6857,1049.99,17.3718
1489215600,75.3252,189.319,30.7531,49.9914,31.0225,1049.99,17.31665
1489216200,75.0513,188.71,30.79725,70.9396,31.0225,1049.99,17.30175
1489216800,74.7792,189.499,30.79725,84.87275,30.9088,1049.99,17.2104
1489217400,74.6592,188.457,30.79725,92.8518,30.6365,1050.0,17.057250000000003
1489218000,74.528,189.679,30.78855,96.4548,30.6365,1050.0,17.008200000000002
1489218600,74.3453,189.121,30.71965,97.58539999999999,30.6683,1050.0,17.008200000000002
1489219200,74.1645,189.309,30.6524,101.9085,30.6683,1050.025,17.008200000000002
1489219800,73.9247,189.31,30.58915,125.4355,29.5038,1050.0700000000002,17.008200000000002
1489220400,73.7253,189.438,30.022799999999997,180.88,29.2882,1050.145,17.008200000000002
1489221000,73.7143,189.082,29.53955,208.13400000000001,29.2882,1050.3049999999998,16.983249999999998
1489221600,73.6327,189.616,29.53955,208.13400000000001,29.5753,1050.3049999999998,16.97175
1489222200,73.6233,188.975,29.53955,208.13400000000001,29.7728,1051.46,16.97175
1489222800,73.6023,189.089,29.67405,212.0215,29.8823,1053.3850000000002,16.99975
1489223400,73.6023,189.816,29.827550000000002,198.22199999999998,30.5907,1054.545,17.0461
1489224000,73.6118,188.861,30.2365,191.9015,30.6457,1055.025,17.08925
1489224600,73.6118,189.59,30.6182,166.31900000000002,30.78,1055.025,17.127499999999998
1489225200,73.6118,188.647,30.712850000000003,163.1175,31.574,1055.025,17.1465
1489225800,73.6118,190.055,31.177,167.19299999999998,31.6483,1055.67,17.1465
1489226400,73.6817,189.51,31.22325,167.19299999999998,31.6483,1057.06,17.4115
1489227000,73.8235,189.885,31.52675,146.327,31.4795,1057.06,17.8601
1489227600,73.8942,188.79,31.52675,146.327,31.3372,1057.06,18.1411
1489228200,74.0,189.285,31.5639,146.327,31.4795,1057.06,18.5556
1489228800,74.016,189.419,31.5804,146.327,31.7617,1057.06,18.94175
1489229400,74.2257,188.639,31.40835,159.39600000000002,31.7617,1057.9850000000001,19.044249999999998
1489230000,74.2273,189.396,31.40835,159.39600000000002,31.0138,1057.9850000000001,19.1321
1489230600,74.3625,189.55,31.1755,208.731,29.9935,1059.995,19.187150000000003
1489231200,74.5933,189.333,31.2974,194.6115,29.9935,1059.995,19.3674
1489231800,75.0603,189.247,30.769,221.507,30.5242,1060.8600000000001,19.546149999999997
1489232400,75.3523,189.421,30.3896,258.7845,30.5242,1062.045,19.557499999999997
1489233000,75.4445,189.86,30.12425,258.7845,30.255,1085.385,19.557499999999997
1489233600,75.4555,188.619,30.05885,258.7845,28.6717,1085.385,19.557499999999997
1489234200,75.5308,189.313,29.5384,325.078,28.6717,1121.15,19.557499999999997
1489234800,75.5308,189.011,28.74675,409.079,28.6632,1155.965,19.557499999999997
1489235400,75.5308,189.807,28.667450000000002,463.1495,28.6632,1202.5749999999998,19.546149999999997
1489236000,75.4445,188.986,28.5715,463.1495,28.4798,1232.585,19.2651
1489236600,75.4445,189.693,28.413800000000002,424.294,28.3478,1238.355,18.848750000000003
1489237200,75.3713,189.443,28.5138,424.294,28.4798,1249.895,18.68515
1489237800,74.9495,188.959,28.5138,462.6645,28.5478,1265.71,18.6066
1489238400,74.874,189.267,28.5138,485.353,28.6273,1291.22,18.6066
1489239000,74.6783,189.34,28.58755,489.629,29.0688,1308.575,18.6066
1489239600,74.6783,188.897,28.84805,490.517,29.281,1318.25,18.6066
1489240200,74.6783,189.155,28.84805,608.9915,29.281,1318.25,18.6066
1489240800,74.6783,189.85,28.8619,776.948,28.655,1318.25,18.68515
1489241400,74.7698,190.188,28.89965,760.024,28.655,1321.755,18.8134
1489242000,74.874,190.139,28.7181,761.753,28.7057,1393.525,18.942149999999998
1489242600,74.8878,188.46,28.68035,761.753,28.7057,1463.23,19.035
1489243200,75.9375,189.483,28.68035,829.559,28.7057,1475.525,19.116
1489243800,76.1065,189.014,28.7181,761.753,28.8117,1485.595,19.2
1489244400,76.1127,190.294,28.771099999999997,760.4375,29.0642,1508.46,19.3382
1489245000,76.1527,189.513,28.758699999999997,760.4375,29.0642,1508.46,19.3686
1489245600,76.2657,190.273,28.8647,828.2435,28.9177,1536.555,19.4146
1489246200,76.2657,189.558,28.8647,871.0609999999999,28.6548,1555.01,19.4146
1489246800,76.2657,189.402,28.786250000000003,935.655,28.5993,1571.76,19.3686
1489247400,76.8968,189.528,28.62705,1113.2055,28.2457,1571.76,19.3686
1489248000,77.8442,189.85,28.4225,1244.665,28.2007,1571.76,19.3686
1489248600,79.7752,188.871,28.27835,1244.665,28.2457,1592.2150000000001,19.3686
1489249200,85.2008,189.767,28.27835,1244.665,28.311,1610.675,19.3686
1489249800,87.287,189.196,28.27835,1199.7649999999999,28.3443,1626.02,19.2441
1489250400,88.757,189.72,28.32765,1199.7649999999999,28.353,1646.275,19.1222
1489251000,88.8733,188.874,28.34865,1146.305,28.3627,1646.275,19.1222
1489251600,88.9408,189.376,28.35785,1146.305,28.3627,1647.7649999999999,19.1222
1489252200,89.023,189.325,28.35785,1202.5,28.3627,1655.52,19.1037
1489252800,89.1572,188.576,28.4072,1289.625,28.4517,1657.31,19.089599999999997
1489253400,89.2092,189.932,28.35785,1386.69,28.2832,1657.31,19.08535
1489254000,90.1268,189.173,28.32295,1488.96,28.2832,1657.31,19.0827
1489254600,94.5863,189.31,28.26395,1616.455,27.7412,1661.345,19.0827
1489255200,95.3602,189.099,27.99295,1726.76,27.533,1662.845,19.0827
1489255800,95.3602,189.247,27.6371,1616.455,27.2455,1672.29,19.0827
1489256400,95.3602,189.82,27.38925,1488.96,26.5795,1676.9850000000001,18.982
1489257000,95.3602,189.221,26.9125,1620.5900000000001,26.1683,1678.165,18.6599
1489257600,95.9062,188.763,26.3739,1757.7150000000001,25.8598,1679.505,18.146900000000002
1489258200,95.9062,189.036,26.014049999999997,1757.7150000000001,25.6952,1680.115,17.61105
1489258800,95.9062,189.992,25.7775,1652.395,25.3665,1680.115,17.17655
1489259400,95.9062,188.578,25.53085,1652.395,24.9443,1679.5300000000002,16.7539
1489260000,94.4312,189.853,25.1554,1652.395,24.785,1679.88,16.25775
