DATETIME,IND1,IND10,IND12,IND13,IND15,IND16,IND1679,IND1680,IND1681,IND1682,IND1683,IND2,IND228,IND229,IND230,IND263,IND264,IND265,IND266,IND267,IND268,IND269,IND27,IND270,IND271,IND272,IND273,IND274,IND275,IND276,IND277,IND278,IND279,IND28,IND280,IND281,IND282,IND2820,IND2821,IND2822,IND2823,IND283,IND284,IND285,IND286,IND287,IND288,IND289,IND3,IND30,IND305,IND31,IND314,IND322,IND323,IND324,IND325,IND326,IND331,IND332,IND333,IND334,IND335,IND3657,IND367,IND4,IND407,IND410,IND447,IND448,IND4710,IND4711,IND4712,IND4713,IND5,IND6,IND670,IND671,IND672,IND673,IND7,IND700,IND740,IND8,IND87,IND88,IND89,IND9,SYM157
1489017600,1.0,60.4,35.1,128.17,113.40236896551721,112.54479245283015,2.7006660000000005,29.701510000000003,35.1,35.03383000000001,34.9245,2.795,2.60167,2.7135,-1.0581669999999999,0.0,43.809160000000006,0.1198399999999964,0.0,49.62383,0.21750000000000114,0.0,1049.965172413793,0.25866999999998086,0.0,63.40033,0.32983999999999014,0.0,20.636339999999997,0.029659999999999798,0.0,1049.9130000000002,0.035999999999830834,1049.9993975903612,0.0,29.02317,0.6783400000000022,4.7241670000000004,4.484999,0.23916800000000027,0.0,0.0,34.9245,0.10933000000000703,0.0,189.38240000000002,0.15500000000002956,0.0,44.1,29.229772413793103,2.9494990000000008,29.12339433962265,1.655333,72.98782205882354,72.98782205882354,43.929,49.84133,63.73016999999999,29.701510000000003,20.665999999999997,189.53740000000005,35.03383000000001,2.7006660000000005,83.0,1049.949,49.93,4.64833,10.0,-0.2488330000000003,0.0,74.08368,73.72616,0.35752000000000805,0.0,1049.77,20.6,139.5907,109.12600000000003,30.464699999999965,0.0,29.7,74.2167,53.0,4.64833,60.06050000000002,60.31917,195.54,63.8,
1489017660,1.0,60.44,35.1,118.988,114.15959999999998,112.66411111111107,2.7170000000000005,29.709010000000003,35.1,35.04383000000001,34.93450000000001,2.82167,2.91,2.7035,-0.9599999999999997,0.0,43.82916,0.1198400000000106,0.0,49.64583,0.22299999999999898,0.0,1049.9806896551725,0.26266999999996443,0.0,63.43033,0.32000999999999635,0.0,20.655509999999996,-0.004839999999997957,0.0,1049.882,0.02800000000002001,1049.9963095238093,0.0,29.08884,0.6201700000000017,4.709833000000001,4.5324990000000005,0.1773340000000001,0.0,0.0,34.93450000000001,0.10932999999999993,0.0,188.82400000000004,0.4703999999999553,0.0,44.1,29.24793448275862,2.8928320000000003,29.132066666666674,1.7435000000000003,73.03046911764707,73.03046911764707,43.94900000000001,49.868829999999996,63.750339999999994,29.709010000000003,20.650669999999998,189.2944,35.04383000000001,2.7170000000000005,84.0,1049.91,50.0,4.59833,10.0,-0.17583199999999977,0.0,74.12918,73.74849,0.3806900000000013,0.0,1049.74,20.5467,137.2793,114.2232,23.0561,0.0,29.5917,74.3,54.0,4.59833,60.08050000000002,60.343169999999986,184.258,63.8017,
1489017720,1.0,60.5,35.1,111.218,114.41297931034481,112.63781818181815,2.7390000000000008,29.724680000000003,35.1,35.053830000000005,34.9445,2.86333,3.95333,2.5700000000000003,-0.5558339999999999,0.0,43.84583,0.12317000000001599,0.0,49.66733000000001,0.22149999999999181,0.0,1049.9355172413793,0.27266999999998376,0.0,63.46716000000001,0.2963499999999897,0.0,20.670339999999996,-0.03966999999999743,0.0,1049.947,-0.0989999999999327,1049.9949411764705,0.0,29.163670000000003,0.5610099999999996,4.691666000000001,4.585166,0.10650000000000048,0.0,0.0,34.9445,0.10933000000000703,0.0,188.72870000000003,1.06219999999999,0.0,44.1,29.268224137931036,2.8326650000000004,29.14160545454546,2.0141660000000003,73.07252794117647,73.07252794117647,43.969000000000015,49.88883,63.76351,29.724680000000003,20.63067,189.79090000000002,35.053830000000005,2.7390000000000008,85.0,1049.848,50.0,4.54333,10.0,-0.09366499999999967,0.0,74.16151,73.78116,0.38035000000000707,0.0,1049.88,20.5,133.2896,120.89637,12.393230000000003,0.0,29.6567,74.3,55.0,4.54333,60.10050000000001,60.373169999999995,192.862,63.8,
1489017780,1.0,60.4783,35.1,101.092,114.82040344827585,112.4316428571428,2.7785,29.69351,35.1,35.06383,34.954499999999996,3.05833,5.16333,2.2085000000000004,0.2539990000000003,0.0,43.857169999999996,0.1306600000000131,0.0,49.68733,0.22149999999999892,0.0,1049.923448275862,0.26315999999999207,0.0,63.504160000000006,0.2701800000000034,0.0,20.67734,-0.07300000000000395,0.0,1049.9350000000002,-0.04100000000016735,1050.0003488372092,0.0,29.269669999999998,0.423840000000002,4.652833,4.635833,0.017000000000000348,0.0,0.0,34.954499999999996,0.10933000000000703,0.0,188.58610000000004,1.0033999999999992,0.0,44.1,29.284889655172414,2.7799980000000004,29.14755892857143,2.4624990000000007,73.115225,73.115225,43.98783000000001,49.90883,63.77434000000001,29.69351,20.604339999999997,189.58950000000004,35.06383,2.7785,86.0,1049.894,50.0,4.38167,10.0,-0.0014980000000002214,0.0,74.19350999999999,73.82000000000001,0.3735099999999818,0.0,1050.46,20.4367,128.5265,126.93500000000002,1.5914999999999822,0.0,29.475,74.3117,56.0,4.38167,60.12917,60.392329999999994,189.433,63.78,
1489017840,1.0,60.4417,35.1,106.557,115.63846206896552,112.32857894736837,2.815000000000001,29.636339999999997,35.1,35.07383000000001,34.9645,3.05667,4.22333,2.0020000000000002,0.7768319999999997,0.0,43.8675,0.1436700000000144,0.0,49.707330000000006,0.22149999999999892,0.0,1049.9596551724135,0.24732999999999805,0.0,63.53733000000001,0.2426799999999929,0.0,20.68917,-0.10900000000000176,0.0,1049.928,0.021999999999934516,1050.004367816092,0.0,29.361670000000004,0.2746699999999933,4.612833000000001,4.673165999999999,-0.060332999999998194,0.0,0.0,34.9645,0.10933000000000703,0.0,189.25890000000004,0.5625999999999749,0.0,44.1367,29.296786206896552,2.749165,29.149268421052632,2.778832,73.15740588235295,73.15740588235295,44.011170000000014,49.928830000000005,63.780010000000004,29.636339999999997,20.58017,189.82150000000001,35.07383000000001,2.815000000000001,87.0,1049.95,50.0,4.37333,10.0,0.06583500000000075,0.0,74.22401,73.86017,0.3638400000000104,0.0,1050.35,20.4583,124.7802,131.0012,-6.221000000000018,0.0,29.245,74.335,57.0,4.37333,60.159169999999996,60.406499999999994,190.598,63.7567,
1489017900,1.0,60.4317,35.1,99.8767,115.11307,112.1138913793103,2.849500000000001,29.59567,35.1,35.08383,34.9745,2.995,3.39833,1.7325,1.2598320000000007,0.0,43.8775,0.16034000000001214,0.0,49.72733000000001,0.22149999999999181,0.0,1049.9599999999998,0.2336700000000036,0.0,63.567330000000005,0.2210099999999997,0.0,20.695999999999998,-0.1444999999999972,0.0,1049.97,-0.03699999999980719,1050.0039772727273,0.0,29.451340000000002,0.14432999999999652,4.5731660000000005,4.705,-0.13183399999999956,0.0,0.0,34.9745,0.10932999999999993,0.0,189.81220000000005,-0.12270000000003733,0.0,44.1667,29.300226666666667,2.718332,29.15359137931035,2.9923320000000007,73.19936617647062,73.19936617647062,44.03784000000001,49.94883,63.788340000000005,29.59567,20.5515,189.6895,35.08383,2.849500000000001,88.0,1049.9330000000002,50.0,4.405,10.0,0.13116800000000062,0.0,74.24918000000001,73.89949999999999,0.34968000000002064,0.0,1049.97,20.4033,121.06137,133.93900000000002,-12.877630000000025,0.0,29.4,74.345,58.0,4.405,60.18599999999999,60.419669999999996,189.37,63.7833,
1489017960,1.0,60.4867,35.1,99.0467,115.52240333333333,112.24113275862065,2.8933330000000006,29.55784,35.1,35.093830000000004,34.984500000000004,3.13833,3.58667,1.5541660000000004,1.6215000000000002,0.0,43.887499999999996,0.18034000000000816,0.0,49.75316,0.2098399999999998,0.0,1049.9696666666666,0.2313400000000101,0.0,63.603829999999995,0.17934000000000339,0.0,20.698999999999998,-0.18316999999999695,0.0,1049.915,0.07600000000002183,1050.0071910112358,0.0,29.50917,0.04866999999999777,4.532333,4.717166000000001,-0.18483300000000025,0.0,0.0,34.984500000000004,0.10932999999999993,0.0,189.36720000000003,0.1343999999999994,0.0,44.2,29.317616666666666,2.6979990000000003,29.16577586206897,3.1756660000000005,73.24130147058825,73.24130147058825,44.067840000000004,49.963,63.78317,29.55784,20.51583,189.50160000000002,35.093830000000004,2.8933330000000006,89.0,1049.991,50.0,4.31,10.0,0.19533400000000034,0.0,74.27784000000001,73.93117,0.34667000000001735,0.0,1050.29,20.3433,117.05833999999999,136.0559,-18.99756000000002,0.0,29.29,74.3933,58.0,4.31,60.2065,60.43784000000001,187.908,63.7133,
1489018020,1.0,60.5,35.1,107.777,116.18141333333332,112.07177068965514,2.8956660000000003,29.528170000000003,35.1,35.10000000000001,34.99833,2.74833,-2.40333,1.5361660000000004,1.2073340000000001,0.0,43.8975,0.20033999999999708,0.0,49.778330000000004,0.19467000000000212,0.0,1049.969,0.21133999999999276,0.0,63.643499999999996,0.1325000000000074,0.0,20.695999999999998,-0.19466999999999857,0.0,1049.9710000000002,-0.049999999999954525,1050.0023333333334,0.0,29.54634,-0.0181699999999978,4.521833,4.728333000000001,-0.20650000000000102,0.0,0.0,34.99833,0.1016700000000057,0.0,189.3172,0.7039000000000044,0.0,44.2,29.32456,2.6904990000000004,29.17741379310345,2.7435000000000005,73.2824779411765,73.2824779411765,44.09784,49.973000000000006,63.776,29.528170000000003,20.50133,190.02110000000002,35.10000000000001,2.8956660000000003,90.0,1049.9210000000003,50.0,4.60667,10.0,0.20516699999999988,0.0,74.30417,73.96484000000001,0.3393299999999897,0.0,1049.57,20.525,113.85134,138.4514,-24.600060000000013,0.0,29.275,74.4,58.0,4.60667,60.23650000000001,60.44784,193.917,63.725,
1489018080,1.0,60.5,35.1,97.9667,116.60736,112.08947241379308,2.9298330000000004,29.4495,35.1,35.10000000000001,35.013830000000006,3.04167,-1.94333,1.4766660000000003,0.9115009999999999,0.0,43.9015,0.22634000000000043,0.0,49.79833,0.1846700000000041,0.0,1049.9606666666666,0.19133999999998963,0.0,63.6785,0.08782999999999674,0.0,20.686,-0.20133999999999475,0.0,1049.873,0.12600000000020373,1050.001978021978,0.0,29.606009999999998,-0.15650999999999726,4.490666,4.736167000000001,-0.24550100000000086,0.0,0.0,35.013830000000006,0.08617000000000274,0.0,189.29120000000003,0.49969999999999004,0.0,44.2,29.332003333333333,2.6871660000000004,29.18356206896552,2.388167,73.3239,73.3239,44.12784,49.983000000000004,63.766329999999996,29.4495,20.484660000000005,189.79090000000002,35.10000000000001,2.9298330000000004,91.0,1049.9990000000003,50.0,4.405,10.0,0.24266699999999997,0.0,74.32534,74.00484000000002,0.32049999999998136,0.0,1049.97,20.4333,110.37321,139.47400000000002,-29.100790000000018,0.0,29.0383,74.4117,58.0,4.405,60.2665,60.45783999999999,187.398,63.7033,
1489018140,1.0,60.495,35.1,105.083,117.39856999999999,112.0206965517241,2.9488330000000005,29.393500000000003,35.1,35.10000000000001,35.023830000000004,2.97,1.40333,1.507333,0.782,0.0,43.909,0.241340000000001,0.0,49.81833,0.174669999999999,0.0,1049.9440000000002,0.17083999999999833,0.0,63.706999999999994,0.05716000000000321,0.0,20.676,-0.2113399999999963,0.0,1049.9050000000002,0.07899999999995089,1050.0002173913042,0.0,29.66534,-0.2718399999999974,4.4793330000000005,4.731167000000001,-0.25183400000000056,0.0,0.0,35.023830000000004,0.07617000000000473,0.0,189.20890000000006,1.2524999999999409,0.0,44.2,29.347170000000002,2.6926660000000004,29.19545862068966,2.289333,73.36583676470589,73.36583676470589,44.15034,49.993,63.76416,29.393500000000003,20.464660000000002,190.4614,35.10000000000001,2.9488330000000005,92.0,1049.9840000000002,50.0,4.52167,10.0,0.25616700000000003,0.0,74.34651,74.04884000000001,0.29766999999998234,0.0,1049.84,20.4,107.57751000000002,140.007,-32.42948999999999,0.0,29.2633,74.4517,58.0,4.52167,60.29650000000001,60.46734000000001,193.33,63.7783,
