DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM246,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1492646400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.234,,,,,,,,,,,,,,,,,0.5446297135586103,1.6406409274985974,1.0,1.0,52.8,,97.5,,,,,189.861,19.9634,,1998.98,,19.9088,1679.005,,8.522335,,-285.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492647000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.31,,,,,,,,,,,,,,,,,0.2813684450021532,0.5446297135586103,1.0,1.0,58.4,,123.19999999999999,,,,,190.73,19.921799999999998,,1998.98,,19.8918,1679.345,,8.522335,,-298.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492647600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.34,,,,,,,,,,,,,,,,,0.2704269943048857,0.2813684450021532,1.0,1.0,60.5,,121.7,,,,,189.724,19.9003,,1998.97,,19.8337,1679.15,,8.522335,,-298.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492648200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.34,,,,,,,,,,,,,,,,,0.1550947220309489,0.2704269943048857,1.0,1.0,63.8,,126.1,,,,,189.846,19.86275,,1995.6100000000001,,19.4108,1679.3400000000001,,8.522335,,-298.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492648800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.34,,,,,,,,,,,,,,,,,0.2154762302383786,0.1550947220309489,1.0,1.0,67.4,,131.7,,,,,190.433,19.62225,,1984.575,,19.3717,1679.97,,8.509165,,-296.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492649400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.34,,,,,,,,,,,,,,,,,0.18553836179811667,0.2154762302383786,1.0,1.0,56.6,,117.2,,,,,189.258,19.39125,,1984.575,,19.2702,1680.71,,8.489415000000001,,-296.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.34,,,,,,,,,,,,,,,,,0.06049693492162111,0.18553836179811667,1.0,1.0,38.4,,71.3,,,,,189.987,19.32095,,1966.895,,19.0185,1680.71,,8.477,,-274.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492650600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.033,,,,,,,,,,,,,,,,,0.09603635249678323,0.06049693492162111,1.0,1.0,22.3,,46.5,,,,,189.338,19.32095,,1954.38,,19.0185,1680.005,,8.477,,-250.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492651200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8595,,,,,,,,,,,,,,,,,0.07813028837383104,0.09603635249678323,1.0,1.0,10.3,,19.6,,,,,190.026,19.32095,,1871.735,,19.6798,1679.525,,8.477,,-231.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492651800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5305,,,,,,,,,,,,,,,,,0.06158105986908746,0.07813028837383104,1.0,1.0,13.0,,25.0,,,,,189.462,19.475,,1641.925,,19.781,1679.3400000000001,,8.477,,-199.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
