DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND45384,IND45385,IND45386,IND45387,IND45388,IND45389,IND45390,IND45392,IND45393,IND45394,IND45397,IND45398,IND45399,IND45400,IND45401,IND45402,IND45403,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM143,SYM1921,SYM1994,SYM246,SYM547,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1493078400,1.0,62.0795,35.6562,61.1603,71.1603,36.082711505016874,,3.42417,0.11190199337714496,3.06767,6.087,0.0,-0.28600000000000136,0.0,-0.9211999999999989,0.0,-0.15669999999999362,0.0,-0.5398999999999887,0.0,0.31700000000000017,0.0,-0.39000000000010004,0.0,0.3515999999999977,-0.7659999999999996,0.0,0.0,35.7525,-0.09629999999999939,0.0,45.5075,77.3073,,0.12276643811845867,,,0.9188662483303993,0.23269557273557895,0.10892692366141632,0.6432883194607284,54.1198,0.68417,0.0,71.1603,71.1603,71.0747,71.0325,0.12780000000000769,0.12780000000000769,0.2851666666666711,90.2838,90.2838,85.9798,85.2137,5.0700999999999965,5.0700999999999965,4.551483333333337,11.672999999999998,11.672999999999998,10.924916666666665,-0.8613999999999891,0.0,11.672999999999998,88.09161374803665,0.1060897903221268,0.0018365187890282786,0.008374688935447986,1.0,1.0,3.2,7.2,7.2,-98.9,1049.8,42.29999999999998,0.0,188.946,29.7988,30.05793333333333,289.3155,377.7965499999999,31.0272,1499.665,1319.3844444444442,19.18,18.974155555555555,-138.3,-98.9,30.64973333333333,0.8488550641583382,0.8698583055544141,0.35671168053927166,0.8226930333687387,0.8910730763385837,0.8772335618815413,0.0338304342823505,0.767304427264421,0.6105249512921317,,,,,,0.02104836986863142,0.014699177589977156,0.9862324258637578,3.90933,77.60562222222224,,,19.7058,,35.7525,-132.7,0.7934004395436715,0.30228987168332355,0.04209673973726284,19.7058,-80.4907,0.0,31.3788,71.1603,3.90933,62.2362,189.254,64.4338,36.082711505016874,-83.38256173537798,,,53.17501191399402,44.80631691237282,,69.42806176185314,3.2909211076718696,33.276679169821236,0.0811337516696007,0.02104836986863142,,,0.8910730763385837,0.767304427264421,,0.35671168053927166,0.8488550641583382,0.8772335618815413,,,,,,,1.1520238666315823,0.4785016075237686,,,0.41291999839420596,0.5004395159744408,,0.8194745052933115,0.20690036069893217,0.2381025260681559
1493079000,1.0,62.0333,35.4772,158.458,70.56,35.90181388022535,,2.51783,0.11857665575832965,5.58683,2.51916,0.0,-0.165300000000002,0.0,-0.7827999999999946,0.0,-0.046200000000006014,0.0,0.02389999999999759,0.0,0.13919999999999888,0.0,0.4500000000000455,0.0,-0.21059999999999945,0.9249999999999994,0.0,0.0,35.6562,-0.17899999999999494,0.0,45.3422,75.0067,,0.14877001945707902,,,0.9216672768529401,0.14126201614913214,0.10842174888361744,0.6111773034240173,53.337,-0.9063400000000001,0.0,70.56,70.56,70.4623,70.3255,0.23449999999999704,0.23449999999999704,0.25121666666666914,89.2923,89.2923,84.8565,84.1277,5.164599999999993,5.164599999999993,4.745383333333334,11.3232,11.3232,11.1352,-0.6003000000000043,0.0,11.3232,95.64562861898474,0.11197084187467551,0.004431626437794153,0.0018365187890282786,1.0,1.0,7.4,13.3,13.3,-133.9,1050.25,-35.0,0.0,189.254,30.478250000000003,30.452500000000004,196.461,223.01954999999998,31.1682,1357.35,1292.471,19.18,19.06124,-137.55,-133.9,31.191399999999994,0.3913563646187486,0.8566876177817209,0.3888226965759826,0.810545603416271,0.8915782511163826,0.851229980542921,0.060778538291329814,0.8587379838508679,0.59333658456233,,,,,,0.0053720900595067385,0.014674071636222105,0.9859934785377588,4.83433,75.75334444444444,,,19.845,,35.6562,-132.45,0.7649021628295518,0.7827127292374972,0.010744180119013477,19.845,97.29769999999999,0.0,31.1682,70.56,4.83433,62.0795,189.243,64.4577,35.90181388022535,-96.29527484384306,,,52.39438367987508,43.842141163887625,,165.67197297770448,2.5367896118885755,33.34950366168677,0.07833272314705984,0.0053720900595067385,,,0.8915782511163826,0.8587379838508679,,0.3888226965759826,0.3913563646187486,0.851229980542921,,,,,,,0.8891603032647967,0.29068711278855097,,,0.8024634352606062,0.9031232027481876,,0.3933148718973964,0.6816870459787862,0.3726273103776338
1493079600,1.0,62.8225,35.3115,559.25,70.3712,35.69961911457099,62.19674813258168,1.98517,0.12276643811845867,2.52867,-3.05816,0.0,-0.44939999999999714,0.0,-0.6035000000000039,0.0,0.789200000000001,0.0,1.8049999999999926,0.0,-0.5039999999999978,0.0,311.8399999999999,0.0,-1.6934000000000005,2.0435000000000008,0.0,0.0,35.4772,-0.16570000000000107,0.0,44.8928,73.379,0.3154959601483792,0.15945339304834238,0.011110757894528867,0.18790618059611208,0.892026446073548,0.1563381129796274,0.10991992375395254,0.15695575417966556,52.7335,-0.5326599999999999,0.0,70.3712,70.3712,70.2902,70.0988,0.27240000000000464,0.27240000000000464,0.22398333333333653,88.6562,88.6562,84.1182,83.5723,5.0839,5.0839,4.8902,10.133799999999997,10.133799999999997,10.978366666666666,-0.18880000000000052,0.0,10.133799999999997,104.94834543448027,0.1833150862990216,0.2909300904729077,0.004431626437794153,1.0,1.0,6.1,12.0,12.0,-140.8,1362.09,-6.900000000000006,0.0,189.243,30.347749999999998,30.376750000000005,196.461,249.85838333333334,31.1682,1307.9850000000001,1298.8,19.18,19.08667272727273,-137.35000000000002,-140.8,30.67393333333333,0.6050312962977271,0.8435169300090275,0.8430442458203344,0.8430442458203344,0.8900800762460475,0.8405466069516576,0.10842174888361744,0.8436618870203726,0.5761482178325283,0.6845040398516208,0.35843020843880113,0.9888892421054711,0.49733105020991863,0.8235653677138814,0.0031382628792138113,0.014648965682467053,0.9857545312117597,6.87783,74.3367222222222,29.4748,29.4748,19.341,62.0333,35.4772,-129.96666666666664,0.7364038861154321,0.7899374074045458,0.006276525758427623,19.341,400.79200000000003,0.0,29.4748,70.3712,6.87783,62.0333,189.65,66.2627,35.69961911457099,-92.62457339931547,62.19674813258168,65.92635294140608,51.793596060281594,43.501812357959004,59.89525001240744,532.8811975879527,1.9436234951337554,33.324858853009744,0.107973553926452,0.0031382628792138113,0.8120938194038879,0.6845040398516208,0.8900800762460475,0.8436618870203726,0.9888892421054711,0.8430442458203344,0.6050312962977271,0.8405466069516576,,,,,,,0.5576537307674271,0.7701355941802734,1.210019848444229,1.0830474149010696,0.7608607201044927,0.7586821504080168,0.4721573081317918,1.0297896691704131,0.5759257214241451,0.5261823943091527
1493080200,1.0,61.856,35.0982,644.836,70.9303,35.51766898962849,62.63550222032129,1.86233,0.14226912412242393,-0.793833,-3.322503,0.0,-0.4756,0.0,-0.32750000000000057,0.0,-0.9664999999999964,0.0,1.9526000000000039,0.0,-0.7119999999999997,0.0,92.38000000000011,0.0,-0.4454999999999991,0.5576699999999999,0.0,0.0,35.3115,-0.21330000000000382,0.0,44.4172,72.0217,0.0,0.17263741591602455,0.06988546788620376,0.8685220560842899,0.9161431112503555,0.183058119744683,0.10069084255765526,0.48475029187058427,52.406,-0.12284000000000006,0.0,70.9303,70.9303,70.8788,70.8788,0.05150000000000432,0.05150000000000432,0.17683333333333687,88.416,88.416,83.8947,83.4492,4.966799999999992,4.966799999999992,4.966716666666665,10.400299999999998,10.400299999999998,10.916733333333333,0.5591000000000008,0.0,10.400299999999998,99.56631849015426,0.0567179073364266,0.35228883080798173,0.2909300904729077,1.0,1.0,5.5,11.5,11.5,-127.6,1454.47,13.200000000000017,0.0,189.65,30.2852,30.270250000000004,196.461,299.9698833333333,29.4748,1307.9850000000001,1311.7724999999998,19.02335,19.048533333333335,-130.75,-127.6,29.890766666666664,0.21291261616599155,0.8432035879312872,0.5152497081294157,0.8318827277312016,0.8993091574423447,0.8273625840839754,0.1064890223021269,0.816941880255317,0.5682693745527152,1.0,0.3154959601483792,0.9301145321137962,0.4563002149448638,0.8572828839916877,0.0057481120890307495,0.014283901472263228,0.9855155838857607,7.4355,73.33847777777777,29.0293,29.0293,18.629,62.8225,35.3115,-127.29999999999998,0.7131249944517561,0.4258252323319831,0.011496224178061499,18.629,85.58600000000001,0.0,29.0293,70.9303,7.4355,62.8225,189.264,68.2153,35.51766898962849,-90.25318131503587,62.63550222032129,64.55792805625823,51.39892965963419,43.385465748868214,60.4651877230053,647.6447153800966,1.959308588685212,33.23648121125968,0.08385688874964442,0.0057481120890307495,0.13147794391571016,1.0,0.8993091574423447,0.816941880255317,0.9301145321137962,0.5152497081294157,0.21291261616599155,0.8273625840839754,,,,,,,0.7924074327962032,0.3821335628910608,0.9204228785822088,1.011558415049685,0.6239379690633754,0.5166704444567634,0.9900197175295012,0.3721499644423574,0.8860838667438349,0.7630852894465137
1493080800,1.0,62.0788,34.787,443.91,71.4687,35.30273531869025,62.09769373173567,1.94233,0.15678254965052654,-2.335,-1.541167,0.0,-0.29240000000000066,0.0,-0.00999999999999801,0.0,0.22279999999999944,0.0,-0.8126000000000033,0.0,0.20199999999999818,0.0,-164.91000000000008,0.0,-0.4847999999999999,-0.8788299999999998,0.0,0.0,35.0982,-0.3111999999999995,0.0,44.1248,71.4687,0.010373531272764969,0.22992345903091993,0.09408952193932008,0.4887444676941155,0.9685980476199325,0.20996840698205288,0.05459170838027694,0.5502962457309573,52.396,0.07999999999999985,0.0,71.4687,71.5008,71.3467,71.3467,0.15409999999999968,0.15409999999999968,0.17786666666666898,88.0057,88.0057,83.3897,83.0015,5.0042000000000115,5.0042000000000115,5.029333333333334,9.7135,9.7135,10.813699999999999,0.5383999999999958,0.0,9.7135,98.45757715792062,0.08428028252146287,0.328884072043869,0.35228883080798173,1.0,1.0,10.7,21.0,21.0,-145.5,1289.56,-17.900000000000006,0.0,189.264,30.250999999999998,30.103799999999996,301.18399999999997,334.87755,29.0293,1271.72,1289.7649999999999,18.876350000000002,19.022075,-137.35000000000002,-145.5,29.016199999999998,0.43211966929490214,0.8587453943668698,0.4497037542690428,0.7936529142548643,0.9454082916197231,0.7700765409690801,0.1064890223021269,0.7900315930179471,0.5372456432654092,0.989626468727235,0.2824940111287221,0.9059104780606799,0.4563002149448638,0.8460437118990857,0.005252959357324672,0.014283901472263228,0.9844985769948943,6.55667,72.46724444444445,28.5445,,18.831,61.856,35.0982,-131.31666666666666,0.7131249944517561,0.8642393385898043,0.010505918714649344,18.831,-200.926,0.0,28.5445,71.4687,6.55667,61.856,189.42,67.4027,35.30273531869025,-110.19857729011562,62.09769373173567,64.73528105596846,51.01378597813773,43.25712286365469,60.975940874714844,450.8642329152508,1.9558621644087495,33.29341711594988,0.0314019523800675,0.005252959357324672,0.5112555323058845,0.989626468727235,0.9454082916197231,0.7900315930179471,0.9059104780606799,0.4497037542690428,0.43211966929490214,0.7700765409690801,,,,,,,0.40378277501131515,0.29883633124073816,0.8510974741376817,1.1644884425667645,0.5658163401768561,0.4376151529237247,1.0068821362140092,0.3890139474345201,1.2766869460970656,0.3451323952246661
1493081400,1.0,62.3372,34.6492,246.185,71.841,34.96174668719354,,2.08183,0.169341410199104,-1.15,1.185,0.0,-0.2347999999999999,0.0,-0.09499999999999886,0.0,0.25840000000000174,0.0,-1.3273999999999972,0.0,0.10519999999999996,0.0,-199.72000000000003,0.0,0.8307000000000002,-1.1063400000000003,0.0,0.0,34.787,-0.1377999999999986,0.0,43.89,71.4687,,0.2592271861517711,,,0.8370957889244637,0.2229137746222546,0.037894031302494136,0.6440066528424453,52.301,0.13950000000000018,0.0,71.841,72.016,71.669,71.669,0.3470000000000084,0.3470000000000084,0.19788333333333696,87.4732,87.4732,82.709,82.332,5.141200000000012,5.141200000000012,5.0718000000000005,10.439,10.439,10.6138,0.37229999999999563,0.0,10.439,96.03611568552877,0.108028871646304,0.20714067719184587,0.328884072043869,1.0,1.0,9.6,19.2,19.2,-145.8,1089.84,-0.30000000000001137,0.0,189.42,29.424999999999997,29.828466666666664,345.0475,352.29988333333336,29.0293,1228.38,1252.375833333333,18.9172,19.086066666666667,-137.35000000000002,-145.8,28.982999999999997,0.3751461013268802,0.8291820231246863,0.35599334715755476,0.7276110571302065,0.9621059686975059,0.7407728138482289,0.1064890223021269,0.7770862253777454,0.4993284380154345,,,,,,0.004835098590438396,0.014283901472263228,0.9782351791467045,5.45033,71.85987777777778,,,18.9362,,34.787,-132.08333333333331,0.7133045777971854,0.7502922026537604,0.009670197180876791,18.9362,-197.72500000000002,0.0,29.3752,71.841,5.45033,62.0788,189.653,66.0753,34.96174668719354,-106.75444571503664,,,50.65255408597106,43.05503579501733,,256.34626957022635,2.114007939446041,33.36477779124002,0.16290421107553632,0.004835098590438396,,,0.9621059686975059,0.7770862253777454,,0.35599334715755476,0.3751461013268802,0.7407728138482289,,,,,,,0.502463634317669,0.31734609615418025,,,0.6903574687986747,0.42117847195233354,,0.5958074104838319,0.498367102182074,0.41447558899842357
1493082000,1.0,62.2953,34.6167,185.684,72.1937,34.81561312953638,,2.43633,0.21560194825219609,5.6225,6.772499999999999,0.0,-0.17029999999999745,0.0,-0.0010000000000047748,0.0,-0.04190000000000538,0.0,-0.7379999999999995,0.0,0.6416000000000004,0.0,-19.8599999999999,0.0,1.2532999999999994,-0.44266000000000005,0.0,0.0,34.6492,-0.03249999999999886,0.0,43.7197,71.4687,,0.2815100681572963,,,0.6982196516577734,0.23646740894284257,0.03139429571262253,0.5026743220152925,52.3,0.3544999999999998,0.0,72.1937,72.2712,72.0673,72.0673,0.2038999999999902,0.2038999999999902,0.21056666666666737,86.8422,86.8422,81.9282,81.5395,5.3027000000000015,5.3027000000000015,5.110566666666668,11.050699999999999,11.050699999999999,10.510083333333332,0.3527000000000129,0.0,11.050699999999999,98.50032278946945,0.10054935728592339,0.0655490401918573,0.20714067719184587,1.0,1.0,6.0,13.5,13.5,-129.5,1069.98,16.30000000000001,0.0,189.653,29.424999999999997,29.70341666666667,345.0475,373.0538333333334,29.3752,1162.4450000000002,1219.805833333333,19.07385,19.163175000000003,-137.35000000000002,-129.5,29.516066666666664,0.44874100458193417,0.8587453943668698,0.49732567798470745,0.5107687005932386,0.9686057042873775,0.7184899318427037,0.1064890223021269,0.7635325910571574,0.4895558633252702,,,,,,0.00692687759594875,0.014450163059824665,0.9679014747301347,5.00767,71.54732222222222,,,19.5778,,34.6492,-137.18333333333334,0.7133045777971854,0.8974820091638683,0.0138537551918975,19.5778,-60.501000000000005,0.0,30.6285,72.1937,5.00767,62.3372,189.286,65.3373,34.81561312953638,-96.20118785104535,,,50.502852468877464,43.034933433706826,,188.51105736665792,2.4395817101473236,33.521891792356975,0.3017803483422265,0.00692687759594875,,,0.9686057042873775,0.7635325910571574,,0.49732567798470745,0.44874100458193417,0.7184899318427037,,,,,,,0.9283135789293211,0.3078073499846485,,,0.7891476881869092,0.5165966525438823,,0.7202925162408377,0.509465997334385,0.4105868014752064
1493082600,1.0,61.9558,34.5558,57.7795,72.5277,34.81390998066529,,3.48833,0.2519012543715583,-3.9635,-9.585999999999999,0.0,0.07309999999999661,0.0,0.08270000000000266,0.0,-0.3394999999999939,0.0,-0.830600000000004,0.0,0.21389999999999887,0.0,-19.930000000000064,0.0,2.154,-1.22934,0.0,0.0,34.6167,-0.06090000000000373,0.0,43.7928,71.4687,,0.2830014780801938,,,0.7834834012292985,0.23017498360707,0.03133473276507526,0.5036702448460899,52.3827,1.052,0.0,72.5277,72.6257,72.3602,72.3602,0.26549999999998875,0.26549999999998875,0.21573333333333267,86.1033,86.1033,81.0673,80.6308,5.472500000000011,5.472500000000011,5.161883333333337,12.9908,12.9908,10.788016666666666,0.333999999999989,0.0,12.9908,95.9058451467534,0.10649360961059516,0.0024060323828732073,0.0655490401918573,1.0,1.0,5.4,11.3,11.3,-99.8,1050.05,29.700000000000003,0.0,189.286,29.424999999999997,29.972466666666666,345.0475,356.27408333333335,30.6285,1105.925,1170.4166666666665,19.27625,19.250875,-135.15,-99.8,30.92873333333333,0.7789767106065772,0.8587453943668698,0.49632975515391015,0.4970766972770081,0.9686652672349247,0.7169985219198062,0.1064890223021269,0.76982501639293,0.3874201931311477,,,,,,0.1163356802108129,0.014724283543732208,0.954775636258791,3.77833,71.45273333333333,,,19.7917,,34.6167,-131.5,0.7133045777971854,0.4420465787868455,0.2326713604216258,19.7917,-127.9045,0.0,32.7825,72.5277,3.77833,62.2953,189.272,64.5067,34.81390998066529,-92.01960400937975,,,50.56585522903613,43.07697931432193,,60.246067287751686,3.389551000259309,33.500261436904395,0.2165165987707015,0.1163356802108129,,,0.9686652672349247,0.76982501639293,,0.49632975515391015,0.7789767106065772,0.7169985219198062,,,,,,,0.2560516016084262,0.64825031924289,,,0.5942378618758882,0.5767651474533408,,0.8640804270054614,0.3725690390292949,0.681954149013043
1493083200,1.0,61.802,34.4058,79.4068,72.9523,34.73654891033024,,3.40933,0.275939347655915,4.051,8.0145,0.0,0.17920000000000158,0.0,0.06759999999999877,0.0,-0.15380000000000393,0.0,-0.20250000000000057,0.0,-0.0741999999999976,0.0,-0.01999999999998181,0.0,0.1133000000000024,0.15216999999999992,0.0,0.0,34.5558,-0.14999999999999858,0.0,43.972,71.4687,,0.3015039598056909,,,0.8622351598877898,0.20076537778335835,0.03209188314727607,0.2957431072802912,52.4503,-0.07899999999999974,0.0,72.9523,73.187,72.7697,72.7697,0.41729999999999734,0.41729999999999734,0.23988333333333145,85.4178,85.4178,80.2953,79.8793,5.538499999999999,5.538499999999999,5.237650000000004,13.1783,13.1783,11.295433333333332,0.4245999999999981,0.0,13.1783,111.57876098556119,0.10749599287622441,0.001646635347725288,0.0024060323828732073,1.0,1.0,4.4,8.8,8.8,-100.6,1050.03,-0.7999999999999972,0.0,189.272,30.001849999999997,30.542633333333335,215.9345,276.30021666666664,32.7825,1079.9099999999999,1153.4291666666663,19.3649,19.322791666666667,-128.55,-100.6,32.102266666666665,0.8589373570868347,0.8456638557934897,0.7042568927197088,0.5107687005932386,0.9679081168527239,0.6984960401943091,0.1064890223021269,0.7992346222166417,0.2921919244239427,,,,,,0.026434369263039093,0.03525990217731895,0.920967019722305,3.9305,71.55613333333334,,,19.7175,,34.5558,-124.79999999999998,0.6438270694970161,0.28212528582633056,0.052868738526078186,19.7175,21.627300000000005,0.0,32.8958,72.9523,3.9305,61.9558,188.868,64.3042,34.73654891033024,-86.68916811393615,,,50.73956366749724,43.037063609575945,,71.16659057567024,3.2748765864229963,33.42754182826963,0.13776484011221027,0.026434369263039093,,,0.9679081168527239,0.7992346222166417,,0.7042568927197088,0.8589373570868347,0.6984960401943091,,,,,,,0.2506003441020445,0.771978895145449,,,0.3127848930931112,0.22371358080558598,,0.8956164182352122,0.1815709808759505,0.6690317520561737
1493083800,1.0,61.6817,34.2643,91.4182,73.47,34.570539835944636,,3.22483,0.28262862559946944,0.547833,-3.5031670000000004,0.0,0.03829999999999956,0.0,0.10889999999999844,0.0,-0.1203000000000003,0.0,-0.07389999999999475,0.0,-0.18420000000000059,0.0,0.9700000000000273,0.0,-0.43079999999999785,0.2248300000000003,0.0,0.0,34.4058,-0.14150000000000063,0.0,44.0103,71.841,,0.3112281000425752,,,0.8477947906321225,0.2018192290624078,0.04168045878222093,0.49833562206690696,52.5592,-0.18450000000000033,0.0,73.47,73.6168,73.295,73.295,0.3217999999999961,0.3217999999999961,0.28493333333333004,84.8538,84.8538,79.6612,79.2862,5.567600000000013,5.567600000000013,5.337783333333341,12.931700000000003,12.931700000000003,11.717333333333332,0.5177000000000049,0.0,12.931700000000003,98.40032863943523,0.143029314157961,0.0041299413829525775,0.001646635347725288,1.0,1.0,5.4,10.7,10.7,-101.3,1051.0,-0.7000000000000028,0.0,188.868,31.546750000000003,31.115250000000003,138.5511,184.06391666666667,32.7825,1060.49,1140.7724999999998,19.46105,19.375716666666666,-115.4,-101.3,32.71443333333333,0.8390867425281909,0.8456638557934897,0.501664377933093,0.5118533755803351,0.9583195412177791,0.6887718999574248,0.1064890223021269,0.7981807709375922,0.23552444989102667,,,,,,0.0518451963162967,0.05017573882887435,0.9181854640603884,4.15533,71.81276666666668,,,19.5333,,34.4058,-120.41666666666666,0.6352605654515506,0.32182651494361814,0.1036903926325934,19.5333,12.011399999999995,0.0,32.465,73.47,4.15533,61.802,189.309,64.2303,34.570539835944636,-90.28155340882029,,,50.99058349326985,43.10396830244124,,92.90436451181012,3.103094472187536,33.371292268819346,0.15220520936787754,0.0518451963162967,,,0.9583195412177791,0.7981807709375922,,0.501664377933093,0.8390867425281909,0.6887718999574248,,,,,,,0.6436702660504425,0.8198883981840572,,,0.5007878624533764,0.3302174154742591,,0.5982875490074774,0.5474329428771075,0.8801495080019996
