DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125
1490400000,70.9813,189.21,20.466250000000002,995.8710000000001,20.5123,1619.24,6.5188299999999995
1490400600,70.9813,189.36,20.44985,995.8710000000001,20.5123,1590.1399999999999,6.5188299999999995
1490401200,70.9813,189.556,20.44985,995.8710000000001,20.4795,1553.005,6.462165000000001
1490401800,70.9813,188.653,20.44985,972.9535000000001,20.1727,1516.5,6.4385
1490402400,70.9813,190.089,20.3261,819.742,19.9533,1505.665,6.415
1490403000,70.9813,189.122,20.3261,739.2874999999999,19.9533,1505.665,6.4111650000000004
1490403600,70.9813,188.997,20.3261,725.047,21.369,1505.665,6.4024149999999995
1490404200,69.9452,189.358,20.31485,686.9214999999999,21.369,1505.665,6.4024149999999995
1490404800,69.1447,188.968,20.913,611.5319999999999,21.6492,1505.665,6.41325
1490405400,68.2235,189.262,21.5091,502.5805,21.6505,1495.125,6.41325
1490406000,67.4882,188.937,21.64985,411.7285,21.8432,1467.105,6.41325
1490406600,67.1772,189.345,21.64985,378.4995,21.8432,1412.295,6.41325
1490407200,66.9892,189.262,21.6064,293.9155,21.5623,1321.685,6.41325
1490407800,66.8117,189.543,21.652900000000002,232.37650000000002,21.5623,1239.21,6.4024149999999995
1490408400,66.8117,189.72,21.6434,217.13400000000001,21.6315,1208.82,6.383165
1490409000,66.8117,188.567,21.596899999999998,191.1635,21.6315,1136.32,6.3614999999999995
1490409600,66.8117,189.199,21.553800000000003,161.245,21.5453,1069.28,6.3614999999999995
1490410200,66.8117,189.167,21.49355,148.252,21.4418,1057.6399999999999,6.3614999999999995
1490410800,67.1372,189.047,21.49355,148.238,21.3758,1050.225,6.3614999999999995
1490411400,67.3683,189.379,21.4619,148.238,21.3758,1050.1950000000002,6.313085
1490412000,67.4273,189.4,21.4088,139.63,21.3758,1050.165,6.2555
1490412600,67.58,188.452,21.16155,130.58499999999998,20.81,1050.13,6.227915
1490413200,67.6463,189.565,20.91855,130.58499999999998,20.81,1050.13,6.2005
1490413800,67.7782,188.832,21.132800000000003,146.869,20.8898,1050.165,6.198415000000001
1490414400,67.7978,189.098,21.1303,164.945,21.3708,1050.13,6.198415000000001
1490415000,67.7978,188.877,20.9114,166.306,21.3708,1050.13,6.198415000000001
1490415600,67.7978,189.463,21.14375,171.1535,21.3545,1050.13,6.198415000000001
1490416200,67.7978,189.453,21.14375,171.1535,20.933,1050.13,6.219915
1490416800,67.7782,188.809,21.362650000000002,179.923,21.3545,1050.16,6.227915
1490417400,67.6135,189.319,21.362650000000002,179.923,21.4158,1050.1750000000002,6.22925
1490418000,67.6135,188.868,21.385150000000003,202.171,21.8385,1050.2800000000002,6.273835
1490418600,67.6135,189.237,21.62715,225.958,22.0867,1050.87,6.367
1490419200,67.6135,189.083,21.962600000000002,249.417,22.2175,1055.3449999999998,6.473915
1490419800,67.6135,188.499,21.962600000000002,249.417,22.0867,1055.3449999999998,6.585085
1490420400,67.568,189.386,21.962600000000002,249.417,21.31,1054.855,6.68192
1490421000,67.5325,189.742,21.698349999999998,186.0105,20.6562,1050.2800000000002,6.7425
1490421600,67.5325,188.87,20.9831,113.13535,19.9812,1050.2800000000002,6.7425
1490422200,67.5325,188.213,20.3187,54.845,19.653,1050.1750000000002,6.7425
1490422800,67.352,188.729,19.8171,9.17415,19.4072,1050.08,6.7425
1490423400,67.1852,188.531,19.530099999999997,-2.3095,19.0317,1049.9,6.7425
1490424000,67.0193,189.416,19.219450000000002,-4.75975,17.4043,1049.82,6.7425
1490424600,66.1655,188.341,18.218,-5.9045000000000005,17.2203,1049.7649999999999,6.6055
1490425200,61.0985,189.655,17.7773,-5.9045000000000005,17.2203,1019.579,6.5085
1490425800,58.0515,188.624,17.7773,-4.75975,18.1503,1019.579,6.5085
1490426400,58.0515,189.712,17.7773,11.4275,18.6323,1019.579,6.5085
1490427000,58.0515,189.204,18.3913,27.13475,18.7728,1019.634,6.5085
1490427600,58.0515,188.591,18.702550000000002,27.13475,18.7728,1019.634,6.5085
1490428200,58.0515,188.922,18.702550000000002,27.13475,18.7728,1019.684,6.5085
1490428800,59.38,188.234,18.702550000000002,25.56475,18.4485,1019.674,6.576499999999999
1490429400,60.2807,189.17,18.702550000000002,25.56475,18.4485,1049.91,6.576499999999999
1490430000,60.9542,188.612,18.787,28.3245,18.8012,1049.97,6.576499999999999
1490430600,61.4817,188.953,18.804250000000003,28.3245,18.9107,1049.98,6.576499999999999
1490431200,62.0053,189.752,18.85595,51.66674999999999,19.3612,1049.995,6.576499999999999
1490431800,62.6465,188.725,18.85595,51.66674999999999,19.3612,1049.995,6.576499999999999
1490432400,62.7913,189.056,18.85595,51.66674999999999,18.7403,1049.995,6.44475
1490433000,62.9718,188.388,18.77075,46.51384999999999,18.679,1049.955,6.409750000000001
1490433600,63.1578,189.173,18.7235,16.79825,18.679,1049.94,6.409750000000001
1490434200,63.4107,188.415,18.69285,9.156234999999999,18.4653,1049.93,6.409750000000001
1490434800,63.4107,189.029,18.57215,0.36050000000000004,18.4313,1049.92,6.409750000000001
1490435400,63.4107,188.948,18.4483,-4.8693349999999995,18.392,1049.825,6.409750000000001
1490436000,63.4107,189.43,18.41165,-5.93692,18.0017,1049.72,6.409750000000001
1490436600,63.4107,188.347,18.196849999999998,-5.9694199999999995,16.475,1048.7150000000001,6.531585
1490437200,62.5097,189.007,17.23835,-5.89925,16.4512,1046.585,6.571665
1490437800,57.5022,188.989,16.4631,-5.89925,16.4245,983.1865,6.679915
1490438400,54.8275,188.585,16.437849999999997,-5.89925,16.4093,872.7705,6.8925
1490439000,53.8108,188.874,16.437849999999997,-5.89925,16.4093,761.6759999999999,7.045665
1490439600,53.027,188.825,16.437849999999997,-5.89925,16.533,653.8125,7.1509149999999995
1490440200,52.7,188.926,16.4921,-6.0322499999999994,16.9633,545.466,7.317914999999999
1490440800,52.6725,189.477,16.748150000000003,-6.14917,16.976,283.59265,7.453915
1490441400,52.6725,189.05,16.96965,-5.89717,17.3048,283.59265,7.5713349999999995
1490442000,52.6725,187.979,17.1404,-5.89717,18.082,283.59265,7.6970849999999995
1490442600,52.6725,189.143,17.6934,7.190915000000001,18.8938,283.59265,7.849665
1490443200,52.6725,189.413,18.4879,24.80815,19.0115,283.59265,8.074915
1490443800,53.1962,189.4,18.95265,38.439,19.4287,283.59265,8.21075
1490444400,54.9065,189.385,19.220100000000002,49.014250000000004,19.5937,558.8621499999999,8.3995
