DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND45384,IND45385,IND45386,IND45387,IND45388,IND45389,IND45390,IND45392,IND45393,IND45394,IND45397,IND45398,IND45399,IND45400,IND45401,IND45402,IND45403,IND45426,IND45427,IND45463,IND45464,IND45465,IND45466,IND45467,IND45468,IND45469,IND45470,IND45471,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM157,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1493856000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.9042,,,,,,,,,,,,61.434,61.434,61.3195,61.1173,0.3166999999999973,0.3166999999999973,0.3500500000000007,71.1722,71.1722,65.1638,65.1638,6.008400000000009,6.008400000000009,6.016400000000002,9.4845,9.4845,10.036566666666666,,,61.434,67.2908,61.3195,66.84,61.1173,67.2803,5.856800000000007,5.5205000000000055,6.162999999999997,,,,,,-4.168164701513336,-0.7588985187339915,1.0,1.0,0.0,,13.7,,,,,189.678,32.31615,,-3.75842,,31.781,763.1205,,22.2495,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493856600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.9932,,,,,,,,,,,,61.4395,61.4395,61.1552,61.089,0.3505000000000038,0.3505000000000038,0.3639333333333342,70.9748,70.9748,65.1,65.1,5.874800000000008,5.874800000000008,5.9891166666666695,10.891499999999997,10.891499999999997,10.153816666666666,,,61.434,67.2908,61.1552,66.84,61.089,67.2803,5.856800000000007,5.684800000000003,6.191299999999998,,,,,,-0.14302414521352008,-4.168164701513336,1.0,1.0,84.7,,131.7,,,,,188.632,32.08,,-3.1771700000000003,,31.3913,750.9395,,22.19965,,-92.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493857200,1.0,59.66,36.4297,159.799,63.1557,,,2.6135,0.1010948950487055,0.406833,,,,,,,,,,,,,,,,,,,,,,44.4383,64.3707,,0.1010948950487055,,,,0.08757598981669235,0.016596429603935592,0.38266924996010376,49.8463,,,63.1557,63.1557,62.5548,62.5548,0.6009000000000029,0.6009000000000029,0.4175166666666688,71.1307,71.1307,65.2117,65.2117,5.919000000000011,5.919000000000011,5.976200000000006,9.519100000000002,9.519100000000002,10.037833333333333,,,61.434,67.2908,61.1552,66.84,61.089,67.2803,5.856800000000007,5.684800000000003,6.191299999999998,,,9.519100000000002,101.79249873669063,0.09803238389976192,0.005937558839493363,-0.14302414521352008,1.0,1.0,5.2,11.3,11.3,-131.7,1050.43,,,190.23,31.58615,29.2158,-3.1771700000000003,159.799,31.371,750.9395,1050.43,22.186,19.6967,-103.80000000000001,-131.7,29.2158,0.5461972797821297,0.9076054404357405,0.6173307500398962,0.6173307500398962,0.9834035703960644,0.8989051049512945,0.016596429603935592,0.9124240101833077,0.08757598981669235,,,,,,0.005282219301663218,0.010564438603326436,,4.77583,63.1557,,,19.6967,,,-131.7,0.38266924996010376,0.9076054404357405,0.010564438603326436,19.6967,,,29.2158,63.1557,4.77583,,189.467,63.008,,-91.83929740667355,,,46.11291933192651,40.29898935136566,,156.98504505067348,2.5869018011532465,33.89751875690098,,0.005282219301663218,,,0.9834035703960644,0.9124240101833077,,0.6173307500398962,0.5461972797821297,0.8989051049512945,,,0.6453843067475697,,,1.1255511817729469,0.802073500357601,,0.4721281800901599,0.6354236013186917,0.4482738899488691
1493857800,1.0,59.5313,36.5077,113.819,64.6698,36.82705888560092,,3.36933,0.1010948950487055,1.9695,1.562667,0.0,-1.3179999999999978,0.0,-0.7678000000000011,0.0,-0.12869999999999493,0.0,0.018699999999995498,0.0,-0.2884999999999991,0.0,-0.6900000000000546,0.0,1.1514999999999986,-0.8553299999999999,0.0,0.0,36.4297,0.07800000000000296,0.0,43.1203,64.3707,,0.08328027425200024,,,0.7850466406638039,0.10626835335820306,0.023520194797900795,0.06161180730558058,49.0785,0.75583,0.0,64.6698,64.6698,64.0943,64.0943,0.575499999999991,0.575499999999991,0.41423333333333306,71.2,71.2,65.229,65.229,5.971000000000004,5.971000000000004,5.97553333333334,10.9591,10.9591,10.102483333333332,-0.7490000000000236,0.0,61.434,67.2908,61.1552,66.84,61.089,67.2803,5.856800000000007,5.684800000000003,6.191299999999998,1.514099999999992,0.0,10.9591,145.83378928508142,0.18367861242188493,0.005504995831264114,0.005937558839493363,1.0,1.0,5.8,13.3,13.3,-126.1,1049.74,5.599999999999994,0.0,189.467,31.381149999999998,29.79155,5.953764999999999,136.809,30.3673,750.9395,1050.085,22.126649999999998,19.55245,-119.65,-126.1,29.79155,0.7301764381431666,0.9076054404357405,0.9383881926944194,0.9383881926944194,0.9764798052020992,0.9167197257479998,0.023520194797900795,0.8937316466417969,0.10626835335820306,,,,,,0.008097204354859285,0.01619440870971857,0.7850466406638039,3.9205,63.91275,,,19.4082,,36.4297,-128.89999999999998,0.38266924996010376,0.5396471237136669,0.01619440870971857,19.4082,-45.980000000000004,0.0,30.3673,64.6698,3.9205,59.66,188.718,63.0267,36.82705888560092,-95.46115664493203,,,46.70217019105957,40.659764469018796,,78.04707026949859,3.287389096638674,33.717732381217644,0.2149533593361961,0.008097204354859285,,,0.9764798052020992,0.8937316466417969,,0.9383881926944194,0.7301764381431666,0.9167197257479998,,0.564532332019849,0.5410199774083636,,,1.1090844223065703,1.1089338015643055,,0.5709170240449009,0.47398384836390905,0.1314308419477421
1493858400,1.0,59.3167,36.3287,67.6223,65.7095,36.936642102492726,,3.93467,0.1010948950487055,-1.80083,-3.77033,0.0,-0.533299999999997,0.0,-0.2762999999999991,0.0,-0.21460000000000434,0.0,-0.49499999999999744,0.0,0.06530000000000058,0.0,0.37999999999988177,0.0,0.8431999999999995,-0.9165000000000001,0.0,0.0,36.5077,-0.17900000000000205,0.0,42.587,64.3707,,0.08285805774366506,,,0.9823456494890155,0.13230953826686542,0.040445182188950546,0.04931986678583755,48.8022,0.56534,0.0,65.7095,65.7262,65.237,65.237,0.48920000000001096,0.48920000000001096,0.42063333333333475,71.1258,71.1258,65.1435,65.1435,5.982299999999995,5.982299999999995,5.964466666666671,11.736999999999998,11.736999999999998,10.363783333333332,0.5310000000000059,0.0,61.434,65.7095,61.1552,65.237,61.089,65.7262,4.275500000000008,4.081799999999994,4.637200000000007,1.0397000000000105,0.0,11.736999999999998,250.1155589471578,0.1330795605858855,0.007298019407744808,0.005504995831264114,1.0,1.0,4.8,9.3,9.3,-103.0,1050.12,23.099999999999994,0.0,188.718,31.29075,30.264533333333333,41.23949999999999,113.74676666666667,30.3673,750.9395,1050.0966666666666,22.06805,19.526133333333334,-119.65,-103.0,30.264533333333333,0.40211045959700253,0.9076054404357405,0.9506801332141624,0.9506801332141624,0.9595548178110495,0.9171419422563349,0.040445182188950546,0.8676904617331346,0.13230953826686542,,,,,,0.01914626370320855,0.0382925274064171,0.9823456494890155,3.004,64.51166666666667,,,19.4735,,36.5077,-120.26666666666665,0.38266924996010376,0.8042209191940051,0.0382925274064171,19.4735,-46.19670000000001,0.0,31.2105,65.7095,3.004,59.5313,189.249,62.5317,36.936642102492726,-87.26701611447066,,,47.17165724354266,40.94113440905453,,27.036422797786297,3.9512119674256785,33.50255601913799,0.017654350510984563,0.01914626370320855,,,0.9595548178110495,0.8676904617331346,,0.9506801332141624,0.40211045959700253,0.9171419422563349,,0.9260385636680548,0.9646209681203869,,,0.8456769164167467,1.0940825565678665,,1.003515084169776,1.0310281908235206,0.9262277223982248
1493859000,1.0,59.2323,36.1418,53.5832,66.7173,36.73160866235328,,3.75633,0.0974911180753742,5.32233,7.12316,0.0,-0.25450000000000017,0.0,-0.03519999999999612,0.0,-0.08439999999999515,0.0,-0.15370000000000061,0.0,0.1612999999999971,0.0,-0.1899999999998272,0.0,0.043199999999998795,0.2606700000000002,0.0,0.0,36.3287,-0.1868999999999943,0.0,42.3325,64.6698,,0.08667978715538027,,,0.9827872250079009,0.16376000258568257,0.06401673842085975,0.4509596017689167,48.767,-0.17833999999999994,0.0,66.7173,66.7498,66.311,66.311,0.4387999999999863,0.4387999999999863,0.46193333333333203,71.0688,71.0688,65.0965,65.0965,5.97229999999999,5.97229999999999,5.954633333333335,11.6189,11.6189,10.701683333333332,-0.17300000000000182,0.0,61.434,66.7173,61.1552,66.311,61.089,66.7498,5.283299999999997,5.155800000000006,5.660799999999995,1.007799999999989,0.0,11.6189,100.01429246974314,0.19988390863395075,0.0016452912677674542,0.007298019407744808,1.0,1.0,3.3,6.9,6.9,-96.5,1049.93,6.5,0.0,189.249,31.2321,30.511824999999998,60.60275,98.70587499999999,31.2105,872.37,1050.055,21.98605,19.5533,-114.55,-96.5,30.94383333333333,0.41976431852640345,0.8905862395900072,0.5490403982310833,0.9476071480842267,0.9359832615791402,0.9133202128446197,0.05812384936288245,0.8362399974143174,0.15589738650597829,,,,,,0.027749202435150173,0.051196935504329535,0.9827872250079009,3.26467,65.063075,,,19.6348,,36.3287,-114.32499999999999,0.43388701381671346,0.8395286370528069,0.05549840487030035,19.6348,-14.039099999999998,0.0,31.2537,66.7173,3.26467,59.3167,189.076,62.378,36.73160866235328,-82.64125225771107,,,47.52370082295308,41.130451241220584,,53.57554273176533,3.7665523850593816,33.36553033192795,0.01721277499209909,0.027749202435150173,,,0.9359832615791402,0.8362399974143174,,0.5490403982310833,0.41976431852640345,0.9133202128446197,,0.9352176111814606,0.49018173485887057,,,0.6432633443648959,0.8641409021321563,,0.8199061887012732,0.5716539627929292,0.41480956367809657
1493859600,1.0,59.0653,36.039,29.7672,67.6323,36.54674165604246,,3.90833,0.09732387036812001,4.032,-1.29033,0.0,-0.03250000000000597,0.0,0.13969999999999771,0.0,-0.1670000000000016,0.0,-0.3532999999999973,0.0,0.7362000000000002,0.0,-0.01999999999998181,0.0,-0.2444999999999986,-0.2448400000000004,0.0,0.0,36.1418,-0.102800000000002,0.0,42.3,64.6698,,0.09355284568753452,,,0.9540707019194865,0.18165162505276666,0.0770621913267292,0.2980456154430726,48.9067,0.1519999999999997,0.0,67.6323,67.641,67.2837,67.2837,0.3573000000000093,0.3573000000000093,0.46870000000000067,70.946,70.946,64.9982,64.9982,5.947800000000001,5.947800000000001,5.944533333333334,10.638200000000001,10.638200000000001,10.893966666666666,0.016999999999995907,0.0,61.4395,67.6323,61.1552,67.2837,61.089,67.641,6.192799999999998,6.128499999999995,6.552000000000007,0.9150000000000063,0.0,10.638200000000001,137.51375571450916,0.10362205819532888,0.0023091572023461815,0.0016452912677674542,1.0,1.0,2.9,5.4,5.4,-94.7,1049.91,1.7999999999999972,0.0,189.076,31.10985,30.6113,60.60275,84.91814,31.2105,1017.1690000000001,1050.026,21.193150000000003,19.71684,-114.55,-94.7,31.157799999999998,0.4410218855930336,0.894824605810904,0.7019543845569274,0.9445341629542909,0.9229378086732708,0.9064471543124655,0.07053946487379448,0.8183483749472333,0.17270581381922462,,,,,,0.028172659707018117,0.055921862142168294,0.9826768311281796,3.01983,65.57692,,,20.371,,36.1418,-110.4,0.41681442586451023,0.8820437711860672,0.056345319414036234,20.371,-23.816,0.0,31.0092,67.6323,3.01983,59.2323,189.093,62.0247,36.54674165604246,-80.94762193238967,,,47.7887189102197,41.24366624345838,,21.646707156918445,3.9096262230867826,33.39188615911996,0.04592929808051344,0.028172659707018117,,,0.9229378086732708,0.8183483749472333,,0.7019543845569274,0.4410218855930336,0.9064471543124655,,0.9862141337520361,0.7615537553545365,,,0.5647984570271999,0.6730620629262418,,1.0598861035689624,0.6881809697462344,0.8003071971328168
1493860200,1.0,58.9683,35.9397,35.2128,68.5663,36.39826946475426,,3.56267,0.10398618081568509,2.78667,-1.24533,0.0,0.09270000000000067,0.0,0.25909999999999656,0.0,-0.09700000000000131,0.0,-0.1215000000000046,0.0,0.7397000000000027,0.0,0.12999999999988177,0.0,0.5702999999999996,0.6465000000000001,0.0,0.0,36.039,-0.0992999999999995,0.0,42.3927,64.6698,,0.11266003811662384,,,0.9327212264289146,0.18242762850377425,0.08390825828133197,0.8050685854875497,49.1658,-0.3456600000000001,0.0,68.5663,68.637,68.2585,68.2585,0.3785000000000025,0.3785000000000025,0.47336666666666716,70.9,70.9,64.9062,64.9062,5.993800000000007,5.993800000000007,5.964366666666668,10.468799999999998,10.468799999999998,10.823516666666665,-0.820999999999998,0.0,63.1557,68.5663,62.5548,68.2585,63.0885,68.637,5.410599999999995,5.703699999999998,5.548499999999997,0.9339999999999975,0.0,10.468799999999998,67.24684128246099,0.10720857096878897,0.0010549367092155836,0.0023091572023461815,1.0,1.0,2.6,4.9,4.9,-96.1,1050.04,-1.3999999999999915,0.0,189.093,31.10985,30.772666666666666,60.60275,76.63391666666666,31.2537,1045.0700000000002,1050.0283333333332,20.7951,19.949149999999996,-99.75,-96.1,31.2808,0.8350063962296199,0.8884341884984855,0.19493141451245027,0.9414611778243551,0.916091741718668,0.8873399618833762,0.0787737080653799,0.8175723714962257,0.18184562591551856,,,,,,0.023897420723004586,0.05571013350623432,0.9825664372484582,3.66633,66.07515,,,21.1107,,36.039,-108.01666666666667,0.5394868476985749,0.32998720754076016,0.04779484144600917,21.1107,5.445600000000002,0.0,31.5795,68.5663,3.66633,59.0653,188.272,61.9032,36.39826946475426,-81.29483029240924,,,48.08717130676723,41.404051464424,,52.363500394157604,3.443408177019043,33.52234577230991,0.06727877357108535,0.023897420723004586,,,0.916091741718668,0.8175723714962257,,0.19493141451245027,0.8350063962296199,0.8873399618833762,,0.991973860178408,1.4453839767727297,,,0.5255964979125951,0.5995371589699408,,0.6164847959249296,0.5726903928912765,0.749297624383998
1493860800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.7095,,,,,,,,,,,,69.4757,69.5863,69.205,69.205,0.381299999999996,0.381299999999996,0.43676666666666597,70.8653,70.8653,64.8847,64.8847,5.98060000000001,5.98060000000001,5.974633333333334,9.352300000000003,9.352300000000003,10.795716666666666,,,64.6698,69.4757,64.0943,69.205,64.631,69.5863,4.805900000000008,5.110699999999994,4.955299999999994,,,,,,5.157409915758806E-4,0.0010549367092155836,1.0,1.0,1.7,,3.5999999999999996,,,,,188.272,31.15065,,44.397999999999996,,31.0908,1049.825,,20.7951,,-96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1493861400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.7173,,,,,,,,,,,,70.3963,70.604,70.1295,70.1295,0.47450000000000614,0.47450000000000614,0.41993333333333516,70.7938,70.7938,64.7743,64.7743,6.019500000000008,6.019500000000008,5.9827166666666685,8.6939,8.6939,10.418183333333332,,,65.7095,70.3963,65.237,70.1295,65.7262,70.604,4.686799999999991,4.892499999999998,4.8777999999999935,,,,,,-8.167450960844468E-5,5.157409915758806E-4,1.0,1.0,1.8,,3.5,,,,,189.084,31.15065,,32.49,,31.0908,1049.92,,20.7951,,-95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
