DATETIME,IND1,IND10,IND12,IND13,IND17206,IND2,IND2006,IND228,IND3,IND323,IND36351,IND36356,IND36361,IND36372,IND36377,IND36380,IND4,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5217,IND5218,IND5261,IND5265,IND5271,IND5275,IND5278,IND5315,IND5528,IND5532,IND5535,IND6,IND7,IND700,IND8,IND89,IND9,MOD100039,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100039,RES3,RES4,RES5,RES55,RES6,RES7,RES8,UNC100039,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1492614600,,,,,,,,,,99.9712,,,,,,,,,,,0.079310358452986,0.04479255382329925,1.0,1.0,32.3,,65.4,,,190.541,27.87235,,1876.44,,27.7865,1680.31,,18.25585,,-269.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492615200,1.0,69.6267,35.9797,1972.39,103.186,4.5485,0.2783218165099328,-2.22233,49.8325,101.203,0.019787051455867233,0.2783218165099328,0.012692469415157337,0.3178995235926274,0.22143608736345255,0.07685445169070793,65.816,9.093499999999999,102.65584984466622,0.07821225830116504,0.12465998271870417,0.079310358452986,1.0,1.0,56.8,114.5,114.5,-264.6,1683.84,189.803,27.87235,27.3965,1880.525,1972.39,27.7865,1680.74,1683.84,18.282,18.303,-269.7,-264.6,27.3965,0.16786438938030385,0.3357287787606077,0.9231455483092921,0.9231455483092921,0.7785639126365475,0.7216781834900672,0.22143608736345255,0.6821004764073726,0.3178995235926274,0.9802129485441328,0.019787051455867233,0.9873075305848427,0.012692469415157337,0.8263829090170381,0.3472341819659237,11.4502,103.186,27.3965,27.3965,18.303,-264.6,0.07685445169070793,0.3357287787606077,0.3472341819659237,18.303,27.3965,103.186,11.4502,190.773,75.8505,-273.8701996890504,74.02364932986396,65.38252279848015,49.60804930103573,67.54437516609903,1921.361522976551,4.694339480435566,34.928787881653,0.8263829090170381,0.9802129485441328,0.7785639126365475,0.6821004764073726,0.9873075305848427,0.9231455483092921,0.16786438938030385,0.7216781834900672,0.43300744845871625,1.1895022615154198,0.73746886771101,0.49706741489849804,1.6634820033544824,0.9733325123776947,0.5608125868517975,0.5197222052655398
1492615800,,,,,,,,,,102.316,,,,,,,,,,,0.05254399494015624,0.12465998271870417,1.0,1.0,41.3,,80.3,,,190.773,27.83885,,1874.8200000000002,,27.8912,1680.74,,18.29185,,-265.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492616400,,,,,,,,,,102.316,,,,,,,,,,,0.05183190715535634,0.05254399494015624,1.0,1.0,14.9,,31.0,,,189.408,27.771,,1856.72,,27.399,1680.7,,18.27085,,-245.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492617000,,,,,,,,,,102.316,,,,,,,,,,,0.07027093483290532,0.05183190715535634,1.0,1.0,24.6,,50.400000000000006,,,189.681,27.592750000000002,,1731.025,,27.399,1680.7,,18.25585,,-217.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492617600,1.0,68.376,35.709,1501.96,98.9127,1.74867,0.2783218165099328,1.658,49.802,102.316,0.02690086795518387,0.12751502273917315,0.0030382225613964087,0.3008585208458693,0.05230924497382761,0.457946449338522,65.6295,9.556799999999999,100.1144200544561,0.08497762582331943,0.019751334833379656,0.07027093483290532,1.0,1.0,9.7,20.1,20.1,-134.1,1679.36,189.92,27.397750000000002,27.39515,1580.155,1737.1750000000002,27.3938,1680.3850000000002,1681.6,18.1757,18.07,-205.6,-134.1,27.3938,0.022543848685555076,0.3357287787606077,0.542053550661478,0.9231455483092921,0.9476907550261724,0.8724849772608269,0.22143608736345255,0.6991414791541307,0.3178995235926274,0.9730991320448161,0.02690086795518387,0.9969617774386036,0.012692469415157337,0.007989120595518932,0.3472341819659237,9.9445,101.04935,27.3938,27.3938,17.837,-199.35000000000002,0.457946449338522,0.04508769737111015,0.015978241191037863,17.837,27.3938,98.9127,9.9445,189.468,74.9977,-106.5340133084253,73.41919292318188,64.18536289734863,49.49771619199777,65.53874417673279,1500.2434206611056,2.3158886113258594,33.40640761469142,0.007989120595518932,0.9730991320448161,0.9476907550261724,0.6991414791541307,0.9969617774386036,0.542053550661478,0.022543848685555076,0.8724849772608269,0.49378314473822227,1.809370593377313,0.38715607790634776,0.31400087601126864,1.0881033892064318,0.627654057418639,0.797429855884704,0.6597220120165679
1492618200,,,,,,,,,,101.348,,,,,,,,,,,0.05638721232339693,0.019751334833379656,1.0,1.0,30.1,,63.2,,,189.468,27.39515,,1731.025,,27.262,1680.3850000000002,,18.1757,,-204.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492618800,,,,,,,,,,101.203,,,,,,,,,,,0.13740241807352566,0.05638721232339693,1.0,1.0,36.7,,73.80000000000001,,,189.82,27.3699,,1731.025,,27.346,1680.3850000000002,,18.1757,,-204.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492619400,,,,,,,,,,101.203,,,,,,,,,,,0.35285868439947715,0.13740241807352566,1.0,1.0,42.8,,84.8,,,190.819,27.304000000000002,,1744.22,,27.0307,1680.3850000000002,,18.1162,,-204.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492620000,,,,,,,,,,101.348,,,,,,,,,,,0.12833816097104395,0.35285868439947715,1.0,1.0,39.3,,81.5,,,190.32,27.146349999999998,,1876.54,,26.7703,1681.105,,17.91075,,-237.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492620600,,,,,,,,,,101.348,,,,,,,,,,,0.20215599155068417,0.12833816097104395,1.0,1.0,36.9,,74.0,,,189.354,26.9005,,1900.605,,26.324,1681.02,,17.8384,,-263.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492621200,,,,,,,,,,101.348,,,,,,,,,,,0.8878885259895084,0.20215599155068417,1.0,1.0,51.3,,97.19999999999999,,,189.88,26.717,,1927.645,,26.324,1681.02,,17.7971,,-265.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492621800,,,,,,,,,,102.985,,,,,,,,,,,1.4366767028599687,0.8878885259895084,1.0,1.0,40.7,,83.7,,,189.561,26.70185,,1970.105,,26.6637,1681.02,,17.69425,,-265.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492622400,,,,,,,,,,103.851,,,,,,,,,,,0.8002842194380142,1.4366767028599687,1.0,1.0,33.4,,73.5,,,190.038,26.493850000000002,,2000.505,,26.6637,1680.58,,17.62455,,-262.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492623000,,,,,,,,,,104.407,,,,,,,,,,,0.2890335375618552,0.8002842194380142,1.0,1.0,47.6,,94.0,,,188.878,26.21825,,1993.315,,26.0673,1679.78,,17.45355,,-258.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492623600,,,,,,,,,,105.934,,,,,,,,,,,0.8859411571493572,0.2890335375618552,1.0,1.0,33.0,,60.6,,,189.392,26.0899,,2000.505,,26.064,1679.78,,17.17415,,-233.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492624200,,,,,,,,,,106.841,,,,,,,,,,,0.1457665842679486,0.8859411571493572,1.0,,47.2,,87.5,,,190.338,26.164749999999998,,2000.505,,26.064,1680.58,,16.8684,,-210.10000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492624800,,,,,,,,,,107.551,,,,,,,,,,,0.1171282055768727,0.1457665842679486,1.0,1.0,32.9,,76.1,,,189.656,26.164749999999998,,1994.1,,26.2622,1680.58,,16.4638,,-209.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492625400,,,,,,,,,,108.131,,,,,,,,,,,1.4634281267107463,0.1171282055768727,1.0,1.0,43.1,,88.2,,,191.305,26.065649999999998,,1992.685,,26.2622,1680.4099999999999,,16.0625,,-209.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492626000,,,,,,,,,,108.137,,,,,,,,,,,1.2292058075288714,1.4634281267107463,1.0,,34.3,,140.8,,,189.958,25.87915,,1955.0300000000002,,25.4863,1679.43,,15.767199999999999,,-210.10000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492626600,,,,,,,,,,108.137,,,,,,,,,,,0.9399953635975499,1.2292058075288714,1.0,,102.4,,204.8,,,190.062,25.5903,,1922.265,,24.9795,1678.2649999999999,,15.55375,,-209.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492627200,,,,,,,,,,108.137,,,,,,,,,,,-0.019523377221189773,0.9399953635975499,1.0,,72.0,,72.0,,,190.066,25.2329,,1680.095,,23.6905,1677.6,,15.3524,,-208.60000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492627800,1.0,67.019,36.2212,2013.17,93.325,10.9775,,-6.02,48.1643,108.137,0.05632778189848653,,0.06505768290965164,0.12067327380771875,0.0060627273232559675,0.1481778500477532,65.6133,10.054799999999998,101.71820864458527,0.11661098193525311,0.03151101520870092,-0.019523377221189773,1.0,1.0,3.9,3.9,3.9,-8.3,1680.35,184.602,24.335,23.6775,1680.095,2013.17,23.6775,1677.6,1680.35,15.1205,13.6227,-203.05,-8.3,23.6775,0.01751393528232517,0.03502787056465034,0.8518221499522468,0.8518221499522468,0.993937272676744,,0.0060627273232559675,0.8793267261922812,0.12067327380771875,0.9436722181015135,0.05632778189848653,0.9349423170903484,0.06505768290965164,0.9997729476812729,4.5410463745421126E-4,13.9775,93.325,23.6775,23.6775,13.6227,-8.3,0.1481778500477532,0.03502787056465034,4.5410463745421126E-4,13.6227,23.6775,93.325,13.9775,182.668,72.6402,-67.17354184632694,71.58092613593176,57.733267158248175,45.77697690551054,65.78318238845577,1979.1638358813805,11.76980871283566,22.32137624278573,0.9997729476812729,0.9436722181015135,0.993937272676744,0.8793267261922812,0.9349423170903484,0.8518221499522468,0.01751393528232517,1.0,0.3505763535387338,1.4210461225406938,0.9006866986560362,0.7439717978700792,1.0770901871250538,0.629894933990071,0.4565327379682886,6.748151950719387
1492628400,,,,,,,,,,108.131,,,,,,,,,,,4.198442108888069,0.03151101520870092,1.0,1.0,0.0,,1.5,,,182.668,23.812350000000002,,1715.7649999999999,,23.6775,1677.6,,14.83515,,-108.60000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492629000,,,,,,,,,,97.4842,,,,,,,,,,,0.07159356168771028,4.198442108888069,1.0,,18.9,,30.299999999999997,,,189.563,23.683999999999997,,1681.76,,23.6775,1677.185,,14.521,,-41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492629600,,,,,,,,,,97.3473,,,,,,,,,,,0.15603353390906657,0.07159356168771028,1.0,1.0,26.7,,49.099999999999994,,,191.455,23.683999999999997,,1659.225,,23.9342,1675.69,,14.242,,-41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492630200,,,,,,,,,,97.105,,,,,,,,,,,0.22370285317524327,0.15603353390906657,1.0,1.0,13.6,,27.299999999999997,,,191.045,23.80585,,1659.225,,23.9407,1670.9499999999998,,13.9724,,-41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492630800,,,,,,,,,,95.4132,,,,,,,,,,,0.02846288152413917,0.22370285317524327,1.0,1.0,10.1,,20.0,,,190.024,23.80585,,1703.915,,23.9407,1670.9499999999998,,13.719850000000001,,-99.30000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492631400,,,,,,,,,,93.325,,,,,,,,,,,0.12214996579292754,0.02846288152413917,1.0,1.0,12.8,,25.5,,,188.95,23.8031,,1438.4299999999998,,23.672,1662.13,,13.36135,,-138.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492632000,,,,,,,,,,91.1047,,,,,,,,,,,0.08905692672034153,0.12214996579292754,1.0,1.0,25.2,,50.3,,,190.274,23.62265,,1429.67,,23.4012,1662.13,,12.993649999999999,,-154.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492632600,,,,,,,,,,90.017,,,,,,,,,,,0.1234948656908757,0.08905692672034153,1.0,1.0,11.5,,23.6,,,190.017,23.5366,,1347.795,,22.8963,1657.555,,12.782,,-154.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492633200,,,,,,,,,,87.7493,,,,,,,,,,,0.10256554413362905,0.1234948656908757,1.0,1.0,13.0,,25.5,,,188.799,23.14875,,1368.77,,22.565,1661.35,,12.486,,-158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492633800,,,,,,,,,,86.4248,,,,,,,,,,,0.13076680638426383,0.10256554413362905,1.0,1.0,45.2,,95.4,,,189.266,22.73065,,1450.645,,22.2313,1665.925,,12.021149999999999,,-166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492634400,,,,,,,,,,86.4248,,,,,,,,,,,0.06585599419786756,0.13076680638426383,1.0,1.0,40.3,,78.6,,,190.682,22.39815,,1450.645,,21.5558,1670.29,,11.620899999999999,,-176.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492635000,,,,,,,,,,86.4248,,,,,,,,,,,0.13260161709384166,0.06585599419786756,1.0,1.0,50.5,,99.0,,,188.595,22.0334,,1513.27,,21.5558,1668.65,,11.31005,,-176.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492635600,,,,,,,,,,86.4248,,,,,,,,,,,0.1625040997705505,0.13260161709384166,1.0,1.0,63.5,,126.8,,,189.591,21.69565,,1713.685,,21.5558,1671.38,,10.976299999999998,,-176.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492636200,,,,,,,,,,86.4248,,,,,,,,,,,0.12498618822162821,0.1625040997705505,1.0,1.0,81.0,,156.1,,,189.886,21.5408,,1855.7,,21.5258,1671.38,,10.7043,,-206.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492636800,,,,,,,,,,88.3047,,,,,,,,,,,0.1701426384134853,0.12498618822162821,1.0,1.0,65.5,,135.4,,,190.122,21.4494,,1868.15,,21.3633,1675.905,,10.3819,,-236.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492637400,,,,,,,,,,88.957,,,,,,,,,,,0.26648127262130883,0.1701426384134853,1.0,1.0,66.3,,130.8,,,189.813,21.44455,,1868.15,,21.0908,1679.03,,10.117249999999999,,-249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492638000,,,,,,,,,,90.901,,,,,,,,,,,0.3276351504623409,0.26648127262130883,1.0,1.0,55.2,,110.9,,,189.772,21.22705,,1905.46,,20.9387,1679.03,,9.953665,,-272.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492638600,,,,,,,,,,92.1655,,,,,,,,,,,0.3182147255925318,0.3276351504623409,1.0,1.0,73.8,,147.1,,,189.869,21.01475,,1947.395,,20.8202,1679.03,,9.725415,,-287.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492639200,,,,,,,,,,92.8795,,,,,,,,,,,0.22428260514178902,0.3182147255925318,1.0,1.0,60.2,,121.6,,,190.064,20.87945,,1962.665,,20.4257,1679.415,,9.50325,,-287.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492639800,,,,,,,,,,94.8277,,,,,,,,,,,0.18957935520984984,0.22428260514178902,1.0,1.0,73.0,,144.2,,,190.714,20.69675,,1962.665,,20.4257,1679.415,,9.324915,,-288.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492640400,,,,,,,,,,96.4327,,,,,,,,,,,0.18147890392659366,0.18957935520984984,1.0,1.0,60.9,,120.19999999999999,,,190.271,20.5925,,1962.665,,20.5733,1679.415,,9.19358,,-296.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492641000,,,,,,,,,,97.1463,,,,,,,,,,,0.4932725675452696,0.18147890392659366,1.0,1.0,51.9,,107.5,,,190.317,20.50365,,1962.665,,20.5733,1679.2350000000001,,9.109165,,-308.95000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492641600,,,,,,,,,,97.6265,,,,,,,,,,,0.2894855075486141,0.4932725675452696,1.0,1.0,64.3,,125.8,,,190.508,20.429850000000002,,1962.665,,20.434,1679.005,,9.045915,,-308.95000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492642200,,,,,,,,,,97.633,,,,,,,,,,,0.6957294453729084,0.2894855075486141,1.0,1.0,56.1,,109.6,,,190.466,20.34935,,1974.275,,20.2647,1679.005,,9.00033,,-301.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492642800,,,,,,,,,,98.2928,,,,,,,,,,,0.485580196069632,0.6957294453729084,1.0,1.0,41.1,,85.7,,,189.566,20.34935,,1984.3200000000002,,20.1615,1678.8,,8.94925,,-301.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492643400,,,,,,,,,,98.7097,,,,,,,,,,,0.6096927930377803,0.485580196069632,1.0,1.0,59.4,,115.0,,,189.472,20.245,,1995.81,,20.1615,1679.005,,8.863,,-279.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492644000,,,,,,,,,,98.9038,,,,,,,,,,,0.516789431266003,0.6096927930377803,1.0,1.0,38.2,,74.80000000000001,,,190.648,20.1934,,1998.225,,20.0415,1679.005,,8.746665,,-279.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492644600,,,,,,,,,,99.6303,,,,,,,,,,,0.45156359149536013,0.516789431266003,1.0,1.0,49.8,,100.5,,,189.769,20.1015,,1996.5,,20.0415,1679.005,,8.65475,,-272.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492645200,,,,,,,,,,99.7887,,,,,,,,,,,0.7101230913667498,0.45156359149536013,1.0,1.0,50.4,,104.19999999999999,,,190.257,20.0399,,1998.225,,19.992,1679.005,,8.5915,,-272.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492645800,,,,,,,,,,99.9897,,,,,,,,,,,1.6406409274985974,0.7101230913667498,1.0,1.0,46.4,,87.5,,,190.197,20.01515,,1998.98,,19.9088,1679.005,,8.538499999999999,,-271.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

