DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125,SYM157
1490313600,56.6195,189.231,15.969999999999999,118.56465,15.9337,1044.675,3.801915,
1490314200,56.9632,189.411,15.969999999999999,119.13465,16.1983,1047.76,3.801915,
1490314800,57.2908,188.249,16.05075,119.13465,16.1983,1050.0,3.801915,
1490315400,57.8727,188.649,16.0316,119.13465,16.1295,1050.105,3.74558,
1490316000,58.0915,188.816,16.0316,129.70215,15.866,1050.165,3.69658,
1490316600,58.3492,189.188,16.121650000000002,131.73165,15.866,1050.205,3.667915,
1490317200,58.6272,189.652,16.121650000000002,120.17715000000001,16.1138,1050.3400000000001,3.622915,
1490317800,58.8762,188.959,16.121650000000002,168.15050000000002,16.7005,1050.46,3.561165,
1490318400,59.2425,189.046,16.3418,168.15050000000002,16.7005,1050.46,3.466415,
1490319000,59.4152,189.444,16.6018,168.15050000000002,16.6338,1050.46,3.40233,
1490319600,60.0398,188.926,16.6018,142.998,16.5698,1050.46,3.297915,
1490320200,60.1517,189.465,16.6018,128.01,16.4322,1050.325,3.1695,
1490320800,60.43,189.347,16.501,124.8675,16.3738,1050.13,3.1425,
1490321400,60.461,188.364,16.403,109.38374999999999,15.8325,1050.125,3.00725,
1490322000,60.8345,189.372,16.10315,91.67765,15.3052,1050.0,2.8070000000000004,
1490322600,60.8345,189.557,15.57765,82.76855,15.3052,1049.935,2.630165,
1490323200,60.8345,188.958,15.314,69.29365,15.3052,1049.915,2.5159149999999997,
1490323800,60.8345,188.949,15.229849999999999,65.21915,14.9183,1049.91,2.511,
1490324400,60.8345,188.458,15.0364,43.977850000000004,14.896,1049.825,2.480165,
1490325000,60.4437,188.85,14.907150000000001,14.15335,14.896,1049.705,2.480165,
1490325600,57.6697,188.541,14.7349,0.26650000000000007,14.1928,1046.4850000000001,2.480165,
1490326200,57.654,188.892,14.3833,3.9524150000000002,13.8435,1040.635,2.480165,
1490326800,56.2933,188.466,14.33125,3.9524150000000002,13.8435,1040.635,2.480665,
1490327400,52.307,188.052,14.33125,3.9524150000000002,14.4697,1040.635,2.440165,
1490328000,51.6253,188.333,14.274650000000001,3.114915,14.4697,1016.8525,2.4291650000000002,
1490328600,51.4423,188.564,14.100000000000001,3.114915,14.3565,967.8,2.440165,
1490329200,50.87,188.556,14.100000000000001,2.4870800000000006,13.2275,939.8755000000001,2.46758,
1490329800,48.5183,188.493,13.792,-2.68742,12.7995,930.6125,2.50558,
1490330400,48.3368,189.058,13.35735,-3.29392,12.7995,930.6125,2.5205,
1490331000,47.3435,189.192,13.35735,-3.31317,13.4872,882.2660000000001,2.5205,
1490331600,44.316,188.074,13.30435,-3.05892,13.4872,804.558,2.5333300000000003,
1490332200,43.1883,188.868,13.375250000000001,-2.95167,13.3812,742.2280000000001,2.5333300000000003,
1490332800,43.1712,188.861,13.375250000000001,-2.970335,13.3693,455.20449999999994,2.5333300000000003,
1490333400,43.0997,187.9,13.4342,-2.970335,13.3693,115.25375,2.5333300000000003,
1490334000,42.9992,189.144,13.4475,-2.989585,13.5138,33.11325,2.5333300000000003,
1490334600,42.8232,187.989,13.4475,-2.882335,14.3208,22.793750000000003,2.545,
1490335200,42.6373,189.057,13.917300000000001,-2.882335,14.6465,22.793750000000003,2.545,
1490335800,42.6373,188.817,14.26475,-2.82575,14.6465,22.793750000000003,2.545,
1490336400,42.6373,188.614,14.26475,12.399399999999998,14.2087,22.793750000000003,2.545,
1490337000,42.6373,188.158,14.26475,30.296799999999998,14.1173,22.793750000000003,2.53217,
1490337600,42.6373,189.518,14.1631,60.42075,14.1173,33.11325,2.52925,
1490338200,44.895,189.018,14.1174,83.38974999999999,14.1035,309.59424999999993,2.5480850000000004,
1490338800,46.6518,188.979,14.1104,83.8012,14.1035,815.2885,2.553585,
1490339400,48.167,188.757,14.10125,90.3356,14.099,1049.95,2.553585,
1490340000,49.5502,189.012,14.09665,101.31649999999999,14.0943,1049.95,2.553585,
1490340600,50.6393,188.975,14.10125,112.60300000000001,14.099,1049.95,2.553585,
1490341200,51.5135,189.092,14.10125,111.868,14.3495,1049.96,2.553585,
1490341800,52.2972,188.611,14.224250000000001,115.795,14.7413,1049.9650000000001,2.553585,
1490342400,52.9473,189.703,14.5454,153.501,15.0478,1049.99,2.5836699999999997,
