DATETIME,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125,SYM157
1490343000,53.5807,189.118,14.89455,206.2235,15.5172,1050.025,2.6158349999999997,
1490343600,53.9383,189.278,15.2825,234.69400000000002,15.648,1050.0549999999998,2.66075,
1490344200,54.7797,188.698,15.5826,234.69400000000002,16.1712,1050.1399999999999,2.738415,
1490344800,55.583,189.462,15.8319,234.69400000000002,16.1712,1050.275,2.818,
1490345400,56.1695,189.15,16.0935,203.4635,16.4033,1050.275,2.88417,
1490346000,56.8193,189.004,16.2346,157.22899999999998,16.298,1050.35,2.942335,
1490346600,57.1353,188.796,16.2346,126.3505,16.298,1050.35,3.027085,
1490347200,57.3878,188.379,16.221899999999998,119.3805,16.1458,1050.35,3.1390849999999997,
1490347800,57.783,189.267,16.0808,111.101,15.3192,1050.35,3.2575849999999997,
1490348400,58.2347,189.399,16.03365,115.3025,15.3192,1050.35,3.3809199999999997,
1490349000,58.661,189.539,16.03365,115.3025,15.9215,1050.215,3.473,
1490349600,59.1662,188.909,15.986650000000001,90.20935,16.0518,1050.09,3.533665,
1490350200,59.4233,189.277,15.908000000000001,90.20935,16.0518,1050.03,3.57325,
1490350800,59.6277,189.208,15.908000000000001,92.0145,15.8945,1049.98,3.612585,
1490351400,60.1295,188.353,15.908000000000001,73.73335,15.8558,1049.98,3.74542,
1490352000,60.1958,189.388,15.97315,64.76185000000001,15.8558,1049.9450000000002,4.006085000000001,
1490352600,60.1958,188.251,15.97315,58.815650000000005,16.2487,1049.9450000000002,4.3205,
1490353200,60.1958,189.068,15.991,64.5145,16.2487,1049.9450000000002,4.53925,
1490353800,60.1958,189.302,16.1681,64.04805,16.2487,1049.9450000000002,4.632585000000001,
1490354400,60.1958,188.244,16.29235,57.43815,16.336,1049.9450000000002,4.7225,
1490355000,59.9497,189.292,16.420099999999998,62.9179,17.3193,1049.9450000000002,4.93033,
1490355600,59.9497,188.402,16.82765,76.18365,17.3808,1049.9450000000002,5.312329999999999,
1490356200,59.9497,189.277,17.35005,88.34675,17.45,1049.97,5.6615,
1490356800,59.9497,188.901,17.415399999999998,129.819,18.1508,1050.175,5.982585,
1490357400,59.9497,189.722,17.8004,144.581,18.402,1051.185,6.305415,
1490358000,60.2155,189.139,18.211750000000002,144.581,18.402,1051.2849999999999,6.495,
1490358600,60.7057,189.767,18.33735,144.581,18.4125,1050.4699999999998,6.64067,
1490359200,61.1938,189.501,18.33735,121.781,18.2727,1050.4699999999998,6.7674199999999995,
1490359800,61.1938,188.696,18.33735,86.97975,17.418,1050.4699999999998,6.86525,
1490360400,61.1938,188.887,17.84535,45.66,16.9507,1050.4699999999998,6.99708,
1490361000,61.1938,188.542,17.5004,32.2935,16.9507,1050.4699999999998,7.153915,
1490361600,60.7057,189.176,17.3219,11.482000000000001,17.2258,1037.76,7.28875,
1490362200,57.6265,188.41,17.1725,-1.8461664999999998,17.2258,985.2835,7.398085,
1490362800,54.8527,188.814,17.1725,-1.8461664999999998,17.2258,968.5535,7.515499999999999,
1490363400,54.2107,188.488,17.3375,11.2129835,17.4492,968.5535,7.723,
1490364000,52.9943,189.253,17.44435,18.9533,17.4492,919.5474999999999,7.94742,
1490364600,50.8645,188.903,17.44435,18.5888,17.5513,919.5474999999999,8.045584999999999,
1490365200,50.8645,187.878,17.44435,19.087,17.4395,919.5474999999999,8.116335,
1490365800,50.8645,188.601,17.50025,19.087,17.6863,919.5474999999999,8.207419999999999,
1490366400,50.8645,188.759,17.6188,16.365,17.844,942.4839999999999,8.241,
1490367000,50.8645,188.82,17.76515,16.365,18.1437,1005.855,8.267,
1490367600,51.6225,189.299,17.993850000000002,15.413499999999999,19.1828,1025.655,8.292584999999999,
1490368200,53.7107,189.299,18.26135,12.8458,19.1828,1025.655,8.292584999999999,
1490368800,55.2017,188.45,18.3155,10.818065,18.379,1025.655,8.306999999999999,
1490369400,55.4753,188.427,18.3155,11.936065,18.252,1034.875,8.306999999999999,
1490370000,55.4753,189.089,18.3155,11.936065,18.1983,1034.875,8.306999999999999,
1490370600,55.4753,189.222,18.22515,11.936065,18.1398,1039.75,8.306999999999999,
1490371200,55.4753,189.193,18.16905,28.085765,18.0873,1049.065,8.292584999999999,
1490371800,55.4753,188.671,18.11355,28.085765,17.7757,1049.065,8.28525,
1490372400,54.7675,188.374,17.95465,52.772,17.822,1039.75,8.179835,
1490373000,54.5998,189.295,17.79885,32.97045,17.4562,1039.75,7.9855,
1490373600,54.442,188.112,17.79885,32.97045,17.822,1026.5549999999998,7.71,
1490374200,54.0862,188.323,17.90215,18.38975,17.9823,1009.5235,7.44825,
1490374800,53.214,190.281,17.6391,15.6634,17.9823,977.6179999999999,7.2965800000000005,
1490375400,52.9267,188.672,17.6391,15.6634,17.173,965.7075,7.191165,
1490376000,51.792,188.698,17.3146,13.57725,16.8578,914.2595,7.113165,
1490376600,50.9153,189.42,17.0826,4.737085,16.8578,854.3340000000001,7.07183,33.00007418444151
1490377200,49.2967,188.632,17.0826,-3.5181649999999998,16.9922,854.3340000000001,7.07183,33.00007418444151
1490377800,45.856,189.155,17.0826,-3.5181649999999998,17.8627,791.9535000000001,7.07183,33.00007418444151
1490378400,44.0,188.596,17.323500000000003,-3.543835,17.8627,702.8675000000001,7.07183,33.00007418444151
1490379000,44.0,188.699,17.75875,-3.481,17.8983,619.547,7.07183,
1490379600,44.0,189.269,17.880499999999998,-3.3425000000000002,17.8983,686.0495000000001,7.07183,
1490380200,44.0,189.285,17.9,33.109515,18.2268,686.0495000000001,7.07808,
1490380800,44.0,189.533,17.92685,47.62535,18.2268,686.0495000000001,7.09558,
1490381400,44.0937,189.139,17.925150000000002,70.94470000000001,17.952,686.0495000000001,7.22433,
1490382000,47.1255,189.234,17.9311,87.33185,17.9102,686.0495000000001,7.40125,
1490382600,49.471,188.611,18.078000000000003,87.33185,17.9102,826.2295,7.467335,
1490383200,49.6052,188.646,18.01225,68.95395,18.0725,1049.78,7.510915000000001,
1490383800,51.9988,188.8,17.9311,57.57445,18.0725,1049.915,7.510915000000001,
1490384400,53.901,189.402,17.8261,57.57445,17.742,1049.9450000000002,7.510915000000001,
1490385000,54.6105,188.381,17.87775,43.2252,17.742,1050.01,7.510915000000001,
1490385600,55.0318,188.907,17.8179,41.2665,17.7905,1050.01,7.58808,
1490386200,56.0563,189.127,17.8179,41.2665,17.8453,1050.0349999999999,7.6364149999999995,
1490386800,56.9317,189.125,17.76625,41.2665,17.7905,1050.0349999999999,7.6364149999999995,
1490387400,58.2752,189.141,17.8179,46.06525,17.9332,1050.0349999999999,7.6364149999999995,
1490388000,58.7048,189.825,17.88925,49.0957,18.1127,1050.0549999999998,7.596915,
1490388600,58.8368,189.121,18.02295,68.06045,18.1903,1050.0549999999998,7.6364149999999995,
1490389200,59.0788,189.163,18.1515,92.46235,18.2378,1050.0749999999998,7.6364149999999995,
1490389800,59.0913,189.149,18.21405,111.0495,18.8463,1050.09,7.596915,
1490390400,60.4835,189.483,18.54205,168.77949999999998,19.4945,1050.1399999999999,7.514165,
1490391000,60.778,189.196,19.1704,198.1905,19.7748,1050.305,7.499415,
1490391600,61.3837,189.23,19.45515,204.4925,19.7748,1050.585,7.499415,
1490392200,61.7135,189.827,19.63465,245.7535,19.7748,1052.375,7.499415,
1490392800,61.8687,188.883,19.790300000000002,276.93,20.2212,1055.83,7.437415,
1490393400,62.345,189.303,20.0135,413.6415,20.512,1059.515,7.406335,
1490394000,62.369,188.866,20.3666,706.0335,20.8995,1085.6550000000002,7.389835,
1490394600,62.7977,189.04,20.705750000000002,1070.363,21.629,1114.5900000000001,7.369335,
1490395200,63.4713,188.55,20.8975,1070.363,21.629,1236.5900000000001,7.335750000000001,
1490395800,65.8995,189.417,20.8975,1070.363,20.8955,1396.4450000000002,7.297835,
1490396400,70.5348,190.092,20.8975,1022.2180000000001,20.6208,1396.4450000000002,7.235585,
1490397000,70.5348,189.109,21.2535,706.0545,20.6208,1420.37,7.235585,
1490397600,70.5348,189.215,20.75815,660.971,20.6208,1450.2,7.167165000000001,
1490398200,70.5348,190.053,20.43855,660.971,20.2563,1490.125,6.989750000000001,
1490398800,70.9813,188.912,20.338250000000002,660.971,20.2563,1544.865,6.771750000000001,
1490399400,70.9813,188.77,20.466250000000002,804.7955,20.4202,1582.0,6.58958,

