DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND45384,IND45385,IND45386,IND45387,IND45388,IND45389,IND45390,IND45392,IND45393,IND45394,IND45397,IND45398,IND45399,IND45400,IND45401,IND45402,IND45403,IND45426,IND45427,IND45463,IND45464,IND45465,IND45466,IND45467,IND45468,IND45469,IND45470,IND45471,IND45510,IND45511,IND45512,IND45513,IND45514,IND45515,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5106,IND5114,IND5118,IND5126,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM157,SYM1994,SYM246,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1494288000,1.0,63.9818,33.8853,745.349,75.3877,34.06004327649665,63.52849178307268,1.98133,0.348611403031617,-0.354833,-7.198163,0.0,-0.36419999999999675,0.0,-0.8308999999999997,0.0,-0.6682000000000059,0.0,-0.6317999999999984,0.0,0.11799999999999855,0.0,-15.950000000000045,0.0,-0.4427999999999983,-0.12049999999999983,0.0,0.0,33.968,-0.08270000000000266,0.0,46.6933,0.0036731962957673447,0.348611403031617,0.028854786829731638,0.2718844684772306,0.6869508991391917,0.8395256214723456,0.023446245891516226,0.31655984057569375,57.6128,0.020830000000000126,0.0,75.6422,75.6422,75.3877,75.3218,0.32040000000000646,0.32040000000000646,0.5189833333333335,92.4002,92.4002,88.085,88.085,4.315200000000004,4.315200000000004,4.170316666666669,10.8017,10.8017,10.802333333333332,1.1829999999999927,0.0,75.3877,86.142,75.6422,86.5683,75.3218,85.711,10.7543,10.926099999999991,10.389200000000002,75.6422,75.3218,-1.8389999999999986,-1.806200000000004,0.0,0.0,-1.7881,0.0,10.8017,101.54651681778081,0.08825484477283037,0.32402658723378275,0.33563934635685067,1.0,1.0,8.9,17.8,17.8,-141.7,1528.36,5.900000000000006,0.0,188.493,29.550133333333335,891.2946666666667,1608.8628571428571,18.876257142857142,-141.7,29.610166666666665,0.37430202934488094,0.626546058064831,0.6834401594243062,0.7032225496178233,0.9765537541084838,0.651388596968383,0.01874515202392124,0.16047437852765442,0.8931106753330951,0.9963268037042327,0.006233393897717154,0.9711452131702684,0.006227714154456887,0.28992230408273045,0.004972710117464255,0.017746624546528405,0.8633975285503596,7.7145,81.61644285714286,29.4312,29.4312,18.6295,64.65,33.968,-135.33333333333331,0.6990964413851022,0.7486040586897619,0.00994542023492851,18.6295,-26.936999999999898,0.0,29.4312,75.3877,7.7145,64.65,189.676,71.4007,34.06004327649665,-103.31225759924342,63.52849178307268,68.8350238644359,55.692991882769576,49.53489425114257,62.47787808199549,733.9976036179404,2.0156622562807973,33.236795037031285,0.3130491008608082,0.004972710117464255,0.7281155315227694,0.9963268037042327,0.9765537541084838,0.16047437852765442,0.9711452131702684,0.6834401594243062,0.37430202934488094,0.651388596968383,53.91007660909012,,,53.979072581299405,0.5298305363289221,0.16084637745727082,1.1390580364422116,0.939208313180818,0.4833924526180343,0.8009254958782921,0.6667117161867869,0.5172532391577319,0.9220427221140849,0.3868121394861803
1494288600,1.0,63.4962,33.7718,740.715,74.1368,33.97101229572185,63.1272109155773,1.9495,0.35653350117004623,0.0346667,0.3894997,0.0,-0.4356000000000009,0.0,-0.8545000000000016,0.0,-0.48559999999999803,0.0,-0.38519999999999754,0.0,0.06099999999999994,0.0,-0.10999999999989996,0.0,-0.18090000000000117,0.03167000000000009,0.0,0.0,33.8853,-0.11350000000000193,0.0,46.2577,0.003010373211017714,0.3663470197573012,0.11048625946656765,0.30755521207747005,0.7425648421883523,0.8287425219169711,0.03796217674289737,0.44883232505516213,56.7583,-0.031830000000000025,0.0,74.3287,74.3287,74.1368,74.1368,0.19190000000000396,0.19190000000000396,0.40808333333333496,91.9357,91.9357,87.5862,87.5862,4.349499999999992,4.349499999999992,4.228116666666667,10.5598,10.5598,10.818383333333333,-0.7579999999999814,0.0,74.1368,82.6412,74.3287,83.0623,74.1582,82.58,8.504400000000004,8.733599999999996,8.421800000000005,74.3287,74.1582,-1.3135000000000048,-1.1636000000000024,0.0,0.0,-1.2509000000000015,0.0,10.5598,100.03745337804908,0.0809958986182849,0.3284256859151909,0.32402658723378275,1.0,1.0,9.3,18.6,18.6,-135.4,1528.25,6.299999999999983,0.0,189.676,29.518216666666664,841.4721666666667,1598.7862499999999,18.8530375,-135.4,29.518499999999996,0.28484306939129195,0.6124209470707328,0.5511676749448379,0.6982769520694441,0.9620378232571026,0.6336529802426988,0.02227097242461748,0.17125747808302888,0.8916422124122152,0.9969896267889823,0.005683400533481875,0.8895137405334324,0.02319801866091295,0.3076564439801601,0.007370922051970085,0.016995429435881344,0.8542538562083561,7.74617,80.68148749999999,29.2503,29.2503,18.6905,63.9818,33.8853,-137.79999999999998,0.6365304123026172,0.5696861387825839,0.01474184410394017,18.6905,-4.6340000000000146,0.0,29.2503,74.1368,7.74617,63.9818,188.918,71.0155,33.97101229572185,-105.06672801958558,63.1272109155773,68.29088022330932,55.1971469241074,48.79911451038692,62.53704587668008,740.4376810760888,2.019146109105264,33.257885071201386,0.2574351578116477,0.007370922051970085,0.69244478792253,0.9969896267889823,0.9620378232571026,0.17125747808302888,0.8895137405334324,0.5511676749448379,0.28484306939129195,0.6336529802426988,60.11862430540149,,,,0.5346062358613414,0.2297246898764844,1.1018658832476897,0.9556376810917647,0.8269252544851523,0.8412474458083973,0.5315317317373072,0.5418636492222606,0.9590775454028528,0.703305604197331
1494289200,1.0,62.9058,33.6682,741.904,72.6497,33.83989055235715,62.88022700117397,1.90033,0.36276061015341193,-1.62317,-1.6578367,0.0,-0.3815000000000026,0.0,-0.7988,0.0,-0.5904000000000025,0.0,-0.5738000000000056,0.0,0.4117999999999995,0.0,3.2899999999999636,0.0,0.14700000000000202,0.0871599999999999,0.0,0.0,33.7718,-0.10360000000000014,0.0,45.8762,0.00714750778030393,0.38378273676051833,0.34987509510222525,0.4788519507694926,0.6974281643991995,0.8208117078782977,0.03550203147889197,0.6851743143730462,55.9595,-0.049169999999999936,0.0,72.8458,72.8458,72.6497,72.6497,0.19610000000000127,0.19610000000000127,0.360383333333336,91.4502,91.4502,87.0392,87.0392,4.411000000000001,4.411000000000001,4.279283333333334,10.295000000000002,10.295000000000002,10.749383333333334,0.5749999999999886,0.0,72.6497,80.4957,72.8458,80.863,72.7063,80.2478,7.846000000000004,8.017200000000003,7.541499999999999,72.8458,72.7063,-1.4829000000000008,-1.4518999999999949,0.0,0.0,-1.487099999999998,0.0,10.295000000000002,97.75605850696431,0.06798334807802045,0.3236879338805767,0.3284256859151909,1.0,1.0,9.0,18.0,18.0,-132.4,1531.54,3.0,0.0,188.918,29.50868333333333,817.7515,1591.3144444444445,18.880733333333332,-132.4,29.3596,0.16578590238031654,0.5982958360766346,0.31482568562695373,0.6933313545210648,0.964497968521108,0.6162172632394817,0.0294741386852041,0.17918829212170226,0.8901737494913353,0.9928524922196961,0.006690450839010542,0.6501249048977747,0.06967052314814964,0.3079601396882303,0.007978151753538316,0.01685146402680252,0.8451101838663528,7.83333,78.54217499999999,29.3973,29.3973,19.1023,63.4962,33.7718,-137.16666666666666,0.6921353778790742,0.3315718047606331,0.015956303507076632,19.1023,1.1889999999999645,0.0,29.3973,72.6497,7.83333,63.4962,189.493,70.4417,33.83989055235715,-104.61627656200261,62.88022700117397,67.91571646742655,54.355861419871665,48.31278494900731,62.551266294756495,758.9340357325735,2.0289481679398245,33.27194523811226,0.3025718356008005,0.007978151753538316,0.5211480492305074,0.9928524922196961,0.964497968521108,0.17918829212170226,0.6501249048977747,0.31482568562695373,0.16578590238031654,0.6162172632394817,47.846524444484054,,,,0.6512480479083101,0.4371370051771653,1.1001322842529457,0.9628826698121787,0.8776081031273786,0.750403681525161,0.9879506334385384,0.22257010125670426,1.1408338778147766,0.6250701560368023
1494289800,1.0,62.2888,33.5568,647.683,71.399,33.72617599836252,62.619854646045376,1.899,0.3707059490081055,-0.5095,1.11367,0.0,-0.346899999999998,0.0,-0.7352999999999952,0.0,-0.6169999999999973,0.0,-0.5146999999999906,0.0,0.25619999999999976,0.0,-62.680000000000064,0.0,0.05239999999999867,-0.33382999999999985,0.0,0.0,33.6682,-0.11139999999999617,0.0,45.5293,0.009062139664467561,0.42288494613756533,0.6242244266748873,0.6601555597695399,0.6961107033677888,0.8039985608426894,0.05847472547959942,0.6242208795759613,55.2242,-0.0013300000000000534,0.0,71.594,71.594,71.399,71.3482,0.24579999999998847,0.24579999999998847,0.2988166666666672,91.0507,91.0507,86.5597,86.5597,4.491,4.491,4.331650000000001,10.0912,10.0912,10.654083333333332,-0.1699999999999875,0.0,71.399,79.7085,71.594,79.9578,71.3482,79.4723,8.3095,8.363800000000012,8.124099999999999,71.594,71.3482,-1.251800000000003,-1.3580999999999932,0.0,0.0,-1.2506999999999948,0.0,10.0912,98.2001542779644,0.05125088339222614,0.30698076741014213,0.3236879338805767,1.0,1.0,6.2,12.600000000000001,12.600000000000001,-130.0,1468.86,2.4000000000000057,0.0,189.493,29.48796666666667,764.8475,1579.0690000000002,18.92851,-130.0,29.365766666666662,0.28432115277595255,0.5841707250825365,0.3757791204240387,0.6883857569726854,0.9415252745204006,0.5771150538624347,0.03611706779489332,0.19600143915731066,0.8887052865704554,0.9909378603355324,0.007626165751344838,0.37577557332511263,0.17033346837548205,0.43612899799917704,0.00572799508711225,0.016403883766939575,0.8317327034094605,7.4995,77.74848888888889,29.4497,29.4497,19.3585,62.9058,33.6682,-138.63333333333333,0.6886548461260602,0.5686423055519051,0.0114559901742245,19.3585,-94.221,0.0,29.4497,71.399,7.4995,62.9058,189.323,69.927,33.72617599836252,-93.90781787645119,62.619854646045376,67.40568939730791,53.89192771273586,47.65405078362845,62.59601904747835,659.5539536187232,1.969233099518327,33.338200228162506,0.3038892966322112,0.00572799508711225,0.3398444402304601,0.9909378603355324,0.9415252745204006,0.19600143915731066,0.37577557332511263,0.3757791204240387,0.28432115277595255,0.5771150538624347,33.00007418444151,,,,0.6564156202734548,0.6760030845327869,0.9351924838782509,0.5652515168225808,0.8330056601000668,0.37797202251973916,0.8886226400099819,0.8327700377798392,0.8123858250380652,0.8170000119157559
1494290400,1.0,61.338,33.4643,571.81,70.2522,33.59884359564319,62.364538954825434,2.0145,0.38378273676051833,1.46533,1.9748299999999999,0.0,-0.28130000000000166,0.0,-0.640500000000003,0.0,-0.950800000000001,0.0,-1.078300000000013,0.0,0.001300000000000523,0.0,-60.82999999999993,0.0,0.7415999999999983,-0.4121700000000006,0.0,0.0,33.5568,-0.09250000000000114,0.0,45.248,0.02052051555752621,0.4503435688965518,0.957113069371206,0.945378004772486,0.6570414773916947,0.7495942886409208,0.04549043351605819,0.2868937185688645,54.5837,0.11549999999999994,0.0,70.4005,70.4005,70.2522,70.0202,0.3802999999999912,0.3802999999999912,0.28128333333333205,90.4388,90.4388,85.8713,85.8713,4.5674999999999955,4.5674999999999955,4.398383333333332,10.831499999999998,10.831499999999998,10.656949999999998,-0.19900000000001228,0.0,70.2522,77.1758,70.4005,77.4812,70.0202,77.128,6.923599999999993,7.080700000000007,7.1077999999999975,70.4005,70.0202,-1.1935000000000002,-1.328000000000003,0.0,0.0,-1.146799999999999,0.0,10.831499999999998,101.99148063399167,0.06296955270884805,0.30286591683787895,0.30698076741014213,1.0,1.0,9.5,19.6,19.6,-145.0,1408.03,-15.0,0.0,189.323,29.598966666666662,703.2911666666666,1563.5200000000002,18.96771818181818,-145.0,29.67943333333333,0.7183742876598077,0.5700456140884383,0.7131062814311355,0.7032225496178233,0.9545095664839418,0.5496564311034482,0.03796217674289737,0.25040571135907913,0.8872368236495756,0.9794794844424738,0.009062139664467561,0.04288693062879406,0.34987509510222525,0.5695037552695162,0.0050487377641564475,0.015956303507076632,0.8183552229525681,7.08733,75.98295555555556,30.1913,30.1913,19.3598,62.2888,33.5568,-138.68333333333334,0.6851743143730462,0.5632514246803846,0.010097475528312895,19.3598,-75.87300000000005,0.0,30.1913,70.2522,7.08733,62.2888,189.124,68.8487,33.59884359564319,-108.37128889906751,62.364538954825434,66.75421358956866,53.10814453342712,46.99236761604725,62.581703317509024,560.6448660668109,1.9461016856625197,33.37364280752517,0.3429585226083053,0.0050487377641564475,0.05462199522751397,0.9794794844424738,0.9545095664839418,0.25040571135907913,0.04288693062879406,0.7131062814311355,0.7183742876598077,0.5496564311034482,33.00007418444151,,,,0.6483016409596495,0.2662209589392189,1.1117464361201537,0.5640472212936597,0.3995478947898947,0.3887068258352036,0.6168707667322906,0.6692538895305751,0.8180996451788426,0.7615091284115387
1494291000,1.0,62.5388,33.4,558.773,70.4208,33.522140177930886,61.865050181570815,1.97083,0.42288494613756533,3.7055,2.24017,0.0,-0.2856999999999985,0.0,-0.5715000000000003,0.0,1.200800000000001,0.0,-0.43719999999999004,0.0,-0.03429999999999822,0.0,-16.75,0.0,-1.2502999999999993,-0.05815999999999999,0.0,0.0,33.4643,-0.06430000000000291,0.0,44.9623,0.04130120042496066,0.4509196512409789,0.5508124051500728,0.16597898085308493,0.6406894135723431,0.6765286228717242,0.03698350135972128,0.2769928805696914,54.0122,-0.043669999999999876,0.0,70.4453,70.5053,70.4208,70.4208,0.08450000000000557,0.08450000000000557,0.2364999999999995,90.12,90.12,85.447,85.447,4.673000000000002,4.673000000000002,4.467866666666666,9.615499999999997,9.615499999999997,10.365783333333331,0.2980000000000018,0.0,70.2522,75.3877,70.4005,75.6422,70.0202,75.3218,5.135499999999993,5.241700000000009,5.301599999999993,70.4453,70.5053,0.04480000000000928,0.48510000000000275,0.0,0.0,0.16859999999999786,0.0,9.615499999999997,102.1823545214134,0.061241085362852235,0.3196583223569787,0.30286591683787895,1.0,1.0,8.4,16.5,16.5,-136.6,1391.28,8.400000000000006,0.0,189.124,29.443466666666666,667.7056666666667,1537.2454545454545,18.938490909090913,-136.6,29.52733333333333,0.579005530535713,0.626546058064831,0.7230071194303086,0.7131062814311355,0.9630164986402787,0.5490803487590211,0.03796217674289737,0.3234713771282758,0.8752222876627126,0.9586987995750393,0.017655921584261547,0.4491875948499272,0.5508124051500728,0.5241778530195045,0.006154264832067199,0.015956303507076632,0.8049777424956759,7.02917,74.62513333333332,28.941,28.941,19.3255,61.338,33.4643,-136.84999999999997,0.6851743143730462,0.841988938928574,0.012308529664134399,19.3255,-13.03699999999992,0.0,28.941,70.4208,7.02917,61.338,189.422,68.4115,33.522140177930886,-101.95211811749306,61.865050181570815,66.82673402595017,52.40008904237948,46.29322438499091,62.67617525343963,546.8390336248351,1.9391832601135297,33.31782760557691,0.35931058642765695,0.006154264832067199,0.8340210191469151,0.9586987995750393,0.9630164986402787,0.3234713771282758,0.4491875948499272,0.7230071194303086,0.579005530535713,0.5490803487590211,,,,,0.1913133521339959,0.375839641192738,0.6512029082241145,0.5729770552091704,0.6221085644757951,0.5108106339642333,0.9112748943720481,0.7142944435305802,0.3408947354558389,0.6044883249190298
1494291600,1.0,63.5635,33.3622,489.79,71.0695,33.46176274192107,62.47909799485858,2.02917,0.4434789132068052,4.87617,1.1706700000000003,0.0,-0.431599999999996,0.0,-0.39739999999999753,0.0,1.0246999999999957,0.0,0.14269999999999072,0.0,-0.18100000000000094,0.0,-57.3599999999999,0.0,-0.23329999999999984,-0.2314999999999996,0.0,0.0,33.4,-0.03779999999999717,0.0,44.5307,0.046881675116673294,0.4683691196538554,0.12812231370814364,0.036669207116581504,0.610070834770839,0.586365026547941,0.030078875471325817,0.4941124216333337,53.6148,0.05834000000000006,0.0,71.0695,71.1858,71.0182,71.0182,0.1676000000000073,0.1676000000000073,0.21103333333333296,89.7832,89.7832,85.0302,85.0302,4.753,4.753,4.540833333333332,9.563199999999998,9.563199999999998,10.159366666666664,0.3439999999999941,0.0,70.2522,74.1368,70.4005,74.3287,70.0202,74.1582,3.884599999999992,3.928200000000004,4.137999999999991,71.0182,71.1858,0.57289999999999,0.680499999999995,0.0,0.0,0.6487000000000052,0.0,9.563199999999998,99.21663335197971,0.05150205879367489,0.31713609694551076,0.3196583223569787,1.0,1.0,13.4,27.4,27.4,-151.6,1333.92,-15.0,0.0,189.422,29.32288333333333,625.1125,1520.3016666666665,18.955658333333332,-151.6,29.28,0.7895663837159967,0.6124209470707328,0.5058875783666663,0.7056897509294282,0.9699211245286742,0.5316308803461446,0.03771750789710335,0.4136349734520591,0.8744143573681878,0.9531183248833267,0.030910857991243434,0.8718776862918564,0.5005780776381109,0.4788519507694926,0.007060442405610528,0.01565268865629252,0.7916002620387835,6.79767,73.57777777777777,28.7077,28.7077,19.1445,62.5388,33.4,-138.5,0.669935955673775,0.4208672325680065,0.014120884811221056,19.1445,-68.983,0.0,28.7077,71.0695,6.79767,62.5388,189.766,68.5542,33.46176274192107,-123.2642508919609,62.47909799485858,67.11259162954238,51.800733411833555,45.569415972670754,62.67196299587394,493.65714543289033,1.9300013714789608,33.3600498814001,0.38992916522916105,0.007060442405610528,0.9633307928834185,0.9531183248833267,0.9699211245286742,0.4136349734520591,0.8718776862918564,0.5058875783666663,0.7895663837159967,0.5316308803461446,,,,,0.28717160703234473,0.1370816348644735,0.6258842870332854,0.8741473034563004,0.7231827806048776,0.7497620867962251,1.1219306620737552,0.9146861166813083,0.9539102391647699,0.770994287130694
1494292200,1.0,61.6267,33.3648,363.916,71.6435,33.416639978667476,62.88655114084635,1.93267,0.45077563065487214,4.43617,-0.4400000000000004,0.0,-0.22320000000000562,0.0,-0.25450000000000017,0.0,-1.936799999999998,0.0,-1.1524999999999892,0.0,-0.4917000000000016,0.0,-121.09000000000015,0.0,-0.27250000000000085,-0.6211700000000002,0.0,0.0,33.3622,0.002600000000001046,0.0,44.3075,0.03906212371003204,0.46837510433386953,0.8772836494890892,0.9828998743602689,0.5317852637534677,0.42734371628276036,0.024328089927334262,0.5897671923531433,53.3603,-0.09650000000000003,0.0,71.6435,71.6435,71.4957,71.4957,0.1478000000000037,0.1478000000000037,0.2036833333333329,89.1695,89.1695,84.2788,84.2788,4.890699999999995,4.890699999999995,4.631033333333332,9.782399999999999,9.782399999999999,10.029799999999998,-0.1209999999999809,0.0,70.2522,72.6497,70.4005,72.8458,70.0202,72.7063,2.3974999999999937,2.445300000000003,2.686099999999996,71.4957,71.6063,0.47750000000000625,0.4205000000000041,0.0,0.0,0.5739999999999981,0.0,9.782399999999999,97.91616742976026,0.05181818181818182,0.2955661884725489,0.31713609694551076,1.0,1.0,9.3,17.9,17.9,-145.1,1212.83,6.5,0.0,189.766,29.187033333333336,562.3126666666666,1483.8091666666664,18.92853333333333,-145.1,28.694633333333332,0.32989435733126,0.6514780505130977,0.4102328076468566,0.7056897509294282,0.9756719100726657,0.5316248956661305,0.03771750789710335,0.5726562837172396,0.8643803005993982,0.960937876289968,0.03962189288876419,0.1227163505109108,0.6058714212936837,0.614829657519528,0.00439815605756436,0.01458660428076039,0.7793414070761757,6.1765,72.68166666666666,28.4352,,18.6528,63.5635,33.3622,-140.11666666666665,0.6156074577702568,0.65978871466252,0.00879631211512872,18.6528,-125.87400000000002,0.0,28.4352,71.6435,6.1765,63.5635,189.645,67.4017,33.416639978667476,-103.5614386439035,62.88655114084635,65.54341466315219,51.1875388246477,44.606183538782986,62.57758084674285,371.6607885628832,1.9835556153692182,33.36165123277844,0.46821473624653237,0.00439815605756436,0.0171001256397311,0.960937876289968,0.9756719100726657,0.5726562837172396,0.1227163505109108,0.4102328076468566,0.32989435733126,0.5316248956661305,,,,,0.4331870112041702,0.1839871461431668,0.9755567057958073,0.8878228440351871,0.5227082917603587,0.6583826878078284,1.0196603724153293,0.41322246328200085,0.5434466621712477,0.7149785993952281
1494292800,1.0,62.3157,33.4562,276.827,72.103,33.4276820606005,61.97615345176026,2.0,0.4513100005107482,1.61567,-2.8205,0.0,-0.29999999999999716,0.0,-0.19130000000000535,0.0,0.6890000000000001,0.0,-1.339400000000012,0.0,-0.5477999999999987,0.0,-98.83999999999992,0.0,-0.159399999999998,-0.5428299999999995,0.0,0.0,33.3648,0.09140000000000015,0.0,44.0075,0.15298521557897937,0.45144011693400465,0.4810318516472223,0.30733139441662893,0.38381379565329765,0.26091304150895545,0.020024344261934668,0.5265320398209965,53.169,0.06732999999999989,0.0,72.103,72.1423,71.9345,71.9345,0.20780000000000598,0.20780000000000598,0.2056333333333337,88.6483,88.6483,83.6622,83.6622,4.9861000000000075,4.9861000000000075,4.726883333333333,10.1708,10.1708,10.009099999999998,0.23199999999999932,0.0,70.2522,72.103,70.4005,71.9345,70.0202,72.1423,1.8507999999999925,1.534000000000006,2.122100000000003,71.9345,72.1423,0.4388000000000005,0.5360000000000014,0.0,0.0,0.45949999999999136,0.0,10.1708,98.56548166035535,0.06378186865755359,0.27769989721421134,0.2955661884725489,1.0,1.0,9.0,18.1,18.1,-159.8,1113.99,-14.700000000000017,0.0,189.645,29.000116666666663,484.7998333333333,1442.6466666666668,18.87515833333333,-159.8,28.4729,0.3413932743273496,0.6770370901566545,0.47346796017900356,0.7056897509294282,0.9799756557380653,0.5485598830659953,0.03771750789710335,0.7390869584910446,0.8410435325759003,0.8470147844210206,0.04130120042496066,0.5189681483527777,0.6058714212936837,0.614829657519528,0.0014544166351691656,0.01458660428076039,0.7312806727410641,5.63367,72.11802222222222,28.2758,,18.105,61.6267,33.3648,-144.68333333333334,0.5739584042201067,0.6827865486546992,0.002908833270338331,18.105,-87.089,0.0,28.2758,72.103,5.63367,61.6267,189.877,66.0623,33.4276820606005,-102.94835126796158,61.97615345176026,65.19423589568855,50.64309036615294,43.56234156765071,62.28679887836368,280.8559298212656,2.038453738439167,33.382597407151124,0.6161862043467023,0.0014544166351691656,0.6926686055833711,0.8470147844210206,0.9799756557380653,0.7390869584910446,0.5189681483527777,0.47346796017900356,0.3413932743273496,0.5485598830659953,,,,,0.4786564232926199,0.6376185924267977,0.7230199513754705,0.966368278441714,0.6956681425560086,0.48015538103642685,0.5200316080293838,0.6068243067850602,0.3583674103099518,0.2198104786258304
1494293400,1.0,62.4882,33.634,288.572,72.5112,33.524403371014344,62.380517991743275,1.94833,0.4513100005107482,1.82033,0.20466000000000006,0.0,-0.3977000000000004,0.0,-0.1746999999999943,0.0,0.17249999999999943,0.0,-0.40759999999998797,0.0,-0.06650000000000134,0.0,14.759999999999991,0.0,-0.15060000000000073,0.06699999999999928,0.0,0.0,33.4562,0.17779999999999774,0.0,43.6098,0.23455097046869022,0.4204730503135261,0.26037043529958714,0.4269712742899433,0.2439730758556905,0.22696641455420774,0.019868050467550136,0.4695765278827754,52.9943,-0.051670000000000105,0.0,72.5112,72.5112,72.3453,72.3453,0.1659000000000077,0.1659000000000077,0.19231666666667024,88.0812,88.0812,83.0168,83.0168,5.064399999999992,5.064399999999992,4.822449999999998,10.0867,10.0867,10.008349999999998,-0.8000000000000114,0.0,70.2522,72.5112,70.4005,72.3453,70.0202,72.3922,2.2590000000000003,1.9448000000000008,2.372,72.3453,72.3922,0.4107999999999947,0.24989999999999668,0.0,0.0,0.4082000000000079,0.0,10.0867,99.70227755608308,0.05099119928008463,0.29875446765188607,0.27769989721421134,1.0,1.0,9.9,20.3,20.3,-150.4,1128.75,9.400000000000006,0.0,189.877,28.779366666666665,424.948,1399.5324999999998,18.80245,-150.4,28.278733333333328,0.23632128244795833,0.6770370901566545,0.5304234721172246,0.7056897509294282,0.9801319495324499,0.5795269496864739,0.03771750789710335,0.7730335854457923,0.8368298465835019,0.7654490295313098,0.045486556443745135,0.7396295647004129,0.6058714212936837,0.614829657519528,0.0038384087766734935,0.013667796024449392,0.6970987991413469,5.70067,71.79841111111111,28.1252,,18.0385,62.3157,33.4562,-148.08333333333331,0.5739584042201067,0.47264256489591666,0.007676817553346987,18.0385,11.745000000000005,0.0,28.1252,72.5112,5.70067,62.3157,189.077,65.6547,33.524403371014344,-107.31043414135428,62.380517991743275,65.11891753904811,50.24101027966973,42.86156937624137,61.916872305301155,289.4337091122885,2.039443918952097,33.36606191429673,0.7560269241443095,0.0038384087766734935,0.5730287257100567,0.7654490295313098,0.9801319495324499,0.7730335854457923,0.7396295647004129,0.5304234721172246,0.23632128244795833,0.5795269496864739,,,,,0.6354443039880553,0.6735609511836385,0.7955875640639359,1.0160090033296567,0.8020319779960697,0.4881145088334619,0.9301640659680658,0.47353814692686,0.4066398962651435,0.456822264927165
