DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND36351,IND36356,IND36361,IND36364,IND36369,IND36372,IND36377,IND36380,IND4,IND447,IND448,IND45384,IND45385,IND45386,IND45387,IND45388,IND45389,IND45390,IND45392,IND45393,IND45394,IND45397,IND45398,IND45399,IND45400,IND45401,IND45402,IND45403,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5213,IND5214,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD55,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES55,RES6,RES7,RES8,SYM112,SYM157,SYM1994,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC55,UNC6,UNC7,UNC8
1492992000,1.0,61.1157,35.3802,60.8485,75.4183,,,3.47133,0.4049787107352692,2.52683,,,,,,,,,,,,,,,,,,,,,,44.9735,74.5627,,0.1826646595469057,,,,0.26104288826977295,0.0865800678262234,0.3765214157348066,54.0,,,,,,,,,,,,,,,,,,,,,,13.6116,107.47544990439128,0.03677777777777778,0.006227250021847283,0.040213989599203845,1.0,1.0,2.0,3.9,3.9,-85.8,1050.01,,,189.972,32.912499999999994,32.64789999999999,72.846,80.62104000000001,33.0215,1051.1950000000002,1196.806,19.81095,20.288790000000002,-102.94999999999999,-85.8,33.05155,0.9115939460528214,0.5226518410421699,0.6234785842651934,0.5537229245430477,0.9134199321737766,0.8173353404530943,0.044466764597870745,0.738957111730227,0.44957848886601126,,,,,,0.08392428486357079,0.06439391090111954,,3.924,74.67292857142859,,,19.6097,,,-102.80000000000001,0.801789318151966,0.1768121078943572,0.16784856972714157,19.6097,,,33.2213,75.4183,3.924,,189.168,63.7272,,-76.59375342634786,,,52.902740559350676,44.520992961928755,,56.61618542107058,3.2817305346509253,33.638386255568506,,0.08392428486357079,,,0.9134199321737766,0.738957111730227,,0.6234785842651934,0.9115939460528214,0.8173353404530943,,,,,0.4400189609675771,,,0.22783331931822276,0.22645755693154027,,0.7804067586810054,0.2841975770838095,0.5619088020591194
1492992600,1.0,60.9622,35.2073,53.5297,75.7853,35.618985508921,,3.38367,0.3907206875927809,-2.94933,-5.47616,0.0,0.07869999999999777,0.0,0.08950000000000102,0.0,-0.15349999999999397,0.0,-0.10350000000000392,0.0,-0.12389999999999901,0.0,0.09999999999990905,0.0,0.015900000000002024,0.12033000000000049,0.0,0.0,35.3802,-0.1729000000000056,0.0,45.0522,74.8627,,0.15358228757202053,,,0.9057634684476726,0.2923881050242524,0.107542282627063,0.7971964496820759,54.0895,-0.08766000000000007,0.0,,,,,,,,,,,,,,,,,,0.36700000000000443,0.0,13.7514,76.18218796065634,0.05039326662265443,0.0058528563774230226,0.006227250021847283,1.0,1.0,3.0,5.7,5.7,-85.5,1050.11,0.29999999999999716,0.0,189.168,32.98235,32.9373,66.711,67.84078,33.2213,1050.285,1162.568,19.731,20.10154,-97.85,-85.5,33.22925,0.9149577032346385,0.46022259997509923,0.20280355031792405,0.5537229245430477,0.892457717372937,0.8464177124279795,0.06548561946837614,0.7076118949757476,0.44425963634969107,,,,,,0.20039503971681522,0.10139236357308558,0.9204098859228994,4.04433,74.89654285714288,,,19.4858,,35.3802,-94.32,0.8090670778373695,0.17008459353072292,0.40079007943363043,19.4858,-7.318800000000003,0.0,33.2372,75.7853,4.04433,61.1157,188.922,63.6237,35.618985508921,-79.9466575260812,,,53.1354223184782,44.75308573607638,,70.26537492943228,3.189962445917362,33.10341409035546,0.09423653155232736,0.20039503971681522,,,0.892457717372937,0.7076118949757476,,0.20280355031792405,0.9149577032346385,0.8464177124279795,,,,0.4005382676841969,0.557684053110347,,,0.3047878220513963,0.29933487958716676,,0.3299347410281588,0.43834660684506926,0.39063846849786465
1492993200,1.0,60.8113,35.0565,58.2808,76.0923,35.42415417207688,,3.35767,0.3652140261104968,-1.35517,1.5941599999999998,0.0,0.06580000000000297,0.0,0.05729999999999791,0.0,-0.15090000000000003,0.0,-0.11119999999999663,0.0,-0.14480000000000004,0.0,-0.05999999999994543,0.0,0.11959999999999837,0.003669999999999618,0.0,0.0,35.2073,-0.15079999999999671,0.0,45.118,75.2553,,0.1550966259059181,,,0.8770907653376196,0.31282796389134715,0.128022560335743,0.803996327154185,54.1468,-0.0259999999999998,0.0,,,,,,,,,,,,,,,,,,0.30699999999998795,0.0,14.015799999999999,75.91044806929126,0.0786119071146245,0.005003867367756927,0.0058528563774230226,1.0,1.0,4.5,9.1,9.1,-103.4,1050.05,-17.900000000000006,0.0,188.922,33.1214,33.12806,61.477900000000005,63.6702,33.2372,1050.13,1128.811,19.71905,19.917370000000005,-98.9,-103.4,33.271766666666664,0.892456645498836,0.46022259997509923,0.19600367284581502,0.5537229245430477,0.871977439664257,0.8449033740940819,0.0918206215264333,0.6871720361086529,0.44425963634969107,,,,,,0.017007708038478755,0.10139236357308558,0.9204098859228994,4.048,75.04601250000002,,,19.341,,35.2073,-94.74000000000001,0.8141669859414513,0.21508670900232807,0.03401541607695751,19.341,4.751100000000001,0.0,33.3568,76.0923,4.048,60.9622,189.621,63.5125,35.42415417207688,-86.60795219017473,,,53.29209108131036,44.91512957141124,,76.77572914179234,3.1890762622497233,32.95475263936082,0.1229092346623804,0.017007708038478755,,,0.871977439664257,0.6871720361086529,,0.19600367284581502,0.892456645498836,0.8449033740940819,,,,0.5376515982756185,0.8346433638737464,,,0.41625264451963245,0.4132677636996798,,0.37424567905543776,0.5679895796410809,0.45663637438351984
1492993800,1.0,60.8568,34.9343,104.282,76.371,35.236001203044296,,3.02517,0.3265675217836988,3.73817,5.09334,0.0,0.08200000000000074,0.0,0.07849999999999824,0.0,0.04549999999999699,0.0,0.1576999999999984,0.0,-0.15000000000000213,0.0,-0.2300000000000182,0.0,-0.23980000000000246,0.3806700000000003,0.0,0.0,35.0565,-0.12219999999999942,0.0,45.2,75.4183,,0.16510968746704557,,,0.8173304225514462,0.31253347327779635,0.13722097216821616,0.616771764776088,54.2253,-0.3325,0.0,,,,,,,,,,,,,,,,,,0.2787000000000006,0.0,13.925999999999998,93.40717226036863,0.06664912942260318,0.004158712388331715,0.005003867367756927,1.0,1.0,5.5,10.5,10.5,-114.5,1049.82,-11.099999999999994,0.0,189.621,33.16915,33.162819999999996,61.477900000000005,70.26366,33.2372,1050.0949999999998,1089.338,19.703,19.725400000000004,-104.0,-114.5,33.236999999999995,0.8714964237336529,0.3065271508236784,0.38322823522391203,0.5537229245430477,0.8627790278317838,0.8348903125329544,0.112662352054233,0.6874665267222037,0.3572499020551242,,,,,,0.010936389212732794,0.10139236357308558,0.9204098859228994,4.42867,75.33082499999999,,,19.191,,35.0565,-98.76,0.8141669859414513,0.25700715253269424,0.02187277842546559,19.191,46.0012,0.0,33.117,76.371,4.42867,60.8113,189.051,63.6702,35.236001203044296,-89.22451126112844,,,53.43684191690272,45.03208750604759,,111.64239048937083,2.8801324523500096,32.96016899191403,0.1826695774485538,0.010936389212732794,,,0.8627790278317838,0.6874665267222037,,0.38322823522391203,0.8714964237336529,0.8348903125329544,,,,0.44205452478441054,0.7207737430596505,,,0.46991484451247323,0.46150270530713217,,0.6512430023138547,0.4733364932742275,0.5674304676844261
1492994400,1.0,61.0087,34.9,171.294,76.7513,35.06979355565314,,2.36917,0.28615867376020865,2.49433,-1.24384,0.0,-0.021500000000003183,0.0,0.10990000000000322,0.0,0.1518999999999977,0.0,0.30279999999999774,0.0,-0.13049999999999784,0.0,0.5499999999999545,0.0,-0.9544999999999959,0.5893299999999995,0.0,0.0,34.9343,-0.034300000000001774,0.0,45.1785,75.4512,,0.18068519316535192,,,0.6194013389098567,0.3254079656357546,0.13271355466970525,0.6453577055440207,54.3352,-0.6560000000000001,0.0,,,,,,,,,,,,,,,,,,0.3803000000000054,0.0,13.102,94.51141560313071,0.04528098844161021,0.014044973701646438,0.004158712388331715,1.0,1.0,7.0,13.9,13.9,-141.6,1050.37,-27.099999999999994,0.0,189.051,33.16915,33.01896,61.477900000000005,89.647,33.117,1050.0949999999998,1050.2389999999998,19.6542,19.577970000000004,-108.25,-141.6,32.878766666666664,0.4492807377319067,0.5653470464739537,0.3546422944559793,0.5537229245430477,0.8672864453302948,0.8193148068346481,0.12919530891923356,0.6745920343642454,0.32707002542947244,,,,,,0.0034753088088871325,0.10139236357308558,0.9204098859228994,5.018,75.63736250000001,,,19.0605,,34.9343,-106.16,0.7988964190501032,0.8985614754638134,0.006950617617774265,19.0605,67.01200000000001,0.0,32.1625,76.7513,5.018,60.8568,189.855,63.973,35.06979355565314,-96.05164405132797,,,53.510288041083925,45.05511462860068,,181.24159807244052,2.373158943772458,33.11976649426332,0.38059866109014323,0.0034753088088871325,,,0.8672864453302948,0.6745920343642454,,0.3546422944559793,0.4492807377319067,0.8193148068346481,,,,0.7472817216737162,0.4223804386749109,,,0.5061621268832506,0.4881619234006199,,0.5996231659477169,0.4692308130835283,0.45455795998188453
1492995000,1.0,61.0322,34.8397,132.971,76.9193,35.06211247992759,,2.6725,0.27618138540099113,0.735167,-1.759163,0.0,-0.07849999999999824,0.0,0.11280000000000001,0.0,0.023500000000005627,0.0,0.01729999999999876,0.0,-0.2038000000000011,0.0,-0.6799999999998363,0.0,0.07219999999999516,-0.27449999999999974,0.0,0.0,34.9,-0.06029999999999802,0.0,45.1,75.7853,,0.19707301677295241,,,0.7180613698661615,0.3382512222719374,0.12659843423174844,0.7344950655061413,54.448,0.3033299999999999,0.0,,,,,,,,,,,,,,,,,,0.16800000000000637,0.0,13.377999999999997,90.44723188788467,0.05504311162643618,0.0051509334882786926,0.014044973701646438,1.0,1.0,4.3,9.0,9.0,-125.2,1049.69,16.39999999999999,0.0,189.855,33.16915,32.88825,82.56524999999999,96.86766666666666,32.2347,1050.065,1050.189090909091,19.6542,19.5124,-108.95,-125.2,32.50473333333333,0.6780422886003756,0.6439154227992487,0.2655049344938587,0.5369663341851557,0.8734015657682516,0.8029269832270476,0.128022560335743,0.6617487777280626,0.33205620481062603,,,,,,0.005761293398528175,0.07924029485506691,0.9155277467644904,4.7435,75.9319375,,,18.8567,,34.9,-109.33333333333333,0.7971964496820759,0.6439154227992487,0.01152258679705635,18.8567,-38.32300000000001,0.0,32.2347,76.9193,4.7435,61.0087,189.332,63.9903,35.06211247992759,-85.50980192156322,,,53.5775885595326,45.075789459915306,,147.01500225548787,2.6117471949150293,33.17119827801724,0.28193863013383846,0.005761293398528175,,,0.8734015657682516,0.6617487777280626,,0.2655049344938587,0.6780422886003756,0.8029269832270476,,,,0.600752338748272,0.7655972970272554,,,0.6045304219370721,0.5821036003708474,,0.4879390273682831,0.6349801879199428,0.6785565626516107
1492995600,1.0,60.9062,34.7433,89.6078,76.8835,35.02182407562427,,3.18133,0.23082220075060011,1.706,0.970833,0.0,0.0,1.0,0.06799999999999784,0.0,-0.12600000000000477,0.0,-0.2225999999999999,0.0,-0.1554000000000002,0.0,0.4700000000000273,0.0,0.7223000000000042,-0.44833000000000034,0.0,0.0,34.8397,-0.0964000000000027,0.0,45.1,76.0923,,0.21163558339307442,,,0.8041328925090426,0.3452393408881801,0.13001064775126325,0.5052391559200329,54.516,0.5088300000000001,0.0,,,,,,,,,,,,,,,,,,-0.035800000000008936,0.0,14.255700000000001,96.57496601315194,0.04352633306714286,0.007680952936358062,0.0051509334882786926,1.0,1.0,3.2,6.6,6.6,-101.8,1050.16,23.400000000000006,0.0,189.332,33.037,32.844199999999994,96.94489999999999,101.66088333333332,32.2347,1050.065,1050.0245454545454,19.54775,19.390672727272726,-108.95,-101.8,32.45139999999999,0.9099419183813987,0.4550871456966308,0.4947608440799672,0.5369663341851557,0.8699893522487367,0.7883644166069256,0.13001064775126325,0.6547606591118199,0.33205620481062603,,,,,,0.014833960583394501,0.07924029485506691,0.9106456076060816,4.29517,76.1845375,,,18.7013,,34.8397,-112.0,0.7971964496820759,0.1801161632372026,0.029667921166789003,18.7013,-43.363200000000006,0.0,32.957,76.8835,4.29517,61.0322,188.707,63.7677,35.02182407562427,-80.34975848197047,,,53.667428951433735,45.13536292087775,,92.7857432409522,2.996056370397496,33.147505641883555,0.19586710749095737,0.014833960583394501,,,0.8699893522487367,0.6547606591118199,,0.4947608440799672,0.9099419183813987,0.7883644166069256,,,,0.704861911524792,0.6633333413540085,,,0.6995930324206541,0.6745083119576781,,0.8666569432952537,0.5727042028677028,0.2802175571793611
1492996200,1.0,60.8347,34.6307,61.6112,76.8393,34.944481232836274,,3.48783,0.22551821193235733,5.53233,3.82633,0.0,0.04999999999999716,1.0,0.08330000000000126,0.0,-0.07150000000000034,0.0,-0.17089999999999606,0.0,-0.10709999999999908,0.0,-0.18000000000006366,0.0,0.04169999999999874,-0.4219999999999997,0.0,0.0,34.7433,-0.11260000000000048,0.0,45.15,76.371,,0.21328979732378062,,,0.8377285164780046,0.3433186285197427,0.12686273893114508,0.33560131889249933,54.5993,0.3065000000000002,0.0,,,,,,,,,,,,,,,,,,-0.04420000000000357,0.0,14.404499999999999,110.01312199890498,0.04467942279837963,0.006367683932416479,0.007680952936358062,1.0,1.0,1.6,3.4000000000000004,3.4000000000000004,-86.3,1049.98,15.5,0.0,188.707,32.977850000000004,32.80444999999999,96.94489999999999,103.00779999999999,32.957,1050.065,1050.0336363636363,19.413400000000003,19.272809090909096,-108.95,-86.3,32.73013333333333,0.8721774495242369,0.25700715253269424,0.6643986811075007,0.6039926956167239,0.8731372610688549,0.7867102026762194,0.13001064775126325,0.6566813714802573,0.3382512222719374,,,,,,0.03888793921963147,0.07924029485506691,0.9106456076060816,3.87317,76.3825375,,,18.5942,,34.7433,-112.13333333333333,0.7344950655061413,0.25564510095152615,0.07777587843926294,18.5942,-27.9966,0.0,32.9987,76.8393,3.87317,60.9062,189.482,63.5968,34.944481232836274,-73.86577870268508,,,53.73356546882067,45.177549758989024,,56.0035011101796,3.339513692682816,33.04474675148028,0.16227148352199544,0.03888793921963147,,,0.8731372610688549,0.6566813714802573,,0.6643986811075007,0.8721774495242369,0.7867102026762194,,,,0.36878201640636527,0.4332246953627972,,,0.7682715763463573,0.7407150200394166,,0.7803763061094376,0.3968810677181355,0.2192793250304769
1492996800,1.0,60.7807,34.4557,52.9233,76.8003,34.82117720495047,,3.4725,0.21489739858194823,6.50083,0.9684999999999997,0.0,0.1097999999999999,1.0,-0.06280000000000285,0.0,-0.05399999999999494,0.0,-0.15230000000000388,0.0,-0.03140000000000143,0.0,0.08999999999991815,0.0,-0.021999999999998465,0.024659999999999904,0.0,0.0,34.6307,-0.17499999999999716,0.0,45.2598,76.7513,,0.21489739858194823,,,0.8919610934354729,0.33166112159870653,0.1327317067378907,0.5809321405417938,54.5365,-0.015330000000000066,0.0,,,,,,,,,,,,,,,,,,-0.03900000000000148,0.0,14.413900000000002,89.97284722798851,0.04815910391166366,0.00639569702771278,0.006367683932416479,1.0,1.0,2.5,5.0,5.0,-86.6,1050.07,-0.29999999999999716,0.0,189.482,32.96685,32.74109999999999,96.94489999999999,102.11488333333332,32.9767,1050.06,1050.0327272727272,19.266,19.169545454545457,-108.15,-86.6,32.977466666666665,0.8790899369856096,0.25700715253269424,0.4190678594582063,0.6039926956167239,0.8672682932621093,0.7851026014180518,0.13271355466970525,0.6683388784012935,0.3382512222719374,,,,,,0.0787695226239977,0.1575390452479954,0.9106456076060816,3.89783,76.42895555555556,,,18.5628,,34.6307,-109.33333333333333,0.7344950655061413,0.2418201260287809,0.1575390452479954,18.5628,-8.687899999999999,0.0,32.9767,76.8003,3.89783,60.8347,188.646,63.4445,34.82117720495047,-76.92362760496638,,,53.72177707123216,45.153659362857894,,58.8214129379433,3.3207870911614537,32.85928491903521,0.10803890656452704,0.0787695226239977,,,0.8672682932621093,0.6683388784012935,,0.4190678594582063,0.8790899369856096,0.7851026014180518,,,,0.26440964780867693,0.44935061018819683,,,0.7841953494707307,0.7561557274863525,,0.7424776832936834,0.33853626112259916,0.5703881758296193
1492997400,1.0,60.7015,34.304,53.6038,76.7988,34.631569270038085,,3.46167,0.21328979732378062,4.72967,-1.77116,0.0,0.07740000000000435,1.0,-0.036499999999996646,0.0,-0.07920000000000016,0.0,-0.04629999999999512,0.0,-0.03780000000000072,0.0,-0.06999999999993634,0.0,-0.05920000000000414,0.02499999999999991,0.0,0.0,34.4557,-0.15169999999999817,0.0,45.3372,76.7988,,0.1999492931068333,,,0.8616051709459591,0.32524471099009034,0.14726000974285847,0.5956670436023528,54.5,-0.01083000000000034,0.0,,,,,,,,,,,,,,,,,,-0.0014999999999929514,0.0,14.392499999999998,89.75552983824059,0.04422113627151826,0.006345781763978093,0.00639569702771278,1.0,1.0,1.9,3.5999999999999996,3.5999999999999996,-88.7,1050.0,-2.1000000000000085,0.0,188.646,32.93725,32.70784999999999,75.6095,93.66851666666665,32.9767,1050.03,1050.0190909090911,19.12575,19.05989090909091,-95.25,-88.7,32.964299999999994,0.8831467657485744,0.25700715253269424,0.40433295639764716,0.5369663341851557,0.8527399902571415,0.8000507068931667,0.1327317067378907,0.6747552890099097,0.3382512222719374,,,,,,0.027632755954661258,0.1575390452479954,0.8954116871885228,3.92283,76.58234444444444,,,18.525,,34.4557,-105.03333333333332,0.7344950655061413,0.23370646850285115,0.055265511909322516,18.525,0.6805000000000021,0.0,32.9175,76.7988,3.92283,60.7807,189.537,63.3982,34.631569270038085,-74.13283352835975,,,53.76650355909743,45.17933602901728,,59.72200275192621,3.301430222369515,32.60508319641474,0.13839482905404088,0.027632755954661258,,,0.8527399902571415,0.6747552890099097,,0.40433295639764716,0.8831467657485744,0.8000507068931667,,,,0.1309600714720443,0.3257286974801638,,,0.8164323867745888,0.7876460540021503,,0.8317837340927707,0.27733570374463234,0.5497404864279987
