DATETIME,IND1679,IND1680,IND1681,IND1682,IND1683,IND323,IND5088,IND5105,IND5113,IND5115,IND5117,IND5125,SYM157
1489107900,3.812,30.243160000000007,34.8,34.800000000000004,34.83383,,,,,,,,
1489107960,3.7983329999999995,30.34232,34.8,34.800000000000004,34.82383,,,,,,,,
1489108020,3.7669999999999995,30.44366000000001,34.8,34.800000000000004,34.813829999999996,,,,,,,,
1489108080,3.7405000000000004,30.545330000000003,34.8,34.800000000000004,34.807,,,,,,,,
1489108140,3.7235,30.650330000000004,34.8,34.800000000000004,34.80033,,,,,,,,
1489108200,3.7233330000000002,30.73517,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108260,3.7103330000000003,30.79484,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108320,3.694167,30.825510000000005,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108380,3.700501,30.84584,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108440,3.695001,30.868510000000004,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108500,3.7265010000000007,30.87018,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108560,3.724668,30.85235,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108620,3.755001,30.82501,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108680,3.803668,30.77317,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108740,3.8220009999999998,30.693670000000004,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108800,3.7980009999999993,30.6385,34.8,34.800000000000004,34.800000000000004,,,,,,,,
1489108860,3.8028339999999994,30.60866,34.79,34.79900000000001,34.800000000000004,,,,,,,,
1489108920,3.8143339999999997,30.590490000000003,34.7933,34.79833000000001,34.800000000000004,,,,,,,,
1489108980,3.8103339999999997,30.575490000000002,34.7783,34.79616000000001,34.800000000000004,,,,,,,,
1489109040,3.8121679999999993,30.55215,34.8,34.79616000000001,34.800000000000004,,,,,,,,
1489109100,3.8071679999999994,30.51848,34.8,34.79616000000001,34.800000000000004,,,,,,,,
1489109160,3.821667999999999,30.508149999999997,34.8,34.79616000000001,34.800000000000004,,,,,,,,
1489109220,3.8105009999999995,30.55615,34.74,34.79016000000001,34.800000000000004,,,,,,,,
1489109280,3.759501,30.67315,34.7917,34.78933000000001,34.800000000000004,,,,,,,,
1489109340,3.763001,30.79982,34.7317,34.782500000000006,34.800000000000004,,,,,,,,
1489109400,3.8038340000000006,30.868990000000004,34.7767,34.780170000000005,34.800000000000004,,,,,,,,
1489109460,3.818834,30.896330000000003,34.7,34.771170000000005,34.79900000000001,,,,,,,,
1489109520,3.845334,30.89967,34.7,34.76184,34.79833000000001,,,,,,,,
1489109580,3.8666669999999996,30.8845,34.7,34.75401000000001,34.79616000000001,,,,,,,,
1489109640,3.9028329999999998,30.8645,34.7,34.74401,34.79616000000001,,,,,,,,
1489109700,3.9236670000000005,30.849499999999995,34.7,34.734010000000005,34.79616000000001,,,,,,,,
1489109760,3.9455,30.814500000000006,34.7,34.72401,34.79616000000001,,,,,,,,
1489109820,3.9683340000000005,30.709,34.7,34.720009999999995,34.79016000000001,,,,,,,,
1489109880,3.9921670000000002,30.563999999999993,34.7,34.71084,34.78933000000001,,,,,,,,
1489109940,3.9688339999999998,30.476829999999996,34.7,34.70767,34.782500000000006,,,,,,,,
1489110000,3.9351680000000004,30.473159999999996,34.7,34.699999999999996,34.780170000000005,,,,,,,,
1489110060,3.914168,30.50399,34.7,34.699999999999996,34.771170000000005,,,,,,,,
1489110120,3.883001,30.555650000000004,34.7,34.699999999999996,34.76184,,,,,,,,
1489110180,3.855001,30.61215,34.7,34.699999999999996,34.75401000000001,,,,,,,,
1489110240,3.8448350000000007,30.664149999999996,34.7,34.699999999999996,34.74401,,,,,,,,
1489110300,3.8165010000000006,30.718319999999995,34.7,34.699999999999996,34.734010000000005,,,,,,,,
1489110360,3.7805010000000006,30.775149999999996,34.69,34.699,34.72401,,,,,,,,
1489110420,3.7763340000000003,30.844989999999996,34.665,34.695499999999996,34.720009999999995,,,,,,,,
1489110480,3.8001670000000005,30.88366,34.7,34.695499999999996,34.71084,,,,,,,,
1489110540,3.8420000000000005,30.895830000000004,34.7,34.695499999999996,34.70767,,,,,,,,
1489110600,3.882833,30.88116,34.665,34.692,34.699999999999996,,,,,,,,
1489110660,3.912666,30.872160000000004,34.6,34.681999999999995,34.699999999999996,,,,,,,,
1489110720,3.933833,30.869500000000002,34.6067,34.67267,34.699999999999996,,,,,,,,
1489110780,3.9595000000000007,30.88467,34.6,34.66267,34.699999999999996,,,,,,,,
1489110840,3.973833,30.905839999999998,34.6,34.65266999999999,34.699999999999996,,,,,,,,
1489110900,3.990667,30.94801,34.6,34.64267,34.699999999999996,,,,,,,,
1489110960,4.0215000000000005,30.993009999999998,34.6,34.633669999999995,34.699,,,,,,,,
1489111020,4.018,31.029340000000005,34.6,34.62717,34.695499999999996,,,,,,,,
1489111080,4.005167,31.076510000000003,34.6,34.61717,34.695499999999996,,,,,,,,
1489111140,4.0015,31.09934,34.6,34.60717,34.695499999999996,,,,,,,,
1489111200,3.9886670000000004,31.116340000000005,34.6,34.60067,34.692,,,,,,,,
1489111260,3.978834,31.11117,34.6,34.60067,34.681999999999995,,,,,,,,
1489111320,3.965667,31.097000000000005,34.6,34.60000000000001,34.67267,,,,,,,,
1489111380,3.9498330000000004,31.072500000000005,34.6,34.60000000000001,34.66267,,,,,,,,
1489111440,3.9261660000000003,31.04367,34.6,34.60000000000001,34.65266999999999,,,,,,,,
1489111500,3.9219990000000005,31.002170000000003,34.6,34.60000000000001,34.64267,,,,,,,,
1489111560,3.919499,30.956000000000003,34.6,34.60000000000001,34.633669999999995,,,,,,,,
1489111620,3.9258319999999998,30.92183,34.6,34.60000000000001,34.62717,,,,,,,,
1489111680,3.9238320000000004,30.893829999999998,34.6,34.60000000000001,34.61717,,,,,,,,
1489111740,3.9241660000000005,30.866660000000003,34.6,34.60000000000001,34.60717,,,,,,,,
1489111800,3.9141660000000003,30.841660000000005,34.6,34.60000000000001,34.60067,,,,,,,,
1489111860,3.909666,30.81716,34.6,34.60000000000001,34.60067,,,,,,,,
1489111920,3.9163330000000003,30.79183,34.6,34.60000000000001,34.60000000000001,,,,,,,,
1489111980,3.913500000000001,30.75666,34.6,34.60000000000001,34.60000000000001,,,,,,,,
1489112040,3.915334,30.72332,34.6,34.60000000000001,34.60000000000001,,,,,,,,
1489112100,3.9236670000000005,30.675320000000006,34.595,34.5995,34.60000000000001,,,,,,,,
1489112160,3.916834,30.615320000000004,34.6,34.5995,34.60000000000001,,,,,,,,
1489112220,3.9106680000000007,30.54782,34.5983,34.59933,34.60000000000001,,,,,,,,
1489112280,3.9070010000000006,30.494320000000002,34.5967,34.599000000000004,34.60000000000001,,,,,,,,
1489112340,3.9023340000000006,30.440660000000005,34.6,34.599000000000004,34.60000000000001,,,,,,,,
1489112400,3.907834,30.386000000000003,34.6,34.599000000000004,34.60000000000001,,,,,,,,
1489112460,3.9236670000000005,30.33967,34.6,34.599000000000004,34.60000000000001,,,,,,,,
1489112520,3.946,30.28183,34.6,34.599000000000004,34.60000000000001,,,,,,,,
1489112580,3.970167,30.21617,34.6,34.599000000000004,34.60000000000001,,,,,,,,
1489112640,3.9825,30.15634,34.6,34.599000000000004,34.60000000000001,,,,,,,,
1489112700,3.978,30.113170000000004,34.6,34.5995,34.5995,,,,,,,,
1489112760,3.9893330000000002,30.089170000000003,34.6,34.5995,34.5995,,,,,,,,
1489112820,3.9919990000000007,30.073840000000004,34.6,34.59967,34.59933,,,,,,,,
1489112880,4.0019990000000005,30.04867,34.6,34.60000000000001,34.599000000000004,,,,,,,,
1489112940,4.007166000000001,30.025669999999998,34.6,34.60000000000001,34.599000000000004,,,,,,,,
1489113000,4.012166000000001,29.996830000000003,34.6,34.60000000000001,34.599000000000004,,,,,,,,
1489113060,3.9951660000000007,29.967830000000006,34.6,34.60000000000001,34.599000000000004,,,,,,,,
1489113120,3.9218329999999995,29.976170000000003,34.6,34.60000000000001,34.599000000000004,,,,,,,,
1489113180,3.845333,30.079000000000004,34.6,34.60000000000001,34.599000000000004,,,,,,,,
1489113240,3.8034999999999997,30.24067,34.6,34.60000000000001,34.599000000000004,,,,,,,,
1489113300,3.818667,30.417999999999996,34.6,34.60000000000001,34.5995,,,,,,,,
1489113360,3.821667,30.57884,34.6,34.60000000000001,34.5995,,,,,,,,
1489113420,3.828834,30.733669999999996,34.6,34.60000000000001,34.59967,,,,,,,,
1489113480,3.824501,30.888170000000002,34.6067,34.60067,34.60000000000001,,,,,,,,
1489113540,3.819334,31.040999999999997,34.6,34.60067,34.60000000000001,,,,,,,,
1489113600,3.831167,31.185500000000005,34.6633,34.607,34.60000000000001,,,,,,,,
1489113660,3.857334,31.316,34.6583,34.612829999999995,34.60000000000001,,,,,,,,
1489113720,3.9306669999999997,31.422330000000002,34.6317,34.616,34.60000000000001,,,,,,,,
1489113780,4.013000000000001,31.449,34.6367,34.61967,34.60000000000001,,,,,,,,
1489113840,4.066833000000001,31.401660000000007,34.6,34.61967,34.60000000000001,,,,,,,,
1489113900,4.066833000000001,31.311000000000003,34.6267,34.62234,34.60000000000001,,,,,,,,
1489113960,4.07,31.227159999999998,34.7,34.63234,34.60000000000001,,,,,,,,
1489114020,4.074000000000001,31.140330000000002,34.7,34.64234,34.60000000000001,,,,,,,,
1489114080,4.091500000000001,31.029999999999998,34.7,34.651669999999996,34.60067,,,,,,,,
1489114140,4.099500000000001,30.89733,34.7,34.661669999999994,34.60067,,,,,,,,
1489114200,4.1000000000000005,30.784,35.1017,34.70551,34.607,,,,,,,,
1489114260,4.1000000000000005,30.65567,34.7,34.70967999999999,34.612829999999995,,,,,,,,
1489114320,4.1000000000000005,30.503839999999997,34.7,34.71650999999999,34.616,,,,,,,,
1489114380,4.1000000000000005,30.32967,34.7,34.72284,34.61967,,,,,,,,
1489114440,4.1000000000000005,30.165340000000004,34.7,34.732839999999996,34.61967,,,,,,,,
1489114500,4.1000000000000005,30.02317,34.7,34.74017,34.62234,,,,,,,,
1489114560,4.1000000000000005,29.896670000000007,34.7,34.74017,34.63234,,,,,,,,
1489114620,4.1000000000000005,29.767340000000004,34.7,34.74017,34.64234,,,,,,,,
1489114680,4.1000000000000005,29.645169999999997,34.7,34.74017,34.651669999999996,,,,,,,,
1489114740,4.1000000000000005,29.54901,34.64,34.73417,34.661669999999994,,,,,,,,
1489114800,4.1000000000000005,29.444180000000003,34.695,34.69349999999999,34.70551,,,,,,,,
1489114860,4.1000000000000005,29.36784,34.7,34.69349999999999,34.70967999999999,,,,,,,,
1489114920,4.1000000000000005,29.32584,34.7,34.69349999999999,34.71650999999999,,,,,,,,
1489114980,4.095167000000001,29.320169999999997,34.7,34.69349999999999,34.72284,,,,,,,,
1489115040,4.091334000000001,29.310999999999996,34.7,34.69349999999999,34.732839999999996,,,,,,,,
1489115100,4.083001000000001,29.306169999999998,34.7,34.69349999999999,34.74017,,,,,,,,
1489115160,4.0816680000000005,29.295010000000005,34.7,34.69349999999999,34.74017,,,,,,,,
1489115220,4.062168000000001,29.29701,34.7,34.69349999999999,34.74017,,,,,,,,
1489115280,4.052168000000001,29.32734,34.7,34.69349999999999,34.74017,,,,,,,,
1489115340,4.052168000000001,29.367500000000003,34.7,34.69949999999999,34.73417,,,,,,,,
1489115400,4.052168000000001,29.39416,34.7983,34.70983,34.69349999999999,,,,,,,,
1489115460,4.052168000000001,29.417159999999996,34.8,34.719829999999995,34.69349999999999,,,,,,,,
1489115520,4.052168000000001,29.451319999999996,34.8,34.72983,34.69349999999999,,,,,,,,
1489115580,4.0570010000000005,29.475490000000004,34.8,34.739830000000005,34.69349999999999,,,,,,,,
1489115640,4.060834000000001,29.502830000000007,34.8,34.74983,34.69349999999999,,,,,,,,
1489115700,4.059,29.532490000000003,34.8,34.75983000000001,34.69349999999999,,,,,,,,
1489115760,4.058666000000001,29.559490000000007,34.8,34.769830000000006,34.69349999999999,,,,,,,,
1489115820,4.075166000000001,29.587650000000004,34.8,34.779830000000004,34.69349999999999,,,,,,,,
1489115880,4.085166000000001,29.602990000000005,34.8,34.78983000000001,34.69349999999999,,,,,,,,
1489115940,4.084666000000001,29.602160000000005,34.8,34.79983000000001,34.69949999999999,,,,,,,,
1489116000,4.080666000000001,29.610830000000007,34.9133,34.811330000000005,34.70983,,,,,,,,
1489116060,4.080333,29.614670000000004,34.9,34.82133,34.719829999999995,,,,,,,,
1489116120,4.080333,29.596340000000005,34.9,34.83133,34.72983,,,,,,,,
1489116180,4.069666000000001,29.577840000000005,34.9,34.84133,34.739830000000005,,,,,,,,
1489116240,4.069666000000001,29.556340000000002,34.9,34.85133,34.74983,,,,,,,,
1489116300,4.062,29.52351,34.9,34.86133,34.75983000000001,,,,,,,,
1489116360,4.048834,29.492340000000002,34.9,34.87132999999999,34.769830000000006,,,,,,,,
1489116420,4.051834,29.44951,34.9,34.88133,34.779830000000004,,,,,,,,
1489116480,4.051834,29.404170000000008,34.915,34.892830000000004,34.78983000000001,,,,,,,,
1489116540,4.052334000000001,29.38234,35.0,34.91283000000001,34.79983000000001,,,,,,,,
1489116600,4.0563340000000006,29.384010000000004,35.0,34.9215,34.811330000000005,,,,,,,,
1489116660,4.056667000000001,29.43034,35.0,34.9315,34.82133,,,,,,,,
1489116720,4.056667000000001,29.48017,35.0,34.9415,34.83133,,,,,,,,
1489116780,4.067334000000002,29.535500000000003,35.0,34.9515,34.84133,,,,,,,,
1489116840,4.067334000000002,29.618660000000002,35.0,34.9615,34.85133,,,,,,,,
1489116900,4.085167000000001,29.73983,35.0,34.971500000000006,34.86133,,,,,,,,
1489116960,4.097167000000001,29.861330000000006,35.0,34.981500000000004,34.87132999999999,,,,,,,,
1489117020,4.0868340000000005,30.02883,35.0,34.991499999999995,34.88133,,,,,,,,
1489117080,4.055667000000001,30.244500000000002,35.0,35.0,34.892830000000004,,,,,,,,
1489117140,4.030334000000001,30.462160000000008,35.0,35.0,34.91283000000001,,,,,,,,
1489117200,3.998001000000001,30.644990000000007,35.0,35.0,34.9215,,,,,,,,
1489117260,3.973334000000001,30.788320000000006,35.025,35.0025,34.9315,,,,,,,,
1489117320,3.944834,30.952320000000004,35.1,35.0125,34.9415,,,,,,,,
1489117380,3.914834,31.12716,35.0883,35.02133,34.9515,,,,,,,,
1489117440,3.884834,31.26783,35.1,35.031330000000004,34.9615,,,,,,,,
1489117500,3.858667,31.39049,35.1,35.04133000000001,34.971500000000006,,,,,,,,
1489117560,3.840833,31.473660000000002,35.1,35.05133000000001,34.981500000000004,,,,,,,,
1489117620,3.844833,31.44466,35.1,35.061330000000005,34.991499999999995,,,,,,,,
1489117680,3.8745,31.31316,35.1,35.07133000000001,35.0,,,,,,,,
1489117740,3.8998330000000005,31.126,35.1,35.08133,35.0,,,,,,,,
1489117800,3.929499,30.939,35.1,35.091330000000006,35.0,,,,,,,,
1489117860,3.946666,30.751670000000004,35.1,35.09883000000001,35.0025,,,,,,,,
1489117920,3.9683330000000008,30.524340000000002,35.1,35.09883000000001,35.0125,,,,,,,,
1489117980,3.979,30.262670000000004,35.1,35.10000000000001,35.02133,,,,,,,,
1489118040,3.9956670000000005,30.001170000000002,35.1,35.10000000000001,35.031330000000004,,,,,,,,
1489118100,4.001334,29.721510000000002,35.1,35.10000000000001,35.04133000000001,,,,,,,,
1489118160,3.983334,29.473340000000004,35.1,35.10000000000001,35.05133000000001,,,,,,,,
1489118220,3.9525,29.288170000000004,35.1,35.10000000000001,35.061330000000005,,,,,,,,
1489118280,3.919333,29.143670000000004,35.1,35.10000000000001,35.07133000000001,,,,,,,,
1489118340,3.883666,29.024500000000003,35.1,35.10000000000001,35.08133,,,,,,,,
1489118400,3.855166,28.914830000000002,35.1,35.10000000000001,35.091330000000006,,,,,,,,
1489118460,3.840166,28.806830000000005,35.1,35.10000000000001,35.09883000000001,,,,,,,,
1489118520,3.808999,28.69933,35.1,35.10000000000001,35.09883000000001,,,,,,,,
1489118580,3.790999000000001,28.58916,35.0817,35.09817,35.10000000000001,,,,,,,,
1489118640,3.7599990000000005,28.50766,35.09,35.097170000000006,35.10000000000001,,,,,,,,
1489118700,3.7319990000000005,28.433819999999997,35.0,35.08717000000001,35.10000000000001,,,,,,,,
1489118760,3.720666,28.37065,35.0,35.07717,35.10000000000001,,,,,,,,
1489118820,3.718166,28.34115,35.0,35.067170000000004,35.10000000000001,,,,,,,,
1489118880,3.728166,28.36248,35.0,35.057170000000006,35.10000000000001,,,,,,,,
