DATETIME,IND1,IND10,IND12,IND13,IND17206,IND17260,IND17261,IND2,IND2006,IND228,IND230,IND263,IND265,IND266,IND268,IND269,IND270,IND271,IND273,IND274,IND276,IND277,IND279,IND280,IND282,IND2822,IND2823,IND283,IND284,IND285,IND286,IND3,IND323,IND4,IND447,IND448,IND4712,IND4713,IND4718,IND4735,IND4832,IND4833,IND4834,IND4835,IND4836,IND4850,IND4851,IND4941,IND4944,IND5,IND5023,IND5024,IND5088,IND5105,IND5106,IND5112,IND5113,IND5114,IND5115,IND5117,IND5118,IND5125,IND5126,IND5129,IND5130,IND5131,IND5165,IND5166,IND5167,IND5168,IND5169,IND5198,IND5208,IND5209,IND5210,IND5211,IND5212,IND5216,IND5217,IND5218,IND5220,IND5261,IND5265,IND5271,IND5275,IND5278,IND5310,IND5312,IND5315,IND5528,IND5532,IND5535,IND6,IND672,IND673,IND7,IND700,IND8,IND87,IND89,IND9,MOD100038,MOD100039,MOD100040,MOD3,MOD4,MOD5,MOD6,MOD7,MOD8,RES100038,RES100039,RES100040,RES3,RES4,RES5,RES6,RES7,RES8,SYM1756,SYM1994,UNC100038,UNC100039,UNC100040,UNC3,UNC4,UNC5,UNC6,UNC7,UNC8
1491468000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6806,,,,,,,,,0.1901791260156076,0.2295427686548467,1.0,1.0,14.6,,29.0,,,,,188.748,20.4857,,,1005.96,,20.5237,1584.77,,9.20267,,-146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491468600,1.0,62.7817,24.4215,847.911,,,,1.93283,0.0954180738898919,1.83483,,,,,,,,,,,,,,,,,,,,,,39.5303,76.1714,50.9497,,,,,,99.76045089529944,0.14710338641573323,0.26589499422763463,0.1901791260156076,1.0,1.0,13.2,26.5,26.5,-151.1,1519.49,,,189.762,20.5237,20.5237,76.1714,1005.96,1005.96,20.5387,1584.77,1584.77,9.40933,9.40933,-148.75,-148.75,20.5387,0.17976768240796726,0.3595353648159345,0.5072401125735946,0.5072401125735946,0.9796490727977392,0.0954180738898919,0.9796490727977392,0.44722168033564186,0.44722168033564186,0.7708287766318306,0.7708287766318306,,0.004061353937266463,0.004061353937266463,,7.92667,76.1714,20.7007,20.7007,10.995,,,-148.75,0.5072401125735946,0.3595353648159345,0.004061353937266463,10.995,,,20.7007,76.1313,7.92667,,188.796,68.1917,,-108.91593618104628,,67.73542224105768,48.1243612184584,40.24977278032281,849.9470405260089,2.0603598806278995,27.27345015431755,,0.004061353937266463,,0.7708287766318306,0.9796490727977392,0.44722168033564186,0.5072401125735946,0.17976768240796726,0.0954180738898919,33.00007418444151,,,0.22587864199008967,,0.9712637635916703,0.9551728439401804,0.6300141272746012,0.5394157393678286,0.7263911546723681,0.6827586089649976
1491469200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.39439999999999,,,,,,,,,0.21454046667871732,0.26589499422763463,1.0,1.0,15.1,,29.299999999999997,,,,,188.796,20.5387,,,1005.96,,20.7007,1601.82,,9.57267,,-146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491469800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.8185,,,,,,,,,0.15359120238720408,0.21454046667871732,1.0,1.0,19.8,,40.400000000000006,,,,,189.718,20.6197,,,1034.02,,20.8065,1629.41,,9.82,,-147.10000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491470400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.4494,,,,,,,,,0.13964197082473911,0.15359120238720408,1.0,1.0,15.2,,30.299999999999997,,,,,189.107,20.7536,,,1065.1950000000002,,21.1213,1616.45,,10.1168,,-147.10000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491471000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.06565,,,,,,,,,0.05330450697843786,0.13964197082473911,1.0,1.0,17.6,,36.6,,,,,189.969,20.963900000000002,,,1135.2,,21.1715,1616.45,,10.5622,,-149.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491471600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.212,,,,,,,,,0.05947477703518827,0.05330450697843786,1.0,1.0,21.6,,43.2,,,,,189.69,21.1464,,,1193.52,,21.1905,1629.41,,10.949,,-149.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491472200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0984,,,,,,,,,0.043947148871666154,,,,13.8,,30.400000000000002,,,,,,21.1715,,,1241.07,,21.214,1630.005,,10.972,,-147.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491473400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.9811,,,,,,,,,0.192907823966606,,,,9.7,,19.4,,,,,,21.2565,,,1385.54,,21.6116,1629.41,,11.1818,,-164.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1491474000,1.0,62.779,25.1183,942.267,83.9483,,,1.8875,0.0954180738898919,-5.67183,,,,,,,,,,,,,,,,,,,,,,42.0998,82.45325,54.6425,,,,,,98.7282177277403,0.16476910058027078,0.31066017338081575,0.192907823966606,1.0,1.0,10.8,21.200000000000003,21.200000000000003,-136.3,1560.44,,,189.268,21.2565,21.9572,,1385.54,942.267,21.96195,1616.45,1539.9650000000001,11.317,11.988499999999998,-164.9,-136.3,21.9572,0.07833763270146862,0.3595353648159345,0.3645866586080669,0.5072401125735946,0.9839349192159796,0.05156318398475669,0.9839349192159796,0.5700331708526198,0.5700331708526198,0.8352380143114999,0.8352380143114999,,0.005611161589704447,0.005611161589704447,,8.272,83.9483,21.9572,21.9572,12.982,,,-136.3,0.5072401125735946,0.15667526540293725,0.005611161589704447,12.982,,,21.9572,83.9483,8.272,,189.155,68.3267,,-100.69935480218004,,67.71371656419296,51.425183282576555,42.38126992342662,954.4049529977945,2.1306825577353763,28.3432546830064,,0.005611161589704447,,0.8352380143114999,0.9839349192159796,0.5700331708526198,0.3645866586080669,0.07833763270146862,0.05156318398475669,33.00007418444151,,,0.42576090724599347,,1.4398541983321058,0.9073955980994693,1.420208243707987,0.5699296915918717,0.9231968994978945,0.11451859778589439
