unixtime,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1.0,,0.1213668573253231,-0.2042071965633117,-0.1717471581817452,-0.17181658944545736,-0.18366181116915736,-0.20798814098004034,,-0.07592531680383129,-0.2143573021731808,0.13249800644807888,0.1682444548591101,-0.12494260777875789,-0.059457883825856137,-0.12016310947674037,-0.04324223246001267,-0.08022703871942118,0.13754659462724403,-0.15273792119753726,-0.05206264682096137,-0.08929046539164052,-0.05964650619647171,0.20491557913444514,-0.049323525556620174,0.24280198638992578,0.022360442421611604,0.019377816760470446,0.04422977203300721,-0.07108210933659671,-0.021869193720417568,-0.1593154163212194,,0.3003037731288142,0.051174381116671865,-0.08268769310763659,0.2764539205602655,0.1879781303627422,-0.06392911392762331,-0.12132685564197897,0.09775582900644737,-0.0968993954284252,-0.20764465007193303,0.04000974371289352,-0.13112403163915748,-0.12936159884146142,-0.09887818451132356,-0.1700169582935192,-0.1892614053368284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.1213668573253231,,1.0,-0.5283356210339685,-0.3041859981959592,-0.3042384725597903,-0.500808756826654,-0.5013073107786292,,-0.49609143565296177,-0.5619609753619067,-0.2779971665288289,0.5760062856872524,-0.5035036104859686,-0.49735864910358546,-0.0018404034984021698,-0.4470353450129012,-0.35372542850383953,-0.15714503367528393,-0.34014093317724686,-0.46031426332350234,-0.5013777408942988,-0.5016147530122441,-0.01844191694845824,-0.4548329483078892,0.15744526422862187,-0.2599851845425884,-0.014200738254861614,-0.22073483571929817,-0.5125697017063371,-0.47032721888611045,-0.4383844217365258,,0.1294298991754185,-0.18011678700052045,-0.29281873125881636,-0.0001814948309025925,0.5539589140959102,-0.4845658816445252,-0.9975536021574213,0.9872226254531836,-0.9794883506671415,-0.5021924986908435,-0.1219351264945512,-0.2529389328839464,-0.8181024366633817,0.09718057026775734,-0.27370700157139116,-0.4746475137746651
-0.2042071965633117,,-0.5283356210339685,1.0,0.9205952749174944,0.9209240877744814,0.9813992710606975,0.9970287844491306,,0.7475717422527357,0.9782483494777768,0.5859360705374712,-0.7478445337147391,0.26916555825204375,0.021233714121580576,0.21203324784184543,0.7622404231871728,0.614891498013956,0.44528250763824617,0.8741166300369244,0.7788986670993829,0.7488129964090988,0.02036627306533727,-0.04613988007552206,0.7775166159720533,-0.144432113043826,0.43142012962147275,0.0070106187536386685,0.3120641826928281,0.3606000666493443,0.18562753868485027,0.7925608996840681,,-0.13620989924981866,0.29014336090502707,0.28017407019671486,0.1089437521471488,-0.739736657537004,0.7310445261291272,0.5280784366580372,-0.5378215027318025,0.5332164365913717,0.9948608117890525,-0.02931465151686383,0.5369278285570068,0.44005467120734637,0.19203081197425792,0.8991933088097317,0.9518245092579635
-0.1717471581817452,,-0.3041859981959592,0.9205952749174944,1.0,0.9999984272780901,0.9490564481559737,0.9260671186119814,,0.6775576018939917,0.8464050965223212,0.5822317430829539,-0.6290821524069534,-0.00722946637265297,-0.17296606809449702,0.22400557383095038,0.6679461048194242,0.6298592248786061,0.4866864495187484,0.9316956107575145,0.6802101513084924,0.6778140873215088,-0.1745638002582192,-0.049296576621612194,0.6792960158273789,-0.11384225355939358,0.34335078846263967,0.025300627021088033,0.20236285048867206,0.31518352335858324,0.09772570085033161,0.8182534865084712,,-0.08624168177415252,0.21454726328214135,0.2166967187388472,0.1652876709140252,-0.6120616734376267,0.6640725576335704,0.303686811035844,-0.30805517673811,0.3051090310232954,0.9203230403062633,0.0983754712483874,0.5689557068671259,0.18032486341717782,0.21579817103293045,0.9005616974965156,0.8702936800396633
-0.17181658944545736,,-0.3042384725597903,0.9209240877744814,0.9999984272780901,1.0,0.9492588900468434,0.9263754954513841,,0.6777231683567078,0.8468230960762639,0.5823615889622981,-0.6293172529598936,-0.006842647349938014,-0.1730119098648768,0.2240564154799958,0.6682628127848554,0.6299304830416171,0.4867312204247888,0.9316733362488531,0.6805352314468627,0.6779762880372547,-0.1746116933737587,-0.049288868913835174,0.6796264553633286,-0.11387500980927392,0.3436890314480348,0.025272562341118267,0.20276030428751243,0.315123901964332,0.09766298584965902,0.8181884026534232,,-0.08626609602888573,0.21485136126886975,0.21680583279946072,0.16528501038887636,-0.6123353008026405,0.6642296105251311,0.3037383635843572,-0.30812716896245623,0.3051819580160735,0.920636967074077,0.0980302251119063,0.5689739037058902,0.1804807289788439,0.21587014179166206,0.9007586927748983,0.8706249621851838
-0.18366181116915736,,-0.500808756826654,0.9813992710606975,0.9490564481559737,0.9492588900468434,1.0,0.9742963242729306,,0.7342500033023959,0.9306635437267187,0.5983281169084245,-0.7168849500563493,0.15690470252117192,-0.027140759480928915,0.20589322743091576,0.7353405392691785,0.6964940307892519,0.4726307701352141,0.8948147148931624,0.7502898655073423,0.7344281568946136,-0.027868347380133694,-0.03166493423161818,0.7487046691948877,-0.12791884710196863,0.40369538993916904,-0.012539114883013139,0.27680938347539896,0.3649366045298447,0.18896391409770824,0.8205622559090537,,-0.1100656485179093,0.26635355552763107,0.27011123750590865,0.15356373712366703,-0.6997345165000565,0.7185183353305181,0.5003891936551801,-0.511076028759388,0.5066931655167337,0.9704235294606355,0.06477070537072024,0.5429300187256554,0.37222777789496964,0.19138419645351037,0.8850044578600917,0.9295424229321305
-0.20798814098004034,,-0.5013073107786292,0.9970287844491306,0.9260671186119814,0.9263754954513841,0.9742963242729306,1.0,,0.7525399240466749,0.9828235284500064,0.5918993288574678,-0.7479756890725473,0.28659070893995253,0.039588011173207614,0.21510376984453186,0.7721437947926139,0.571879367240668,0.4510178189296138,0.882616778594622,0.7885693599104137,0.7537857815294486,0.03835619990467919,-0.04191896918953262,0.7873841352404463,-0.14484844120512974,0.44023197413118653,0.010011308295419404,0.3204450984232307,0.3469498907989866,0.1640019787328619,0.7863780296660454,,-0.13150128771242978,0.29883046604850205,0.28902754175746986,0.10452849063701354,-0.7410225623980772,0.7362724686237652,0.501097872470226,-0.5131410254604437,0.5087077602406571,0.9980156580395305,-0.06463356117379797,0.5334993491558582,0.4415942021979189,0.19835570525313176,0.9151802660471063,0.9559172675104309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.07592531680383129,,-0.49609143565296177,0.7475717422527357,0.6775576018939917,0.6777231683567078,0.7342500033023959,0.7525399240466749,,1.0,0.7595471397354646,0.7774375327137067,-0.8025390628286142,0.32590960119899015,0.1494560324094938,0.18124369364157525,0.8148316447886816,0.4003053382272398,0.6323595127329431,0.7165372419148458,0.8268748195029472,0.9991407612630835,0.1487835839395502,0.16559453017627998,0.8204710695172256,-0.07317041160022142,0.43502706458206,0.0053176522764353555,0.3482721557599153,0.3050960641315067,0.20719340199902234,0.6780934304022711,,0.04053298646217163,0.3184746914680931,0.43308045653125776,0.3328766583615795,-0.7958988696951039,0.999140757777032,0.4956264060744191,-0.5226687358541945,0.5182417745872072,0.7494710125853218,-0.07051867208679914,0.3761318834176325,0.45845556685472505,0.15087619314281536,0.685195261188836,0.7294234472657695
