unixtime,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1433534400,6,5,22,0,100.0,-34.3,794.6139999999999,1648.35,16.313,8.5215,995.8939999999999,0.0,81.396,359.264,76.1219,-12.3405,-105.882,1.9626099999999997,199.99400000000003,97.2424,0.993583,53.5297,71.316,96.3693,78.4574,1.98217,43.4871,96.7035,4.375,38.3106,-1.24298,46.2312,0.6746449999999999,189.265,63.97,100.0,22.136,35.3741,679.153,33.2874,-13.2682,85.0685,34.3,-227.91400000000002,238.71099999999998,985.425,48.1037,124.164,4.9,0.988175,14.2988,725.1560000000001
1433535000,6,5,22,10,100.0,-45.7,905.418,1672.32,16.5572,8.95117,1156.34,0.0,82.17200000000001,395.88599999999997,76.6717,-12.4212,-109.814,1.94587,200.081,97.0847,0.994667,53.7276,71.1186,96.2499,79.2064,1.96533,43.2612,96.5463,4.375,42.0746,-1.416,49.71,0.63962,189.761,63.751000000000005,100.0,21.9581,39.9375,679.347,32.3763,-12.5061,85.8513,45.8,-268.828,261.828,1141.15,17.2635,111.624,5.6,0.981619,15.7988,966.788
1433535600,6,5,22,20,100.0,-37.5,901.6439999999999,1663.14,16.4689,8.829830000000001,1148.61,0.0,83.1303,395.597,77.0583,-12.297,-106.927,1.97747,200.051,97.561,0.99467,53.7955,71.025,96.7966,80.0884,1.9975,43.1029,97.0802,4.375,44.7558,1.82464,52.6536,0.863038,189.863,63.7291,100.0,21.7083,41.9584,680.232,32.4111,-12.8928,86.7994,37.2,-247.0,239.805,1130.92,37.6619,195.935,4.6,0.965994,15.1988,827.925
1433536200,6,5,22,30,100.0,-37.3,786.075,1613.75,15.9733,8.3945,980.6289999999999,0.0,83.83200000000001,356.901,76.8103,-12.639000000000001,-110.632,1.94957,192.805,97.1871,0.991658,53.8771,70.6625,96.48200000000001,80.7045,1.9893299999999998,42.9773,96.7182,11.3469,38.796,5.99678,46.6175,0.86166,190.107,63.4498,100.0,21.465,36.0685,680.591,33.161,-12.9685,87.3888,37.3,-232.82,239.82,1015.74,95.2106,210.092,5.6,0.9304979999999999,12.7988,522.9
1433536800,6,5,22,40,100.0,-29.6,640.8580000000001,1508.14,14.9267,7.595,766.0889999999999,0.0,84.2594,312.15,75.6365,-13.0217,-110.066,2.01384,185.655,95.9765,0.986433,53.8436,69.8059,95.2951,81.148,2.04733,42.8248,95.4877,20.9432,42.9005,4.95375,50.5511,0.788614,189.50599999999997,62.6454,100.0,21.4079,40.9856,681.847,32.723,-12.5899,87.8637,29.9,-211.99200000000002,219.687,698.447,118.09700000000001,194.312,5.0,0.929776,12.4988,473.288
1433537400,6,5,22,50,100.0,-32.8,748.1439999999999,1594.57,15.7842,8.26367,908.834,0.0,84.4046,343.962,72.5577,-12.6054,-108.37100000000001,1.89857,190.445,94.4311,0.9915229999999999,53.4937,69.1101,93.8498,81.3711,1.92967,42.6577,93.9627,24.1104,43.7265,-1.4625,51.3811,0.769133,190.06599999999997,61.8886,100.0,21.2282,41.7304,681.0310000000001,32.1922,-12.5588,88.0276,32.5,-218.91400000000002,216.41400000000002,829.697,79.4579,205.942,5.0,0.941412,13.5994,512.269
1433538000,6,5,23,0,100.0,-32.1,1041.49,1671.37,16.5535,9.38567,1317.61,0.0,84.9924,444.089,72.6541,-12.5641,-104.891,1.7793299999999999,191.833,95.6205,0.9960200000000001,53.2581,69.9502,94.9552,81.8536,1.80083,42.3512,95.2229,24.8482,45.6811,4.68604,53.43,0.783231,189.071,62.6687,100.0,21.1808,42.9609,679.0239999999999,32.0476,-12.7615,88.6158,31.9,-214.695,198.59400000000002,1386.59,27.8291,231.53400000000002,4.5,0.967301,15.3,789.6
1433538600,6,5,23,10,100.0,-24.1,1021.26,1678.32,16.6223,9.25867,1302.87,0.0,86.2921,436.535,74.305,-12.4801,-96.1816,1.6581400000000002,190.428,98.0052,0.99655,53.1924,70.5978,97.2891,82.9319,1.6681700000000002,42.1907,97.6912,33.5531,40.4189,4.29349,48.3969,0.590598,189.59900000000002,63.3879,100.0,21.0658,36.9503,675.482,31.8438,-13.3056,89.8612,24.1,-198.50799999999998,198.313,1287.17,11.1219,152.078,3.7,0.9618129999999999,15.7988,979.125
1433539200,6,5,23,20,100.0,-39.3,1267.85,1680.23,16.6371,10.1218,1630.72,0.0,87.6668,528.545,75.8161,-17.0083,-65.1657,1.7952400000000002,199.857,100.49799999999999,0.998748,53.0703,71.1125,99.479,84.0915,1.80567,41.8374,100.081,38.9063,40.5136,-2.4423,48.0005,0.594387,189.887,64.0325,100.0,21.0099,36.7145,676.063,30.6177,-21.7054,91.1732,39.8,-244.195,255.797,1632.03,7.47123,107.49799999999999,5.9,0.9853780000000001,16.2,1264.2
1433539800,6,5,23,30,100.0,-27.3,885.922,1651.36,16.3507,8.83583,1123.19,0.0,88.9424,392.80199999999996,76.9515,-17.8874,-92.9953,1.7682099999999998,199.951,98.7569,0.995107,52.5512,71.0041,97.5677,85.0896,1.79417,41.5457,97.9904,38.9063,39.0579,5.71324,46.8763,0.77036,189.362,64.0053,100.0,21.1938,35.7511,678.181,31.4753,-23.2353,92.3601,27.6,-209.11700000000002,202.313,1178.89,55.2721,203.201,4.1,0.973189,14.5988,725.681
