TRAINING,VALIDATION
0.00510651242869,0.00130754228658
0.00070045221797,0.000296317314105
0.000140402848193,0.000167296785226
6.96187042216e-05,8.80983204477e-05
5.05200794433e-05,8.10276250234e-05
4.21811882102e-05,6.52509011105e-05
3.3859980501e-05,6.54898760054e-05
2.86620175158e-05,5.8647023199e-05
2.62579540794e-05,8.51704766796e-05
2.2632652937e-05,5.36091255251e-05
2.19413522749e-05,3.82728497568e-05
1.97868786407e-05,5.71577182014e-05
1.64582608396e-05,5.02409321342e-05
1.53269407342e-05,9.17384822284e-05
1.64539507345e-05,3.26266274998e-05
1.40777788725e-05,2.79563700166e-05
1.21996820938e-05,3.47459148639e-05
1.28514033592e-05,2.17677715577e-05
1.07752382382e-05,2.11317068514e-05
1.14621768646e-05,3.06033151938e-05
1.0294075846e-05,2.32264008219e-05
1.04586083229e-05,4.89285974322e-05
8.8712851125e-06,3.07528024627e-05
9.89299783878e-06,3.08754013809e-05
8.43537220604e-06,1.69281966027e-05
9.05727617362e-06,1.63968419219e-05
7.62670358967e-06,1.58670888997e-05
6.82070817618e-06,2.28745229291e-05
7.54598273479e-06,1.39085542739e-05
7.61110903714e-06,1.4955531962e-05
8.63173411257e-06,1.7471804829e-05
6.44097912399e-06,1.78244726213e-05
5.91473719589e-06,1.25354524618e-05
7.37544793597e-06,2.49582308451e-05
7.05442646141e-06,1.22254913965e-05
6.00791588511e-06,2.81403601229e-05
6.34026462921e-06,1.48641883573e-05
5.90826040372e-06,1.1720054414e-05
6.10933185994e-06,9.98382226777e-06
5.70320040957e-06,9.27516898303e-06
5.03688958869e-06,2.12816359626e-05
4.70592677905e-06,1.30152590898e-05
4.731390831e-06,1.11149319649e-05
5.70283827618e-06,1.59102949448e-05
4.93396490382e-06,1.38612551519e-05
5.41621200881e-06,1.68379351752e-05
6.19296930845e-06,8.05032788794e-06
4.5812525578e-06,1.31356282886e-05
4.237722773e-06,1.60441930318e-05
5.69893628353e-06,1.25836244441e-05
6.56969219213e-06,2.08788381103e-05
5.05097982893e-06,1.08803433336e-05
5.34521481965e-06,2.10295675844e-05
4.4702217568e-06,1.02701866025e-05
4.23274962513e-06,3.00467430818e-05
4.39007687375e-06,1.93111571602e-05
5.33575747813e-06,1.19687706139e-05
4.42337303586e-06,8.57596308331e-06
4.57306504523e-06,8.14203992866e-06
4.10003527306e-06,6.25576838971e-06
3.99761332865e-06,1.58739638181e-05
3.78074883582e-06,1.42147196095e-05
5.47782899607e-06,6.20688126318e-06
3.53901223417e-06,8.42112943796e-05
4.85249958523e-06,2.40231213777e-05
4.16939000666e-06,7.25678194429e-06
2.56781810927e-06,1.01214105235e-05
4.58302531573e-06,1.91189130782e-05
4.03456588243e-06,6.90610534128e-06
4.61852041253e-06,1.14305100322e-05
4.48698263011e-06,5.83114835789e-06
3.09506999164e-06,9.22989834093e-06
3.5384355282e-06,2.75788785207e-05
4.03552032679e-06,2.17934610481e-05
3.65866406419e-06,1.15821616317e-05
3.44368868449e-06,1.43790736217e-05
3.46526815545e-06,3.51313850991e-05
4.67853711531e-06,4.82081884302e-06
4.26759916867e-06,5.11899618167e-05
2.7813954615e-06,5.52334151321e-06
3.24006930416e-06,6.19157600292e-06
3.10435164108e-06,5.15194757892e-06
2.32626984211e-06,5.20234019042e-06
2.95058207526e-06,5.06774101809e-06
3.75059726713e-06,5.05832783005e-06
3.74733681783e-06,3.81283916662e-05
3.68274478561e-06,3.91967956344e-05
3.47257403474e-06,4.86991987664e-06
2.82006665777e-06,5.20722393108e-06
3.2451135075e-06,7.14249113419e-06
2.444310531e-06,1.56574794645e-05
3.04284203988e-06,3.25102430034e-05
3.80927161181e-06,5.05897672173e-06
3.02154504914e-06,5.7184303873e-06
3.64744627486e-06,0.000238109877399
8.30191413738e-06,4.64607882432e-06
2.00602034148e-06,5.87582399162e-06
1.88840415478e-06,2.02393107642e-05
2.32418590954e-06,5.22004752139e-06
2.38517183617e-06,4.56489914375e-06
3.6231778479e-06,5.43195702636e-06
