T,R,A,I,N,I,N,G,",", ,V,A,L,I,D,A,T,I,O,N
0.00511267040594,0.00129580742948
0.00070541112603,0.000298539613244
0.000141414412029,0.000169459260083
6.98389308868e-05,8.8223698155e-05
5.05502192512e-05,8.11049302547e-05
4.2176071539e-05,6.53049911763e-05
3.38723310097e-05,6.48224514389e-05
2.86251730774e-05,5.84907125887e-05
2.62314449187e-05,8.47397600343e-05
2.25747716353e-05,5.32017084354e-05
2.19085954919e-05,3.82841969231e-05
1.97517266022e-05,5.74569908702e-05
1.64464541403e-05,5.0208992303e-05
1.53344713438e-05,9.17269424888e-05
1.64371054157e-05,3.24383665474e-05
1.40655449589e-05,2.77687847472e-05
1.21604070651e-05,3.43070608121e-05
1.28019964792e-05,2.16557434849e-05
1.08016411954e-05,2.09484942249e-05
1.14611898801e-05,3.03877910209e-05
1.02879405299e-05,2.30679852491e-05
1.04231412372e-05,4.90416823643e-05
8.84226244018e-06,2.98901596337e-05
9.85050767805e-06,3.07514061491e-05
8.4386753459e-06,1.69565130532e-05
9.01959136944e-06,1.64081983643e-05
7.61485187332e-06,1.579110328e-05
6.8271042335e-06,2.28979511541e-05
7.50841139618e-06,1.41915223966e-05
7.62617288562e-06,1.5230333377e-05
8.61411610305e-06,1.75361485427e-05
6.43525059786e-06,1.81744601442e-05
5.88637424803e-06,1.24687200764e-05
7.33450315184e-06,2.56813225411e-05
7.02309346099e-06,1.21118732493e-05
6.07270639213e-06,2.80554970127e-05
6.37874805673e-06,1.50952669266e-05
5.86320256679e-06,1.14798101139e-05
6.09323864211e-06,9.93868149479e-06
5.66542248144e-06,9.27577398427e-06
5.06839932391e-06,2.07906937782e-05
4.74321734491e-06,1.2758715925e-05
4.92850696392e-06,1.0903759005e-05
5.46830774959e-06,1.54624411316e-05
4.85338254914e-06,1.27584506682e-05
5.42532245865e-06,1.56322268966e-05
6.1555765965e-06,7.96713694529e-06
4.54748765475e-06,1.2425593861e-05
4.2285428157e-06,1.55194197171e-05
5.73490774601e-06,1.24376342339e-05
6.57979393694e-06,2.09419224983e-05
5.03819603235e-06,1.07512189079e-05
5.30072904126e-06,1.86493669562e-05
4.44795155367e-06,1.03468662552e-05
4.16330550993e-06,2.91454627168e-05
4.25671293395e-06,1.91491087645e-05
5.4353043647e-06,1.17584341432e-05
4.45666472581e-06,8.42183181923e-06
4.57327774218e-06,7.70806266462e-06
4.0723939935e-06,6.19936298167e-06
3.98870639719e-06,1.67277507366e-05
3.77583237764e-06,1.64360583685e-05
5.48505302007e-06,6.15499035658e-06
3.50293543625e-06,8.69358126747e-05
4.89714257904e-06,2.48183566952e-05
4.14879213181e-06,7.16421919654e-06
2.60855626906e-06,1.10063454775e-05
4.56215935842e-06,1.93910786888e-05
4.0657834668e-06,6.57930942749e-06
4.56677251055e-06,1.234768137e-05
4.49744446914e-06,5.76327165944e-06
3.09257147752e-06,9.3271091689e-06
3.62731457751e-06,2.67526925334e-05
3.96370328148e-06,2.08149466715e-05
3.70580875462e-06,1.21382302906e-05
3.41522574231e-06,1.3919283514e-05
3.47872650656e-06,3.61239496972e-05
4.69090860144e-06,4.69668792151e-06
4.28605263786e-06,4.87690387119e-05
2.73390062025e-06,5.35424725974e-06
3.25042395975e-06,5.62578566375e-06
3.09453595714e-06,5.04776852339e-06
2.30634249231e-06,5.1600615558e-06
2.98732114561e-06,5.12355268473e-06
3.74517767828e-06,4.98945291168e-06
3.78303238963e-06,3.78619262422e-05
3.66573691962e-06,3.81039013439e-05
3.41764383262e-06,4.99667453688e-06
2.85944983445e-06,5.44330116245e-06
3.3076941309e-06,7.4807374742e-06
2.36250423609e-06,1.53184042507e-05
3.07136092118e-06,3.22217439785e-05
3.76506418491e-06,4.739697233e-06
3.01377083848e-06,5.88445943921e-06
3.73914172004e-06,0.000235124651348
8.22013892113e-06,4.60978755984e-06
2.01745509735e-06,6.0829038222e-06
1.88040357105e-06,2.03560826778e-05
2.32791218461e-06,5.20414007768e-06
2.49503636921e-06,4.33573029062e-06
3.37759140621e-06,5.54229981195e-06
2.22696612969e-06,6.59075182039e-06
2.06869207248e-06,4.96715100762e-06
2.96017916815e-06,5.57183679182e-06
