unixtime,YEAR,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1441128000,2015,9,1,19,20,100.0,-49.1,951.941,1656.08,16.3969,9.113999999999999,1176.23,0.0,82.7955,413.694,73.1713,-12.9513,-98.8091,2.09058,183.22400000000002,89.5582,0.99524,77.2141,69.7266,88.6987,71.487,2.129,36.6791,89.9304,6.58932,46.5555,-1.21489,51.2944,0.976094,189.265,62.5574,100.0,21.7515,44.3222,675.115,30.0137,-12.2082,76.7658,48.5,-241.09400000000002,237.59400000000002,1183.81,78.7188,249.53099999999998,8.2,0.949958,12.3994,476.963
1441128600,2015,9,1,19,30,100.0,-23.5,910.615,1618.5,16.0253,8.70117,1164.37,0.0,84.0962,397.991,74.8428,-12.9606,-106.11200000000001,1.70028,186.235,92.4553,0.9935299999999999,78.0468,70.5189,91.5488,72.6761,1.73833,36.8375,92.6669,5.35911,47.0618,4.0086699999999995,52.2386,0.855766,189.62,63.277,100.0,21.5524,43.6859,676.4689999999999,30.7899,-12.7696,78.0944,24.0,-163.594,180.59400000000002,1318.34,87.1481,324.52,3.5,0.9541620000000001,13.8994,640.894
1441129200,2015,9,1,19,40,100.0,-24.4,851.498,1639.43,16.2268,8.6505,1061.66,0.0,84.7608,378.87699999999995,74.9789,-12.8468,-106.79299999999999,1.80567,183.25599999999997,92.1321,0.9936799999999999,75.7149,70.0944,91.2141,73.3755,1.8251700000000002,37.0599,92.5051,183.787,42.4603,-0.9347629999999999,47.5088,0.752247,189.92,62.9149,100.0,21.4382,40.0666,678.513,30.7014,-12.1691,78.7756,24.6,-172.21099999999998,161.812,1088.19,73.5898,202.481,3.8,0.9334870000000001,13.9988,627.9
1441129800,2015,9,1,19,50,100.0,-31.1,985.385,1664.84,16.4851,9.08967,1246.46,0.0,85.5755,424.88199999999995,76.1049,-12.757,-106.63799999999999,1.75305,186.99,93.3209,0.99526,76.9184,70.5943,92.3771,74.1333,1.77367,37.1649,93.5985,111.792,47.6742,1.85843,52.4003,0.702412,189.372,63.3017,100.0,21.1489,45.2346,679.078,29.9201,-11.8768,79.53399999999999,30.4,-185.813,177.71099999999998,1268.6,44.5269,239.858,4.8,0.9398120000000001,13.9988,775.294
1441130400,2015,9,1,20,0,100.0,-21.9,821.68,1611.82,15.9563,8.43867,1050.82,0.0,87.5314,369.251,76.9691,-12.4509,-107.01700000000001,1.8119299999999998,199.608,95.23100000000001,0.992553,78.0341,70.6192,94.1993,75.214,1.8415,37.2024,95.4158,10.3125,44.2857,-1.36811,49.8749,0.84346,190.04,63.452,100.0,20.9273,40.8356,679.37,30.8183,-12.775,80.657,22.7,-159.406,161.305,1026.24,87.2765,261.001,3.9,0.969456,13.8994,650.081
1441131000,2015,9,1,20,10,100.0,-24.1,509.50800000000004,1359.05,13.4546,6.97317,525.059,0.0,87.6754,276.244,74.9816,-12.1243,-108.277,1.8626599999999998,199.657,93.2635,0.974693,76.438,68.1958,92.2302,75.3697,1.9143299999999999,37.227,93.7383,10.3125,40.3413,-2.16731,46.0051,0.761005,189.105,61.8446,100.0,20.8612,38.4926,680.709,31.6105,-11.5366,80.6738,23.5,-165.297,161.898,547.7719999999999,110.74799999999999,104.01299999999999,3.2,0.9420719999999999,10.9988,312.9
1441131600,2015,9,1,20,20,100.0,-23.0,613.099,1476.11,14.6089,7.5776699999999995,706.8510000000001,0.0,87.5,304.89099999999996,72.5533,-12.0401,-109.87,1.86315,199.74200000000002,91.9151,0.983923,74.0576,67.5353,90.8699,75.2656,1.913,37.2337,92.4963,10.3125,42.7901,-1.4343,48.0753,0.8982829999999999,189.515,61.3731,100.0,20.5888,40.8481,681.998,30.0309,-11.3302,80.5095,23.0,-159.195,160.898,664.125,135.15,186.315,2.9,0.977351,12.3,445.725
1441132800,2015,9,1,20,40,100.0,-27.4,698.283,1566.95,15.5125,7.9670000000000005,849.203,0.0,87.77,328.67900000000003,72.2522,-12.5919,-111.723,1.92913,190.51,91.7759,0.989273,73.8646,69.1204,90.7219,75.6615,1.96917,37.2215,92.1957,16.3609,45.2342,2.2319299999999997,50.3678,0.758289,189.342,62.8454,100.0,19.9203,42.9896,681.332,29.7241,-11.8986,80.9025,27.2,-169.109,179.313,868.416,106.806,181.196,3.2,0.9310719999999999,12.9,519.094
1441228800,2015,9,2,23,20,100.0,-72.8,940.69,1656.74,16.3987,9.222669999999999,1196.57,0.0,94.7908,418.935,72.1896,-18.6982,-68.4015,2.46192,199.89700000000002,94.3856,0.9975299999999999,61.2625,69.7967,92.8066,83.2319,2.51283,39.0038,93.4683,6.5625,45.0873,2.95035,50.1642,1.04673,190.62400000000002,63.5169,100.0,15.0602,42.3353,681.8389999999999,30.4983,-22.5764,89.2444,72.7,-270.281,270.281,1192.14,51.6078,193.52599999999998,12.1,0.9716319999999999,14.1994,791.175
1441229400,2015,9,2,23,30,100.0,-82.1,1098.72,1664.16,16.4727,9.537,1409.15,0.0,95.0301,473.833,72.5756,-19.0661,-72.0148,2.37175,199.84400000000002,92.8721,0.9979129999999999,60.5214,69.6484,91.1336,83.4318,2.414,38.989000000000004,91.5237,6.5625,45.6915,-0.214275,50.4903,1.14473,190.065,63.3296,100.0,15.1645,42.7949,682.9639999999999,29.5999,-22.9279,89.4254,82.3,-318.406,312.10900000000004,1428.72,49.7126,289.375,8.3,0.968191,13.8,729.75
