unixtime,YEAR,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1438366200,2015,7,31,20,10,100.0,-84.4,1365.06,1680.77,16.6444,10.7587,1744.07,0.0,80.7271,564.644,72.5282,-13.4358,-64.9938,2.5619099999999997,189.674,94.6634,0.998717,67.0604,70.7971,94.9533,80.7944,2.58,36.1395,95.6103,54.0839,47.0315,0.938775,53.0685,0.785591,189.96900000000002,64.4873,100.0,21.6315,42.4947,678.197,31.7388,-14.0532,85.1738,77.3,-396.898,395.5,1761.24,10.4664,180.90599999999998,7.8,0.9432520000000001,16.2994,1110.51
1438366800,2015,7,31,20,20,100.0,-58.9,1320.45,1681.44,16.6475,10.6068,1686.05,0.0,82.8621,555.113,74.9773,-16.3161,-33.6397,2.3803900000000002,194.317,98.1043,0.998965,68.2269,71.1968,98.4876,83.042,2.41383,36.4923,99.0999,55.6956,40.9971,-4.72556,47.0898,0.9019010000000001,189.38099999999997,64.9902,100.0,20.9017,36.1685,679.3660000000001,31.5703,-19.7847,87.1372,59.2,-308.492,298.594,1744.38,9.16037,241.21099999999998,6.8,0.9238799999999999,16.2994,1275.88
1438367400,2015,7,31,20,30,100.0,-81.6,1446.45,1680.7,16.6408,11.777000000000001,1858.9,0.0,84.9801,603.7130000000001,75.686,-19.1624,-11.9598,5.39984,200.19,99.5035,0.999007,69.0671,71.5197,100.42,85.1976,5.435169999999999,36.6442,100.665,55.9375,41.0906,-1.22033,46.8154,1.68606,189.227,65.5964,100.0,20.5415,35.9214,680.138,31.188000000000002,-24.4968,89.0738,87.1,-388.82800000000003,404.625,1915.79,13.222000000000001,182.394,14.5,0.965484,16.0988,1474.59
1438368000,2015,7,31,20,40,100.0,-121.0,1460.75,1681.21,16.6423,11.7657,1877.27,0.0,87.4029,609.193,76.0985,-19.8139,-9.480830000000001,5.21059,194.56799999999998,101.367,0.999008,69.5906,71.8524,102.54299999999999,87.7552,5.28,36.9941,102.61399999999999,51.1367,41.7691,-0.9591,47.4741,1.28358,190.09,66.2153,100.0,20.4153,36.4082,680.6210000000001,31.2143,-25.3336,91.3108,119.4,-516.086,515.586,1938.69,16.8746,179.18900000000002,12.9,0.937783,16.0988,1417.5
1438368600,2015,7,31,20,50,100.0,-118.0,1528.24,1681.44,16.6455,12.1293,1967.74,0.0,89.8453,633.363,76.5042,-19.8257,-8.55604,6.62021,200.35299999999998,102.84700000000001,0.999022,69.9881,72.1786,104.169,90.2669,6.6579999999999995,37.7435,104.137,50.4688,42.1163,1.2939,47.7117,1.19874,189.80599999999998,66.7804,100.0,20.0315,36.5817,681.186,30.7083,-25.1418,93.5368,122.9,-518.078,514.578,2000.58,16.5027,124.781,12.9,0.963724,16.2994,1546.78
1438369200,2015,7,31,21,0,100.0,-110.1,1442.26,1679.56,16.6275,11.8612,1876.06,0.0,92.2411,603.0509999999999,76.8778,-20.6408,-35.1122,6.32871,189.607,103.986,0.998992,70.4931,72.4265,105.34299999999999,92.7762,6.3745,38.3869,105.199,60.543,41.5931,0.398775,47.433,1.64757,189.644,67.1401,100.0,19.7443,36.1802,687.798,30.5907,-24.8643,95.7611,101.9,-466.68,467.48400000000004,2007.27,16.4261,247.61,12.0,0.9630920000000001,16.0988,1287.3
1438369800,2015,7,31,21,10,100.0,-113.2,1487.96,1680.37,16.6375,12.0877,1941.66,0.0,94.2235,615.781,77.2876,-20.4478,-52.5361,6.1250599999999995,200.36900000000003,104.441,0.998973,70.719,72.532,105.852,94.8295,6.182,38.6058,105.611,62.5,41.1607,-3.49875,46.8998,1.40552,189.66,67.334,100.0,19.576,35.7044,686.9830000000001,30.5206,-25.1892,97.6105,113.9,-516.0,507.29699999999997,1992.57,16.5469,126.825,12.2,0.9552139999999999,16.2,1623.17
1438370400,2015,7,31,21,20,100.0,-115.8,1463.3,1681.24,16.6492,11.7782,1891.76,0.0,96.2273,608.992,77.6135,-20.340999999999998,-37.9219,5.56083,195.06900000000002,105.316,0.9989969999999999,70.7969,72.5583,106.75399999999999,96.9437,5.61067,39.115,106.475,58.7005,40.8181,-3.14625,46.6411,1.3410600000000001,190.041,67.4598,100.0,19.249000000000002,35.3497,685.997,30.1513,-25.05,99.4524,114.6,-513.836,510.43699999999995,1999.59,15.4586,206.479,12.1,0.9329219999999999,15.9994,1339.8
1438371000,2015,7,31,21,30,100.0,-102.1,1299.14,1680.59,16.6438,10.7958,1673.12,0.0,97.6993,554.835,77.8788,-19.9526,-11.3227,3.7965699999999996,200.497,103.365,0.9990100000000001,70.7747,72.3841,104.741,98.4768,3.85483,39.3808,104.311,57.0313,41.6077,-2.17065,47.3244,1.30627,189.873,67.0932,100.0,18.8911,37.1309,683.773,30.0368,-24.3537,100.895,102.8,-454.20300000000003,464.398,1691.68,15.3636,253.678,10.0,0.968583,16.2,1123.89
1438371600,2015,7,31,21,40,100.0,-110.5,1491.08,1682.9,16.663,11.4467,1933.96,0.0,99.2272,621.08,77.8114,-20.4695,-13.3205,4.2759,182.986,104.24700000000001,0.9990129999999999,70.4578,72.416,105.71799999999999,99.9863,4.32733,39.516999999999996,105.337,48.9615,46.7203,2.51355,52.5203,1.0377,190.283,67.3816,100.0,18.406,41.4877,683.66,29.665,-24.8131,102.25399999999999,118.3,-499.20300000000003,498.20300000000003,1966.91,15.2144,103.396,10.5,0.929776,16.2,1680.39
1438372200,2015,7,31,21,50,100.0,-118.0,1534.53,1680.89,16.6438,11.8447,1986.35,0.0,100.985,637.936,77.7869,-20.4449,-12.6941,5.420730000000001,200.41299999999998,105.463,0.9990100000000001,70.1678,72.5858,106.97,101.902,5.46333,39.7317,106.64200000000001,56.875,41.0247,-4.95461,46.8819,0.8993629999999999,190.011,67.6887,100.0,18.1085,35.2821,687.403,29.4163,-25.2222,103.902,110.0,-529.359,520.266,2007.21,14.537,78.7131,11.2,0.9715389999999999,16.0988,1731.58
1438372800,2015,7,31,22,0,100.0,-73.0,1249.96,1680.66,16.637999999999998,10.509,1623.4,0.0,102.51,538.211,77.7737,-19.5632,-17.8073,3.1781200000000003,194.075,104.36,0.9990030000000001,69.8346,72.3217,105.821,103.523,3.20733,40.001999999999995,105.37899999999999,52.9112,39.9035,-2.4003799999999997,45.8403,1.32615,190.012,67.2572,100.0,17.8295,35.1906,686.6089999999999,29.1641,-23.4921,105.374,72.0,-351.88300000000004,349.88300000000004,1569.49,12.4703,278.357,10.7,0.9698399999999999,16.2,1179.81
1438373400,2015,7,31,22,10,100.0,-75.0,1159.9,1680.43,16.6412,9.902330000000001,1507.83,0.0,102.87799999999999,507.06199999999995,77.3409,-19.4868,-17.4831,2.25173,200.44,100.81700000000001,0.9990030000000001,69.2808,71.9194,102.15899999999999,103.88600000000001,2.27717,39.6788,101.588,51.0938,44.0438,1.7921200000000002,49.9997,0.709483,190.995,66.5755,100.0,17.4476,40.0405,688.092,28.8418,-23.1885,105.869,75.8,-337.79699999999997,346.49199999999996,1493.17,11.7747,132.686,7.5,0.972002,16.0988,1276.54
