unixtime,YEAR,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1440873600,2015,8,29,20,40,100.0,-24.5,434.18,1262.79,12.5027,6.64933,401.36,0.0,71.6158,263.89799999999997,72.2121,-22.7899,-97.3295,1.91495,139.785,91.6153,0.9592120000000001,70.9261,72.1103,90.897,61.3854,1.9555,46.3226,91.0745,291.55,45.4413,-0.4164,52.5739,1.13143,189.37400000000002,64.3558,100.0,27.0092,42.535,677.6610000000001,35.4095,-26.7196,72.7005,25.1,-181.40599999999998,183.703,373.209,135.406,121.236,3.3,0.832994,10.2994,245.56900000000002
1440879000,2015,8,29,22,10,100.0,-6.9,940.075,1680.01,16.6362,9.46617,1189.13,0.0,72.6332,408.702,72.9326,-19.8708,-104.20100000000001,1.45866,196.30599999999998,82.7166,0.9956,72.4065,74.3773,82.5095,61.9134,1.48383,45.0605,82.0581,306.875,48.1542,-0.9505120000000001,54.1452,0.329727,188.68400000000003,66.082,100.0,27.6823,44.4291,675.8489999999999,36.1103,-26.2294,73.6609,6.8,-113.79700000000001,107.29700000000001,1186.43,1.31118,60.6133,1.8,0.998616,16.2994,1090.03
1440879600,2015,8,29,22,20,100.0,-14.5,800.8910000000001,1648.87,16.3308,8.86867,999.951,0.0,73.3971,365.04699999999997,74.0514,-20.1766,-94.0676,1.63737,196.386,82.8672,0.9945450000000001,72.598,74.3435,82.6433,62.2277,1.66867,44.8086,82.2556,306.875,47.1835,-0.22815,53.2164,0.670025,189.34799999999998,66.0945,100.0,27.4566,43.6494,677.971,35.8476,-26.3849,74.3244,14.6,-142.50799999999998,139.406,1055.32,51.6515,141.041,2.8,0.9955620000000001,14.7,719.513
1440880200,2015,8,29,22,30,100.0,-18.5,908.691,1675.5,16.5898,9.259830000000001,1153.38,0.0,73.9685,406.787,74.5169,-20.3956,-72.977,1.60204,196.294,83.7375,0.9974430000000001,72.8143,74.668,83.42200000000001,62.6874,1.6303299999999998,44.5124,82.962,306.875,47.7444,-2.47024,53.7373,0.568691,189.968,66.5002,100.0,27.3933,44.0167,679.327,35.8307,-26.4193,74.8985,18.5,-157.891,161.289,1177.12,18.3051,101.304,3.8,0.9868129999999999,15.3,877.8
1440880800,2015,8,29,22,40,100.0,-23.2,836.6519999999999,1664.48,16.4796,8.9885,1053.18,0.0,74.6225,379.124,74.7661,-20.4932,-89.9047,1.69182,196.34799999999998,83.9831,0.995547,73.1342,74.6946,83.7935,63.1639,1.72917,44.2889,83.2934,306.875,47.3102,-4.8731599999999995,53.3943,0.659071,189.375,66.597,100.0,27.198,43.6866,678.513,35.7828,-26.5526,75.5046,23.2,-169.203,182.203,1036.35,30.0342,136.722,3.6,0.9812420000000001,15.0994,820.181
1440881400,2015,8,29,22,50,100.0,-24.4,674.461,1570.93,15.5497,8.20083,814.025,0.0,74.969,320.344,74.5971,-20.5611,-111.005,1.76752,196.426,82.9742,0.9891549999999999,72.6394,74.1495,82.6898,63.3472,1.8135,44.1286,82.4605,306.875,45.5776,-2.1974299999999998,51.6082,0.594479,189.56799999999998,66.1138,100.0,26.494,42.2133,680.065,35.3208,-26.500999999999998,75.786,24.7,-172.891,163.391,790.9119999999999,69.4829,138.816,3.8,0.9822870000000001,14.4,645.881
1440882000,2015,8,29,23,0,100.0,-22.3,487.366,1337.15,13.2414,6.9065,480.836,0.0,74.7838,270.58299999999997,72.0288,-19.9914,-108.348,1.8151,196.3,80.6909,0.9726319999999999,68.5727,72.1159,80.0079,63.4073,1.85333,44.0466,80.0583,306.875,43.0229,-1.8756,49.582,0.485662,189.176,64.351,100.0,25.912,40.2384,676.329,34.1599,-26.1092,75.5363,22.4,-165.21900000000002,164.32,454.65,69.0306,81.0186,2.6,0.985109,12.0,371.83099999999996
1440977400,2015,8,31,1,30,100.0,-135.9,1123.51,1680.0,16.6374,9.85633,1464.3,0.0,80.8739,500.325,72.5543,-19.3754,25.0745,4.76695,192.467,93.5501,0.9990030000000001,59.0082,74.0127,92.8171,67.9014,4.8263300000000005,40.6354,92.6173,286.79900000000004,44.2596,6.18431,50.0141,1.00756,189.56900000000002,66.1427,100.0,20.0804,39.2799,686.163,30.831,-23.413,82.3204,128.4,-475.602,479.20300000000003,1482.67,15.1502,101.553,9.1,0.965994,16.0988,1131.9
1440978000,2015,8,31,1,40,100.0,-112.5,1006.34,1681.85,16.6459,9.43117,1287.77,0.0,81.77199999999999,461.097,74.4004,-20.3597,26.206,4.39975,187.898,92.5747,0.9990000000000001,60.4133,74.0299,91.5923,68.8438,4.439,41.4284,91.3185,290.585,42.6633,5.72063,48.7343,1.0152700000000001,189.89700000000002,66.0164,100.0,19.8434,38.0529,684.9960000000001,30.7089,-24.9189,83.265,117.4,-425.102,421.5,1324.18,13.4984,89.3833,12.0,0.972002,16.0988,1114.58
1440978600,2015,8,31,1,50,100.0,-82.5,1222.56,1679.93,16.6357,12.173,1566.1,0.0,82.7829,533.315,75.5529,-20.9258,27.3843,8.978639999999999,196.38400000000001,93.6423,0.9990000000000001,61.3303,74.3273,92.5594,69.7406,9.03617,41.9233,91.8338,299.688,43.7322,-1.56124,49.4485,1.49997,189.75599999999997,66.3501,100.0,19.4527,38.6364,684.928,30.1151,-26.3594,84.2239,83.6,-384.20300000000003,392.20300000000003,1583.4,12.0523,81.5127,14.6,0.9862350000000001,16.0988,1409.49
