unixtime,YEAR,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1437495000,2015,7,21,18,10,100.0,-41.4,1148.54,1653.23,16.3509,9.937000000000001,1459.92,0.0,73.0214,486.353,74.4283,-19.6639,-85.1,2.22938,198.22799999999998,97.7316,0.996625,72.1835,72.3633,96.9028,74.3324,2.2625,47.3672,96.6366,199.375,51.5413,-0.506137,57.1068,1.40408,189.76,65.8749,100.0,28.7918,46.9793,676.6389999999999,37.2646,-24.7553,76.8914,40.2,-287.805,294.10200000000003,1472.56,64.2597,445.50199999999995,7.3,0.968093,14.2988,649.425
1437495600,2015,7,21,18,20,100.0,-26.0,951.113,1664.74,16.461,9.157169999999999,1203.08,0.0,74.2952,413.43800000000005,77.2536,-21.6876,-103.146,1.7511299999999999,175.52599999999998,95.4743,0.995242,74.3569,72.4645,94.5086,75.5132,1.77233,47.7309,94.3724,210.33900000000003,47.6227,4.10516,53.5445,0.917616,189.68200000000002,65.8487,100.0,29.0986,43.9284,676.8660000000001,35.4215,-27.0506,78.1234,26.5,-255.203,241.805,1189.26,42.8465,222.269,3.2,0.920539,14.7,745.8939999999999
1437496200,2015,7,21,18,30,100.0,-61.3,1021.36,1677.21,16.5817,9.894,1290.62,0.0,75.0074,441.579,78.9715,-23.5978,-83.6803,2.10716,147.239,95.3806,0.997088,76.7039,72.82600000000001,94.0526,76.4033,2.13783,47.7996,93.9596,231.637,48.005,3.5205699999999998,53.8284,0.9379040000000001,189.264,66.236,100.0,28.916999999999998,44.1958,676.898,35.6344,-28.6778,78.8799,62.1,-339.414,338.61699999999996,1286.05,15.6562,201.421,6.9,0.835807,15.9,920.85
1437496800,2015,7,21,18,40,100.0,-75.2,809.722,1613.84,15.9644,8.66867,993.883,0.0,75.3585,372.961,79.8011,-22.2976,-82.96700000000001,2.3778200000000003,182.578,93.6264,0.995017,77.8965,72.2217,92.4148,77.1719,2.40983,47.6403,92.2494,261.64,45.8907,-0.57735,51.9947,1.38662,189.87900000000002,65.8198,100.0,27.6816,42.4656,678.557,34.4157,-27.9447,79.4954,73.9,-377.5,390.5,1075.99,113.656,236.935,8.9,0.929776,12.3,534.844
1437497400,2015,7,21,18,50,100.0,-42.4,677.507,1536.18,15.1972,8.02517,816.304,0.0,75.5262,324.142,79.8405,-21.1734,-109.85700000000001,1.97069,198.487,92.0432,0.9867030000000001,77.3709,71.7871,90.9578,77.5408,2.0041700000000002,47.8891,90.7434,276.875,44.7066,-5.64926,50.7585,1.0534700000000001,189.519,65.4994,100.0,27.3046,41.4495,680.305,34.5312,-27.1527,79.6235,43.3,-286.086,281.086,749.175,115.70299999999999,247.417,5.3,0.951541,12.6994,476.175
1437498000,2015,7,21,19,0,100.0,-37.9,489.869,1343.01,13.2874,6.8133300000000006,486.806,0.0,75.0935,272.601,76.9875,-21.4676,-112.766,2.03533,194.769,88.4056,0.965593,72.6732,69.2152,87.44,77.3981,2.0721700000000003,47.8576,87.304,276.79200000000003,42.0759,-4.94411,48.7492,1.12552,189.638,63.6621,100.0,27.1538,39.4848,682.0139999999999,33.3357,-27.3301,79.3767,38.5,-273.10900000000004,279.406,484.969,131.667,121.869,3.7,0.914924,10.3988,280.08799999999997
1437498600,2015,7,21,19,10,100.0,-54.9,706.503,1574.23,15.575,8.117,842.38,0.0,74.7068,334.339,74.5422,-22.0665,-113.516,2.1611700000000003,198.373,86.8073,0.988158,69.5486,69.6961,85.794,77.1218,2.19733,47.6411,85.7081,272.969,42.7326,-2.5762099999999997,48.9198,1.25458,190.13299999999998,63.5574,100.0,26.6573,39.7521,684.617,33.4997,-27.9404,79.0315,53.8,-315.02299999999997,305.52299999999997,804.431,113.84299999999999,197.882,7.7,0.9449350000000001,12.0994,418.95
1437499200,2015,7,21,19,20,100.0,-32.1,568.0219999999999,1446.66,14.3159,7.292330000000001,620.187,0.0,74.5534,296.091,73.7496,-21.971,-113.104,2.02022,195.73,85.3366,0.979145,68.1427,68.9787,84.4234,77.0751,2.05533,47.589,84.2604,272.994,42.0402,3.47966,48.361999999999995,0.974675,189.63400000000001,63.0344,100.0,26.3181,39.2383,687.585,32.8188,-27.3102,78.9433,32.3,-258.406,256.711,605.128,130.084,153.675,3.4,0.9384629999999999,12.0,395.194
1437603000,2015,7,23,0,10,100.0,-34.1,690.055,1579.18,15.6242,8.04867,844.0889999999999,0.0,72.8598,327.414,72.1908,-13.7944,-111.686,1.9422,198.519,88.3455,0.99,61.3099,67.735,87.4083,73.3577,1.9855,43.2816,87.2266,304.375,41.3822,1.56982,47.3852,0.695729,190.31099999999998,61.8518,100.0,18.5371,38.3747,687.39,34.6328,-13.7978,76.1547,34.7,-235.977,242.68,817.425,78.1215,109.109,3.5,0.978823,13.5994,677.9060000000001
1437603600,2015,7,23,0,20,100.0,-37.6,728.977,1588.41,15.7112,8.2035,895.209,0.0,73.1612,341.61199999999997,72.7006,-12.3932,-109.85600000000001,1.9606299999999999,198.535,88.3963,0.9900620000000001,61.2825,67.4435,87.1386,73.6573,1.99233,43.0434,86.9844,304.375,41.1908,-0.18495,47.2742,0.92522,189.84599999999998,61.581,100.0,18.272000000000002,38.1593,687.168,37.1753,-12.0382,76.4049,36.6,-231.0,237.102,906.15,115.265,186.825,4.6,0.95057,11.4994,434.83099999999996
