unixtime,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1438432800,100.0,0.0,825.681,1030.53,10.2994,7.879,440.163,0.0,6.08796,-48.1014,92.1647,-20.374000000000002,-809.2560000000001,1179.62,1.06003,143.156,-1.19776,59.2141,169.62599999999998,150.658,17.7673,6.21933,49.5903,142.775,534.9630000000001,16.4194,161.145,5.78632,0.0,6.78322,111.48200000000001,100.0,-16.7534,15.0209,672.541,-25.3691,-62.8494,6.4324,0.0,0.0,0.0,53.2875,0.0,0.0,3.7,0.987933,10.2994,53.2875
1438880400,100.0,-47.7,773.6510000000001,1586.0,15.700999999999999,8.67783,937.688,0.0,70.0832,357.634,72.1978,-15.5403,-95.6094,2.12754,200.783,87.9022,0.991793,65.822,69.5488,87.2487,73.9953,2.15783,43.7854,87.6497,237.96900000000002,44.5307,-0.79575,50.7259,1.26861,189.82299999999998,62.8938,100.0,26.5679,41.3351,679.015,38.3401,-17.2309,73.2426,51.3,-292.789,297.789,893.681,124.766,304.48,9.3,0.901115,12.4988,486.806
1438881000,100.0,-89.1,1172.88,1680.05,16.6312,10.3932,1508.61,0.0,71.5235,493.74,74.5076,-16.2977,-82.4117,2.45034,194.226,92.5457,0.997817,68.6932,70.999,91.7864,75.3267,2.4736700000000003,44.1377,92.585,237.84599999999998,47.9729,-1.82854,53.7247,0.8982469999999999,190.025,64.2895,100.0,26.5512,43.7612,678.245,39.5424,-17.9086,74.524,85.4,-436.898,427.0,1504.78,12.9251,194.043,8.1,0.9009450000000001,16.0988,1168.39
1438881600,100.0,-73.7,1009.77,1642.55,16.2632,9.66667,1281.44,0.0,73.3274,438.49199999999996,76.5954,-15.6137,-81.7684,2.74127,198.71099999999998,95.3952,0.9963719999999999,70.7392,71.3819,94.789,77.1165,2.781,44.6999,95.594,227.979,47.6627,-2.55863,53.503,1.52915,190.14700000000002,64.7123,100.0,26.6322,43.5702,677.135,39.2152,-17.3628,76.2182,73.8,-367.31300000000005,367.414,1189.52,73.135,375.96,9.7,0.949343,13.8994,688.931
1438883400,100.0,-39.7,904.326,1599.07,15.8305,9.08183,1112.17,0.0,75.4432,402.741,78.3601,-16.4767,-103.042,1.7981200000000002,195.394,96.6307,0.992812,70.5831,70.6688,95.8751,79.419,1.82617,45.4523,96.3781,243.05599999999998,45.5435,1.1373,51.681999999999995,1.32511,189.662,64.1033,100.0,26.4473,42.0321,682.095,38.0056,-17.7911,78.4456,39.1,-268.10900000000004,253.805,1229.29,122.021,396.12199999999996,4.7,0.939139,12.9,478.01300000000003
1438884000,100.0,-24.0,616.73,1515.22,15.0014,7.80133,725.321,0.0,75.9052,305.574,77.9961,-16.3643,-108.666,1.8372400000000002,182.136,95.80799999999999,0.986735,69.9414,70.1166,95.2033,79.97,1.8783299999999998,45.5661,95.5448,239.417,44.0404,3.16309,50.1992,0.6593100000000001,189.614,63.5287,100.0,26.4134,40.9301,683.954,38.994,-17.1375,78.988,23.9,-228.102,243.102,731.194,97.1952,118.88,2.7,0.949958,12.7988,495.20599999999996
1438884600,100.0,-25.2,477.314,1323.33,13.1005,6.8925,485.723,0.0,75.6936,274.89,76.3929,-16.3848,-105.161,1.8169099999999998,181.06400000000002,94.171,0.966993,68.3472,68.3101,93.5667,79.9247,1.8518299999999999,45.5956,93.8069,235.38099999999997,42.8472,0.22725,49.6382,0.9848399999999999,189.748,62.0709,100.0,26.4572,40.195,685.93,38.1672,-17.0208,78.8763,25.5,-235.813,221.91400000000002,397.556,162.8,178.56599999999997,3.0,0.909291,10.5,254.75599999999997
1438885200,100.0,-29.3,465.039,1313.1,12.9945,6.71117,479.556,0.0,75.2696,273.14799999999997,73.3724,-15.4508,-104.363,1.89335,200.81099999999998,92.9912,0.9676030000000001,67.0884,67.2151,92.3903,79.6546,1.9369999999999998,45.6093,92.5808,236.25,42.6829,-2.26635,49.356,0.8277479999999999,189.291,61.1855,100.0,26.3938,40.0393,687.804,38.0236,-16.6201,78.5298,29.1,-244.41400000000002,253.516,500.784,136.655,124.12,2.9,0.9510569999999999,10.2994,214.2
1438975800,100.0,-26.0,789.643,1595.22,15.7942,8.35317,990.311,0.0,69.1718,358.939,73.2132,-18.358,-106.896,1.8794400000000002,190.899,97.2862,0.9914620000000001,70.732,68.587,96.6116,73.332,1.91917,40.7388,96.9149,31.4539,43.4185,4.513719999999999,49.6318,1.05732,189.428,62.2428,100.0,16.129,40.107,678.921,29.2982,-21.9201,72.1964,25.6,-196.703,183.00799999999998,889.875,82.3858,313.718,3.2,0.950081,14.1,634.988
1438976400,100.0,-31.7,643.9159999999999,1505.22,14.8973,7.75483,734.937,0.0,69.5741,312.241,73.4636,-17.8847,-115.78299999999999,1.9013,200.185,91.5481,0.984655,69.348,67.3161,91.0245,73.8077,1.9421700000000002,40.5877,91.245,37.6563,39.7545,-2.40469,46.2278,0.9657629999999999,189.30599999999998,61.5744,100.0,15.7069,36.8585,681.547,28.9199,-21.7979,72.6819,31.8,-203.78099999999998,222.38299999999998,687.553,120.369,178.428,3.5,0.9593020000000001,12.3994,473.288
