unixtime,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1440606000,8,26,18,20,100.0,-62.9,1028.75,1650.49,16.3402,9.63383,1318.94,0.0,81.4577,448.311,77.5756,-15.8546,-83.8249,2.16965,182.46200000000002,98.4039,0.996447,64.271,69.0369,96.9918,78.6464,2.19883,39.3478,98.1451,226.515,43.7609,-1.36826,50.7762,1.30007,189.827,62.6703,100.0,25.0812,40.205,677.8430000000001,33.3527,-17.6327,81.8702,60.9,-253.11700000000002,239.41400000000002,1304.03,76.9645,299.093,6.8,0.9323549999999999,12.6,602.175
1440606600,8,26,18,30,100.0,-65.0,1025.76,1665.12,16.4869,9.75367,1284.37,0.0,81.9446,447.07,77.7733,-18.271,-87.2764,2.17365,176.77,98.7544,0.99675,64.2177,68.9135,97.3389,79.1532,2.2045,39.6149,98.4619,235.968,43.3892,0.8619379999999999,50.4784,0.983123,188.965,62.4958,100.0,24.9578,39.904,678.753,33.3407,-21.1251,82.3761,65.3,-239.703,253.203,1303.58,66.2632,260.143,10.2,0.8499620000000001,12.9,533.794
1440607200,8,26,18,40,100.0,-28.6,685.132,1494.75,14.7989,8.09633,812.513,0.0,82.4627,337.7,77.5923,-21.4807,-99.4184,1.7849599999999999,172.266,97.0744,0.9829969999999999,63.8756,67.8556,95.53200000000001,79.7259,1.8171700000000002,39.7227,96.4134,226.69799999999998,41.9217,1.8817099999999998,49.4341,1.51176,189.53,61.9209,100.0,25.1537,38.9362,679.308,33.012,-26.7718,82.8455,28.0,-155.695,140.0,787.566,187.514,372.92400000000004,3.6,0.837743,10.8994,285.863
1440607800,8,26,18,50,100.0,-26.9,572.514,1431.11,14.1701,7.49717,629.452,0.0,81.7747,302.19599999999997,75.5917,-20.9287,-104.294,1.80351,164.86599999999999,91.6857,0.9726,61.8567,66.9799,90.1767,79.2453,1.8298299999999998,39.7239,90.7021,231.729,39.5352,-1.16333,47.0212,1.26334,189.42,62.7753,100.0,25.1195,37.0016,679.303,33.3955,-25.3895,82.2398,26.7,-143.82,160.61700000000002,628.688,197.87599999999998,245.332,4.1,0.8854139999999999,10.2994,234.28099999999998
1440608400,8,26,19,0,100.0,-32.0,800.454,1600.99,15.8502,8.6445,974.4780000000001,0.0,81.2529,368.485,73.3036,-19.8436,-101.88600000000001,1.8207200000000001,198.895,88.6538,0.9915450000000001,59.9591,67.7952,87.1257,78.7288,1.84517,39.6227,87.7367,245.313,40.4817,0.21075,47.803999999999995,1.176,189.938,63.5029,100.0,25.1008,37.6746,677.553,33.3375,-25.8789,81.7038,32.1,-161.305,141.50799999999998,974.4,129.054,258.259,5.6,0.9341889999999999,11.2988,378.525
1440609000,8,26,19,10,100.0,-21.0,577.775,1453.22,14.3895,7.803,638.015,0.0,81.0234,298.562,72.1996,-23.1493,-111.704,1.7961599999999998,136.293,85.8982,0.976783,59.1055,67.0149,84.4141,78.6703,1.82017,39.4813,84.9312,238.00900000000001,39.7959,1.30976,47.1292,1.26209,189.929,61.5507,100.0,25.1844,37.2232,679.4639999999999,32.8207,-27.4655,81.4416,21.5,-134.195,142.594,673.9689999999999,162.005,179.803,3.0,0.84264,10.2994,257.644
1440675000,8,27,13,30,100.0,-57.7,841.198,1581.83,15.6585,8.79283,1048.47,0.0,80.7651,387.74199999999996,72.8573,-13.1796,-85.9605,2.20601,186.426,89.9112,0.9928299999999999,52.9991,68.2636,88.4427,77.7688,2.23817,35.4441,89.6847,215.485,40.9801,-2.0106,48.2178,1.5911899999999999,190.007,62.3627,100.0,22.2267,37.3699,679.9830000000001,32.1926,-14.2405,81.3915,56.7,-241.82,239.016,1071.92,148.125,371.668,8.5,0.929052,11.2988,371.306
1440675600,8,27,13,40,100.0,-89.2,1110.12,1664.68,16.4819,9.99617,1386.99,0.0,81.3037,477.54900000000004,73.5201,-15.2085,-80.3996,2.59731,193.43,91.0382,0.99718,53.6651,68.399,89.5809,78.3318,2.63433,35.7377,90.78,220.673,40.9233,-1.99627,47.8379,1.3458700000000001,190.18900000000002,62.1095,100.0,22.4046,37.1241,679.8580000000001,31.8971,-17.1718,81.9331,90.3,-312.82,328.42199999999997,1389.02,46.4028,342.55800000000005,7.6,0.8670709999999999,14.5988,706.5189999999999
1440676200,8,27,13,50,100.0,-75.2,1183.23,1670.89,16.5407,10.1955,1529.75,0.0,82.7063,505.03,74.2698,-15.8129,-66.4198,2.41922,195.274,95.0688,0.998218,54.0063,68.6957,93.5043,79.6164,2.44133,36.3824,95.0789,221.074,42.7073,-0.67905,49.6021,1.2272399999999999,190.44,62.5282,100.0,22.6828,38.6261,680.291,31.0813,-17.9116,83.2386,74.2,-289.52299999999997,271.72700000000003,1603.55,33.6453,285.978,7.5,0.920539,14.7994,855.488
1440676800,8,27,14,0,100.0,-101.0,1284.49,1679.76,16.6292,10.7502,1649.79,0.0,84.2124,543.174,75.1264,-17.5719,-55.0262,3.0623400000000003,191.792,98.2082,0.99884,54.6415,68.9748,96.6091,81.0479,3.109,36.8863,98.3602,225.361,43.6114,4.9422,50.4758,1.04655,189.94299999999998,62.8874,100.0,22.7816,39.3763,681.818,31.2361,-20.3019,84.7333,101.0,-357.102,364.602,1675.14,17.9938,191.727,9.5,0.9278850000000001,15.7988,1085.57
