unixtime,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1439323800,100.0,-9.9,699.8330000000001,1621.26,16.0371,8.541830000000001,864.975,0.0,65.9974,330.20300000000003,72.76899999999999,-15.0685,-116.788,1.65877,200.979,84.7036,0.9905149999999999,74.3819,68.0205,84.1629,65.1304,1.6886700000000001,42.9306,84.0603,245.15599999999998,44.1726,-2.30993,51.2597,0.18715,189.396,62.3504,100.0,28.0229,40.9852,683.4810000000001,35.549,-16.2586,65.979,9.9,-128.719,142.719,867.3,14.4197,22.3449,2.3,0.9979020000000001,15.6994,827.794
1439324400,100.0,-11.1,685.328,1604.69,15.8813,8.44783,841.303,0.0,66.4122,325.249,74.2332,-15.1004,-117.031,1.6678400000000002,200.988,85.4793,0.98985,77.4288,68.083,84.8867,65.546,1.699,42.8512,84.7818,245.15599999999998,44.2774,-0.864037,51.4164,0.23746399999999998,189.449,62.3295,100.0,27.9428,41.0666,684.4960000000001,35.5221,-16.3267,66.3941,11.3,-133.398,122.805,854.372,18.3341,27.4885,2.1,0.997188,15.3,784.4810000000001
1439325000,100.0,-15.3,614.965,1518.42,15.0225,7.8825,720.1360000000001,0.0,67.0338,303.65,74.5993,-15.4556,-115.185,1.7365599999999999,191.766,85.4232,0.9859870000000001,78.821,67.6409,84.9259,65.8175,1.778,42.7969,84.76700000000001,246.17700000000002,43.8329,5.7279800000000005,50.6134,0.40954,189.113,61.9206,100.0,27.9899,40.7596,684.693,35.5392,-16.3748,66.7112,15.2,-147.406,141.602,732.638,60.2488,80.6538,2.2,0.9716319999999999,13.8,560.438
1439325600,100.0,-12.3,532.082,1413.19,13.984000000000002,7.34417,569.7909999999999,0.0,67.0938,286.163,73.4593,-14.5336,-112.088,1.7255200000000002,200.24,84.7973,0.9803200000000001,78.2037,66.48899999999999,84.4081,65.8835,1.7591700000000001,42.7969,84.2928,255.78099999999998,43.2412,-1.38289,50.5805,0.180056,189.47,61.4936,100.0,27.9485,40.4189,686.81,35.478,-15.5255,66.781,12.3,-140.0,142.5,571.856,23.9374,25.2278,2.2,0.998027,13.2994,503.08099999999996
1439329200,100.0,-16.0,751.944,1624.44,16.077,8.490169999999999,962.169,0.0,68.5842,351.283,73.3107,-16.2826,-113.25299999999999,1.74535,181.947,88.8685,0.991503,74.2755,68.4192,88.0336,67.2256,1.78233,42.3395,88.1323,278.23900000000003,44.6093,5.840319999999999,51.7662,0.5681470000000001,189.253,62.9686,100.0,25.5644,40.7525,689.2610000000001,34.5677,-16.4988,68.1388,17.0,-149.297,161.195,920.2589999999999,55.5222,178.27900000000002,2.6,0.9542790000000001,14.8988,748.388
1439329800,100.0,-19.0,534.57,1413.89,13.9965,7.3053300000000005,590.508,0.0,68.7302,290.224,73.4139,-15.5795,-110.662,1.7936299999999998,191.885,87.208,0.980158,76.5911,66.8621,86.7115,67.4746,1.8238299999999998,42.2563,86.6177,293.904,41.4389,1.53495,48.6315,0.6324069999999999,189.331,61.6063,100.0,25.4601,38.3675,691.2510000000001,34.2157,-16.1304,68.2083,18.4,-156.406,141.406,616.0219999999999,97.8138,123.575,2.7,0.963198,12.4988,419.344
1439397600,100.0,-27.3,669.003,1541.82,15.2673,8.23117,797.788,0.0,67.7238,322.306,72.8111,-14.6631,-103.103,1.7419,198.292,86.3948,0.988712,56.9608,67.4513,85.8456,66.5349,1.78167,41.8516,85.8229,195.53799999999998,43.0549,-4.95217,50.2217,1.00799,189.896,62.0715,100.0,26.6402,39.7809,676.4730000000001,34.5804,-16.2816,67.1445,27.3,-179.5,161.898,815.3910000000001,131.50799999999998,194.05599999999998,4.1,0.936687,12.3994,476.7
1439398200,100.0,-52.9,1002.06,1642.01,16.2618,9.59717,1233.89,0.0,68.0466,435.689,73.327,-16.4838,-98.2614,2.66724,173.321,88.2441,0.9946530000000001,57.1429,67.8399,87.4474,66.9475,2.70717,41.8182,87.5827,200.363,44.7273,2.14616,51.5324,1.60849,189.257,62.4166,100.0,26.4906,40.782,678.181,34.6458,-17.227999999999998,67.5694,57.4,-256.02299999999997,258.422,1185.71,84.1801,384.45300000000003,9.8,0.81017,12.6994,513.844
1439398800,100.0,-82.5,1192.36,1657.97,16.4132,10.7193,1537.56,0.0,69.4222,509.723,75.5285,-16.9455,-60.9925,3.3123199999999997,173.40099999999998,94.8435,0.9981049999999999,58.4773,69.2534,93.5175,68.5887,3.3626699999999996,42.0582,93.9495,215.62400000000002,49.2763,-4.26671,55.5721,1.8357,189.22,64.0241,100.0,26.0161,43.8852,681.512,34.8072,-17.9506,69.2332,79.0,-318.508,335.00800000000004,1589.11,65.1078,397.23699999999997,12.0,0.914924,13.9988,682.238
1439399400,100.0,-13.2,1066.03,1680.0,16.6483,9.749830000000001,1381.5,0.0,71.1473,457.341,77.60600000000001,-15.2695,-95.1281,1.49577,189.32,96.0748,0.9969950000000001,59.9352,69.5077,94.8682,70.0448,1.51783,42.3108,95.205,201.831,46.8857,3.22669,53.7377,0.47645699999999996,189.158,64.1635,100.0,25.6956,42.2473,682.802,34.7187,-15.9989,70.654,12.0,-141.0,122.398,1393.02,3.1583,93.3134,4.0,0.947224,16.3988,1181.25
1439400000,100.0,-15.2,774.123,1624.23,16.0772,8.8755,984.564,0.0,71.8179,357.441,78.4514,-15.5415,-110.376,1.60683,189.42700000000002,96.0433,0.99216,61.0718,69.192,95.0743,70.8318,1.63983,42.3106,95.2372,204.429,44.651,-5.82952,51.8263,0.78064,189.47400000000002,63.7638,100.0,25.7947,40.7289,685.1469999999999,34.3385,-16.2107,71.4037,15.6,-144.391,142.891,986.3439999999999,65.8273,195.699,2.6,0.9617049999999999,14.1,656.25
1439400600,100.0,-18.2,548.967,1429.23,14.1451,7.4695,605.856,0.0,71.9575,292.058,77.3923,-15.1673,-108.025,1.7381099999999998,200.653,93.5017,0.981382,61.3575,67.449,92.9304,70.9011,1.7853299999999999,42.2928,92.8639,197.5,41.7962,-0.428925,49.08,0.654523,189.915,62.1659,100.0,25.8338,38.6995,686.706,34.1211,-16.2138,71.3333,18.3,-154.805,162.50799999999998,591.15,102.01299999999999,119.361,2.9,0.963724,12.0,406.61300000000006
