unixtime,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1438107600,100.0,-47.9,1048.17,1656.52,16.399,9.892999999999999,1314.18,0.0,71.2235,456.908,72.5929,-15.4603,-84.1393,2.13528,189.947,92.8313,0.9966200000000001,79.4143,71.462,92.4962,69.8753,2.17367,41.567,93.0629,50.5891,50.3021,-1.16381,56.5746,1.25529,189.40400000000002,64.051,100.0,29.2522,50.1104,677.9639999999999,36.4935,-17.0174,74.2248,47.9,-269.719,276.02299999999997,1297.01,66.0248,315.131,7.8,0.9063260000000001,13.3988,658.2189999999999
1438108200,100.0,-33.8,1014.12,1655.92,16.3976,9.613669999999999,1284.51,0.0,72.6103,445.17900000000003,74.07,-17.475,-85.7573,1.8360299999999998,200.732,95.2851,0.996658,80.1107,71.8664,94.96799999999999,71.1161,1.8765,41.8482,95.3156,53.2813,50.9425,3.66229,57.2856,1.10459,189.122,64.5941,100.0,29.0512,50.6827,678.155,36.6407,-21.3777,75.585,34.2,-209.41400000000002,217.813,1326.02,66.548,273.619,5.8,0.9602940000000001,13.5994,641.025
1438108800,100.0,-28.5,1031.81,1663.98,16.4796,9.72617,1315.13,0.0,74.0323,451.469,75.0881,-20.0832,-83.485,1.7662,200.803,96.0782,0.996948,80.6297,72.3039,95.8823,72.4244,1.80083,42.0568,95.7715,53.2813,51.5299,1.17311,57.833,0.9107219999999999,189.15099999999998,65.1465,100.0,28.8869,51.1034,676.867,36.3546,-26.3409,76.9727,28.2,-196.61700000000002,199.11700000000002,1386.13,49.228,260.52299999999997,5.7,0.9866219999999999,13.9988,680.4
1438109400,100.0,-28.5,1135.13,1680.19,16.6379,10.0712,1447.73,0.0,75.3912,489.24199999999996,75.4872,-20.027,-62.6607,1.7521099999999998,200.81400000000002,96.3969,0.998577,80.8248,72.7648,96.1413,73.6954,1.7833299999999999,42.2434,95.7581,53.2813,52.1271,2.80882,58.3613,0.598539,189.78900000000002,65.6688,100.0,28.6121,51.5257,676.36,36.2573,-26.3069,78.3424,28.4,-201.102,200.203,1438.24,6.08231,141.188,6.3,0.981318,16.2994,1191.49
1438110000,100.0,-24.5,1083.58,1679.62,16.6353,9.99067,1379.76,0.0,76.7377,467.65,75.7349,-19.8705,-82.43299999999999,1.6245399999999999,200.90200000000002,96.3521,0.9974430000000001,80.9697,72.979,96.1782,74.98100000000001,1.6525,42.3329,95.7587,53.2813,51.861999999999995,-0.8650129999999999,58.2047,0.622784,189.592,66.0024,100.0,28.4705,51.3238,675.437,36.1833,-26.2028,79.7017,24.8,-186.813,180.109,1436.99,5.56035,166.998,3.6,0.9929290000000001,16.2994,989.4939999999999
1438110600,100.0,-11.8,998.204,1680.05,16.6379,9.8455,1264.14,0.0,77.6266,435.65,75.9137,-19.9833,-95.3402,1.49596,195.135,94.917,0.996598,78.9722,72.8123,94.8031,75.9163,1.5195,42.3104,94.2481,51.9648,50.1095,-6.25421,56.6171,0.423846,189.46099999999998,65.8578,100.0,28.3336,49.8688,675.735,36.0771,-26.1757,80.6585,11.4,-141.516,142.813,1263.28,3.22399,89.0589,3.3,0.978823,16.5,1038.98
1438111200,100.0,-17.7,828.7639999999999,1662.61,16.4643,8.911,1046.73,0.0,78.2616,377.32,75.9535,-20.7039,-102.738,1.68285,177.13299999999998,93.1483,0.9941549999999999,75.3558,72.4301,92.7274,76.5007,1.7186700000000001,42.3553,92.5159,54.9198,48.659,4.5357400000000005,55.2453,0.563153,188.572,65.5785,100.0,27.9283,48.7051,675.669,35.9927,-26.4254,81.2329,18.2,-162.109,163.414,1048.16,34.9308,118.787,4.7,0.947224,15.0994,807.188
1438111800,100.0,-22.2,466.329,1304.9,12.9167,6.8005,455.49,0.0,78.0446,271.591,73.4884,-20.3009,-109.369,1.82323,184.905,89.2627,0.962008,70.6378,69.6858,89.0358,76.4909,1.86917,42.2942,88.7891,86.3143,45.4424,3.11955,52.5606,0.8559030000000001,188.821,63.4835,100.0,27.4382,46.1914,676.075,34.8064,-26.3703,81.0016,21.7,-175.41400000000002,163.016,425.775,122.916,143.083,3.0,0.947852,10.5994,260.531
1438371600,100.0,-101.1,1316.4,1680.72,16.6457,10.698,1670.25,0.0,88.6425,563.5509999999999,73.3297,-19.1345,-11.3409,2.99436,200.515,98.5169,0.9990129999999999,72.8131,70.1345,97.9296,86.3464,3.01983,39.4086,97.6904,197.65599999999998,40.9001,-3.99206,47.2892,0.913265,189.938,63.2838,100.0,15.2063,39.5012,681.898,28.0815,-24.8077,91.8763,99.5,-387.20300000000003,397.406,1704.87,12.9631,197.503,7.3,0.968973,16.0988,914.288
1438372200,100.0,-101.3,1233.35,1680.86,16.6442,10.4512,1587.64,0.0,89.8806,536.799,74.4957,-19.6629,-10.3,3.42714,200.572,98.0573,0.999008,72.7131,70.1453,97.4201,87.4847,3.4795,39.3885,97.2193,197.608,40.3538,2.67585,46.8477,1.2703,189.903,63.238,100.0,14.8542,39.0373,685.538,28.3709,-24.919,93.102,102.5,-386.781,386.57800000000003,1591.8,16.0935,152.135,11.0,0.979223,16.0988,1224.43
