unixtime,YEAR,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1426798200,2015,3,19,21,50,100.0,-38.1,1335.83,1680.62,16.6358,10.276,1721.55,0.0,69.6876,563.4119999999999,72.2881,-18.3723,-43.6203,1.8466900000000002,201.358,99.5251,0.99897,44.5252,71.1746,98.6882,73.8301,1.8943299999999998,28.5222,99.2839,52.9688,40.3735,-6.36165,47.0236,0.768011,188.989,64.6317,100.0,8.72413,34.6696,679.685,23.2765,-23.1036,75.3288,38.2,-202.797,218.297,1731.71,8.211039999999999,205.41099999999997,5.6,0.9630920000000001,16.2994,1200.68
1426798800,2015,3,19,22,0,100.0,-38.9,1271.57,1676.11,16.5896,10.0607,1619.43,0.0,70.5046,538.34,72.4281,-18.2059,-54.9808,2.13833,195.142,96.3244,0.9987870000000001,43.8892,70.999,95.6669,74.8785,2.1755,28.6164,95.9375,46.8727,44.0204,1.58629,50.6384,1.09561,189.47099999999998,64.2249,100.0,8.69702,39.1332,677.2660000000001,22.162,-22.544,76.2541,38.9,-203.188,195.484,1615.95,22.0178,246.17700000000002,7.1,0.9510569999999999,15.1988,945.263
1426799400,2015,3,19,22,10,100.0,-34.4,1274.15,1680.29,16.6333,10.0168,1650.61,0.0,71.1822,542.099,72.3091,-17.8678,-41.6477,1.79814,201.386,95.42299999999999,0.9989979999999999,43.4368,71.0935,94.8022,76.0453,1.83917,28.5938,94.9733,45.9375,46.3867,2.3996299999999997,52.8765,0.8731,189.178,64.3612,100.0,8.6138,41.2761,679.4110000000001,22.1643,-22.2924,77.3902,34.4,-193.40599999999998,200.21099999999998,1657.16,7.51547,177.208,5.6,0.9778469999999999,16.3988,1199.36
1426829400,2015,3,20,6,30,100.0,-34.4,1187.12,1680.78,16.6347,9.8835,1564.43,0.0,89.2485,515.466,72.7877,-19.1641,-58.4186,1.8198599999999998,201.699,98.1628,0.99859,42.5794,71.9469,97.6154,98.8755,1.8715,34.0417,97.57600000000001,45.9375,45.5769,-5.6969199999999995,52.2646,0.9509209999999999,189.42700000000002,66.2395,100.0,7.0651,40.3806,691.3860000000001,21.2964,-22.1745,98.5702,33.9,-195.187,178.687,1554.26,7.61333,207.862,6.1,0.977018,16.3988,1188.99
1426830000,2015,3,20,6,40,100.0,-21.9,965.558,1670.38,16.5336,8.98683,1257.93,0.0,88.6494,435.42199999999997,72.5301,-19.1671,-79.9726,1.71733,197.06599999999997,92.8762,0.997085,42.5448,71.1492,92.5041,97.7739,1.76167,33.8752,92.3978,42.9219,41.1995,-0.21596300000000002,48.4151,0.7709739999999999,189.36700000000002,65.0848,100.0,6.98645,36.6789,689.613,20.8849,-22.4987,97.2894,22.1,-148.109,162.211,1268.47,24.508000000000003,178.84799999999998,2.7,0.963619,15.3994,884.2310000000001
1426858800,2015,3,20,14,40,100.0,-116.2,1523.69,1679.44,16.6242,13.6938,1990.57,0.0,94.5509,645.472,75.4652,-20.865,22.2771,10.5478,201.555,106.302,0.9990000000000001,45.7969,74.1528,105.594,104.98899999999999,10.5637,38.3776,105.61,35.0,40.596,2.1095599999999997,47.0202,1.58597,189.81400000000002,68.5483,100.0,8.66814,33.9162,691.9960000000001,25.5113,-25.0509,103.912,111.8,-448.625,442.523,1993.49,18.8836,13.6996,15.4,0.965994,16.0988,1938.43
1426859400,2015,3,20,14,50,100.0,-107.7,1523.08,1680.58,16.6332,13.064,1996.22,0.0,94.8501,645.028,75.664,-21.3599,12.0471,9.10195,194.234,106.585,0.9990120000000001,45.8345,74.447,105.87100000000001,105.294,9.1275,38.3984,105.87799999999999,40.7841,40.5861,1.37558,46.9837,1.37006,189.64700000000002,69.0314,100.0,8.591339999999999,33.9402,694.378,25.7108,-25.0218,104.167,106.1,-462.273,451.67199999999997,1997.89,16.8777,26.3257,14.3,0.9553299999999999,16.2,1846.69
1426860000,2015,3,20,15,0,100.0,-124.8,1537.68,1681.36,16.6442,12.2337,1999.37,0.0,95.4836,645.536,75.7151,-21.3596,-1.49187,6.80202,194.66400000000002,106.84700000000001,0.999023,45.9419,74.6101,106.23200000000001,105.54899999999999,6.8525,38.5051,106.226,38.1956,40.4408,-1.56229,46.8385,1.08161,189.885,69.2295,100.0,8.7678,33.76,688.695,25.3069,-25.9477,104.35700000000001,124.5,-508.594,523.398,2002.09,17.3054,65.9741,12.9,0.9379190000000001,16.0988,1695.23
1426863600,2015,3,20,16,0,100.0,-131.0,1483.79,1679.57,16.6261,13.3818,1915.56,0.0,95.8206,628.107,75.4582,-21.1002,23.374000000000002,9.888530000000001,201.446,105.30799999999999,0.9990000000000001,46.3013,74.2735,104.70100000000001,106.665,9.94133,38.2199,104.70200000000001,53.9063,39.6153,-5.13086,46.1018,1.6713099999999999,189.753,67.4897,100.0,9.04038,33.0934,684.9780000000001,24.2904,-26.403000000000002,105.109,130.3,-467.023,465.625,1920.58,21.7696,46.6126,15.8,0.958298,15.9994,1728.96
1426864200,2015,3,20,16,10,100.0,-124.9,1477.76,1679.15,16.622,13.9282,1910.35,0.0,96.0841,625.725,75.1154,-20.3244,24.1536,11.3785,201.52,105.132,0.9990000000000001,46.2651,74.0231,104.51799999999999,106.47,11.3993,38.3175,104.537,53.9063,39.8474,-4.75879,46.3229,1.597,189.77,68.4494,100.0,8.5875,33.3358,684.903,25.5712,-25.3365,105.035,122.4,-468.375,485.07,1904.5,21.4615,19.8212,16.5,0.9547479999999999,15.9,1874.12
