unixtime,YEAR,MONTH,DAY,HOUR,MINUTE,WTURNativeStatus,WROTPitchAngleAvgTravNeg,WGENStatorCur,WGENSpeed,WROTSpeed,WNACWindSpeed,WTURPower,WCNVCoolantPress,WTRFPhase3Temp,WGENRotorCur,WGENBearNDETemp,WTURReactivePowerAux,WTURReactivePower,WROTPitchAngleSP,WYAWPressure,WGENPhase3Temp,WTURCosPhi,WGENBearDETemp,WTRMBearTemp,WGENPhase2Temp,WTRFPhase1Temp,WROTPitchAngleAvg,WHDRGroupOilTemp,WGENPhase1Temp,WNACDirection,WCNVHeaterTempBott,WNACWindDirection,WCNVHeaterTempSup,WNACWindSpeedStd10min,WHDRGroupOilPress,WTRMOilTemp,WTURStatus,WNACAmbTemp,WCNVCoolantTemp,WCNVNetVoltage,WNACNacelleTemp,WTURPowerAux,WTRFPhase2Temp,WROTPitchAngleAvgTravPos,WHDRGroupOilPressTravNeg,WHDRGroupOilPressTravPos,WTURPowerMed10min,WGENSpeedStd10min,WTURPowerStd10min,WROTPitchAngleAvgMax10min,WNACWindDirectionCosMin10min,WROTSpeedMin10min,WTURPowerMin10min
1439841600,2015,8,17,22,0,100.0,-82.3,1184.53,1680.64,16.6305,9.9565,1504.39,0.0,74.9998,498.591,72.4003,-15.3089,-73.119,2.26745,202.01,90.5212,0.9982620000000001,75.1622,69.1506,89.4536,74.7864,2.2701700000000002,37.4018,89.9554,39.6875,44.81100000000001,1.75204,50.7126,0.824089,189.542,61.8223,100.0,17.703,41.4926,678.0210000000001,28.9382,-14.0422,79.9752,78.8,-372.01599999999996,368.81300000000005,1523.62,11.9251,192.75400000000002,7.1,0.9690700000000001,16.0988,884.1
1439842200,2015,8,17,22,10,100.0,-55.3,1067.52,1672.09,16.557000000000002,9.52983,1378.39,0.0,76.9189,458.061,74.0955,-15.2153,-76.3461,1.97375,196.419,93.7508,0.99766,76.1923,69.42699999999999,92.6109,76.683,2.0001700000000002,37.4465,93.073,42.8286,46.8104,5.33055,52.9696,0.888825,189.199,61.9614,100.0,17.5212,43.3379,679.076,28.9595,-13.7099,81.4512,55.0,-302.703,302.305,1363.49,30.3259,255.782,5.6,0.9516610000000001,14.8988,832.2560000000001
1439842800,2015,8,17,22,20,100.0,-55.7,939.485,1664.76,16.4734,9.0625,1216.16,0.0,78.1096,415.875,75.422,-15.2808,-73.5834,1.99872,201.91,93.7171,0.997235,76.8272,69.1123,92.6461,77.8652,2.011,37.4157,93.1145,46.25,44.4614,4.00151,50.8124,0.8121229999999999,189.28099999999998,61.3958,100.0,17.3918,41.3158,681.321,28.9645,-13.845999999999998,82.50200000000001,55.9,-288.695,298.594,1213.87,33.9507,192.321,6.1,0.9690700000000001,15.0,862.181
1439843400,2015,8,17,22,30,100.0,-40.6,708.7410000000001,1562.95,15.4727,7.8663300000000005,869.171,0.0,78.8368,338.525,75.8085,-14.1871,-89.6731,2.10221,190.858,92.3816,0.992698,76.9048,68.2333,91.4437,78.5953,2.12717,37.3463,91.8434,49.861999999999995,41.6589,7.396610000000001,48.0863,0.908465,189.484,62.158,100.0,17.3463,38.9435,683.2539999999999,28.9701,-11.8113,83.2171,40.7,-240.891,241.891,861.525,109.656,183.485,5.1,0.947224,13.5,591.675
1439844000,2015,8,17,22,40,100.0,-41.5,725.288,1576.19,15.607999999999999,8.20683,881.2539999999999,0.0,79.1019,342.856,74.6039,-13.9933,-103.62899999999999,1.95923,201.21200000000002,90.7405,0.991137,75.4968,67.7066,89.973,78.9194,1.98183,37.2969,90.3649,59.0625,39.7232,-3.80539,46.1133,1.08696,189.84,62.8385,100.0,17.3885,37.2083,686.954,28.4256,-11.7039,83.5921,41.0,-232.922,230.125,916.9780000000001,113.88600000000001,202.612,4.9,0.9698399999999999,12.3994,563.719
1439844600,2015,8,17,22,50,100.0,-36.3,678.0219999999999,1543.67,15.277999999999999,7.946330000000001,832.572,0.0,79.4403,326.981,73.7574,-13.9397,-106.95299999999999,1.9392900000000002,197.128,89.8092,0.9894129999999999,74.4757,67.8802,89.0537,79.2757,1.9535,37.1875,89.4952,57.5276,39.3823,-6.44906,45.7562,0.897085,189.65400000000002,63.395,100.0,17.369,36.8997,688.423,27.8636,-11.4419,84.0062,37.4,-218.91400000000002,212.00799999999998,781.988,104.59299999999999,178.52,4.1,0.952622,13.2994,549.938
1439934000,2015,8,18,23,40,100.0,-40.7,794.211,1641.89,16.2494,8.46667,1008.77,0.0,78.6674,361.335,72.4335,-14.4374,-109.866,1.97695,202.072,87.7005,0.99318,56.8449,68.7281,86.8669,78.6803,2.00467,36.5629,87.1898,64.6875,40.1595,-1.04677,46.5345,0.697854,189.49900000000002,63.3967,100.0,16.34,37.4515,685.671,27.4796,-12.3631,83.1525,40.8,-240.688,239.188,1021.19,49.8498,103.71799999999999,4.9,0.9844959999999999,14.4994,798.3939999999999
1439934600,2015,8,18,23,50,100.0,-48.3,766.2739999999999,1631.47,16.1444,8.39067,967.191,0.0,79.078,351.779,72.7674,-14.9868,-113.82,2.08872,201.982,87.3679,0.9921770000000001,56.4877,68.5257,86.53,79.1296,2.09983,36.4228,86.8061,64.6875,39.6023,-5.67604,45.9607,0.8373860000000001,189.921,61.5114,100.0,16.173,36.8801,686.704,27.9664,-13.2277,83.5075,47.8,-242.59400000000002,254.09400000000002,973.416,50.6275,94.7135,5.2,0.941412,14.4994,768.6
1439935200,2015,8,19,0,0,100.0,-52.9,693.074,1560.39,15.4388,7.97783,851.448,0.0,79.42699999999999,328.54900000000004,72.3286,-14.2039,-109.69,2.22752,194.542,86.3774,0.9899479999999999,55.5877,67.6917,85.5815,79.4956,2.24733,36.2752,85.8765,59.3943,38.2647,-0.12495,44.5773,1.03826,189.535,62.31100000000001,100.0,15.9964,35.7186,685.543,27.2648,-11.8449,83.87899999999999,53.0,-265.687,256.789,831.863,88.2576,140.029,8.5,0.9341889999999999,13.3988,606.375
1439944800,2015,8,19,2,40,100.0,-27.0,963.568,1679.01,16.631,9.04167,1252.27,0.0,85.5188,422.108,72.21,-14.0566,-92.9021,1.7695599999999998,202.03799999999998,91.0546,0.996603,53.1198,68.0234,90.0548,85.8362,1.785,34.0018,90.345,66.5625,40.6541,0.784538,47.0748,0.538374,190.1,61.6112,100.0,14.1515,37.4852,685.954,25.119,-12.0058,89.2689,26.7,-183.90599999999998,179.805,1240.77,7.053839999999999,112.36399999999999,4.3,0.9917159999999999,16.2,1032.41
1439945400,2015,8,19,2,50,100.0,-42.3,946.206,1670.64,16.5411,9.05,1219.22,0.0,86.2376,416.083,72.6674,-13.8105,-95.249,1.8834099999999998,202.005,91.3095,0.996193,53.3399,68.3773,90.355,86.5808,1.892,33.7281,90.5717,66.5625,39.89,-1.7834599999999998,46.2273,0.716372,190.15900000000002,63.6262,100.0,14.1608,36.7982,686.015,24.2251,-11.5414,90.0108,42.2,-240.898,240.898,1223.45,30.4827,170.805,5.8,0.9897450000000001,14.7,867.038
1439946000,2015,8,19,3,0,100.0,-46.7,942.057,1667.12,16.505,9.11767,1240.19,0.0,86.7486,418.349,72.9218,-15.1437,-81.543,2.0352099999999997,202.08700000000002,91.5373,0.9969680000000001,53.4746,68.6664,90.5712,87.1173,2.0505,33.4853,90.8147,66.5625,39.9287,-4.04333,46.1532,0.947585,189.91400000000002,62.5667,100.0,14.2493,36.7635,686.7189999999999,25.2941,-13.3061,90.4311,47.1,-262.188,262.086,1236.38,27.9303,203.98,8.2,0.96936,15.3,882.3939999999999
1439946600,2015,8,19,3,10,100.0,-47.8,974.696,1636.67,16.207,9.14933,1220.42,0.0,87.073,431.67400000000004,72.8554,-14.1111,-72.7884,2.0868599999999997,202.178,90.7977,0.997165,53.4626,67.9699,89.9005,87.47200000000001,2.10533,33.4049,90.1609,66.5625,38.9217,-3.58541,45.0114,1.21676,189.766,62.3181,100.0,14.1632,35.8116,686.615,25.0383,-11.9704,90.7639,47.5,-255.109,258.313,1192.34,65.72399999999999,364.969,7.4,0.964557,14.2988,696.2810000000001
1439947200,2015,8,19,3,20,100.0,-27.6,1247.37,1680.53,16.6392,10.068999999999999,1635.85,0.0,88.4762,521.035,73.0951,-14.8935,-87.4384,1.6712799999999999,202.078,94.9585,0.9979549999999999,53.4611,68.9933,93.8434,88.8739,1.68317,33.4054,94.0602,66.5625,43.3455,-3.5708599999999997,49.1206,0.5062270000000001,189.10299999999998,63.0156,100.0,14.2228,39.6021,685.824,24.4498,-13.037,91.8914,27.6,-194.898,200.398,1653.09,5.9356800000000005,119.367,5.3,0.97954,16.2994,1317.49
1439947800,2015,8,19,3,30,100.0,-14.7,1127.59,1679.97,16.636,9.615,1475.15,0.0,89.7642,476.719,73.7723,-14.5425,-98.1897,1.51217,202.09799999999998,95.9336,0.997223,53.8062,68.6323,94.846,90.1349,1.52283,33.2906,95.0549,66.5625,42.8108,-2.62125,48.9077,0.43365299999999996,189.479,61.9692,100.0,14.177999999999999,39.2638,685.1439999999999,24.741,-12.6807,92.9583,14.9,-137.109,120.805,1467.9,4.048,63.1164,3.5,0.990024,16.2994,1321.29
1439948400,2015,8,19,3,40,100.0,-20.9,1080.51,1680.26,16.637,9.4075,1402.11,0.0,90.7216,459.324,74.2514,-14.6957,-104.508,1.61965,202.021,96.4997,0.9966520000000001,54.2031,68.2417,95.4255,91.1119,1.6269999999999998,33.0232,95.61200000000001,66.5625,42.0668,-2.8004599999999997,48.2692,0.574117,189.36700000000002,61.4451,100.0,14.1669,38.6317,685.2769999999999,24.7374,-12.9194,93.822,20.6,-161.297,163.5,1379.9,4.59245,114.119,4.9,0.992115,16.2994,1192.41
1439949000,2015,8,19,3,50,100.0,-23.1,932.563,1677.34,16.6014,8.94833,1218.5,0.0,91.2701,409.792,74.568,-14.0434,-107.044,1.7320099999999998,202.104,95.4706,0.995482,54.5082,67.9499,94.5153,91.678,1.74383,32.7799,94.6819,66.5625,40.0157,-3.9586099999999997,46.4574,0.51313,189.37,61.9775,100.0,14.1288,36.9366,687.7860000000001,24.0678,-11.8155,94.4332,23.3,-167.99200000000002,180.695,1208.94,10.3884,109.345,3.1,0.977018,15.9,1014.56
1439949600,2015,8,19,4,0,100.0,-32.4,1095.11,1680.1,16.6378,9.70433,1430.57,0.0,91.8544,465.566,74.5689,-14.7713,-110.319,1.6675900000000001,202.132,95.9783,0.996447,54.5598,68.6206,94.99700000000001,92.2754,1.6781700000000002,32.4859,95.1399,66.5625,40.6521,-3.78289,46.8144,0.559317,189.452,63.2606,100.0,14.1044,37.363,689.633,23.6761,-12.5374,95.0067,32.4,-207.313,202.109,1444.41,6.1253400000000005,73.9256,4.8,0.976258,16.2994,1222.99
1439950200,2015,8,19,4,10,100.0,-32.2,1064.63,1677.02,16.6058,9.533669999999999,1396.49,0.0,92.59899999999999,456.407,74.5623,-15.2688,-110.199,1.7204099999999998,202.202,96.65,0.9962270000000001,54.5733,68.4757,95.6646,93.0286,1.73383,32.2811,95.779,66.5625,41.3531,-2.84996,47.5427,0.604159,189.61700000000002,61.8066,100.0,14.0471,37.9706,691.4,24.5985,-13.2297,95.5664,32.0,-199.305,199.90599999999998,1400.24,15.892000000000001,126.836,7.3,0.981619,15.3,1033.59
1439950800,2015,8,19,4,20,100.0,-15.9,1058.6,1680.1,16.6353,9.42817,1391.22,0.0,93.2439,454.66,74.6841,-15.142000000000001,-106.273,1.57613,202.078,96.9714,0.996498,54.6581,68.249,95.9863,93.695,1.584,32.1468,96.1237,66.5625,41.2745,-2.03914,47.4773,0.5212899999999999,189.83900000000003,61.2449,100.0,13.9516,37.8824,691.16,24.463,-13.0939,96.1612,16.1,-147.289,141.688,1395.71,4.23223,83.4104,3.3,0.987933,16.2994,1198.18
1439951400,2015,8,19,4,30,100.0,-22.8,947.461,1679.04,16.6236,8.9075,1242.63,0.0,93.7271,415.94300000000004,74.7969,-13.9085,-108.961,1.7490900000000003,201.979,96.275,0.995495,54.5836,68.1081,95.3725,94.204,1.76167,31.9409,95.419,66.5625,39.9661,-0.7881,46.3706,0.505655,188.64700000000002,62.5622,100.0,14.0201,36.8467,690.544,23.5944,-11.4176,96.7252,22.7,-166.50799999999998,160.805,1239.13,7.60791,107.14299999999999,5.0,0.99316,16.0988,1041.99
1439952000,2015,8,19,4,40,100.0,-27.3,927.003,1679.28,16.6233,8.801169999999999,1199.3,0.0,93.9306,405.07800000000003,74.7354,-13.7568,-102.259,1.8247900000000001,202.139,95.3421,0.995715,54.3819,68.528,94.4651,94.4624,1.83267,31.7356,94.564,66.5625,39.0467,-2.32155,45.4102,0.49185200000000007,189.607,63.56399999999999,100.0,13.9033,36.0251,680.438,23.7103,-11.9693,97.045,27.5,-185.984,201.28900000000002,1183.81,6.41139,88.1234,3.7,0.992504,16.0988,1030.44
1439952600,2015,8,19,4,50,100.0,-23.5,976.9989999999999,1679.82,16.6331,8.92383,1253.32,0.0,94.1118,421.731,74.7175,-14.2843,-102.836,1.73498,202.09799999999998,94.9921,0.9960829999999999,54.3411,68.4047,94.1084,94.675,1.749,31.6044,94.2079,66.5625,39.3713,0.801413,45.6851,0.45738100000000004,189.891,61.769,100.0,13.6893,36.2214,680.0060000000001,24.5291,-12.8695,97.1689,23.3,-169.297,161.99200000000002,1269.84,4.4189099999999994,88.477,3.6,0.9937870000000001,16.2994,1041.47
1439953200,2015,8,19,5,0,100.0,-23.2,955.275,1675.59,16.5911,8.9735,1233.65,0.0,94.40799999999999,412.898,74.8619,-13.7825,-105.89299999999999,1.6969,202.09900000000002,94.6536,0.995552,54.3697,68.1478,93.7473,94.9489,1.70767,31.4894,93.9161,66.5625,39.3948,-1.8651400000000002,45.7041,0.47570100000000004,189.717,61.3845,100.0,13.6383,36.231,678.2280000000001,24.2164,-12.2038,97.4341,23.3,-168.90599999999998,160.109,1245.1,14.5029,115.43,3.8,0.9897450000000001,15.6,998.288
1439953800,2015,8,19,5,10,100.0,-32.4,842.932,1664.73,16.4793,8.5505,1078.37,0.0,94.4776,373.699,74.6607,-13.467,-112.70299999999999,1.9372200000000002,202.118,93.1052,0.9937799999999999,54.0728,67.9662,92.25,95.0578,1.96,31.3722,92.40299999999999,66.5625,37.7086,-0.547875,44.1707,0.523632,189.94299999999998,63.0645,100.0,13.6425,34.8301,679.315,23.6636,-11.4269,97.6736,32.6,-190.703,200.805,1072.58,25.2662,94.9069,3.8,0.9964709999999999,15.4988,918.488
1439954400,2015,8,19,5,20,100.0,-27.9,780.2719999999999,1635.66,16.189,8.271,987.115,0.0,94.316,352.49800000000005,74.1945,-13.4531,-115.29899999999999,1.97682,202.145,91.5541,0.992185,53.6444,68.2055,90.74799999999999,94.9414,2.00367,31.3224,90.8753,66.5625,36.7615,-0.6646880000000001,43.1916,0.639119,189.653,63.8001,100.0,13.5336,33.9984,679.9939999999999,23.912,-11.4179,97.6319,27.9,-184.813,181.813,972.1030000000001,54.3956,108.301,3.2,0.990298,14.4,765.188
