TRAINING,VALIDATION
0.0056381698902,0.00143669598863
0.000852879009068,0.000720813170486
0.000508177661477,0.000534346260859
0.000364321529309,0.000331157700804
0.00027768228315,0.000353349615944
0.00019962415845,0.000301628587521
0.000143046891796,0.000205827878183
0.000103494234939,0.000171217721899
7.38190499294e-05,0.000168249308556
5.30290069323e-05,0.00014126717318
4.1567460499e-05,0.000100132893981
3.28453931157e-05,7.45793987259e-05
2.7945886699e-05,6.92169371263e-05
2.37007042565e-05,7.42583091183e-05
2.0016303415e-05,6.21733537281e-05
1.99211302311e-05,7.87432377844e-05
1.71311254357e-05,4.38624680042e-05
1.49804775635e-05,3.25158833411e-05
1.40043371742e-05,3.21838788487e-05
1.43361370191e-05,2.90140867579e-05
1.11611358458e-05,0.000113275929757
1.20434145074e-05,2.54400092751e-05
1.15078250842e-05,2.47070598007e-05
1.15075069307e-05,1.89715281216e-05
1.12962993519e-05,1.81252855221e-05
8.78388117304e-06,1.74389604087e-05
1.0416168789e-05,1.53868320136e-05
9.0239357271e-06,1.5893081236e-05
9.14824260523e-06,1.98276042987e-05
7.75623892699e-06,1.64514374294e-05
7.369547322e-06,1.39076058509e-05
7.69042402501e-06,1.33183230649e-05
7.43898104041e-06,1.27785036027e-05
6.54409876948e-06,1.51878799841e-05
6.29902746974e-06,1.16030399438e-05
6.66617006065e-06,1.26472987678e-05
6.17490938078e-06,1.26646044828e-05
5.12751985633e-06,1.1377704965e-05
7.71000682867e-06,1.74384883806e-05
6.96954984308e-06,1.1379721512e-05
5.49122241615e-06,8.89969722865e-06
5.47998203219e-06,1.07294766832e-05
4.14317573985e-06,1.07724172699e-05
5.11395835266e-06,8.90849433714e-06
7.02262583352e-06,1.14010178324e-05
4.34061182791e-06,9.91987684768e-06
4.22756394608e-06,1.53556360033e-05
5.13561653719e-06,1.09068215482e-05
4.85081972141e-06,9.8588586562e-06
4.593015158e-06,1.46395508108e-05
5.45022493793e-06,1.03894135371e-05
4.94552297928e-06,8.29609928601e-06
4.44573909999e-06,9.21669828856e-06
4.52542781545e-06,8.43479736478e-06
3.61622555134e-06,8.52168524519e-06
3.80548106627e-06,6.69402806439e-06
4.42285115626e-06,2.12913006943e-05
6.65416913424e-06,2.06866548785e-05
3.19566916025e-06,1.12555323639e-05
3.84937948154e-06,9.50647666316e-06
4.64541053618e-06,1.33586077652e-05
3.09940370286e-06,8.15146316279e-06
3.23981840385e-06,1.91932098958e-05
4.0232176169e-06,6.25151735364e-06
3.34088520888e-06,1.07488396597e-05
3.63608868864e-06,7.3000519329e-06
6.01465375134e-06,5.68144747503e-06
2.92925505498e-06,9.90254577149e-06
2.6603304864e-06,6.05765120838e-06
3.26731387484e-06,2.43080411263e-05
4.49494638613e-06,5.50249786855e-06
3.35704447089e-06,6.00618367529e-06
3.33667767281e-06,7.67863563706e-06
3.03670898884e-06,7.88965694864e-06
3.62968743476e-06,7.33497085869e-06
3.08527929629e-06,6.38158338306e-06
3.16680506202e-06,5.01865710889e-06
3.29564614944e-06,6.09722288023e-06
3.78406290117e-06,1.20634797667e-05
3.70363796838e-06,1.37124602014e-05
2.18159796787e-06,2.4977867683e-05
3.25448950382e-06,7.76022853948e-06
2.18780554889e-06,5.80838712162e-06
2.67915350885e-06,7.47501466612e-06
3.21010815974e-06,5.35445470566e-06
3.61655483666e-06,1.53019535525e-05
2.58895546528e-06,6.30756909092e-06
2.30468763269e-06,1.29065704801e-05
2.84800406428e-06,8.82283986506e-06
2.87830415348e-06,2.88854958039e-05
3.29909563482e-06,1.92185969398e-05
2.58462198116e-06,6.68124077232e-06
2.68707984154e-06,1.15130416099e-05
