T,R,A,I,N,I,N,G,",", ,V,A,L,I,D,A,T,I,O,N
0.00563881204621,0.00143684765216
0.000852996410629,0.000720787931979
0.000508203035712,0.000534247241243
0.000364311724931,0.000331149187208
0.000277641773192,0.000353403078497
0.000199607476294,0.000301876037468
0.000143076373342,0.000205900237214
0.000103529681658,0.000171471089483
7.38764969892e-05,0.000168961816905
5.30789217774e-05,0.000141302176703
4.15739226669e-05,9.9809104431e-05
3.2883534528e-05,7.40131876726e-05
2.79387887705e-05,6.88177010021e-05
2.36935250212e-05,7.38063805361e-05
2.00194235731e-05,6.21228975259e-05
1.99485272753e-05,7.87866379598e-05
1.71446078959e-05,4.37770945175e-05
1.49576584573e-05,3.25587769945e-05
1.39821205642e-05,3.22283622748e-05
1.43316387697e-05,2.89770732261e-05
1.11481997126e-05,0.0001140357235
1.2065305657e-05,2.56081865965e-05
1.15146587955e-05,2.48365725501e-05
1.14990215641e-05,1.8989382595e-05
1.12599644092e-05,1.80426916708e-05
8.77885331702e-06,1.73803805013e-05
1.04247608414e-05,1.53204884164e-05
9.04366500354e-06,1.5868480322e-05
9.14696387039e-06,1.978398178e-05
7.77047274939e-06,1.65793971865e-05
7.34345788911e-06,1.38893147063e-05
7.69289338287e-06,1.32309849763e-05
7.35872159513e-06,1.28859292831e-05
6.41106429869e-06,1.45911266397e-05
6.31957186634e-06,1.13468327444e-05
6.66136240986e-06,1.28355165602e-05
6.24524458043e-06,1.25515200771e-05
5.12230730927e-06,1.13394802985e-05
7.7656179106e-06,1.70958687741e-05
6.96127838332e-06,1.14168652496e-05
5.49401217542e-06,8.90720902982e-06
5.48054387436e-06,1.04656012474e-05
4.1231100049e-06,1.06833526615e-05
5.11449618387e-06,8.86199549228e-06
7.02397742741e-06,1.10940145948e-05
4.34877818949e-06,9.88153070946e-06
4.24507790524e-06,1.5137940087e-05
5.15535735318e-06,1.0591066175e-05
4.79681957723e-06,9.88809389272e-06
4.55559082561e-06,1.51820168321e-05
5.43006841151e-06,1.02980378909e-05
4.97844763309e-06,8.27802444783e-06
4.4449527281e-06,9.17520324026e-06
4.52373832759e-06,8.43743958844e-06
3.62919137255e-06,8.05875108405e-06
3.78578511304e-06,6.6483456506e-06
4.37872768505e-06,2.07477343311e-05
6.66477864872e-06,2.0348559539e-05
3.17246211263e-06,1.16399365595e-05
3.8335256357e-06,9.32338041753e-06
4.67996054984e-06,1.31971120317e-05
3.10342905875e-06,8.02076921649e-06
3.21266696306e-06,1.82295718805e-05
4.03312605119e-06,6.35105377539e-06
3.33841949678e-06,1.07150195367e-05
3.63903369563e-06,7.21698279213e-06
5.9832309084e-06,5.59387234071e-06
2.93329048424e-06,9.89700305929e-06
2.66338485333e-06,5.94103902842e-06
3.25872145029e-06,2.4057669622e-05
4.51455268378e-06,5.42714292708e-06
3.32955176112e-06,5.91661507801e-06
3.41761905138e-06,7.42794840776e-06
2.9445331697e-06,7.96755893839e-06
3.66994702213e-06,6.93272777518e-06
3.08807050939e-06,5.98522116285e-06
3.09115468396e-06,4.95705965715e-06
3.35134864769e-06,5.709336524e-06
3.73353575974e-06,1.14505630211e-05
3.78127980929e-06,1.24637904347e-05
2.14341335124e-06,2.44412691261e-05
3.29209007641e-06,8.26702732982e-06
2.18037913908e-06,5.77817942252e-06
2.60160599567e-06,6.55212117508e-06
3.31268336894e-06,5.88040408541e-06
3.86340645492e-06,7.18900800974e-06
2.33822695553e-06,6.30198646717e-06
2.28404199217e-06,1.27687791378e-05
2.87980374445e-06,9.94922652715e-06
2.84114674088e-06,2.88051758883e-05
3.27589081223e-06,1.81143963034e-05
2.71310168054e-06,8.42272154481e-06
2.67798475111e-06,1.08912722433e-05
3.08618887769e-06,9.08718531087e-06
2.67198721316e-06,1.94542930177e-05
2.77780156158e-06,4.45386872152e-06
2.792613261e-06,2.0297258429e-05
2.36324270581e-06,1.62163454451e-05
2.28679463017e-06,1.80837245e-05
2.88294415966e-06,1.23974434436e-05
3.24443204952e-06,5.54026861861e-06
2.05878323353e-06,8.89585200096e-06
2.54022090335e-06,6.31258862875e-06
2.06766795084e-06,4.33510525901e-06
2.65357900524e-06,5.72700109242e-06
2.3916981722e-06,6.90233039673e-06
2.70572273861e-06,5.83054390729e-06
2.06838478728e-06,6.11886775839e-06
2.56633882324e-06,6.94278788086e-06
2.53789809115e-06,5.31803602101e-06
2.33932841189e-06,9.2347923746e-06
2.59106350684e-06,9.89851028091e-06
2.54132046532e-06,4.42103096535e-06
2.7228290055e-06,9.55428319063e-06
1.69848620538e-06,1.21308918136e-05
2.56902449478e-06,8.21715128726e-06
2.142155469e-06,8.96929735352e-06
2.76736561105e-06,8.81608821095e-06
2.50843934581e-06,6.90878615361e-06
2.20016494007e-06,4.46641309465e-06
2.21306726699e-06,7.37193191422e-06
3.04628632301e-06,4.18186948722e-06
2.03241152771e-06,7.75249349057e-06
2.27200330681e-06,4.02730632927e-06
2.73793762698e-06,6.17674186189e-06
1.61610749092e-06,6.19161260942e-06
1.86352449879e-06,6.73173866765e-06
2.09701675665e-06,8.21397081137e-06
2.24089455678e-06,1.24218077864e-05
2.15576238049e-06,4.68313895214e-06
1.9551035929e-06,3.49021978419e-06
2.59257253624e-06,5.54393414191e-06
1.63597408254e-06,1.71224484615e-05
3.55676066313e-06,4.60156311933e-06
1.94250230253e-06,3.35067950358e-06
1.8115958478e-06,1.30222985865e-05
2.06190538467e-06,1.00575054784e-05
1.75500969491e-06,4.35296564784e-06
2.29088948759e-06,4.35206229105e-06
1.84209955211e-06,1.27625817971e-05
2.26382544154e-06,2.74672798117e-05
2.02860445585e-06,5.6856557626e-06
1.72699268737e-06,6.32594855025e-06
2.11941454636e-06,3.21636352317e-06
2.06280647905e-06,1.00229631857e-05
1.59757625971e-06,4.33057124259e-06
1.76453742901e-06,4.8098613962e-06
2.63418740422e-06,3.17011255808e-06
1.51905863391e-06,2.98653525091e-06
2.59466818524e-06,9.68046534688e-06
