TRAINING,VALIDATION
0.195205658674,0.192335948348
0.194428503513,0.188271299005
0.19037617743,0.184295341372
0.186412468553,0.180406183004
0.182535544038,0.176601916552
0.178743317723,0.172880709171
0.175033867359,0.16924071312
0.171405717731,0.165680110455
0.167856737971,0.162197321653
0.164385348558,0.158790424466
0.16098985076,0.155457958579
0.157668590546,0.152198135853
0.154419958591,0.149009540677
0.151242315769,0.145890459418
0.148134082556,0.142839476466
0.145093917847,0.139855027199
0.142120152712,0.136935710907
0.139211341739,0.134080126882
0.136366099119,0.131286814809
0.133583128452,0.128554448485
0.130860924721,0.125881701708
0.128198206425,0.123267270625
0.125593706965,0.120709896088
0.123046196997,0.118208259344
0.120554305613,0.115761190653
0.118116900325,0.113367594779
0.115732751787,0.111026123166
0.113400712609,0.108735747635
0.11111972481,0.106495320797
0.108888499439,0.10430379957
0.10670606792,0.102160081267
0.104571357369,0.100063107908
0.102483302355,0.0980118885636
0.100440882146,0.0960053578019
0.0984431356192,0.0940426290035
0.0964889675379,0.0921226888895
0.0945775806904,0.090244628489
0.0927079617977,0.0884075462818
0.090879149735,0.0866105034947
0.0890904292464,0.0848526731133
0.087340734899,0.0831331387162
0.085629299283,0.0814511477947
0.0839552283287,0.0798057988286
0.0823178216815,0.0781963542104
0.0807161703706,0.076621979475
0.0791495367885,0.0750819668174
0.0776171386242,0.0735755041242
0.0761182382703,0.072101905942
0.074652120471,0.0706604197621
0.0732180178165,0.0692503899336
0.0847070230263,0.0667558625217
0.0771873531835,0.0606644271244
0.070436544632,0.0552722895571
0.0644081032209,0.0504951430625
0.0590163786508,0.0462557427981
0.0541843143061,0.0424972237762
0.0498553983672,0.0391691953927
0.045979864064,0.0362324893397
0.0425155043925,0.0336196132826
0.0393965122892,0.0313192109167
0.0366112105974,0.0292898692057
0.0341177743209,0.027504026642
0.0318879446756,0.0259301572159
0.0298893726158,0.024548255385
0.028102316459,0.0233375115886
0.0265049855226,0.0222764507843
0.0250746564682,0.0213448957915
0.0237899363771,0.0205313262231
0.0226401613892,0.0198249891563
0.0216142478105,0.0192116646178
0.0206966732952,0.0186786418027
0.0198729116286,0.0182146289215
0.0191312445892,0.0178176214826
0.0184713267947,0.0174764570312
0.0178795705952,0.017183881574
0.017348275914,0.0169361919241
0.0168745382309,0.016727918363
0.0164518440382,0.0165512921433
0.0160699104935,0.0164051902259
0.0157298192424,0.0162854580716
0.0154262404761,0.0161874814834
0.0151526788761,0.0161094687733
0.0149085961085,0.016048975676
0.0146908512272,0.016002474325
0.014493122638,0.015969216731
0.0143172122602,0.0159472626829
0.0141608764643,0.0159348038332
0.0140216595188,0.0159303138751
0.0138961177528,0.0159327121343
0.0137837918599,0.0159408745885
0.0136834482588,0.0159539474464
0.0135932782657,0.0159711398581
0.0135122994194,0.0159918494785
0.0134395085101,0.0160148773268
0.0133753083091,0.0160404372408
0.0133170988371,0.0160675224747
0.0132653177058,0.0160957455799
0.0132191141961,0.0161252944398
0.0131772843855,0.016154863065
0.0131404903414,0.0161854010355
0.0126632562563,0.0157176051955
0.012635112297,0.0157448195433
0.0126098575722,0.0157720816473
0.0125871650271,0.0157988372782
0.0125670197403,0.0158251284867
0.0125489902938,0.0158511814344
0.0125328158336,0.0158765866507
0.0125182495039,0.015901530995
0.0125052300033,0.0159258383737
0.0124935374438,0.015949597945
0.0124830153164,0.0159723962343
0.0124736923723,0.0159945843513
0.0124653195318,0.0160162212236
0.0124577562198,0.0160366409721
0.012451143175,0.0160564511255
0.0124451606192,0.0160754532403
0.0124398183081,0.0160936389411
0.0124350570941,0.0161111695074
0.0124307837871,0.0161283082761
0.0124269038578,0.0161441110841
0.0124235077276,0.0161597607251
0.0124203753306,0.0161746992364
0.0124176362062,0.0161890017879
0.0124150899723,0.0162027685659
0.0124128647028,0.0162155042618
0.0124109044146,0.0162276840125
0.0124091799727,0.0162390350825
0.0124077341219,0.0162500856777
0.0124062030729,0.0162607786784
0.012404954502,0.0162708268118
0.0124038302836,0.0162808587664
0.0124027770698,0.0162899409851
0.0124018291715,0.0162990369395
0.0124009922651,0.0163074501077
0.0124002536953,0.0163154014273
0.0123996270795,0.0163224719489
0.0123990599109,0.0163297661273
0.0123984932689,0.0163368012531
0.0123980304505,0.016343050861
0.0123976032704,0.0163495580159
0.0123972084814,0.0163553103853
0.0123968692425,0.01636095134
0.01239657,0.0163667902154
0.0123962513194,0.0163718888881
0.0123960055202,0.016376785037
0.0123957806162,0.0163815347371
0.0123955996252,0.0163854865994
0.0123954368799,0.0163891952407
0.0123952832557,0.016393082533
0.0123951339406,0.0163968552074
