TRAINING,VALIDATION
0.00437273219492,0.00325608991864
0.0011356053809,0.00163763638395
0.000421152156718,0.000675944260726
0.000151350919374,0.000378628660381
7.0246095161e-05,0.00022028012023
4.99960393018e-05,0.000113604511527
3.79154503271e-05,9.96050340506e-05
3.17269854959e-05,7.35057363754e-05
2.59254722927e-05,6.79601821639e-05
2.40419057861e-05,8.11760972557e-05
1.98965626037e-05,5.02021264073e-05
1.79285931317e-05,5.58955624515e-05
1.68547383172e-05,4.99134429423e-05
1.53902556851e-05,4.0461370424e-05
1.71507681803e-05,6.53497100655e-05
1.32523540533e-05,3.09704223102e-05
1.33998267e-05,4.20534485875e-05
1.212841743e-05,3.01575960077e-05
1.06077233685e-05,6.31509555525e-05
1.18157839448e-05,2.750368745e-05
8.48333550656e-06,4.59208583395e-05
9.46920294057e-06,2.57199993912e-05
9.31806564805e-06,2.6500634584e-05
9.10025902923e-06,1.97311760309e-05
7.59447514898e-06,2.34185409528e-05
8.07060123628e-06,2.23420523757e-05
7.65963269849e-06,1.72298308856e-05
7.55825197426e-06,1.70707738908e-05
7.08838562793e-06,2.45003382949e-05
7.70289041242e-06,1.87511805571e-05
5.9871557716e-06,1.79810966766e-05
5.95326458862e-06,1.23681298059e-05
6.31997636413e-06,1.30497379446e-05
5.63745156647e-06,1.34019813321e-05
6.91546139763e-06,1.30480775036e-05
6.65617011174e-06,3.68860833957e-05
5.64385172578e-06,2.80501037369e-05
5.10261970383e-06,1.57163816199e-05
6.05469339536e-06,1.06421364717e-05
5.08456981245e-06,1.21377752059e-05
6.93763985824e-06,2.7786861045e-05
4.33960461478e-06,1.36752890687e-05
4.83359373457e-06,1.03187184863e-05
5.77400054062e-06,2.03818852475e-05
4.9044703038e-06,1.42519967144e-05
5.09931942659e-06,2.02234214691e-05
4.09047034576e-06,1.04118864604e-05
5.08168495613e-06,8.72484095629e-06
4.3541475325e-06,7.19937236438e-06
3.7302079862e-06,8.02751275273e-06
4.76624969479e-06,1.10849710186e-05
4.41400400563e-06,1.89666741369e-05
4.90522792741e-06,2.11533308261e-05
4.02562884188e-06,1.37667627104e-05
5.56514617203e-06,8.35867580361e-06
3.35338228156e-06,1.80992961533e-05
4.05842013647e-06,7.14143941786e-06
4.08962780878e-06,9.0083067413e-06
4.39224565266e-06,7.65911136175e-06
3.21653651599e-06,1.13782345443e-05
4.6607624287e-06,6.80448593124e-06
2.67379874909e-06,6.38724950788e-06
4.04731502832e-06,7.7167457382e-06
3.6184777368e-06,5.8310841652e-06
3.46241590174e-06,5.8740356692e-06
3.27370273904e-06,1.11626787546e-05
3.94050071673e-06,7.35479851087e-06
4.42570228886e-06,7.47275347817e-06
3.2158796256e-06,6.27605992995e-06
3.0158549392e-06,6.70038980554e-06
3.65095805268e-06,5.50657422334e-06
2.80366804879e-06,5.37727307175e-06
3.66315014039e-06,5.40829319666e-06
4.35960846723e-06,4.75798698576e-06
2.81367832504e-06,1.49285338086e-05
3.08403304057e-06,6.12385444231e-06
2.68193321394e-06,6.39689710335e-06
2.9636758573e-06,4.56375903724e-06
3.16749167121e-06,6.44008316019e-06
3.17217747386e-06,3.8608642805e-06
2.87227203063e-06,4.31855249299e-06
2.9970888314e-06,4.86425428716e-06
3.01535774226e-06,4.96309230462e-06
2.60563000641e-06,7.19247567231e-06
2.28601025244e-06,4.45876057465e-06
3.63796469072e-06,8.05294293533e-06
3.27998776197e-06,5.80546785673e-06
2.82813152707e-06,4.80540854588e-06
2.51549884453e-06,7.1465940517e-06
2.80478896895e-06,9.69931523615e-06
3.01913005553e-06,4.48963030426e-06
2.38962122513e-06,4.84678862004e-06
2.88550732816e-06,4.23143132136e-06
3.07197955246e-06,7.18595488414e-06
2.50294748896e-06,3.43791071429e-06
2.18304094139e-06,4.9099255897e-06
3.56854161812e-06,3.54547654158e-06
2.37388325718e-06,1.4253060727e-05
2.31531224153e-06,5.64819809137e-06
2.61889375822e-06,6.96151637264e-06
2.28947420951e-06,5.9978599386e-06
3.68197919859e-06,3.27320801987e-06
2.16008609832e-06,3.36788493341e-06
2.15607225693e-06,3.60272002961e-06
2.29688455323e-06,3.12490866712e-06
3.77039291957e-06,5.39507699815e-06
3.05262143204e-06,3.8715152183e-06
1.48899562096e-06,7.4581389236e-06
2.02884729038e-06,4.7766414156e-06
2.18170749247e-06,3.94219014249e-06
2.47758702019e-06,3.69085619673e-06
2.71457880646e-06,3.65584901045e-06
2.13820423715e-06,4.74004433972e-06
2.29594319975e-06,3.73511142079e-06
2.12743267353e-06,5.60755209632e-06
2.51163758536e-06,3.81451276709e-06
2.27028034357e-06,4.20089075326e-06
1.90074351233e-06,3.63529712995e-06
2.08355059669e-06,4.39064805345e-06
2.75500335848e-06,2.96352017273e-06
1.66942544289e-06,3.04709385998e-06
2.73809790608e-06,3.5031118681e-06
2.01737191196e-06,7.5028352322e-06
2.82672831592e-06,4.43895225655e-06
1.57987196266e-06,3.39322647232e-06
2.63896491825e-06,3.01971444336e-06
1.48462112837e-06,3.64664255818e-06
1.70482037766e-06,5.40550958937e-06
2.47204782792e-06,3.00735039162e-06
2.7373240843e-06,7.78237757154e-06
1.78582941472e-06,2.86263661673e-06
2.03025629221e-06,2.9590514731e-06
2.02346225532e-06,3.53515789433e-06
1.78646516132e-06,9.19983566296e-06
2.93831389609e-06,5.34890423367e-06
1.54919272379e-06,2.43939050867e-06
1.86248503038e-06,9.85755031489e-06
2.1009109252e-06,2.52136710246e-06
1.90908122546e-06,3.48271942976e-06
1.7713185054e-06,2.41083326847e-06
2.55225601266e-06,5.80922859537e-06
1.47129921328e-06,2.65476895591e-06
2.35491175476e-06,2.04443024523e-05
2.30185999048e-06,2.75339160195e-06
1.47325545425e-06,2.22597218165e-06
2.14134830953e-06,4.88201916101e-06
1.7921503144e-06,6.27270850564e-06
1.74395225836e-06,2.55290526432e-06
2.20775819892e-06,2.57576229133e-06
2.03888786264e-06,4.74600598866e-06
