TRAINING,VALIDATION
0.00510588392468,0.00130866874642
0.00070019162849,0.000296215475928
0.000140312626665,0.000167382549102
6.95789094194e-05,8.80922965738e-05
5.05052404139e-05,8.09748489315e-05
4.21658069038e-05,6.50958160959e-05
3.38606162769e-05,6.55377177714e-05
2.86544933467e-05,5.87410347975e-05
2.62614296088e-05,8.53963426746e-05
2.26328421607e-05,5.35728495399e-05
2.19290017444e-05,3.82245112173e-05
1.97813547702e-05,5.72303860888e-05
1.64571610689e-05,5.011158131e-05
1.53280238396e-05,9.1727294632e-05
1.64706387905e-05,3.26385780668e-05
1.40786794269e-05,2.79210812161e-05
1.21979749152e-05,3.47465954278e-05
1.28458408185e-05,2.17883312569e-05
1.07730065372e-05,2.10756837425e-05
1.14691998734e-05,3.04979525188e-05
1.0290441725e-05,2.31672407397e-05
1.04525635966e-05,4.88802721808e-05
8.87699280119e-06,3.07741056051e-05
9.8734286703e-06,3.08504292949e-05
8.44120302183e-06,1.70498655005e-05
9.04385094133e-06,1.64877320762e-05
7.61557727902e-06,1.57845685813e-05
6.82418198542e-06,2.29080909555e-05
7.49466040467e-06,1.39640609173e-05
7.65094306474e-06,1.51439358873e-05
8.65988082883e-06,1.75748872221e-05
6.40443273116e-06,1.82700161653e-05
5.90463708749e-06,1.23394594122e-05
7.25818691671e-06,2.65401191452e-05
7.12436154056e-06,1.21520003499e-05
6.04896939161e-06,2.81002841698e-05
6.43752522215e-06,1.55558381674e-05
5.88758503721e-06,1.15528408872e-05
6.05163991254e-06,1.00957582015e-05
5.68538408486e-06,9.31101608312e-06
5.09755542926e-06,2.05723947782e-05
4.73640201231e-06,1.3238374209e-05
4.89161162573e-06,1.09776841077e-05
5.5240181013e-06,1.53680961819e-05
4.92738391488e-06,1.36357149677e-05
5.39202422685e-06,1.64257425727e-05
6.247528407e-06,8.01153313342e-06
4.55189103087e-06,1.29540377082e-05
4.25425077474e-06,1.6283831805e-05
5.75454898058e-06,1.27407500835e-05
6.50221257487e-06,2.07677133259e-05
5.08584663239e-06,1.09452496887e-05
5.31510119823e-06,2.01121677425e-05
4.47801915973e-06,9.9794909698e-06
4.20598977139e-06,2.91822698e-05
4.31882848956e-06,1.89120594599e-05
5.41532339651e-06,1.27146012487e-05
4.40998390967e-06,8.48834234723e-06
4.60446832048e-06,7.86914425747e-06
4.10818787804e-06,6.29941825942e-06
3.96403508355e-06,1.63113261043e-05
3.79219478024e-06,1.45765419448e-05
5.46557953117e-06,6.23429997894e-06
3.50320202489e-06,8.7387475859e-05
4.87804526235e-06,2.43281717182e-05
4.19111386511e-06,7.20026970095e-06
2.57433314617e-06,9.99840106109e-06
4.54735265933e-06,1.82577620036e-05
4.03023423183e-06,6.98561190513e-06
4.60283556769e-06,1.30985541298e-05
4.50784538506e-06,6.15188110484e-06
3.10088828948e-06,8.89692576842e-06
3.59278875422e-06,2.62130709718e-05
3.96135200528e-06,2.17478204483e-05
3.70308445245e-06,1.15593939833e-05
3.441818472e-06,1.36903125701e-05
3.48416676178e-06,3.59487534739e-05
4.64367529116e-06,4.75370093705e-06
4.27427901912e-06,5.13872817019e-05
2.80458464649e-06,5.53927340862e-06
3.27265867677e-06,5.86175319631e-06
3.04223380515e-06,5.16265196466e-06
2.35825497492e-06,5.2424574765e-06
2.98441480423e-06,4.95318736825e-06
3.70077721375e-06,4.99215930113e-06
3.80382467423e-06,3.94405304001e-05
3.6822854421e-06,3.9854534418e-05
3.4379690245e-06,4.79796295828e-06
2.82687648557e-06,5.44078326036e-06
3.32081477517e-06,7.07323416419e-06
2.36220712128e-06,1.60024559418e-05
3.06719927945e-06,3.01703261181e-05
3.76634096338e-06,4.90058388921e-06
3.05264960494e-06,5.45594889199e-06
3.64841915722e-06,0.000228871513183
8.32348820745e-06,4.6749818632e-06
1.98002765308e-06,6.15791692448e-06
1.88890908369e-06,2.12563047139e-05
2.34443463049e-06,5.15275546872e-06
2.56662484369e-06,4.69171289856e-06
3.31592062122e-06,5.4890208668e-06
2.24911167788e-06,6.85111570158e-06
2.07008779557e-06,5.32867256882e-06
2.98247955983e-06,6.00272274462e-06
2.4838212297e-06,3.26190761293e-05
3.21202462527e-06,1.05390997703e-05
2.7328322553e-06,8.41947697406e-06
2.58765532861e-06,4.90963977017e-06
2.67844399739e-06,7.55411355075e-06
2.33730702339e-06,5.0305516291e-06
3.64953052494e-06,5.2742681458e-06
2.29207096931e-06,4.32764000387e-06
2.19207379519e-06,4.67866923564e-06
2.05838433172e-06,1.18503312e-05
2.50286214352e-06,3.32046563975e-06
2.54577951104e-06,5.36976055603e-06
2.46897614117e-06,8.16769248832e-06
2.69723940388e-06,4.09287406255e-06
2.50328113488e-06,1.57153953244e-05
2.04690668479e-06,4.53794679288e-06
2.64396538413e-06,3.45625535142e-06
3.17792540202e-06,3.28995593493e-06
1.58923545137e-06,4.00339266919e-06
2.48194212767e-06,5.54395685321e-06
2.10364720491e-06,3.48610642502e-06
2.42922743017e-06,7.14693803544e-06
2.121643518e-06,3.35087832235e-06
2.65958623588e-06,8.58297363521e-06
2.71924703824e-06,5.07857232747e-06
2.35725565052e-06,3.83312317326e-06
1.92835421454e-06,6.34830354923e-06
1.81803851183e-06,5.85455163101e-06
2.71266595703e-06,8.68640581553e-06
2.65400676215e-06,3.35170922105e-06
1.7770359353e-06,1.4634332436e-05
2.22582659621e-06,3.05079088874e-06
2.51651376525e-06,4.34352823598e-06
1.60555375458e-06,6.00428853638e-06
2.86804277221e-06,3.05849217589e-06
2.52935367039e-06,3.10603381981e-06
1.34841329795e-06,3.17451018663e-06
2.54249789136e-06,5.46446208354e-06
1.8625405804e-06,3.21434708338e-06
1.52583886032e-06,4.18901715381e-06
2.38714308105e-06,4.41276801182e-06
2.11606705555e-06,1.64757089395e-05
1.92441545552e-06,5.55468454096e-06
2.10233758245e-06,3.07256420133e-06
2.43019271135e-06,3.26257464365e-06
1.87496561261e-06,4.22794096094e-06
